Year,Country,Region,Sex,Age,Unintentional poisoning category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,England and Wales,,Male,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.3058170682895347
2016,England and Wales,,Male,30 to 34,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1525761723825939
2017,England and Wales,,Male,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,3.151402526611561
2017,England and Wales,,Male,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.846428088552378
2013,England and Wales,,Male,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,5.384074361434612
2013,England and Wales,,Male,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,5.1007020266222645
2013,England and Wales,,Male,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1700234008874088
2014,England and Wales,,Male,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,2.98076674319176
2014,England and Wales,,Male,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.643321451509674
2015,England and Wales,,Male,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,3.250099568728313
2015,England and Wales,,Male,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.919580968518654
2015,England and Wales,,Male,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1652593001048294
2016,England and Wales,,Male,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,3.6003271461442647
2016,England and Wales,,Male,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.385382241896846
2017,England and Wales,,Male,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,4.681480484012481
2017,England and Wales,,Male,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2630045215737349
2017,England and Wales,,Male,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,4.208072345179758
2017,England and Wales,,Male,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.2104036172589879
2013,England and Wales,,Male,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,3.843024581704472
2013,England and Wales,,Male,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3539627904201488
2013,England and Wales,,Male,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.1856651137813388
2013,England and Wales,,Male,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1516983387514923
2014,England and Wales,,Male,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,2.5327644089742565
2014,England and Wales,,Male,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1550672087127095
2014,England and Wales,,Male,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.964184643694321
2014,England and Wales,,Male,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.2584453478545159
2015,England and Wales,,Male,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,3.687678885351644
2015,England and Wales,,Male,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1580433808007847
2015,England and Wales,,Male,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.3715921237500743
2015,England and Wales,,Male,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1580433808007847
2016,England and Wales,,Male,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,4.497920930885381
2016,England and Wales,,Male,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2167672737776087
2016,England and Wales,,Male,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,4.118578201774565
2017,England and Wales,,Male,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,4.953024183001443
2017,England and Wales,,Male,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,4.507808526102438
2017,England and Wales,,Male,40 to 44,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.222607828449503
2013,England and Wales,,Male,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,3.3216667928574397
2013,England and Wales,,Male,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2442402053571646
2013,England and Wales,,Male,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.784338341071677
2013,England and Wales,,Male,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.2442402053571646
2014,England and Wales,,Male,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,2.791628445028673
2014,England and Wales,,Male,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1959037505283279
2014,England and Wales,,Male,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.203917193443689
2014,England and Wales,,Male,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1959037505283279
2015,England and Wales,,Male,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,3.256920709771848
2015,England and Wales,,Male,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2467364174069581
2015,England and Wales,,Male,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.763447874957932
2015,England and Wales,,Male,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1480418504441749
2016,England and Wales,,Male,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,3.3599610244521165
2016,England and Wales,,Male,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.915260300627572
2016,England and Wales,,Male,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1482335746081816
2016,England and Wales,,Male,45 to 49,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.1482335746081816
2017,England and Wales,,Male,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,3.538547491045232
2017,England and Wales,,Male,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.239515308703381
2017,England and Wales,,Male,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1495160911709253
2013,England and Wales,,Male,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,2.2146105238292093
2013,England and Wales,,Male,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2109152879837342
2013,England and Wales,,Male,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.7927799478617408
2013,England and Wales,,Male,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1581864659878006
2014,England and Wales,,Male,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.2848819758812235
2014,England and Wales,,Male,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2569763951762447
2014,England and Wales,,Male,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.97651030166973
2015,England and Wales,,Male,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,2.3606085749357613
2015,England and Wales,,Male,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2511285718016767
2015,England and Wales,,Male,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.7076742882514018
2015,England and Wales,,Male,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.150677143081006
2015,England and Wales,,Male,50 to 54,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.2009028574413414
2016,England and Wales,,Male,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,2.376338794621949
2016,England and Wales,,Male,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1485211746638718
2016,England and Wales,,Male,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.9802823288516245
2016,England and Wales,,Male,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1485211746638718
2017,England and Wales,,Male,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,2.5537114266799983
2017,England and Wales,,Male,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2455491756423075
2017,England and Wales,,Male,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.1117229105238446
2013,England and Wales,,Male,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.4086913808299153
2013,England and Wales,,Male,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1837423540212933
2013,England and Wales,,Male,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.1024541241277597
2014,England and Wales,,Male,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.915652617948827
2014,England and Wales,,Male,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.4190490101763059
2014,England and Wales,,Male,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.3170111748398186
2015,England and Wales,,Male,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,0.9312872951458978
2015,England and Wales,,Male,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.7566709273060419
2016,England and Wales,,Male,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.2433199808302664
2016,England and Wales,,Male,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3390872674991635
2016,England and Wales,,Male,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.847718168747909
2017,England and Wales,,Male,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.867250566902764
2017,England and Wales,,Male,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.4393530745653562
2017,England and Wales,,Male,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.0983826864133903
2017,England and Wales,,Male,55 to 59,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1647574029620085
2013,England and Wales,,Male,60 to 64,,Undefined,Units,"Rate per 100,000 population",K04000001,1.1087703736556158
2013,England and Wales,,Male,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3913307201137468
2013,England and Wales,,Male,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.6522178668562446
2014,England and Wales,,Male,60 to 64,,Undefined,Units,"Rate per 100,000 population",K04000001,1.3177218434137956
2014,England and Wales,,Male,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1976582765120693
2014,England and Wales,,Male,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.8565191982189672
2014,England and Wales,,Male,60 to 64,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1976582765120693
2015,England and Wales,,Male,60 to 64,,Undefined,Units,"Rate per 100,000 population",K04000001,0.991441873745826
2015,England and Wales,,Male,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.330480624581942
2015,England and Wales,,Male,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5948651242474956
2016,England and Wales,,Male,60 to 64,,Undefined,Units,"Rate per 100,000 population",K04000001,0.982573083785972
2016,England and Wales,,Male,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2620194890095925
2016,England and Wales,,Male,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.3275243612619907
2017,England and Wales,,Male,60 to 64,,Undefined,Units,"Rate per 100,000 population",K04000001,1.1583287375568143
2017,England and Wales,,Male,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3861095791856048
2017,England and Wales,,Male,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5148127722474731
2017,England and Wales,,Male,60 to 64,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1930547895928024
2013,England and Wales,,Male,65 to 69,,Undefined,Units,"Rate per 100,000 population",K04000001,0.4629063242923319
2013,England and Wales,,Male,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.3306473744945228
2014,England and Wales,,Male,65 to 69,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7787626240666206
2014,England and Wales,,Male,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.3893813120333103
2015,England and Wales,,Male,65 to 69,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7689616326593385
2015,England and Wales,,Male,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1922404081648346
2015,England and Wales,,Male,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.512641088439559
2016,England and Wales,,Male,65 to 69,,Undefined,Units,"Rate per 100,000 population",K04000001,0.4466724181058026
2016,England and Wales,,Male,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.2552413817747443
2017,England and Wales,,Male,65 to 69,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8716729751204417
2017,England and Wales,,Male,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2682070692678282
2017,England and Wales,,Male,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5364141385356564
2013,England and Wales,,Male,70 to 74,,Undefined,Units,"Rate per 100,000 population",K04000001,0.2813227043364019
2014,England and Wales,,Male,70 to 74,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7203294066376554
2014,England and Wales,,Male,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5402470549782415
2015,England and Wales,,Male,70 to 74,,Undefined,Units,"Rate per 100,000 population",K04000001,0.6067840186958825
2015,England and Wales,,Male,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.2600502937268067
2015,England and Wales,,Male,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.3467337249690757
2016,England and Wales,,Male,70 to 74,,Undefined,Units,"Rate per 100,000 population",K04000001,0.4949698687092423
2017,England and Wales,,Male,70 to 74,,Undefined,Units,"Rate per 100,000 population",K04000001,0.5271429679504606
2017,England and Wales,,Male,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3012245531145489
2013,England and Wales,,Male,75 to 79,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8228875594683206
2013,England and Wales,,Male,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.470221462553326
2013,England and Wales,,Male,75 to 79,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.3526660969149945
2014,England and Wales,,Male,75 to 79,,Undefined,Units,"Rate per 100,000 population",K04000001,0.4579069075257
2015,England and Wales,,Male,75 to 79,,Undefined,Units,"Rate per 100,000 population",K04000001,1.0175113706895675
2015,England and Wales,,Male,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5652840948275375
2016,England and Wales,,Male,75 to 79,,Undefined,Units,"Rate per 100,000 population",K04000001,0.793847005268876
2017,England and Wales,,Male,75 to 79,,Undefined,Units,"Rate per 100,000 population",K04000001,0.5603917362393007
2013,England and Wales,,Male,80 to 84,,Undefined,Units,"Rate per 100,000 population",K04000001,0.5140903599489337
2014,England and Wales,,Male,80 to 84,,Undefined,Units,"Rate per 100,000 population",K04000001,1.1746917692703989
2014,England and Wales,,Male,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5034393296873139
2015,England and Wales,,Male,80 to 84,,Undefined,Units,"Rate per 100,000 population",K04000001,1.6451724881095158
2015,England and Wales,,Male,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.6580689952438064
2015,England and Wales,,Male,80 to 84,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.4935517464328547
2016,England and Wales,,Male,80 to 84,,Undefined,Units,"Rate per 100,000 population",K04000001,1.287529472354328
2016,England and Wales,,Male,80 to 84,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.643764736177164
2016,England and Wales,,Male,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.482823552132873
2017,England and Wales,,Male,80 to 84,,Undefined,Units,"Rate per 100,000 population",K04000001,0.6283498903529441
2013,England and Wales,,Male,85 to 89,,Undefined,Units,"Rate per 100,000 population",K04000001,0.9673144449066058
2014,England and Wales,,Male,85 to 89,,Undefined,Units,"Rate per 100,000 population",K04000001,1.2433712768801328
2015,England and Wales,,Male,85 to 89,,Undefined,Units,"Rate per 100,000 population",K04000001,2.715423606082549
2015,England and Wales,,Male,85 to 89,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.2068549360366885
2015,England and Wales,,Male,85 to 89,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.9051412020275162
2017,England and Wales,,Male,85 to 89,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8460833392089121
2013,England and Wales,,Male,90 and over,,Undefined,Units,"Rate per 100,000 population",K04000001,2.9674250910628577
2013,England and Wales,,Male,90 and over,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.225568818297143
2016,England and Wales,,Male,90 and over,,Undefined,Units,"Rate per 100,000 population",K04000001,5.124033639280842
2016,England and Wales,,Male,90 and over,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.562016819640421
2013,England and Wales,,Female,,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8615515802890515
2013,England and Wales,,Female,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.0898042150859372
2013,England and Wales,,Female,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.0145456357066836
2013,England and Wales,,Female,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.6921990984570854
2013,England and Wales,,Female,,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0387369638749714
2013,England and Wales,,Female,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.0262656671643737
2014,England and Wales,,Female,,,Undefined,Units,"Rate per 100,000 population",K04000001,0.6708548054576187
2014,England and Wales,,Female,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1118758875543724
2014,England and Wales,,Female,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.0369952642754653
2014,England and Wales,,Female,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.470500978829465
2014,England and Wales,,Female,,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0350839055098752
2014,England and Wales,,Female,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.0130191204278122
2015,England and Wales,,Female,,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7535937239731343
2015,England and Wales,,Female,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1127067653694659
2015,England and Wales,,Female,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.0312838187854545
2015,England and Wales,,Female,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5105815441267957
2015,England and Wales,,Female,,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0129232092353154
2015,England and Wales,,Female,,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0506506387619543
2015,England and Wales,,Female,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.0354477476941483
2016,England and Wales,,Female,,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7255224761163522
2016,England and Wales,,Female,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1236262401096892
2016,England and Wales,,Female,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.0274888185074526
2016,England and Wales,,Female,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5262858305291555
2016,England and Wales,,Female,,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0103813350032746
2016,England and Wales,,Female,,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.013761646082378
2016,England and Wales,,Female,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.023978605884402
2017,England and Wales,,Female,,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8490715985868478
2017,England and Wales,,Female,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1320863138512235
