Year,Series,Age,Number of previous live births,Country,Region,Health board,Observation status,Unit multiplier,Units,GeoCode,Value
2017,Births occurring within a medical facility,30 to 34,Not stated,,,,Normal value,Units,Percentage (%),,97.97752808988764
2017,Births occurring within a medical facility,35 to 39,Not stated,,,,Normal value,Units,Percentage (%),,95.43973941368078
2017,Births occurring within a medical facility,40 to 44,Not stated,,,,Normal value,Units,Percentage (%),,95.77464788732394
2017,Births occurring within a medical facility,45 and over,Not stated,,,,Normal value,Units,Percentage (%),,100.0
2018,Births occurring within a medical facility,,,,,,Normal value,Units,Percentage (%),,97.69420464761154
2018,Births occurring within a medical facility,19 and under,,,,,Normal value,Units,Percentage (%),,98.63295682465956
2018,Births occurring within a medical facility,20 to 24,,,,,Normal value,Units,Percentage (%),,98.37442337828593
2018,Births occurring within a medical facility,25 to 29,,,,,Normal value,Units,Percentage (%),,97.97065059703158
2018,Births occurring within a medical facility,30 to 34,,,,,Normal value,Units,Percentage (%),,97.43661743918749
2018,Births occurring within a medical facility,35 to 39,,,,,Normal value,Units,Percentage (%),,96.97874840857898
2018,Births occurring within a medical facility,40 to 44,,,,,Normal value,Units,Percentage (%),,98.04064978058356
2018,Births occurring within a medical facility,45 and over,,,,,Normal value,Units,Percentage (%),,99.40747493163173
2018,Births occurring within a medical facility,,0,,,,Normal value,Units,Percentage (%),,99.08029032761706
2018,Births occurring within a medical facility,19 and under,0,,,,Normal value,Units,Percentage (%),,99.00823353293411
2018,Births occurring within a medical facility,20 to 24,0,,,,Normal value,Units,Percentage (%),,99.31370504483668
2018,Births occurring within a medical facility,25 to 29,0,,,,Normal value,Units,Percentage (%),,99.1459040581553
2018,Births occurring within a medical facility,30 to 34,0,,,,Normal value,Units,Percentage (%),,98.91845684977328
2018,Births occurring within a medical facility,35 to 39,0,,,,Normal value,Units,Percentage (%),,98.89933040204616
2018,Births occurring within a medical facility,40 to 44,0,,,,Normal value,Units,Percentage (%),,99.3758165190884
2018,Births occurring within a medical facility,45 and over,0,,,,Normal value,Units,Percentage (%),,99.88425925925924
2018,Births occurring within a medical facility,,1,,,,Normal value,Units,Percentage (%),,96.84636533597272
2018,Births occurring within a medical facility,19 and under,1,,,,Normal value,Units,Percentage (%),,96.68065623807706
2018,Births occurring within a medical facility,20 to 24,1,,,,Normal value,Units,Percentage (%),,97.30304933361244
2018,Births occurring within a medical facility,25 to 29,1,,,,Normal value,Units,Percentage (%),,97.28301386656948
2018,Births occurring within a medical facility,30 to 34,1,,,,Normal value,Units,Percentage (%),,96.61215697770751
2018,Births occurring within a medical facility,35 to 39,1,,,,Normal value,Units,Percentage (%),,96.26213085672543
2018,Births occurring within a medical facility,40 to 44,1,,,,Normal value,Units,Percentage (%),,97.52577319587628
2018,Births occurring within a medical facility,45 and over,1,,,,Normal value,Units,Percentage (%),,99.30795847750863
2018,Births occurring within a medical facility,,2,,,,Normal value,Units,Percentage (%),,96.51074049965209
2018,Births occurring within a medical facility,19 and under,2,,,,Normal value,Units,Percentage (%),,96.17021276595744
2018,Births occurring within a medical facility,20 to 24,2,,,,Normal value,Units,Percentage (%),,96.44098429028222
2018,Births occurring within a medical facility,25 to 29,2,,,,Normal value,Units,Percentage (%),,96.53203817314248
2018,Births occurring within a medical facility,30 to 34,2,,,,Normal value,Units,Percentage (%),,96.6069560669456
2018,Births occurring within a medical facility,35 to 39,2,,,,Normal value,Units,Percentage (%),,96.06070101616008
2018,Births occurring within a medical facility,40 to 44,2,,,,Normal value,Units,Percentage (%),,97.78894472361809
2018,Births occurring within a medical facility,45 and over,2,,,,Normal value,Units,Percentage (%),,99.32203389830508
2018,Births occurring within a medical facility,,3,,,,Normal value,Units,Percentage (%),,96.33130834197658
2018,Births occurring within a medical facility,19 and under,3,,,,Normal value,Units,Percentage (%),,76.92307692307693
2018,Births occurring within a medical facility,20 to 24,3,,,,Normal value,Units,Percentage (%),,95.42662116040955
2018,Births occurring within a medical facility,25 to 29,3,,,,Normal value,Units,Percentage (%),,96.0381143430291
2018,Births occurring within a medical facility,30 to 34,3,,,,Normal value,Units,Percentage (%),,96.4208960158704
2018,Births occurring within a medical facility,35 to 39,3,,,,Normal value,Units,Percentage (%),,96.27434377646064
2018,Births occurring within a medical facility,40 to 44,3,,,,Normal value,Units,Percentage (%),,97.4609375
2018,Births occurring within a medical facility,45 and over,3,,,,Normal value,Units,Percentage (%),,98.91891891891892
2018,Births occurring within a medical facility,,4 and over,,,,Normal value,Units,Percentage (%),,95.99185984781454
2018,Births occurring within a medical facility,19 and under,4 and over,,,,Normal value,Units,Percentage (%),,100.0
2018,Births occurring within a medical facility,20 to 24,4 and over,,,,Normal value,Units,Percentage (%),,95.97701149425288
2018,Births occurring within a medical facility,25 to 29,4 and over,,,,Normal value,Units,Percentage (%),,95.87292967689385
2018,Births occurring within a medical facility,30 to 34,4 and over,,,,Normal value,Units,Percentage (%),,95.21181001283698
2018,Births occurring within a medical facility,35 to 39,4 and over,,,,Normal value,Units,Percentage (%),,96.2466142138527
2018,Births occurring within a medical facility,40 to 44,4 and over,,,,Normal value,Units,Percentage (%),,97.39035882566148
2018,Births occurring within a medical facility,45 and over,4 and over,,,,Normal value,Units,Percentage (%),,98.51301115241635
2018,Births occurring within a medical facility,,Not stated,,,,Normal value,Units,Percentage (%),,98.3275261324042
2018,Births occurring within a medical facility,19 and under,Not stated,,,,Normal value,Units,Percentage (%),,97.67441860465117
2018,Births occurring within a medical facility,20 to 24,Not stated,,,,Normal value,Units,Percentage (%),,99.49748743718592
2018,Births occurring within a medical facility,25 to 29,Not stated,,,,Normal value,Units,Percentage (%),,99.17808219178085
2018,Births occurring within a medical facility,30 to 34,Not stated,,,,Normal value,Units,Percentage (%),,97.59825327510916
2018,Births occurring within a medical facility,35 to 39,Not stated,,,,Normal value,Units,Percentage (%),,98.21428571428572
2018,Births occurring within a medical facility,40 to 44,Not stated,,,,Normal value,Units,Percentage (%),,95.3846153846154
2018,Births occurring within a medical facility,45 and over,Not stated,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,,,,,,Normal value,Units,Percentage (%),,97.71057960529848
2019,Births occurring within a medical facility,,0,,,,Normal value,Units,Percentage (%),,99.10103619338364
2019,Births occurring within a medical facility,,1,,,,Normal value,Units,Percentage (%),,96.92599378924348
2019,Births occurring within a medical facility,,2,,,,Normal value,Units,Percentage (%),,96.25749728168736
2019,Births occurring within a medical facility,,3,,,,Normal value,Units,Percentage (%),,96.22465190169144
2019,Births occurring within a medical facility,,4 and over,,,,Normal value,Units,Percentage (%),,96.133364204677
2019,Births occurring within a medical facility,,Not stated,,,,Normal value,Units,Percentage (%),,97.46376811594205
2019,Births occurring within a medical facility,19 and under,,,,,Normal value,Units,Percentage (%),,98.82372900525928
2019,Births occurring within a medical facility,19 and under,0,,,,Normal value,Units,Percentage (%),,99.09606756400106
2019,Births occurring within a medical facility,19 and under,1,,,,Normal value,Units,Percentage (%),,97.18804920913884
2019,Births occurring within a medical facility,19 and under,2,,,,Normal value,Units,Percentage (%),,96.65071770334929
2019,Births occurring within a medical facility,19 and under,3,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,19 and under,4 and over,,,,Missing value; data cannot exist,Units,Percentage (%),,
2019,Births occurring within a medical facility,19 and under,Not stated,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,20 to 24,,,,,Normal value,Units,Percentage (%),,98.3816369116624
2019,Births occurring within a medical facility,20 to 24,0,,,,Normal value,Units,Percentage (%),,99.24899349643852
2019,Births occurring within a medical facility,20 to 24,1,,,,Normal value,Units,Percentage (%),,97.52015589774942
2019,Births occurring within a medical facility,20 to 24,2,,,,Normal value,Units,Percentage (%),,95.97936580185102
2019,Births occurring within a medical facility,20 to 24,3,,,,Normal value,Units,Percentage (%),,94.5266272189349
2019,Births occurring within a medical facility,20 to 24,4 and over,,,,Normal value,Units,Percentage (%),,94.35215946843851
2019,Births occurring within a medical facility,20 to 24,Not stated,,,,Normal value,Units,Percentage (%),,98.34254143646407
2019,Births occurring within a medical facility,25 to 29,,,,,Normal value,Units,Percentage (%),,97.99478819043418
2019,Births occurring within a medical facility,25 to 29,0,,,,Normal value,Units,Percentage (%),,99.21381542917644
2019,Births occurring within a medical facility,25 to 29,1,,,,Normal value,Units,Percentage (%),,97.31714549863068
2019,Births occurring within a medical facility,25 to 29,2,,,,Normal value,Units,Percentage (%),,96.39177618022802
2019,Births occurring within a medical facility,25 to 29,3,,,,Normal value,Units,Percentage (%),,95.66101694915254
2019,Births occurring within a medical facility,25 to 29,4 and over,,,,Normal value,Units,Percentage (%),,95.25581395348836
2019,Births occurring within a medical facility,25 to 29,Not stated,,,,Normal value,Units,Percentage (%),,97.26775956284152
2019,Births occurring within a medical facility,30 to 34,,,,,Normal value,Units,Percentage (%),,97.43067848030444
2019,Births occurring within a medical facility,30 to 34,0,,,,Normal value,Units,Percentage (%),,98.89859945362622
2019,Births occurring within a medical facility,30 to 34,1,,,,Normal value,Units,Percentage (%),,96.66835456186136
2019,Births occurring within a medical facility,30 to 34,2,,,,Normal value,Units,Percentage (%),,96.29059771883468
2019,Births occurring within a medical facility,30 to 34,3,,,,Normal value,Units,Percentage (%),,96.2229904926534
2019,Births occurring within a medical facility,30 to 34,4 and over,,,,Normal value,Units,Percentage (%),,95.81556503198294
2019,Births occurring within a medical facility,30 to 34,Not stated,,,,Normal value,Units,Percentage (%),,97.74774774774777
2019,Births occurring within a medical facility,35 to 39,,,,,Normal value,Units,Percentage (%),,97.08026775271858
2019,Births occurring within a medical facility,35 to 39,0,,,,Normal value,Units,Percentage (%),,98.98003284639984
2019,Births occurring within a medical facility,35 to 39,1,,,,Normal value,Units,Percentage (%),,96.40345504846782
2019,Births occurring within a medical facility,35 to 39,2,,,,Normal value,Units,Percentage (%),,96.02633760014734
2019,Births occurring within a medical facility,35 to 39,3,,,,Normal value,Units,Percentage (%),,96.46066792410964
2019,Births occurring within a medical facility,35 to 39,4 and over,,,,Normal value,Units,Percentage (%),,96.35854341736696
2019,Births occurring within a medical facility,35 to 39,Not stated,,,,Normal value,Units,Percentage (%),,97.06959706959708
2019,Births occurring within a medical facility,40 to 44,,,,,Normal value,Units,Percentage (%),,97.8988764044944
2019,Births occurring within a medical facility,40 to 44,0,,,,Normal value,Units,Percentage (%),,99.54674220963172
2019,Births occurring within a medical facility,40 to 44,1,,,,Normal value,Units,Percentage (%),,97.43617717652194
2019,Births occurring within a medical facility,40 to 44,2,,,,Normal value,Units,Percentage (%),,96.84441781505892
2019,Births occurring within a medical facility,40 to 44,3,,,,Normal value,Units,Percentage (%),,97.74637127578303
2019,Births occurring within a medical facility,40 to 44,4 and over,,,,Normal value,Units,Percentage (%),,97.30603448275862
2019,Births occurring within a medical facility,40 to 44,Not stated,,,,Normal value,Units,Percentage (%),,96.92307692307692
2019,Births occurring within a medical facility,45 and over,,,,,Normal value,Units,Percentage (%),,98.92280071813283
2019,Births occurring within a medical facility,45 and over,0,,,,Normal value,Units,Percentage (%),,99.88610478359908
2019,Births occurring within a medical facility,45 and over,1,,,,Normal value,Units,Percentage (%),,99.04610492845786
2019,Births occurring within a medical facility,45 and over,2,,,,Normal value,Units,Percentage (%),,95.91078066914498
2019,Births occurring within a medical facility,45 and over,3,,,,Normal value,Units,Percentage (%),,98.159509202454
2019,Births occurring within a medical facility,45 and over,4 and over,,,,Normal value,Units,Percentage (%),,98.93617021276596
2019,Births occurring within a medical facility,45 and over,Not stated,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,not stated,,,,,Normal value,Units,Percentage (%),,87.5
2019,Births occurring within a medical facility,not stated,0,,,,Normal value,Units,Percentage (%),,80.0
2019,Births occurring within a medical facility,not stated,1,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,not stated,2,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,not stated,3,,,,Missing value; data cannot exist,Units,Percentage (%),,
2019,Births occurring within a medical facility,not stated,4 and over,,,,Normal value,Units,Percentage (%),,100.0
2019,Births occurring within a medical facility,not stated,Not stated,,,,Normal value,Units,Percentage (%),,85.71428571428571
2020,Births occurring within a medical facility,,,,,,Normal value,Units,Percentage (%),,97.45517878278562
2020,Births occurring within a medical facility,,0,,,,Normal value,Units,Percentage (%),,98.93933219427755
2020,Births occurring within a medical facility,,1,,,,Normal value,Units,Percentage (%),,96.46585025067806
2020,Births occurring within a medical facility,,2,,,,Normal value,Units,Percentage (%),,96.00180256866034
2020,Births occurring within a medical facility,,3,,,,Normal value,Units,Percentage (%),,96.00171969045572
2020,Births occurring within a medical facility,,4 and over,,,,Normal value,Units,Percentage (%),,95.94384533177887
2020,Births occurring within a medical facility,,Not stated,,,,Normal value,Units,Percentage (%),,96.9758888434818
2020,Births occurring within a medical facility,19 and under,,,,,Normal value,Units,Percentage (%),,98.46511920488142
2020,Births occurring within a medical facility,19 and under,0,,,,Normal value,Units,Percentage (%),,98.7460815047022
2020,Births occurring within a medical facility,19 and under,1,,,,Normal value,Units,Percentage (%),,96.9098277608916
2020,Births occurring within a medical facility,19 and under,2,,,,Normal value,Units,Percentage (%),,92.95774647887325
2020,Births occurring within a medical facility,19 and under,3,,,,Normal value,Units,Percentage (%),,80.0
2020,Births occurring within a medical facility,19 and under,4 and over,,,,Missing value; data cannot exist,Units,Percentage (%),,
2020,Births occurring within a medical facility,19 and under,Not stated,,,,Normal value,Units,Percentage (%),,100.0
2020,Births occurring within a medical facility,20 to 24,,,,,Normal value,Units,Percentage (%),,98.083913965465
2020,Births occurring within a medical facility,20 to 24,0,,,,Normal value,Units,Percentage (%),,99.08270178490082
2020,Births occurring within a medical facility,20 to 24,1,,,,Normal value,Units,Percentage (%),,96.7347464172316
2020,Births occurring within a medical facility,20 to 24,2,,,,Normal value,Units,Percentage (%),,95.7222029788708
2020,Births occurring within a medical facility,20 to 24,3,,,,Normal value,Units,Percentage (%),,95.8904109589041
2020,Births occurring within a medical facility,20 to 24,4 and over,,,,Normal value,Units,Percentage (%),,95.7377049180328
2020,Births occurring within a medical facility,20 to 24,Not stated,,,,Normal value,Units,Percentage (%),,99.01315789473684
2020,Births occurring within a medical facility,25 to 29,,,,,Normal value,Units,Percentage (%),,97.72888747335668
2020,Births occurring within a medical facility,25 to 29,0,,,,Normal value,Units,Percentage (%),,99.0170616231531
2020,Births occurring within a medical facility,25 to 29,1,,,,Normal value,Units,Percentage (%),,96.86444037528553
2020,Births occurring within a medical facility,25 to 29,2,,,,Normal value,Units,Percentage (%),,95.92695916814608
2020,Births occurring within a medical facility,25 to 29,3,,,,Normal value,Units,Percentage (%),,95.24099133343468
2020,Births occurring within a medical facility,25 to 29,4 and over,,,,Normal value,Units,Percentage (%),,95.74974498469908
2020,Births occurring within a medical facility,25 to 29,Not stated,,,,Normal value,Units,Percentage (%),,97.45331069609507
2020,Births occurring within a medical facility,30 to 34,,,,,Normal value,Units,Percentage (%),,97.16345184653431
2020,Births occurring within a medical facility,30 to 34,0,,,,Normal value,Units,Percentage (%),,98.82309896944936
2020,Births occurring within a medical facility,30 to 34,1,,,,Normal value,Units,Percentage (%),,96.12739922575057
2020,Births occurring within a medical facility,30 to 34,2,,,,Normal value,Units,Percentage (%),,96.03366649132036
2020,Births occurring within a medical facility,30 to 34,3,,,,Normal value,Units,Percentage (%),,95.94631359390588
2020,Births occurring within a medical facility,30 to 34,4 and over,,,,Normal value,Units,Percentage (%),,95.28511821974963
2020,Births occurring within a medical facility,30 to 34,Not stated,,,,Normal value,Units,Percentage (%),,96.64948453608248
2020,Births occurring within a medical facility,35 to 39,,,,,Normal value,Units,Percentage (%),,96.8844203891477
2020,Births occurring within a medical facility,35 to 39,0,,,,Normal value,Units,Percentage (%),,98.79611538903576
2020,Births occurring within a medical facility,35 to 39,1,,,,Normal value,Units,Percentage (%),,96.1438053097345
2020,Births occurring within a medical facility,35 to 39,2,,,,Normal value,Units,Percentage (%),,95.77691969304465
2020,Births occurring within a medical facility,35 to 39,3,,,,Normal value,Units,Percentage (%),,96.25550660792952
2020,Births occurring within a medical facility,35 to 39,4 and over,,,,Normal value,Units,Percentage (%),,96.19285813533416
2020,Births occurring within a medical facility,35 to 39,Not stated,,,,Normal value,Units,Percentage (%),,96.88796680497926
2020,Births occurring within a medical facility,40 to 44,,,,,Normal value,Units,Percentage (%),,97.94530839155586
2020,Births occurring within a medical facility,40 to 44,0,,,,Normal value,Units,Percentage (%),,99.39585335713303
2020,Births occurring within a medical facility,40 to 44,1,,,,Normal value,Units,Percentage (%),,97.5877931111859
2020,Births occurring within a medical facility,40 to 44,2,,,,Normal value,Units,Percentage (%),,97.34530938123751
2020,Births occurring within a medical facility,40 to 44,3,,,,Normal value,Units,Percentage (%),,97.17710750193348
2020,Births occurring within a medical facility,40 to 44,4 and over,,,,Normal value,Units,Percentage (%),,97.11751662971176
2020,Births occurring within a medical facility,40 to 44,Not stated,,,,Normal value,Units,Percentage (%),,96.7741935483871
2020,Births occurring within a medical facility,45 and over,,,,,Normal value,Units,Percentage (%),,98.95927601809956
2020,Births occurring within a medical facility,45 and over,0,,,,Normal value,Units,Percentage (%),,99.66887417218544
2020,Births occurring within a medical facility,45 and over,1,,,,Normal value,Units,Percentage (%),,98.98648648648648
2020,Births occurring within a medical facility,45 and over,2,,,,Normal value,Units,Percentage (%),,97.7859778597786
2020,Births occurring within a medical facility,45 and over,3,,,,Normal value,Units,Percentage (%),,99.43181818181816
2020,Births occurring within a medical facility,45 and over,4 and over,,,,Normal value,Units,Percentage (%),,97.57085020242914
2020,Births occurring within a medical facility,45 and over,Not stated,,,,Normal value,Units,Percentage (%),,94.44444444444444
2020,Births occurring within a medical facility,not stated,,,,,Normal value,Units,Percentage (%),,87.87878787878788
2020,Births occurring within a medical facility,not stated,0,,,,Normal value,Units,Percentage (%),,100.0
2020,Births occurring within a medical facility,not stated,1,,,,Normal value,Units,Percentage (%),,33.33333333333333
2020,Births occurring within a medical facility,not stated,2,,,,Missing value; data cannot exist,Units,Percentage (%),,
2020,Births occurring within a medical facility,not stated,3,,,,Missing value; data cannot exist,Units,Percentage (%),,
2020,Births occurring within a medical facility,not stated,4 and over,,,,Missing value; data cannot exist,Units,Percentage (%),,
2020,Births occurring within a medical facility,not stated,Not stated,,,,Normal value,Units,Percentage (%),,89.47368421052632
2021,Births occurring within a medical facility,,,,,,Provisional,Units,Percentage (%),,97.3203436061844
2021,Births occurring within a medical facility,19 and under,,,,,Provisional,Units,Percentage (%),,98.4476350120254
2021,Births occurring within a medical facility,20 to 24,,,,,Provisional,Units,Percentage (%),,98.0983641413403
2021,Births occurring within a medical facility,25 to 29,,,,,Provisional,Units,Percentage (%),,97.6511290272758
2021,Births occurring within a medical facility,30 to 34,,,,,Provisional,Units,Percentage (%),,97.0015481897372
2021,Births occurring within a medical facility,35 to 39,,,,,Provisional,Units,Percentage (%),,96.6996031424638
2021,Births occurring within a medical facility,40 to 44,,,,,Provisional,Units,Percentage (%),,97.8253132118451
2021,Births occurring within a medical facility,45 and over,,,,,Provisional,Units,Percentage (%),,99.079754601227
2021,Births occurring within a medical facility,not stated,,,,,Provisional,Units,Percentage (%),,93.3333333333333
2021,Births occurring within a medical facility,,0,,,,Provisional,Units,Percentage (%),,98.9590088398921
2021,Births occurring within a medical facility,19 and under,0,,,,Provisional,Units,Percentage (%),,98.7783895388851
2021,Births occurring within a medical facility,20 to 24,0,,,,Provisional,Units,Percentage (%),,99.1376607086861
2021,Births occurring within a medical facility,25 to 29,0,,,,Provisional,Units,Percentage (%),,99.0305504177562
2021,Births occurring within a medical facility,30 to 34,0,,,,Provisional,Units,Percentage (%),,98.8134306569343
2021,Births occurring within a medical facility,35 to 39,0,,,,Provisional,Units,Percentage (%),,98.8943558420993
2021,Births occurring within a medical facility,40 to 44,0,,,,Provisional,Units,Percentage (%),,99.3313318777293
2021,Births occurring within a medical facility,45 and over,0,,,,Provisional,Units,Percentage (%),,99.7179125528914
2021,Births occurring within a medical facility,not stated,0,,,,Provisional,Units,Percentage (%),,
2021,Births occurring within a medical facility,,1,,,,Provisional,Units,Percentage (%),,96.2076872578662
2021,Births occurring within a medical facility,19 and under,1,,,,Provisional,Units,Percentage (%),,96.4616222101252
2021,Births occurring within a medical facility,20 to 24,1,,,,Provisional,Units,Percentage (%),,96.7048274060854
2021,Births occurring within a medical facility,25 to 29,1,,,,Provisional,Units,Percentage (%),,96.5867571396615
2021,Births occurring within a medical facility,30 to 34,1,,,,Provisional,Units,Percentage (%),,95.8133621511665
2021,Births occurring within a medical facility,35 to 39,1,,,,Provisional,Units,Percentage (%),,95.8943621634891
2021,Births occurring within a medical facility,40 to 44,1,,,,Provisional,Units,Percentage (%),,97.4813908432752
2021,Births occurring within a medical facility,45 and over,1,,,,Provisional,Units,Percentage (%),,99.4071146245059
2021,Births occurring within a medical facility,not stated,1,,,,Provisional,Units,Percentage (%),,
2021,Births occurring within a medical facility,,2,,,,Provisional,Units,Percentage (%),,95.8388080571863
2021,Births occurring within a medical facility,19 and under,2,,,,Provisional,Units,Percentage (%),,96.9924812030075
2021,Births occurring within a medical facility,20 to 24,2,,,,Provisional,Units,Percentage (%),,96.0310301280895
2021,Births occurring within a medical facility,25 to 29,2,,,,Provisional,Units,Percentage (%),,96.0861759425494
2021,Births occurring within a medical facility,30 to 34,2,,,,Provisional,Units,Percentage (%),,95.610030435358
2021,Births occurring within a medical facility,35 to 39,2,,,,Provisional,Units,Percentage (%),,95.5031731640979
2021,Births occurring within a medical facility,40 to 44,2,,,,Provisional,Units,Percentage (%),,97.2848064702484
2021,Births occurring within a medical facility,45 and over,2,,,,Provisional,Units,Percentage (%),,98.3606557377049
2021,Births occurring within a medical facility,not stated,2,,,,Provisional,Units,Percentage (%),,
2021,Births occurring within a medical facility,,3,,,,Provisional,Units,Percentage (%),,95.9646451271186
2021,Births occurring within a medical facility,19 and under,3,,,,Provisional,Units,Percentage (%),,100.0
2021,Births occurring within a medical facility,20 to 24,3,,,,Provisional,Units,Percentage (%),,96.0282436010591
2021,Births occurring within a medical facility,25 to 29,3,,,,Provisional,Units,Percentage (%),,95.1876019575856
2021,Births occurring within a medical facility,30 to 34,3,,,,Provisional,Units,Percentage (%),,96.101083032491
2021,Births occurring within a medical facility,35 to 39,3,,,,Provisional,Units,Percentage (%),,95.9657701711491
2021,Births occurring within a medical facility,40 to 44,3,,,,Provisional,Units,Percentage (%),,96.9966629588432
2021,Births occurring within a medical facility,45 and over,3,,,,Provisional,Units,Percentage (%),,98.1481481481482
2021,Births occurring within a medical facility,not stated,3,,,,Provisional,Units,Percentage (%),,
2021,Births occurring within a medical facility,,4 and over,,,,Provisional,Units,Percentage (%),,96.0067380103052
2021,Births occurring within a medical facility,19 and under,4 and over,,,,Provisional,Units,Percentage (%),,100.0
2021,Births occurring within a medical facility,20 to 24,4 and over,,,,Provisional,Units,Percentage (%),,96.0714285714286
2021,Births occurring within a medical facility,25 to 29,4 and over,,,,Provisional,Units,Percentage (%),,96.0339943342776
2021,Births occurring within a medical facility,30 to 34,4 and over,,,,Provisional,Units,Percentage (%),,95.6932322220632
2021,Births occurring within a medical facility,35 to 39,4 and over,,,,Provisional,Units,Percentage (%),,95.863539445629
2021,Births occurring within a medical facility,40 to 44,4 and over,,,,Provisional,Units,Percentage (%),,96.9307637401856
2021,Births occurring within a medical facility,45 and over,4 and over,,,,Provisional,Units,Percentage (%),,98.0237154150198
2021,Births occurring within a medical facility,not stated,4 and over,,,,Provisional,Units,Percentage (%),,
2021,Births occurring within a medical facility,,Not stated,,,,Provisional,Units,Percentage (%),,97.1283169756452
2021,Births occurring within a medical facility,19 and under,Not stated,,,,Provisional,Units,Percentage (%),,98.3050847457627
2021,Births occurring within a medical facility,20 to 24,Not stated,,,,Provisional,Units,Percentage (%),,98.0769230769231
2021,Births occurring within a medical facility,25 to 29,Not stated,,,,Provisional,Units,Percentage (%),,97.0225127087872
2021,Births occurring within a medical facility,30 to 34,Not stated,,,,Provisional,Units,Percentage (%),,96.7327262988752
2021,Births occurring within a medical facility,35 to 39,Not stated,,,,Provisional,Units,Percentage (%),,97.2542072630647
2021,Births occurring within a medical facility,40 to 44,Not stated,,,,Provisional,Units,Percentage (%),,97.3977695167286
2021,Births occurring within a medical facility,45 and over,Not stated,,,,Provisional,Units,Percentage (%),,100.0
2021,Births occurring within a medical facility,not stated,Not stated,,,,Provisional,Units,Percentage (%),,93.3333333333333
