Year,Country,Sex,Age,Exposure category,Ethnicity,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2010,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.218003895623507
2011,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.474591249233447
2012,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.592337167544484
2013,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.391591058239348
2014,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.027223645619298
2015,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.960465992331429
2016,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.633240198498804
2017,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.458803998522182
2018,England,Male,,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.662159115412342
2000,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.499263273301164
2001,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.601597506169772
2002,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.107731240547144
2003,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.16182784624814
2004,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.908169628851507
2005,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.886415136592493
2006,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.674364317362473
2007,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.338990457041408
2008,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.283221927720737
2009,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.7025740263105025
2010,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.001626888160183
2011,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.0465617881688845
2012,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.898318945963777
2013,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.158816923026938
2014,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.315243690489874
2015,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.029354533864038
2016,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.2835974652688025
2017,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.076283433120539
2018,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.857398341657825
2000,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1009437118477576
2001,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2173198108134196
2002,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.3750773616358178
2003,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6415703892880902
2004,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5258705909151846
2005,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.4089545066065219
2006,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2592813139187926
2007,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0705719967860992
2008,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.021128562149958
2009,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.8646296855903843
2010,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7400190731872428
2011,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.6392300601771178
2012,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.42172699524049456
2013,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.35496378221009217
2014,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.28936450078371273
2015,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.32678276849953003
2016,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3021888748964248
2017,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2487966947856691
2018,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3844367390616905
2000,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2312939835428167
2001,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2831175802674186
2002,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.205895432364287
2003,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6776830984046085
2004,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.340160066165617
2005,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.3646590825738152
2006,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0054686799715131
2007,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0242912811259182
2008,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9550534851175077
2009,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7812219578266828
2010,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5028680239633375
2011,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5619751386361447
2012,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4325221209319492
2013,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.30583976565333804
2014,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2220254941782897
2015,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.23930458088793966
2016,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.29494215496142845
2017,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.13596520533853784
2018,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3847664794521233
2000,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.964087098257785
2001,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.148247090408118
2002,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5524279307510689
2003,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6036941986807836
2004,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.7209938225261998
2005,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.4554707675413896
2006,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5254311810695784
2007,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1191145207794946
2008,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0904098895281262
2009,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9520971156771426
2010,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9886937378335744
2011,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7202395385752658
2012,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4104056406151246
2013,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.40651163168848026
2014,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3600176281572752
2015,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4185932420632628
2016,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.30980066805416057
2017,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3673477634337545
2018,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.38409025393217455
2000,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.6186655824662095
2001,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.671022404728177
2002,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.056095805210099
2003,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.521794111233525
2004,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.151390716767914
2005,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.787798745830033
2006,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.540123519945304
2007,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.182398697095037
2008,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.834134255650877
2009,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.514619528104193
2010,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.243776015433898
2011,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.828802298551945
2012,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.30824132578309
2013,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.089684464072997
2014,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.872215505053038
2015,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.271034829534617
2016,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.597153797553063
2017,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.341800374943338
2018,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.627096746080367
2000,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.177289545588564
2001,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.566838771302616
2002,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.134553902041043
2003,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.57246845087017
2004,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.213869819922092
2005,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.335414466196998
2006,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.895356637102187
2007,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.392246770708047
2008,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.676202862374026
2009,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.869957631815446
2010,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.065397333115255
2011,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.853291338331898
2012,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.867516904588356
2013,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.285600735537393
2014,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,14.902213164575064
2015,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.36528698684059
2016,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.776995216861645
2017,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.34208520279912
2018,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.718633772134556
2000,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.0701478207379385
2001,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.80263798387936
2002,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.028557215599921
2003,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.538753297570656
2004,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.159037689931687
2005,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,14.248129007864534
2006,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.178186983122758
2007,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.967675622902544
2008,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.958906799780594
2009,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.1221008838202104
2010,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.349810155443352
2011,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.671082357351313
2012,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.573833775667324
2013,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.674756078969433
2014,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.609059015708511
2015,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.882543722257871
2016,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.1978305917265732
2017,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.1222950414245085
2018,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.329505957326313
2000,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.808542004339646
2001,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.441930936002223
2002,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.781407155624436
2003,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.434517194150544
2004,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.83595219760116
2005,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.350814005056286
2006,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.127470802870434
2007,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,35.584900814044865
2008,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,34.38203866066015
2009,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.480734132027173
2010,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,26.66127871910325
2011,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.979711334376134
2012,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.591312207281515
2013,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.3778060436056
2014,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.97773025743001
2015,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.394082497506012
2016,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,19.970348661126987
2017,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.20906403774715
2018,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.781698899759732
2000,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.298803965996637
2001,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.74237584314041
2002,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.25107625329589
2003,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,42.205006230262825
2004,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,45.73357960772457
2005,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,45.44786470144171
2006,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,44.485152123017066
2007,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.9474792884321
2008,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.62652421961406
2009,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.38295428440156
2010,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,34.84161393846143
2011,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,35.670468360767934
2012,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.20703691489553
2013,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.114885410854704
2014,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.69615248643237
2015,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.237494669933724
2016,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.507354479848317
2017,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.936146727784013
2018,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.43321415707323
2000,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.354083265357765
2001,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.151498679184016
2002,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.31278706056254
2003,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,44.66026691043003
2004,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.946653968030006
2005,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.26987281747551
2006,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.79591085075877
2007,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.259899745421354
2008,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.14113460069875
2009,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.57667019965704
2010,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.512468076591308
2011,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.299641936364086
2012,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.038027947493255
2013,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.718614681123777
2014,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.316957883443935
2015,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.532695062705626
2016,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.319828010814179
2017,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.395542893676144
2018,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.020509209688669
2000,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.571289527016802
2001,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.9360628831916
2002,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.31845752201057
2003,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.20571600399411
2004,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.321689793933665
2005,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.995273588381387
2006,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.653908988059698
2007,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.54185675243679
2008,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.93749620631473
2009,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.32327219539124
2010,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.568352465391055
2011,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.821656931155122
2012,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.157207166420697
2013,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.989898005753986
2014,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.962469824495532
2015,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,19.433046108607535
2016,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.812634050321464
2017,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.0518828158799
2018,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.312174432758805
2000,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.67257953631812
2001,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.548172833655638
2002,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.12394685735077
2003,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.159538407339536
2004,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.70748260494245
2005,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.19355139988079
2006,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.015136114268536
2007,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.96595364727579
2008,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.19113375301296
2009,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.296726524894144
2010,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.352745683150292
2011,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.158779729374032
2012,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.88475623285524
2013,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.097417474520466
2014,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.704518780737843
2015,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.071003514555613
2016,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,26.494941282696434
2017,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.611499307437118
2018,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.994636786698727
2000,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.542659097461492
2001,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.410456582529516
2002,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.5975247681789
2003,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.326769679065492
2004,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.040792747538518
2005,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.88125128260035
2006,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.383613875525748
2007,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.240753214802686
2008,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.790921231189893
2009,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.476797968520708
2010,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.915603165649244
2011,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.629835341207425
2012,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.571595145697517
2013,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.024856273098566
2014,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.354112446381457
2015,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.922267217148935
2016,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.248435231723981
2017,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.569597935162639
2018,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.697549977207609
2000,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.1196836617222234
2001,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.886854819921085
2002,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.205214950426276
2003,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.6275649992921535
2004,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.31324285564259
2005,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.574153591748427
2006,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.56314451047591
2007,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.129013438599412
2008,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.139522691044878
2009,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.280706405995282
2010,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.0822562842339885
2011,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.154499966678387
2012,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.664166445257415
2013,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.258433741666759
2014,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.525331540671027
2015,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.804649229546041
2016,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.317029093686258
2017,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.6929304716394284
2018,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.522262942324778
2000,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.808635356895964
2001,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.6264803352158115
2002,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.485386883654959
2003,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.896171884075813
2004,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.780522254359273
2005,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.468862655623141
2006,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.993436873343656
2007,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.473708908340981
2008,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.123582042558402
2009,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.753804942855536
2010,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.180879580941307
2011,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.705756402865847
2012,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.13113448015701
2013,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.58164250559884
2014,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.226163370042801
2015,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.567213322345154
