Year,Region,Sex,Age,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2010,Yorkshire and the Humber,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.73519982995
2010,North East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,1.23876594137
2010,,,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.11573955069
2010,,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",,0.499421598443
2010,,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.7431664968
2010,London,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,1.66915387982
2010,East Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.05951629006
2010,East of England,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.512181599108
2010,North West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.06214899295
2010,South East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.20768727456
2010,South West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,1.54396257996
2010,West Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,0.550045928835
2010,Yorkshire and the Humber,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.43892138453
2010,North East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,0.559162151432
2010,London,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,2.84984484178
2010,London,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,0.515613285911
2010,East Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.30954115315
2010,East Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,0.811590815389
2010,East of England,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.905358948956
2010,North West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,0.526872055444
2010,North West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.60603354683
2010,South East,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.770357334529
2010,South East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.65189811788
2010,South West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,2.85251770344
2010,West Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.1054350094
2010,Yorkshire and the Humber,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.00289406573
2010,Yorkshire and the Humber,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.87874846448
2010,North East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,0.853298139526
2010,,,61 and over,Undefined,Units,"Rate per 100,000 population",,0.440986867411
2010,,Female,61 and over,Undefined,Units,"Rate per 100,000 population",,0.181167714859
2010,,Male,61 and over,Undefined,Units,"Rate per 100,000 population",,0.754010143421
2010,London,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,0.428300742502
2010,East Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,0.301049760515
2010,East of England,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.533427216523
2010,North West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.264526995972
2010,South East,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.369251284994
2010,South West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,0.684088630523
2010,West Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.498111327882
2010,Yorkshire and the Humber,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.532320268715
2010,London,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,0.57449143146
2010,East of England,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,1.16821650056
2010,North West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.437857766283
2010,South East,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.699685607934
2010,South West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,1.17202084858
2010,West Midlands,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.910663873964
2010,Yorkshire and the Humber,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.485172325124
2010,Yorkshire and the Humber,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.589618006148
2011,,,,Undefined,Units,"Rate per 100,000 population",,1.10907748855
2011,,Male,,Undefined,Units,"Rate per 100,000 population",,1.60715105689
2011,,Female,,Undefined,Units,"Rate per 100,000 population",,0.626529250389
2011,London,,,Undefined,Units,"Rate per 100,000 population",E12000007,1.96235998531
2011,East Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000004,0.749319882013
2011,East of England,,,Undefined,Units,"Rate per 100,000 population",E12000006,1.07464189691
2011,North West,,,Undefined,Units,"Rate per 100,000 population",E12000002,0.977896561503
2011,South East,,,Undefined,Units,"Rate per 100,000 population",E12000008,0.947671870695
2011,South West,,,Undefined,Units,"Rate per 100,000 population",E12000009,1.15076296528
2011,West Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000005,0.873647873907
2011,Yorkshire and the Humber,,,Undefined,Units,"Rate per 100,000 population",E12000003,1.05895905837
2011,North East,,,Undefined,Units,"Rate per 100,000 population",E12000001,0.539199619787
2011,London,Male,,Undefined,Units,"Rate per 100,000 population",E12000007,2.63939326516
2011,London,Female,,Undefined,Units,"Rate per 100,000 population",E12000007,1.30106530745
2011,East Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000004,1.16228180953
2011,East Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000004,0.34775517514
2011,East of England,Female,,Undefined,Units,"Rate per 100,000 population",E12000006,0.537378539855
2011,East of England,Male,,Undefined,Units,"Rate per 100,000 population",E12000006,1.62911555317
2011,North West,Female,,Undefined,Units,"Rate per 100,000 population",E12000002,0.668852700242
2011,North West,Male,,Undefined,Units,"Rate per 100,000 population",E12000002,1.29768000768
2011,South East,Female,,Undefined,Units,"Rate per 100,000 population",E12000008,0.454404795606
2011,South East,Male,,Undefined,Units,"Rate per 100,000 population",E12000008,1.45833558748
2011,South West,Female,,Undefined,Units,"Rate per 100,000 population",E12000009,0.481198643612
2011,South West,Male,,Undefined,Units,"Rate per 100,000 population",E12000009,1.84669080702
2011,West Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000005,0.598295140401
2011,West Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000005,1.1563785116
2011,Yorkshire and the Humber,Female,,Undefined,Units,"Rate per 100,000 population",E12000003,0.483947282506
2011,Yorkshire and the Humber,Male,,Undefined,Units,"Rate per 100,000 population",E12000003,1.65259463122
2011,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.301467468269
2011,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,0.78765089422
2011,,,20 and under,Undefined,Units,"Rate per 100,000 population",,0.268047807816
2011,,Male,20 and under,Undefined,Units,"Rate per 100,000 population",,0.218232321109
2011,,Female,20 and under,Undefined,Units,"Rate per 100,000 population",,0.320266901285
2011,London,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.520958886398
2011,North West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.279089031075
2011,South East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.365654778011
2011,South West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.316613752593
2011,London,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.46413059521
2011,London,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.580154088926
2011,North West,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.342788193461
2011,South East,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.469415690126
2011,South East,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.267212492718
2011,South West,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.486903117641
2011,,,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.10252833209
2011,,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.36413209531
2011,,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.84138233808
2011,London,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,3.1463414139
2011,East Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.3994479178
2011,East of England,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.74959052852
2011,North West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,1.85381471449
2011,South East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,2.003411263
2011,South West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,2.05524336058
2011,West Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.86438980938
2011,Yorkshire and the Humber,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,2.16910486104
2011,North East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,0.920451512148
2011,London,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,4.04962682689
2011,London,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,2.23850831233
2011,East Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,2.10555128597
2011,East Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,0.697610335795
2011,East of England,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,0.940697110313
2011,East of England,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,2.56087813859
2011,North West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,1.6288395821
2011,North West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,2.08069823852
2011,South East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,0.997548750661
2011,South East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,3.01769190463
2011,South West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.59323956587
2011,South West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,2.51017798731
2011,West Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.10642723581
2011,West Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,2.62015839547
2011,Yorkshire and the Humber,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.15978503384
2011,Yorkshire and the Humber,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,3.17333933383
2011,North East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,1.23610540271
2011,,,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.39216444161
2011,,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",,0.565623896592
2011,,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",,2.23499808006
2011,London,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,2.10000532684
2011,East Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,0.891251154575
2011,East of England,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,1.58761507828
2011,North West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.3729068451
2011,South East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.06967110181
2011,South West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,1.4657138131
2011,West Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.29633281093
2011,Yorkshire and the Humber,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.50020252734
2011,North East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,0.837416903818
2011,London,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,3.21742307245
2011,London,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,1.0112532259
2011,East Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.46745909458
2011,East of England,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,1.00537245908
2011,East of England,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,2.18238583555
2011,North West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,0.523395791898
2011,North West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,2.23763228669
2011,South East,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.254605171031
2011,South East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.8983977523
2011,South West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,2.9806428537
2011,West Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,0.949697250084
2011,West Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.64700327754
2011,Yorkshire and the Humber,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,0.569080707026
2011,Yorkshire and the Humber,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,2.43929386747
2011,North East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,1.42074918946
2011,,,61 and over,Undefined,Units,"Rate per 100,000 population",,0.495307667433
2011,,Female,61 and over,Undefined,Units,"Rate per 100,000 population",,0.162309100152
2011,,Male,61 and over,Undefined,Units,"Rate per 100,000 population",,0.894068438995
2011,London,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,1.35052324335
2011,East Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,0.590127172406
2011,East of England,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.747709392277
2011,North West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.260320063518
2011,South East,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.258865228032
2011,South West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,0.746460285327
2011,Yorkshire and the Humber,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.261973269994
2011,London,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,2.06939236996
2011,London,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,0.765498668798
2011,East Midlands,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,1.06586400002
2011,East of England,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,1.46959649779
2011,North West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.42874721493
2011,South East,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.456466243751
2011,South West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,1.63917497045
2012,,,,Undefined,Units,"Rate per 100,000 population",,1.03563541065
2012,,Male,,Undefined,Units,"Rate per 100,000 population",,1.43923423928
2012,,Female,,Undefined,Units,"Rate per 100,000 population",,0.636959536612
2012,London,,,Undefined,Units,"Rate per 100,000 population",E12000007,1.99798540484
2012,East Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000004,0.766244772295
2012,East of England,,,Undefined,Units,"Rate per 100,000 population",E12000006,0.880259635965
2012,North West,,,Undefined,Units,"Rate per 100,000 population",E12000002,0.606972819051
2012,South East,,,Undefined,Units,"Rate per 100,000 population",E12000008,0.836701438679
2012,South West,,,Undefined,Units,"Rate per 100,000 population",E12000009,1.38586199774
2012,West Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000005,0.974733317395
2012,Yorkshire and the Humber,,,Undefined,Units,"Rate per 100,000 population",E12000003,0.827582419215
2012,North East,,,Undefined,Units,"Rate per 100,000 population",E12000001,0.461128766365
2012,London,Male,,Undefined,Units,"Rate per 100,000 population",E12000007,2.60621482371
2012,London,Female,,Undefined,Units,"Rate per 100,000 population",E12000007,1.3800330161
2012,East Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000004,1.11009771524
2012,East Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000004,0.431839155461
2012,East of England,Female,,Undefined,Units,"Rate per 100,000 population",E12000006,0.466514272004
2012,East of England,Male,,Undefined,Units,"Rate per 100,000 population",E12000006,1.30747379547
2012,North West,Female,,Undefined,Units,"Rate per 100,000 population",E12000002,0.30550361994
2012,North West,Male,,Undefined,Units,"Rate per 100,000 population",E12000002,0.918557004356
2012,South East,Female,,Undefined,Units,"Rate per 100,000 population",E12000008,0.698786815922
2012,South East,Male,,Undefined,Units,"Rate per 100,000 population",E12000008,0.979368666312
2012,South West,Female,,Undefined,Units,"Rate per 100,000 population",E12000009,0.588295205063
2012,South West,Male,,Undefined,Units,"Rate per 100,000 population",E12000009,2.17564393335
2012,West Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000005,0.770162773902
2012,West Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000005,1.18448114342
2012,Yorkshire and the Humber,Female,,Undefined,Units,"Rate per 100,000 population",E12000003,0.259388665382
2012,Yorkshire and the Humber,Male,,Undefined,Units,"Rate per 100,000 population",E12000003,1.41327207626
2012,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.300969347024
2012,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,0.62830300855
2012,,,20 and under,Undefined,Units,"Rate per 100,000 population",,0.252295181207
2012,,Male,20 and under,Undefined,Units,"Rate per 100,000 population",,0.173977566463
2012,,Female,20 and under,Undefined,Units,"Rate per 100,000 population",,0.334405609989
2012,London,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.608444175481
2012,South East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.181898713339
2012,South West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.23691891687
2012,West Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.476017555527
2012,London,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.27510139779
2012,London,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.955940693439
2012,West Midlands,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.41839895456
2012,West Midlands,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.530845437715
2012,,,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.76186641403
2012,,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.25309183005
2012,,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.25704165649
2012,London,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,2.6891298648
2012,East Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.40450547801
2012,East of England,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.34929003731
2012,North West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,1.03797117062
2012,South East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.78001400278
2012,South West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,2.84828604387
2012,West Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.65589758273
2012,Yorkshire and the Humber,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.15961103747
2012,North East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,0.462366453156
2012,London,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,3.35533313425
2012,London,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,1.95315788587
2012,East Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.93550203404
2012,East Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,0.875866889254
2012,East of England,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,0.808071013281
2012,East of England,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.8925261439
2012,North West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,0.653834795562
2012,North West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,1.42414094175
2012,South East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.36366611635
2012,South East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,2.19978038859
2012,South West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.91588620913
2012,South West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,3.76425712386
2012,West Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.66172764284
2012,West Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.65010828836
2012,Yorkshire and the Humber,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,0.43668885046
2012,Yorkshire and the Humber,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.87648404628
2012,,,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.41185616094
2012,,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",,0.627837934482
2012,,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",,2.16553911935
2012,London,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,2.65875127984
2012,East Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,0.802727990804
2012,East of England,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,1.44347780245
2012,North West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,0.891245505108
2012,South East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.01333463941
2012,South West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,1.93644049042
2012,West Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.21608967716
2012,Yorkshire and the Humber,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.41633630622
2012,North East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,0.973378108726
2012,London,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,4.26819291825
2012,London,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,1.08976276855
2012,East Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.29493421734
2012,East of England,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.620516766363
2012,East of England,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,2.28544148381
2012,North West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,0.311346719859
2012,North West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.48322839492
2012,South East,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.920744798838
2012,South East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.10757727694
2012,South West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,0.408102743947
2012,South West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,3.37627296041
2012,West Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,0.805319403097
2012,West Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.63241319643
2012,Yorkshire and the Humber,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,2.56225569604
2012,North East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,1.70120104794
2012,,,61 and over,Undefined,Units,"Rate per 100,000 population",,0.583017822072
2012,,Female,61 and over,Undefined,Units,"Rate per 100,000 population",,0.324081505355
2012,,Male,61 and over,Undefined,Units,"Rate per 100,000 population",,0.800469267103
2012,London,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,1.66193707075
2012,East Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,0.868741801249
2012,East of England,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.514300114689
2012,North West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.320793514838
2012,South East,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.305141791762
2012,South West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,0.513380530117
2012,West Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.482891165989
2012,Yorkshire and the Humber,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.516382226124
2012,London,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,2.21862312249
2012,London,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,1.2074760882
2012,East Midlands,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,1.25147308811
2012,East Midlands,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000004,0.539039001269
2012,East of England,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.960780922734
2012,North West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.701652954029
2012,South East,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.279983424981
2012,South East,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.335267828705
2012,South West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,1.12412057638
2012,West Midlands,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.876912985678
2012,Yorkshire and the Humber,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.946421202863
2013,,,,Undefined,Units,"Rate per 100,000 population",,0.768576479588
2013,,Male,,Undefined,Units,"Rate per 100,000 population",,1.0137948077
2013,,Female,,Undefined,Units,"Rate per 100,000 population",,0.369532276047
2013,London,,,Undefined,Units,"Rate per 100,000 population",E12000007,1.22378035733
2013,East Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000004,1.39177906551
2013,North West,,,Undefined,Units,"Rate per 100,000 population",E12000002,0.872838545564
2013,South East,,,Undefined,Units,"Rate per 100,000 population",E12000008,0.671006143004
2013,South West,,,Undefined,Units,"Rate per 100,000 population",E12000009,0.632252776148
2013,West Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000005,0.54628322988
2013,Yorkshire and the Humber,,,Undefined,Units,"Rate per 100,000 population",E12000003,0.824323385061
2013,North East,,,Undefined,Units,"Rate per 100,000 population",E12000001,0.65122098188
2013,London,Male,,Undefined,Units,"Rate per 100,000 population",E12000007,1.65652664295
2013,London,Female,,Undefined,Units,"Rate per 100,000 population",E12000007,0.588069112705
2013,East Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000004,2.02836178919
2013,East Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000004,0.729428715721
2013,North West,Female,,Undefined,Units,"Rate per 100,000 population",E12000002,0.33257146753
2013,North West,Male,,Undefined,Units,"Rate per 100,000 population",E12000002,1.00142660373
2013,South East,Female,,Undefined,Units,"Rate per 100,000 population",E12000008,0.268518910109
2013,South East,Male,,Undefined,Units,"Rate per 100,000 population",E12000008,0.786344071324
2013,South West,Female,,Undefined,Units,"Rate per 100,000 population",E12000009,0.328800994294
2013,South West,Male,,Undefined,Units,"Rate per 100,000 population",E12000009,0.871087397335
2013,West Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000005,0.208976007116
2013,West Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000005,0.749045234842
2013,Yorkshire and the Humber,Female,,Undefined,Units,"Rate per 100,000 population",E12000003,0.369312495245
2013,Yorkshire and the Humber,Male,,Undefined,Units,"Rate per 100,000 population",E12000003,1.29278697114
2013,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.750735533139
2013,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,0.547536321213
