Year,Units,Material category,Observation status,Unit multiplier,Unit measure,Value
2009,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),118.4951722
2010,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),114.6924809
2011,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),111.7404452
2012,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),102.3768302
2013,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),106.6931294
2014,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),111.6133592
2015,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),107.0340974
2016,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),110.2320847
2017,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),108.7817733
2018,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),109.8783593
2000,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),491.4490943
2001,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),480.1158693
2002,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),455.7587541
2003,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),441.9012339
2004,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),448.9304249
2005,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),423.9292635
2006,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),407.6997988
2007,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),395.0904052
2008,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),371.9591232
2009,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),340.5109678
2010,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),324.8133455
2011,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),319.9995774
2012,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),305.4299136
2013,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),307.2403185
2014,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),307.5950432
2015,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),289.3639679
2016,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),279.8157133
2017,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),280.1635227
2018,Domestic material consumption per GDP (Tonnes per £m),,Undefined,Units,Tonnes of DMC per GDP (£m),274.5333886
