Year,Country,Region,Type of disease,Chronic respiratory disease type,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,30 to 34,"Rate per 100,000 population",Units,Undefined,K04000001,0.08
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,35 to 39,"Rate per 100,000 population",Units,Undefined,K04000001,0.08
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,40 to 44,"Rate per 100,000 population",Units,Undefined,K04000001,0.08
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,50 to 54,"Rate per 100,000 population",Units,Undefined,K04000001,0.15
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,55 to 59,"Rate per 100,000 population",Units,Undefined,K04000001,0.17
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,60 to 64,"Rate per 100,000 population",Units,Undefined,K04000001,0.8
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,,65 to 69,"Rate per 100,000 population",Units,Undefined,K04000001,0.62
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,K04000001,0.2
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,K04000001,0.23
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,K04000001,0.79
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,K04000001,0.7
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,K04000001,0.82
2016,England and Wales,,Chronic respiratory disease,Other respiratory disorders,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,K04000001,0.54
2016,Wales,,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,10.39
2016,Wales,,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,17.69
2016,Wales,,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,32.6
2016,Wales,,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,69.86
2016,Wales,,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,131.46
2016,Wales,,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,230.19
2016,Wales,,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,392.34
2016,Wales,,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,569.78
2016,Wales,,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,9.85
2016,Wales,,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,18.37
2016,Wales,,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,33.76
2016,Wales,,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,70.19
2016,Wales,,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,131.08
2016,Wales,,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,236.28
2016,Wales,,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,441.12
2016,Wales,,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,638.94
2016,Wales,,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,10.93
2016,Wales,,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,17.02
2016,Wales,,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,31.48
2016,Wales,,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,69.56
2016,Wales,,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,131.83
2016,Wales,,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,224.36
2016,Wales,,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,346.03
2016,Wales,,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,503.57
2016,Wales,,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,2.34
2016,Wales,,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,5.42
2016,Wales,,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.94
2016,Wales,,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,5.95
2016,Wales,,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,11.65
2016,Wales,,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,3.85
2016,Wales,,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,6.46
2016,Wales,,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,8.08
2016,Wales,,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,6.67
2016,Wales,,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,16.57
2016,Wales,,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,4.42
2016,Wales,,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,5.27
2016,Wales,,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,6.94
2016,Wales,,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,7.66
2016,Wales,,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,14.84
2016,Wales,,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,40.88
2016,Wales,,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,50.64
2016,Wales,,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,78.16
2016,Wales,,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,126.95
2016,Wales,,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,197.52
2016,Wales,,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,329.21
2016,Wales,,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,10.95
2016,Wales,,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,22.96
2016,Wales,,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,56.26
2016,Wales,,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,76.92
2016,Wales,,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,109.85
2016,Wales,,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,168.62
2016,Wales,,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,281.11
2016,Wales,,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,444.26
2016,Wales,,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,4.37
2016,Wales,,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,6.81
2016,Wales,,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,26.05
2016,Wales,,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,25.63
2016,Wales,,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,47.78
2016,Wales,,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,87.03
2016,Wales,,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,118.16
2016,Wales,,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,219.07
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,2.21
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,4.69
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,9.04
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,28.16
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,63.86
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,103.32
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,4.81
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,11.08
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,25.24
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,68.89
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,103.56
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,4.58
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,7.08
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,30.95
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,59.08
2016,Wales,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,103.09
2016,Wales,,Chronic respiratory disease,Lung diseases due to external agents,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,1.41
2016,Wales,,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,3.04
2016,Wales,,Chronic respiratory disease,Lung diseases due to external agents,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,5.18
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,2.26
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.45
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,11.36
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,17.73
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,W92000004,2.77
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.04
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,16.67
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,24.85
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.84
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,6.33
2016,Wales,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,10.9
2016,Wales,,Chronic respiratory disease,Other respiratory disorders,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,1.52
2016,Wales,,Chronic respiratory disease,Other respiratory disorders,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,3.11
2017,England,,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,10.17
2017,England,,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,20.62
2017,England,,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,35.96
2017,England,,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,64.28
2017,England,,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,116.48
2017,England,,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,196.0
2017,England,,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,339.1
2017,England,,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,534.27
2017,England,,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,8.59
2017,England,,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,17.38
2017,England,,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,31.85
2017,England,,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,59.2
2017,England,,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,113.8
2017,England,,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,207.1
2017,England,,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,379.86
2017,England,,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,616.18
2017,England,,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,11.74
2017,England,,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,23.82
2017,England,,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,40.03
2017,England,,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,69.26
2017,England,,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,119.08
2017,England,,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,185.16
2017,England,,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,299.86
2017,England,,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,457.45
2017,England,,Diabetes,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.98
2017,England,,Diabetes,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,1.24
2017,England,,Diabetes,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.51
2017,England,,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,2.55
2017,England,,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,3.3
2017,England,,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,5.43
2017,England,,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,7.98
2017,England,,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,10.72
2017,England,,Diabetes,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,1.07
2017,England,,Diabetes,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,1.71
2017,England,,Diabetes,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,2.04
2017,England,,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,3.26
2017,England,,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,4.31
2017,England,,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,6.05
2017,England,,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,9.57
2017,England,,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,12.79
2017,England,,Diabetes,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.9
2017,England,,Diabetes,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.76
2017,England,,Diabetes,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.98
2017,England,,Diabetes,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,1.85
2017,England,,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,2.32
2017,England,,Diabetes,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,4.83
2017,England,,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,6.45
2017,England,,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,8.78
2017,England,,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,6.47
2017,England,,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,12.0
2017,England,,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,23.88
2017,England,,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,40.88
2017,England,,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,67.67
2017,England,,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,105.14
2017,England,,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,172.21
2017,England,,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,262.81
2017,England,,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,8.32
2017,England,,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,16.77
2017,England,,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,33.42
2017,England,,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,59.41
2017,England,,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,97.77
2017,England,,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,156.79
2017,England,,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,247.32
2017,England,,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,366.73
2017,England,,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,4.62
2017,England,,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,7.27
2017,England,,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,14.44
2017,England,,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,22.76
2017,England,,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,38.35
2017,England,,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,54.67
2017,England,,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,99.93
2017,England,,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,165.33
2017,England,,Chronic respiratory disease,Other diseases of upper respiratory tract,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,0.09
2017,England,,Chronic respiratory disease,Other diseases of upper respiratory tract,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.17
2017,England,,Chronic respiratory disease,Other diseases of upper respiratory tract,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.2
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.37
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.52
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.68
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,4.16
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,9.32
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,18.74
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,46.3
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,91.36
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.43
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.5
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.99
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,4.99
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,10.37
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,19.83
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,50.72
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,103.07
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.32
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.55
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.39
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,3.34
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,8.29
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,17.67
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,42.04
2017,England,,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,80.39
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.21
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.27
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.15
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.34
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,0.38
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,0.66
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,1.68
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,3.15
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.16
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.28
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.37
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,0.47
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,0.93
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,2.32
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,4.36
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.27
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.27
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.23
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.31
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,0.3
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,0.4
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,1.05
2017,England,,Chronic respiratory disease,Lung diseases due to external agents,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,2.01
2017,England,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.11
2017,England,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.35
2017,England,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.65
2017,England,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,1.61
2017,England,,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,E92000001,3.59
