Year,Region,Local Authority,County,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2012.0,Yorkshire and The Humber,North Lincolnshire,,Undefined,Units,Percentage (%),E06000013,5.4
2012.0,Yorkshire and The Humber,York,,Undefined,Units,Percentage (%),E06000014,4.5
2012.0,East Midlands,Derby,,Undefined,Units,Percentage (%),E06000015,5.5
2012.0,East Midlands,Leicester,,Undefined,Units,Percentage (%),E06000016,5.9
2012.0,East Midlands,Rutland,,Undefined,Units,Percentage (%),E06000017,4.9
2012.0,East Midlands,Nottingham,,Undefined,Units,Percentage (%),E06000018,5.8
2012.0,West Midlands,Herefordshire,,Undefined,Units,Percentage (%),E06000019,4.1
2012.0,West Midlands,Telford and Wrekin,,Undefined,Units,Percentage (%),E06000020,4.4
2012.0,West Midlands,Stoke-on-Trent,,Undefined,Units,Percentage (%),E06000021,4.9
2012.0,South West,Bath and North East Somerset,,Undefined,Units,Percentage (%),E06000022,4.4
2012.0,South West,Bristol,,Undefined,Units,Percentage (%),E06000023,5.2
2012.0,South West,North Somerset,,Undefined,Units,Percentage (%),E06000024,4.1
2012.0,South West,South Gloucestershire,,Undefined,Units,Percentage (%),E06000025,5.0
2012.0,South West,Plymouth,,Undefined,Units,Percentage (%),E06000026,4.0
2012.0,South West,Torbay,,Undefined,Units,Percentage (%),E06000027,3.6
2012.0,South West,Bournemouth,,Undefined,Units,Percentage (%),E06000028,4.4
2012.0,South West,Poole,,Undefined,Units,Percentage (%),E06000029,4.4
2012.0,South West,Swindon,,Undefined,Units,Percentage (%),E06000030,5.2
2012.0,East of England,Peterborough,,Undefined,Units,Percentage (%),E06000031,5.4
2012.0,East of England,Luton,,Undefined,Units,Percentage (%),E06000032,5.8
2012.0,East of England,Southend-on-Sea,,Undefined,Units,Percentage (%),E06000033,5.3
2012.0,East of England,Thurrock,,Undefined,Units,Percentage (%),E06000034,5.9
2012.0,South East,Medway,,Undefined,Units,Percentage (%),E06000035,5.5
2012.0,South East,Bracknell Forest,,Undefined,Units,Percentage (%),E06000036,5.0
2012.0,South East,West Berkshire,,Undefined,Units,Percentage (%),E06000037,5.2
2012.0,South East,Reading,,Undefined,Units,Percentage (%),E06000038,5.7
2012.0,South East,Slough,,Undefined,Units,Percentage (%),E06000039,6.4
2012.0,South East,Windsor and Maidenhead,,Undefined,Units,Percentage (%),E06000040,5.6
2012.0,South East,Wokingham,,Undefined,Units,Percentage (%),E06000041,5.3
2012.0,South East,Milton Keynes,,Undefined,Units,Percentage (%),E06000042,5.3
2012.0,South East,Brighton and Hove,,Undefined,Units,Percentage (%),E06000043,5.0
2012.0,South East,Portsmouth,,Undefined,Units,Percentage (%),E06000044,5.3
2012.0,South East,Southampton,,Undefined,Units,Percentage (%),E06000045,5.7
2012.0,South East,Isle of Wight,,Undefined,Units,Percentage (%),E06000046,4.1
2012.0,North East,County Durham,,Undefined,Units,Percentage (%),E06000047,3.9
2012.0,North West,Cheshire East,,Undefined,Units,Percentage (%),E06000049,4.3
2012.0,North West,Cheshire West and Chester,,Undefined,Units,Percentage (%),E06000050,4.2
2012.0,West Midlands,Shropshire,,Undefined,Units,Percentage (%),E06000051,3.9
2012.0,South West,Cornwall,,Undefined,Units,Percentage (%),E06000052,3.3
2012.0,South West,Isles of Scilly,,Undefined,Units,Percentage (%),E06000053,3.3
2012.0,South West,Wiltshire,,Undefined,Units,Percentage (%),E06000054,4.5
2012.0,East of England,Bedford,,Undefined,Units,Percentage (%),E06000055,5.2
2012.0,East of England,Central Bedfordshire,,Undefined,Units,Percentage (%),E06000056,5.2
2012.0,North East,Northumberland,,Undefined,Units,Percentage (%),E06000057,3.6
2012.0,North West,Bolton,,Undefined,Units,Percentage (%),E08000001,4.7
2012.0,North West,Bury,,Undefined,Units,Percentage (%),E08000002,4.8
2012.0,North West,Manchester,,Undefined,Units,Percentage (%),E08000003,5.1
2012.0,North West,Oldham,,Undefined,Units,Percentage (%),E08000004,5.0
2012.0,North West,Rochdale,,Undefined,Units,Percentage (%),E08000005,4.8
2012.0,North West,Salford,,Undefined,Units,Percentage (%),E08000006,5.2
2012.0,North West,Stockport,,Undefined,Units,Percentage (%),E08000007,4.8
2012.0,North West,Tameside,,Undefined,Units,Percentage (%),E08000008,5.0
2012.0,North West,Trafford,,Undefined,Units,Percentage (%),E08000009,4.8
2012.0,North West,Wigan,,Undefined,Units,Percentage (%),E08000010,4.6
2012.0,North West,Knowsley,,Undefined,Units,Percentage (%),E08000011,4.8
2012.0,North West,Liverpool,,Undefined,Units,Percentage (%),E08000012,4.5
2012.0,North West,St. Helens,,Undefined,Units,Percentage (%),E08000013,4.8
2012.0,North West,Sefton,,Undefined,Units,Percentage (%),E08000014,4.0
2012.0,North West,Wirral,,Undefined,Units,Percentage (%),E08000015,3.9
2012.0,Yorkshire and The Humber,Barnsley,,Undefined,Units,Percentage (%),E08000016,5.0
2012.0,Yorkshire and The Humber,Doncaster,,Undefined,Units,Percentage (%),E08000017,5.3
2012.0,Yorkshire and The Humber,Rotherham,,Undefined,Units,Percentage (%),E08000018,5.2
2012.0,Yorkshire and The Humber,Sheffield,,Undefined,Units,Percentage (%),E08000019,4.7
2012.0,North East,Newcastle upon Tyne,,Undefined,Units,Percentage (%),E08000021,4.2
2012.0,North East,North Tyneside,,Undefined,Units,Percentage (%),E08000022,4.3
2012.0,North East,South Tyneside,,Undefined,Units,Percentage (%),E08000023,4.4
2012.0,North East,Sunderland,,Undefined,Units,Percentage (%),E08000024,4.4
2012.0,West Midlands,Birmingham,,Undefined,Units,Percentage (%),E08000025,5.7
2012.0,West Midlands,Coventry,,Undefined,Units,Percentage (%),E08000026,5.5
2012.0,West Midlands,Dudley,,Undefined,Units,Percentage (%),E08000027,5.2
2012.0,West Midlands,Sandwell,,Undefined,Units,Percentage (%),E08000028,6.0
2012.0,West Midlands,Solihull,,Undefined,Units,Percentage (%),E08000029,5.4
2012.0,West Midlands,Walsall,,Undefined,Units,Percentage (%),E08000030,5.8
2012.0,West Midlands,Wolverhampton,,Undefined,Units,Percentage (%),E08000031,5.3
2012.0,Yorkshire and The Humber,Bradford,,Undefined,Units,Percentage (%),E08000032,4.7
2012.0,Yorkshire and The Humber,Calderdale,,Undefined,Units,Percentage (%),E08000033,4.4
2012.0,Yorkshire and The Humber,Kirklees,,Undefined,Units,Percentage (%),E08000034,4.7
2012.0,Yorkshire and The Humber,Leeds,,Undefined,Units,Percentage (%),E08000035,5.0
2012.0,Yorkshire and The Humber,Wakefield,,Undefined,Units,Percentage (%),E08000036,5.4
2012.0,North East,Gateshead,,Undefined,Units,Percentage (%),E08000037,4.2
2012.0,London,City of London,,Undefined,Units,Percentage (%),E09000001,8.3
2012.0,London,Barking and Dagenham,,Undefined,Units,Percentage (%),E09000002,6.5
2012.0,London,Barnet,,Undefined,Units,Percentage (%),E09000003,6.4
2012.0,London,Bexley,,Undefined,Units,Percentage (%),E09000004,6.0
2012.0,London,Brent,,Undefined,Units,Percentage (%),E09000005,6.9
2012.0,London,Bromley,,Undefined,Units,Percentage (%),E09000006,5.6
2012.0,London,Camden,,Undefined,Units,Percentage (%),E09000007,7.3
2012.0,London,Croydon,,Undefined,Units,Percentage (%),E09000008,5.9
2012.0,London,Ealing,,Undefined,Units,Percentage (%),E09000009,6.8
2012.0,London,Enfield,,Undefined,Units,Percentage (%),E09000010,6.3
2012.0,London,Greenwich,,Undefined,Units,Percentage (%),E09000011,6.5
2012.0,London,Hackney,,Undefined,Units,Percentage (%),E09000012,7.3
2012.0,London,Hammersmith and Fulham,,Undefined,Units,Percentage (%),E09000013,7.2
2012.0,London,Haringey,,Undefined,Units,Percentage (%),E09000014,6.7
2012.0,London,Harrow,,Undefined,Units,Percentage (%),E09000015,6.1
2012.0,London,Havering,,Undefined,Units,Percentage (%),E09000016,5.9
2012.0,London,Hillingdon,,Undefined,Units,Percentage (%),E09000017,6.2
2012.0,London,Hounslow,,Undefined,Units,Percentage (%),E09000018,6.5
2012.0,London,Islington,,Undefined,Units,Percentage (%),E09000019,7.4
2012.0,London,Kensington and Chelsea,,Undefined,Units,Percentage (%),E09000020,7.6
2012.0,London,Kingston upon Thames,,Undefined,Units,Percentage (%),E09000021,6.1
2012.0,London,Lambeth,,Undefined,Units,Percentage (%),E09000022,6.9
2012.0,London,Lewisham,,Undefined,Units,Percentage (%),E09000023,6.5
2012.0,London,Merton,,Undefined,Units,Percentage (%),E09000024,6.2
2012.0,London,Newham,,Undefined,Units,Percentage (%),E09000025,6.9
2012.0,London,Redbridge,,Undefined,Units,Percentage (%),E09000026,6.6
2012.0,London,Richmond upon Thames,,Undefined,Units,Percentage (%),E09000027,6.1
2012.0,London,Southwark,,Undefined,Units,Percentage (%),E09000028,7.1
2012.0,London,Sutton,,Undefined,Units,Percentage (%),E09000029,5.8
2012.0,London,Tower Hamlets,,Undefined,Units,Percentage (%),E09000030,7.4
2012.0,London,Waltham Forest,,Undefined,Units,Percentage (%),E09000031,6.8
2012.0,London,Wandsworth,,Undefined,Units,Percentage (%),E09000032,6.6
2012.0,London,Westminster,,Undefined,Units,Percentage (%),E09000033,7.7
2012.0,South East,,Buckinghamshire,Undefined,Units,Percentage (%),E10000002,5.2
2012.0,East of England,,Cambridgeshire,Undefined,Units,Percentage (%),E10000003,5.2
2012.0,North West,,Cumbria,Undefined,Units,Percentage (%),E10000006,3.0
2012.0,East Midlands,,Derbyshire,Undefined,Units,Percentage (%),E10000007,4.8
2012.0,South West,,Devon,Undefined,Units,Percentage (%),E10000008,3.5
2012.0,South West,,Dorset,Undefined,Units,Percentage (%),E10000009,4.0
2012.0,South East,,East Sussex,Undefined,Units,Percentage (%),E10000011,4.5
2012.0,East of England,,Essex,Undefined,Units,Percentage (%),E10000012,5.3
2012.0,South West,,Gloucestershire,Undefined,Units,Percentage (%),E10000013,4.5
2012.0,South East,,Hampshire,Undefined,Units,Percentage (%),E10000014,4.9
2012.0,East of England,,Hertfordshire,Undefined,Units,Percentage (%),E10000015,5.5
2012.0,South East,,Kent,Undefined,Units,Percentage (%),E10000016,5.0
2012.0,North West,,Lancashire,Undefined,Units,Percentage (%),E10000017,4.0
2012.0,East Midlands,,Leicestershire,Undefined,Units,Percentage (%),E10000018,5.2
2012.0,East Midlands,,Lincolnshire,Undefined,Units,Percentage (%),E10000019,5.1
2012.0,East of England,,Norfolk,Undefined,Units,Percentage (%),E10000020,4.8
2012.0,East Midlands,,Northamptonshire,Undefined,Units,Percentage (%),E10000021,5.3
2012.0,Yorkshire and The Humber,,North Yorkshire,Undefined,Units,Percentage (%),E10000023,4.2
2012.0,East Midlands,,Nottinghamshire,Undefined,Units,Percentage (%),E10000024,5.2
2012.0,South East,,Oxfordshire,Undefined,Units,Percentage (%),E10000025,5.1
2012.0,South West,,Somerset,Undefined,Units,Percentage (%),E10000027,4.1
2012.0,West Midlands,,Staffordshire,Undefined,Units,Percentage (%),E10000028,4.7
2012.0,East of England,,Suffolk,Undefined,Units,Percentage (%),E10000029,5.0
2012.0,South East,,Surrey,Undefined,Units,Percentage (%),E10000030,5.2
2012.0,West Midlands,,Warwickshire,Undefined,Units,Percentage (%),E10000031,5.0
2012.0,South East,,West Sussex,Undefined,Units,Percentage (%),E10000032,4.7
2012.0,West Midlands,,Worcestershire,Undefined,Units,Percentage (%),E10000034,4.8
2013.0,,,,Undefined,Units,Percentage (%),,5.32514922109747
2013.0,North East,,,Undefined,Units,Percentage (%),E12000001,4.21922062742191
2013.0,North West,,,Undefined,Units,Percentage (%),E12000002,4.57081000967847
2013.0,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,5.08802511784455
2013.0,East Midlands,,,Undefined,Units,Percentage (%),E12000004,5.6368139879260095
2013.0,West Midlands,,,Undefined,Units,Percentage (%),E12000005,5.354895571823111
2013.0,East of England,,,Undefined,Units,Percentage (%),E12000006,5.55317866731169
2013.0,London,,,Undefined,Units,Percentage (%),E12000007,6.719710912107249
2013.0,South East,,,Undefined,Units,Percentage (%),E12000008,5.22977436217564
2013.0,South West,,,Undefined,Units,Percentage (%),E12000009,4.5318948759574695
2013.0,North East,Hartlepool,,Undefined,Units,Percentage (%),E06000001,4.1344461810273305
2013.0,North East,Middlesbrough,,Undefined,Units,Percentage (%),E06000002,4.39067285215557
2013.0,North East,Redcar and Cleveland,,Undefined,Units,Percentage (%),E06000003,4.1839140346186205
2013.0,North East,Stockton-on-Tees,,Undefined,Units,Percentage (%),E06000004,4.17999461916341
2013.0,North East,Darlington,,Undefined,Units,Percentage (%),E06000005,4.012974745322451
2013.0,North West,Halton,,Undefined,Units,Percentage (%),E06000006,4.79994628290491
2013.0,North West,Warrington,,Undefined,Units,Percentage (%),E06000007,4.77373768811251
2013.0,North West,Blackburn with Darwen,,Undefined,Units,Percentage (%),E06000008,4.46306909306125
2013.0,North West,Blackpool,,Undefined,Units,Percentage (%),E06000009,3.8485211357898503
2013.0,Yorkshire and The Humber,Kingston upon Hull,,Undefined,Units,Percentage (%),E06000010,5.71104120830933
2013.0,Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Units,Percentage (%),E06000011,5.2203365249780305
2013.0,Yorkshire and The Humber,North East Lincolnshire,,Undefined,Units,Percentage (%),E06000012,5.41016045623543
2013.0,Yorkshire and The Humber,North Lincolnshire,,Undefined,Units,Percentage (%),E06000013,5.63536238864964
2013.0,Yorkshire and The Humber,York,,Undefined,Units,Percentage (%),E06000014,4.6084030739963096
2013.0,East Midlands,Derby,,Undefined,Units,Percentage (%),E06000015,5.659629754443
2013.0,East Midlands,Leicester,,Undefined,Units,Percentage (%),E06000016,6.016967093099249
2013.0,East Midlands,Rutland,,Undefined,Units,Percentage (%),E06000017,5.22737219318871
2013.0,East Midlands,Nottingham,,Undefined,Units,Percentage (%),E06000018,5.97039615176741
2013.0,West Midlands,Herefordshire,,Undefined,Units,Percentage (%),E06000019,4.59377233754584
2013.0,West Midlands,Telford and Wrekin,,Undefined,Units,Percentage (%),E06000020,4.63110628962812
2013.0,West Midlands,Stoke-on-Trent,,Undefined,Units,Percentage (%),E06000021,5.154007700357741
2013.0,South West,Bath and North East Somerset,,Undefined,Units,Percentage (%),E06000022,4.77641768714874
2013.0,South West,Bristol,,Undefined,Units,Percentage (%),E06000023,5.266809756715309
2013.0,South West,North Somerset,,Undefined,Units,Percentage (%),E06000024,4.44573797121526
2013.0,South West,South Gloucestershire,,Undefined,Units,Percentage (%),E06000025,5.29298749709141
2013.0,South West,Plymouth,,Undefined,Units,Percentage (%),E06000026,4.23153161357229
2013.0,South West,Torbay,,Undefined,Units,Percentage (%),E06000027,3.91135663227375
2013.0,South West,Bournemouth,,Undefined,Units,Percentage (%),E06000028,4.72796076099443
2013.0,South West,Poole,,Undefined,Units,Percentage (%),E06000029,4.73639296092804
2013.0,South West,Swindon,,Undefined,Units,Percentage (%),E06000030,5.416570284123441
2013.0,East of England,Peterborough,,Undefined,Units,Percentage (%),E06000031,5.58103233048009
2013.0,East of England,Luton,,Undefined,Units,Percentage (%),E06000032,5.864317665654419
2013.0,East of England,Southend-on-Sea,,Undefined,Units,Percentage (%),E06000033,5.59176551786712
2013.0,East of England,Thurrock,,Undefined,Units,Percentage (%),E06000034,6.066662222510481
2013.0,South East,Medway,,Undefined,Units,Percentage (%),E06000035,5.75162299187575
2013.0,South East,Bracknell Forest,,Undefined,Units,Percentage (%),E06000036,5.094871527326781
2013.0,South East,West Berkshire,,Undefined,Units,Percentage (%),E06000037,5.17942100161311
2013.0,South East,Reading,,Undefined,Units,Percentage (%),E06000038,5.725445676599151
2013.0,South East,Slough,,Undefined,Units,Percentage (%),E06000039,6.3844232389116105
2013.0,South East,Windsor and Maidenhead,,Undefined,Units,Percentage (%),E06000040,5.53028210965225
2013.0,South East,Wokingham,,Undefined,Units,Percentage (%),E06000041,5.3737765925045
2013.0,South East,Milton Keynes,,Undefined,Units,Percentage (%),E06000042,5.42684273945136
2013.0,South East,Brighton and Hove,,Undefined,Units,Percentage (%),E06000043,5.060889012857491
2013.0,South East,Portsmouth,,Undefined,Units,Percentage (%),E06000044,5.4227261759267105
2013.0,South East,Southampton,,Undefined,Units,Percentage (%),E06000045,5.60088584264431
2013.0,South East,Isle of Wight,,Undefined,Units,Percentage (%),E06000046,4.4270838782018895
2013.0,North East,County Durham,,Undefined,Units,Percentage (%),E06000047,4.28580720078082
2013.0,North West,Cheshire East,,Undefined,Units,Percentage (%),E06000049,4.5946006572404805
2013.0,North West,Cheshire West and Chester,,Undefined,Units,Percentage (%),E06000050,4.434946883140049
2013.0,West Midlands,Shropshire,,Undefined,Units,Percentage (%),E06000051,4.20988867156706
2013.0,South West,Cornwall,,Undefined,Units,Percentage (%),E06000052,3.70086791505621
2013.0,South West,Isles of Scilly,,Undefined,Units,Percentage (%),E06000053,2.78906032842889
2013.0,South West,Wiltshire,,Undefined,Units,Percentage (%),E06000054,4.80929286142343
2013.0,East of England,Bedford,,Undefined,Units,Percentage (%),E06000055,5.417843379659099
2013.0,East of England,Central Bedfordshire,,Undefined,Units,Percentage (%),E06000056,5.40103824115332
2013.0,North East,Northumberland,,Undefined,Units,Percentage (%),E06000057,3.82727917509004
2013.0,North West,Bolton,,Undefined,Units,Percentage (%),E08000001,4.87378419105054
2013.0,North West,Bury,,Undefined,Units,Percentage (%),E08000002,4.86253698061875
2013.0,North West,Manchester,,Undefined,Units,Percentage (%),E08000003,5.20665579123232
2013.0,North West,Oldham,,Undefined,Units,Percentage (%),E08000004,4.98064667776088
2013.0,North West,Rochdale,,Undefined,Units,Percentage (%),E08000005,4.84396425506429
2013.0,North West,Salford,,Undefined,Units,Percentage (%),E08000006,5.27618225229793
2013.0,North West,Stockport,,Undefined,Units,Percentage (%),E08000007,4.86829656104989
2013.0,North West,Tameside,,Undefined,Units,Percentage (%),E08000008,5.03810551035505
2013.0,North West,Trafford,,Undefined,Units,Percentage (%),E08000009,4.9070967330606
2013.0,North West,Wigan,,Undefined,Units,Percentage (%),E08000010,4.92792291946878
2013.0,North West,Knowsley,,Undefined,Units,Percentage (%),E08000011,4.82196613254587
2013.0,North West,Liverpool,,Undefined,Units,Percentage (%),E08000012,4.628827875477031
2013.0,North West,St. Helens,,Undefined,Units,Percentage (%),E08000013,4.93079246465493
2013.0,North West,Sefton,,Undefined,Units,Percentage (%),E08000014,4.1054226163687
2013.0,North West,Wirral,,Undefined,Units,Percentage (%),E08000015,4.07279623636287
2013.0,Yorkshire and The Humber,Barnsley,,Undefined,Units,Percentage (%),E08000016,5.58854183889191
2013.0,Yorkshire and The Humber,Doncaster,,Undefined,Units,Percentage (%),E08000017,5.70665130849327
2013.0,Yorkshire and The Humber,Rotherham,,Undefined,Units,Percentage (%),E08000018,5.5731315728814
2013.0,Yorkshire and The Humber,Sheffield,,Undefined,Units,Percentage (%),E08000019,4.988807384730861
2013.0,North East,Newcastle upon Tyne,,Undefined,Units,Percentage (%),E08000021,4.25598705103731
2013.0,North East,North Tyneside,,Undefined,Units,Percentage (%),E08000022,4.21190918409831
2013.0,North East,South Tyneside,,Undefined,Units,Percentage (%),E08000023,4.42230561727487
2013.0,North East,Sunderland,,Undefined,Units,Percentage (%),E08000024,4.46727195926251
2013.0,West Midlands,Birmingham,,Undefined,Units,Percentage (%),E08000025,5.87839159414413
2013.0,West Midlands,Coventry,,Undefined,Units,Percentage (%),E08000026,5.698975360531219
2013.0,West Midlands,Dudley,,Undefined,Units,Percentage (%),E08000027,5.4249194944566295
2013.0,West Midlands,Sandwell,,Undefined,Units,Percentage (%),E08000028,6.1216810702377
2013.0,West Midlands,Solihull,,Undefined,Units,Percentage (%),E08000029,5.6145756773011195
2013.0,West Midlands,Walsall,,Undefined,Units,Percentage (%),E08000030,5.8731977587508295
2013.0,West Midlands,Wolverhampton,,Undefined,Units,Percentage (%),E08000031,5.46391129171033
2013.0,Yorkshire and The Humber,Bradford,,Undefined,Units,Percentage (%),E08000032,4.66432049743857
2013.0,Yorkshire and The Humber,Calderdale,,Undefined,Units,Percentage (%),E08000033,4.51223383788543
2013.0,Yorkshire and The Humber,Kirklees,,Undefined,Units,Percentage (%),E08000034,4.845461295630219
2013.0,Yorkshire and The Humber,Leeds,,Undefined,Units,Percentage (%),E08000035,5.03650083228464
2013.0,Yorkshire and The Humber,Wakefield,,Undefined,Units,Percentage (%),E08000036,5.979912697237509
2013.0,North East,Gateshead,,Undefined,Units,Percentage (%),E08000037,4.2276643709012
2013.0,London,City of London,,Undefined,Units,Percentage (%),E09000001,8.37668482678005
2013.0,London,Barking and Dagenham,,Undefined,Units,Percentage (%),E09000002,6.6208658274977195
2013.0,London,Barnet,,Undefined,Units,Percentage (%),E09000003,6.51254147480256
2013.0,London,Bexley,,Undefined,Units,Percentage (%),E09000004,6.123185359648991
2013.0,London,Brent,,Undefined,Units,Percentage (%),E09000005,6.9397073855671
2013.0,London,Bromley,,Undefined,Units,Percentage (%),E09000006,5.798757875477179
2013.0,London,Camden,,Undefined,Units,Percentage (%),E09000007,7.35163667342991
2013.0,London,Croydon,,Undefined,Units,Percentage (%),E09000008,6.057362467429611
2013.0,London,Ealing,,Undefined,Units,Percentage (%),E09000009,6.95433077735887
2013.0,London,Enfield,,Undefined,Units,Percentage (%),E09000010,6.376387859606861
2013.0,London,Greenwich,,Undefined,Units,Percentage (%),E09000011,6.57715268234838
2013.0,London,Hackney,,Undefined,Units,Percentage (%),E09000012,7.346092228553059
2013.0,London,Hammersmith and Fulham,,Undefined,Units,Percentage (%),E09000013,7.30043917440698
2013.0,London,Haringey,,Undefined,Units,Percentage (%),E09000014,6.79363484866743
2013.0,London,Harrow,,Undefined,Units,Percentage (%),E09000015,6.1125180596277
2013.0,London,Havering,,Undefined,Units,Percentage (%),E09000016,6.02702649707008
2013.0,London,Hillingdon,,Undefined,Units,Percentage (%),E09000017,6.31894181909934
2013.0,London,Hounslow,,Undefined,Units,Percentage (%),E09000018,6.66570060839605
2013.0,London,Islington,,Undefined,Units,Percentage (%),E09000019,7.51785355230525
2013.0,London,Kensington and Chelsea,,Undefined,Units,Percentage (%),E09000020,7.768052156640639
2013.0,London,Kingston upon Thames,,Undefined,Units,Percentage (%),E09000021,6.21703814177755
2013.0,London,Lambeth,,Undefined,Units,Percentage (%),E09000022,7.05478342381008
2013.0,London,Lewisham,,Undefined,Units,Percentage (%),E09000023,6.58383179882638
2013.0,London,Merton,,Undefined,Units,Percentage (%),E09000024,6.38131936219328
2013.0,London,Newham,,Undefined,Units,Percentage (%),E09000025,7.03291720175437
2013.0,London,Redbridge,,Undefined,Units,Percentage (%),E09000026,6.67950790732319
2013.0,London,Richmond upon Thames,,Undefined,Units,Percentage (%),E09000027,6.30989632817338
2013.0,London,Southwark,,Undefined,Units,Percentage (%),E09000028,7.225052180062209
2013.0,London,Sutton,,Undefined,Units,Percentage (%),E09000029,5.9511628867636395
2013.0,London,Tower Hamlets,,Undefined,Units,Percentage (%),E09000030,7.47918597801232
2013.0,London,Waltham Forest,,Undefined,Units,Percentage (%),E09000031,6.87797862538604
2013.0,London,Wandsworth,,Undefined,Units,Percentage (%),E09000032,6.77946963798766
2013.0,London,Westminster,,Undefined,Units,Percentage (%),E09000033,7.85865518335203
2013.0,South East,,Buckinghamshire,Undefined,Units,Percentage (%),E10000002,5.28263979269243
2013.0,East of England,,Cambridgeshire,Undefined,Units,Percentage (%),E10000003,5.541780618052571
2013.0,North West,,Cumbria,Undefined,Units,Percentage (%),E10000006,3.49599133693367
2013.0,East Midlands,,Derbyshire,Undefined,Units,Percentage (%),E10000007,5.391926171746559
2013.0,South West,,Devon,Undefined,Units,Percentage (%),E10000008,3.88896370105589
2013.0,South West,,Dorset,Undefined,Units,Percentage (%),E10000009,4.34934343591109
2013.0,South East,,East Sussex,Undefined,Units,Percentage (%),E10000011,4.72160975034859
2013.0,East of England,,Essex,Undefined,Units,Percentage (%),E10000012,5.645951952419501
2013.0,South West,,Gloucestershire,Undefined,Units,Percentage (%),E10000013,4.96379154744232
2013.0,South East,,Hampshire,Undefined,Units,Percentage (%),E10000014,5.021376792830661
2013.0,East of England,,Hertfordshire,Undefined,Units,Percentage (%),E10000015,5.5623797586883
2013.0,South East,,Kent,Undefined,Units,Percentage (%),E10000016,5.40512267702992
2013.0,North West,,Lancashire,Undefined,Units,Percentage (%),E10000017,4.25838594759463
2013.0,East Midlands,,Leicestershire,Undefined,Units,Percentage (%),E10000018,5.557493166275081
2013.0,East Midlands,,Lincolnshire,Undefined,Units,Percentage (%),E10000019,5.62503559481297
2013.0,East of England,,Norfolk,Undefined,Units,Percentage (%),E10000020,5.36486041168337
2013.0,East Midlands,,Northamptonshire,Undefined,Units,Percentage (%),E10000021,5.5063173407639
2013.0,Yorkshire and The Humber,,North Yorkshire,Undefined,Units,Percentage (%),E10000023,4.3596482070686005
2013.0,East Midlands,,Nottinghamshire,Undefined,Units,Percentage (%),E10000024,5.79654029195253
2013.0,South East,,Oxfordshire,Undefined,Units,Percentage (%),E10000025,5.3103028860742
2013.0,South West,,Somerset,Undefined,Units,Percentage (%),E10000027,4.480352544886769
2013.0,West Midlands,,Staffordshire,Undefined,Units,Percentage (%),E10000028,5.04242693955651
2013.0,East of England,,Suffolk,Undefined,Units,Percentage (%),E10000029,5.46186210204499
2013.0,South East,,Surrey,Undefined,Units,Percentage (%),E10000030,5.3361872945504505
2013.0,West Midlands,,Warwickshire,Undefined,Units,Percentage (%),E10000031,5.32414519454059
2013.0,South East,,West Sussex,Undefined,Units,Percentage (%),E10000032,4.8166474465571705
2013.0,West Midlands,,Worcestershire,Undefined,Units,Percentage (%),E10000034,4.99300926643977
2014.0,,,,Undefined,Units,Percentage (%),,5.14127362275645
2014.0,North East,,,Undefined,Units,Percentage (%),E12000001,4.28519371104902
2014.0,North West,,,Undefined,Units,Percentage (%),E12000002,4.448404930561289
2014.0,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,4.94235286293135
2014.0,East Midlands,,,Undefined,Units,Percentage (%),E12000004,5.51165805223351
2014.0,West Midlands,,,Undefined,Units,Percentage (%),E12000005,5.22500862036803
2014.0,East of England,,,Undefined,Units,Percentage (%),E12000006,5.3828573305476395
2014.0,London,,,Undefined,Units,Percentage (%),E12000007,6.47044529383827
2014.0,South East,,,Undefined,Units,Percentage (%),E12000008,4.92426661672093
2014.0,South West,,,Undefined,Units,Percentage (%),E12000009,4.28478099756246
2014.0,North East,Hartlepool,,Undefined,Units,Percentage (%),E06000001,4.20271606606693
2014.0,North East,Middlesbrough,,Undefined,Units,Percentage (%),E06000002,4.53918189497917
2014.0,North East,Redcar and Cleveland,,Undefined,Units,Percentage (%),E06000003,4.24980543129464
2014.0,North East,Stockton-on-Tees,,Undefined,Units,Percentage (%),E06000004,4.32372996154382
2014.0,North East,Darlington,,Undefined,Units,Percentage (%),E06000005,4.115686621079741
2014.0,North West,Halton,,Undefined,Units,Percentage (%),E06000006,4.62603257595786
2014.0,North West,Warrington,,Undefined,Units,Percentage (%),E06000007,4.6387135757542
2014.0,North West,Blackburn with Darwen,,Undefined,Units,Percentage (%),E06000008,4.32435992902196
2014.0,North West,Blackpool,,Undefined,Units,Percentage (%),E06000009,3.7921140080885802
2014.0,Yorkshire and The Humber,Kingston upon Hull,,Undefined,Units,Percentage (%),E06000010,5.65916249890473
2014.0,Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Units,Percentage (%),E06000011,5.20920761603929
2014.0,Yorkshire and The Humber,North East Lincolnshire,,Undefined,Units,Percentage (%),E06000012,5.39340907888922
2014.0,Yorkshire and The Humber,North Lincolnshire,,Undefined,Units,Percentage (%),E06000013,5.65367069861059
2014.0,Yorkshire and The Humber,York,,Undefined,Units,Percentage (%),E06000014,4.6159843814805495
