Year,Age,Region,Local authority,Unit measure,Observation status,GeoCode,Value
2018,,West Midlands,Solihull,Percentage (%),Normal value,E12000005,107.0
2018,2,West Midlands,Solihull,Percentage (%),Normal value,E12000005,92.8
2018,3,West Midlands,Solihull,Percentage (%),Normal value,E12000005,106.2
2018,4,West Midlands,Solihull,Percentage (%),Normal value,E12000005,111.6
2018,3 and 4,West Midlands,Solihull,Percentage (%),Normal value,E12000005,108.9
2018,,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,99.1
2018,2,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,74.5
2018,3,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,101.5
2018,4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,103.1
2018,3 and 4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,102.3
2018,,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,85.2
2018,2,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,65.9
2018,3,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,88.3
2018,4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,90.9
2018,3 and 4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,89.6
2018,,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,92.6
2018,2,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,70.2
2018,3,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,95.1
2018,4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,98.5
2018,3 and 4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,96.9
2018,,West Midlands,Walsall,Percentage (%),Normal value,E12000005,87.8
2018,2,West Midlands,Walsall,Percentage (%),Normal value,E12000005,62.3
2018,3,West Midlands,Walsall,Percentage (%),Normal value,E12000005,89.3
2018,4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,98.7
2018,3 and 4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,94.0
2018,,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,99.1
2018,2,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,80.4
2018,3,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,99.5
2018,4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,102.9
2018,3 and 4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,101.2
2018,,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,89.2
2018,2,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,83.1
2018,3,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,86.2
2018,4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,94.8
2018,3 and 4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,90.5
2018,,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,91.8
2018,2,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,63.4
2018,3,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,94.0
2018,4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,97.6
2018,3 and 4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,95.8
2018,,East of England,Bedford,Percentage (%),Normal value,E12000006,94.8
2018,2,East of England,Bedford,Percentage (%),Normal value,E12000006,69.5
2018,3,East of England,Bedford,Percentage (%),Normal value,E12000006,97.2
2018,4,East of England,Bedford,Percentage (%),Normal value,E12000006,98.9
2018,3 and 4,East of England,Bedford,Percentage (%),Normal value,E12000006,98.1
2018,,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,91.9
2018,2,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,68.3
2018,3,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,94.3
2018,4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,94.6
2018,3 and 4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,94.5
2018,,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,94.1
2018,2,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,76.0
2018,3,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,93.4
2018,4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,98.1
2018,3 and 4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,95.8
2018,,East of England,Essex,Percentage (%),Normal value,E12000006,93.7
2018,2,East of England,Essex,Percentage (%),Normal value,E12000006,66.3
2018,3,East of England,Essex,Percentage (%),Normal value,E12000006,97.6
2018,4,East of England,Essex,Percentage (%),Normal value,E12000006,96.6
2018,3 and 4,East of England,Essex,Percentage (%),Normal value,E12000006,97.1
2018,,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,91.0
2018,2,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,68.7
2018,3,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,92.9
2018,4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,93.8
2018,3 and 4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,93.3
2018,,East of England,Luton,Percentage (%),Normal value,E12000006,83.8
2018,2,East of England,Luton,Percentage (%),Normal value,E12000006,59.0
2018,3,East of England,Luton,Percentage (%),Normal value,E12000006,86.4
2018,4,East of England,Luton,Percentage (%),Normal value,E12000006,91.4
2018,3 and 4,East of England,Luton,Percentage (%),Normal value,E12000006,88.9
2018,,East of England,Norfolk,Percentage (%),Normal value,E12000006,97.1
2018,2,East of England,Norfolk,Percentage (%),Normal value,E12000006,81.2
2018,3,East of England,Norfolk,Percentage (%),Normal value,E12000006,100.1
2018,4,East of England,Norfolk,Percentage (%),Normal value,E12000006,98.6
2018,3 and 4,East of England,Norfolk,Percentage (%),Normal value,E12000006,99.3
2018,,East of England,Peterborough,Percentage (%),Normal value,E12000006,86.7
2018,2,East of England,Peterborough,Percentage (%),Normal value,E12000006,68.6
2018,3,East of England,Peterborough,Percentage (%),Normal value,E12000006,86.9
2018,4,East of England,Peterborough,Percentage (%),Normal value,E12000006,94.1
2018,3 and 4,East of England,Peterborough,Percentage (%),Normal value,E12000006,90.5
2018,,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,88.0
2018,2,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,62.3
2018,3,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,91.2
2018,4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,92.9
2018,3 and 4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,92.1
2018,,East of England,Suffolk,Percentage (%),Normal value,E12000006,91.7
2018,2,East of England,Suffolk,Percentage (%),Normal value,E12000006,78.8
2018,3,East of England,Suffolk,Percentage (%),Normal value,E12000006,92.9
2018,4,East of England,Suffolk,Percentage (%),Normal value,E12000006,93.8
2018,3 and 4,East of England,Suffolk,Percentage (%),Normal value,E12000006,93.3
2018,,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.4
2018,2,East of England,Thurrock,Percentage (%),Normal value,E12000006,69.0
2018,3,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.9
2018,4,East of England,Thurrock,Percentage (%),Normal value,E12000006,91.9
2018,3 and 4,East of England,Thurrock,Percentage (%),Normal value,E12000006,89.4
2018,,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,88.7
2018,2,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,72.9
2018,3,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,90.2
2018,4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,89.7
2018,3 and 4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,89.9
2018,,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,95.2
2018,2,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,83.9
2018,3,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,98.3
2018,4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,95.1
2018,3 and 4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,96.7
2018,,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,90.6
2018,2,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,74.8
2018,3,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,92.4
2018,4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,91.9
2018,3 and 4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,92.2
2018,,South East,East Sussex,Percentage (%),Normal value,E12000008,93.4
2018,2,South East,East Sussex,Percentage (%),Normal value,E12000008,83.5
2018,3,South East,East Sussex,Percentage (%),Normal value,E12000008,92.3
2018,4,South East,East Sussex,Percentage (%),Normal value,E12000008,97.4
2018,3 and 4,South East,East Sussex,Percentage (%),Normal value,E12000008,94.9
2018,,South East,Hampshire,Percentage (%),Normal value,E12000008,94.9
2018,2,South East,Hampshire,Percentage (%),Normal value,E12000008,75.5
2018,3,South East,Hampshire,Percentage (%),Normal value,E12000008,96.6
2018,4,South East,Hampshire,Percentage (%),Normal value,E12000008,97.0
2018,3 and 4,South East,Hampshire,Percentage (%),Normal value,E12000008,96.8
2018,,South East,Isle of Wight,Percentage (%),Normal value,E12000008,92.1
2018,2,South East,Isle of Wight,Percentage (%),Normal value,E12000008,70.3
2018,3,South East,Isle of Wight,Percentage (%),Normal value,E12000008,96.6
2018,4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,95.7
2018,3 and 4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,96.1
2018,,South East,Kent,Percentage (%),Normal value,E12000008,89.8
2018,2,South East,Kent,Percentage (%),Normal value,E12000008,60.4
2018,3,South East,Kent,Percentage (%),Normal value,E12000008,93.0
2018,4,South East,Kent,Percentage (%),Normal value,E12000008,95.2
2018,3 and 4,South East,Kent,Percentage (%),Normal value,E12000008,94.1
2018,,South East,Medway,Percentage (%),Normal value,E12000008,88.1
2018,2,South East,Medway,Percentage (%),Normal value,E12000008,65.9
2018,3,South East,Medway,Percentage (%),Normal value,E12000008,90.4
2018,4,South East,Medway,Percentage (%),Normal value,E12000008,93.3
2018,3 and 4,South East,Medway,Percentage (%),Normal value,E12000008,91.8
2018,,South East,Milton Keynes,Percentage (%),Normal value,E12000008,88.6
2018,2,South East,Milton Keynes,Percentage (%),Normal value,E12000008,65.5
2018,3,South East,Milton Keynes,Percentage (%),Normal value,E12000008,88.1
2018,4,South East,Milton Keynes,Percentage (%),Normal value,E12000008,95.9
2018,3 and 4,South East,Milton Keynes,Percentage (%),Normal value,E12000008,92.1
2018,,South East,Oxfordshire,Percentage (%),Normal value,E12000008,93.3
2018,2,South East,Oxfordshire,Percentage (%),Normal value,E12000008,71.7
2018,3,South East,Oxfordshire,Percentage (%),Normal value,E12000008,95.4
2018,4,South East,Oxfordshire,Percentage (%),Normal value,E12000008,95.5
2018,3 and 4,South East,Oxfordshire,Percentage (%),Normal value,E12000008,95.5
2018,,South East,Portsmouth,Percentage (%),Normal value,E12000008,91.5
2018,2,South East,Portsmouth,Percentage (%),Normal value,E12000008,69.9
2018,3,South East,Portsmouth,Percentage (%),Normal value,E12000008,93.8
2018,4,South East,Portsmouth,Percentage (%),Normal value,E12000008,97.8
2018,3 and 4,South East,Portsmouth,Percentage (%),Normal value,E12000008,95.8
2018,,South East,Reading,Percentage (%),Normal value,E12000008,85.0
2018,2,South East,Reading,Percentage (%),Normal value,E12000008,57.6
2018,3,South East,Reading,Percentage (%),Normal value,E12000008,88.5
2018,4,South East,Reading,Percentage (%),Normal value,E12000008,89.4
2018,3 and 4,South East,Reading,Percentage (%),Normal value,E12000008,88.9
2018,,South East,Slough,Percentage (%),Normal value,E12000008,83.2
2018,2,South East,Slough,Percentage (%),Normal value,E12000008,49.8
2018,3,South East,Slough,Percentage (%),Normal value,E12000008,85.2
2018,4,South East,Slough,Percentage (%),Normal value,E12000008,91.9
2018,3 and 4,South East,Slough,Percentage (%),Normal value,E12000008,88.6
2018,,South East,Southampton,Percentage (%),Normal value,E12000008,88.6
2018,2,South East,Southampton,Percentage (%),Normal value,E12000008,80.2
2018,3,South East,Southampton,Percentage (%),Normal value,E12000008,88.1
2018,4,South East,Southampton,Percentage (%),Normal value,E12000008,91.7
2018,3 and 4,South East,Southampton,Percentage (%),Normal value,E12000008,89.9
2018,,South East,Surrey,Percentage (%),Normal value,E12000008,93.3
2018,2,South East,Surrey,Percentage (%),Normal value,E12000008,73.0
2018,3,South East,Surrey,Percentage (%),Normal value,E12000008,94.1
2018,4,South East,Surrey,Percentage (%),Normal value,E12000008,95.5
2018,3 and 4,South East,Surrey,Percentage (%),Normal value,E12000008,94.8
2018,,South East,West Berkshire,Percentage (%),Normal value,E12000008,97.3
2018,2,South East,West Berkshire,Percentage (%),Normal value,E12000008,69.6
2018,3,South East,West Berkshire,Percentage (%),Normal value,E12000008,100.1
2018,4,South East,West Berkshire,Percentage (%),Normal value,E12000008,99.1
2018,3 and 4,South East,West Berkshire,Percentage (%),Normal value,E12000008,99.6
2018,,South East,West Sussex,Percentage (%),Normal value,E12000008,93.4
2018,2,South East,West Sussex,Percentage (%),Normal value,E12000008,75.3
2018,3,South East,West Sussex,Percentage (%),Normal value,E12000008,93.2
2018,4,South East,West Sussex,Percentage (%),Normal value,E12000008,97.7
2018,3 and 4,South East,West Sussex,Percentage (%),Normal value,E12000008,95.5
2018,,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,97.7
2018,2,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,58.6
2018,3,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,101.3
2018,4,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,100.0
2018,3 and 4,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,100.6
2018,,South East,Wokingham,Percentage (%),Normal value,E12000008,99.6
2018,2,South East,Wokingham,Percentage (%),Normal value,E12000008,52.8
2018,3,South East,Wokingham,Percentage (%),Normal value,E12000008,103.1
2018,4,South East,Wokingham,Percentage (%),Normal value,E12000008,101.5
2018,3 and 4,South East,Wokingham,Percentage (%),Normal value,E12000008,102.3
2018,,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,101.8
2018,2,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,130.1
2018,3,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,97.5
2018,4,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,102.3
2018,3 and 4,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,99.9
2018,,South West,Bournemouth,Percentage (%),Normal value,E12000009,89.6
2018,2,South West,Bournemouth,Percentage (%),Normal value,E12000009,73.2
2018,3,South West,Bournemouth,Percentage (%),Normal value,E12000009,88.7
2018,4,South West,Bournemouth,Percentage (%),Normal value,E12000009,95.3
2018,3 and 4,South West,Bournemouth,Percentage (%),Normal value,E12000009,92.0
2018,,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,90.1
2018,2,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,68.4
2018,3,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,91.5
2018,4,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,95.7
2018,3 and 4,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,93.6
2018,,South West,Cornwall,Percentage (%),Normal value,E12000009,94.5
2018,2,South West,Cornwall,Percentage (%),Normal value,E12000009,79.7
2018,3,South West,Cornwall,Percentage (%),Normal value,E12000009,95.9
2018,4,South West,Cornwall,Percentage (%),Normal value,E12000009,97.7
2018,3 and 4,South West,Cornwall,Percentage (%),Normal value,E12000009,96.8
2018,,South West,Devon,Percentage (%),Normal value,E12000009,98.6
2018,2,South West,Devon,Percentage (%),Normal value,E12000009,90.6
2018,3,South West,Devon,Percentage (%),Normal value,E12000009,100.4
2018,4,South West,Devon,Percentage (%),Normal value,E12000009,98.9
2018,3 and 4,South West,Devon,Percentage (%),Normal value,E12000009,99.7
2018,,South West,Dorset,Percentage (%),Normal value,E12000009,98.9
2018,2,South West,Dorset,Percentage (%),Normal value,E12000009,83.9
2018,3,South West,Dorset,Percentage (%),Normal value,E12000009,99.3
2018,4,South West,Dorset,Percentage (%),Normal value,E12000009,102.2
2018,3 and 4,South West,Dorset,Percentage (%),Normal value,E12000009,100.8
2018,,South West,Gloucestershire,Percentage (%),Normal value,E12000009,92.6
2018,2,South West,Gloucestershire,Percentage (%),Normal value,E12000009,70.6
2018,3,South West,Gloucestershire,Percentage (%),Normal value,E12000009,94.4
2018,4,South West,Gloucestershire,Percentage (%),Normal value,E12000009,96.2
2018,3 and 4,South West,Gloucestershire,Percentage (%),Normal value,E12000009,95.3
2018,,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,100.1
2018,2,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,0.0
2018,3,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,104.9
2018,4,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,111.7
2018,3 and 4,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,107.8
2018,,South West,North Somerset,Percentage (%),Normal value,E12000009,95.2
2018,2,South West,North Somerset,Percentage (%),Normal value,E12000009,79.1
2018,3,South West,North Somerset,Percentage (%),Normal value,E12000009,96.9
2018,4,South West,North Somerset,Percentage (%),Normal value,E12000009,97.1
2018,3 and 4,South West,North Somerset,Percentage (%),Normal value,E12000009,97.0
2018,,South West,Plymouth,Percentage (%),Normal value,E12000009,93.2
2018,2,South West,Plymouth,Percentage (%),Normal value,E12000009,83.7
2018,3,South West,Plymouth,Percentage (%),Normal value,E12000009,93.0
2018,4,South West,Plymouth,Percentage (%),Normal value,E12000009,97.0
2018,3 and 4,South West,Plymouth,Percentage (%),Normal value,E12000009,95.0
2018,,South West,Poole,Percentage (%),Normal value,E12000009,98.0
2018,2,South West,Poole,Percentage (%),Normal value,E12000009,91.8
2018,3,South West,Poole,Percentage (%),Normal value,E12000009,99.4
2018,4,South West,Poole,Percentage (%),Normal value,E12000009,98.2
2018,3 and 4,South West,Poole,Percentage (%),Normal value,E12000009,98.8
2018,,South West,Somerset,Percentage (%),Normal value,E12000009,96.6
2018,2,South West,Somerset,Percentage (%),Normal value,E12000009,104.9
2018,3,South West,Somerset,Percentage (%),Normal value,E12000009,94.3
2018,4,South West,Somerset,Percentage (%),Normal value,E12000009,97.4
2018,3 and 4,South West,Somerset,Percentage (%),Normal value,E12000009,95.9
2018,,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,99.2
2018,2,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,79.9
2018,3,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,102.1
2018,4,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,100.6
2018,3 and 4,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,101.3
2018,,South West,Swindon,Percentage (%),Normal value,E12000009,96.3
2018,2,South West,Swindon,Percentage (%),Normal value,E12000009,101.7
2018,3,South West,Swindon,Percentage (%),Normal value,E12000009,95.0
2018,4,South West,Swindon,Percentage (%),Normal value,E12000009,96.6
2018,3 and 4,South West,Swindon,Percentage (%),Normal value,E12000009,95.8
2018,,South West,Torbay,Percentage (%),Normal value,E12000009,94.0
2018,2,South West,Torbay,Percentage (%),Normal value,E12000009,70.0
2018,3,South West,Torbay,Percentage (%),Normal value,E12000009,98.8
2018,4,South West,Torbay,Percentage (%),Normal value,E12000009,98.9
2018,3 and 4,South West,Torbay,Percentage (%),Normal value,E12000009,98.8
2018,,South West,Wiltshire,Percentage (%),Normal value,E12000009,93.7
2018,2,South West,Wiltshire,Percentage (%),Normal value,E12000009,86.7
2018,3,South West,Wiltshire,Percentage (%),Normal value,E12000009,94.6
2018,4,South West,Wiltshire,Percentage (%),Normal value,E12000009,94.0
2018,3 and 4,South West,Wiltshire,Percentage (%),Normal value,E12000009,94.3
2018,,Inner London,Camden,Percentage (%),Normal value,E13000001,65.3
2018,2,Inner London,Camden,Percentage (%),Normal value,E13000001,64.0
2018,3,Inner London,Camden,Percentage (%),Normal value,E13000001,65.5
2018,4,Inner London,Camden,Percentage (%),Normal value,E13000001,65.4
2018,3 and 4,Inner London,Camden,Percentage (%),Normal value,E13000001,65.5
2018,,Inner London,City of London,Percentage (%),Normal value,E13000001,54.4
2018,2,Inner London,City of London,Percentage (%),Normal value,E13000001,33.3
2018,3,Inner London,City of London,Percentage (%),Normal value,E13000001,55.6
2018,4,Inner London,City of London,Percentage (%),Normal value,E13000001,56.2
2018,3 and 4,Inner London,City of London,Percentage (%),Normal value,E13000001,55.9
2018,,Inner London,Hackney,Percentage (%),Normal value,E13000001,80.1
2018,2,Inner London,Hackney,Percentage (%),Normal value,E13000001,59.2
2018,3,Inner London,Hackney,Percentage (%),Normal value,E13000001,85.9
2018,4,Inner London,Hackney,Percentage (%),Normal value,E13000001,86.3
2018,3 and 4,Inner London,Hackney,Percentage (%),Normal value,E13000001,86.1
2018,,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,82.0
2018,2,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,84.6
2018,3,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,83.4
2018,4,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,80.2
2018,3 and 4,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,81.8
2018,,Inner London,Haringey,Percentage (%),Normal value,E13000001,73.8
2018,2,Inner London,Haringey,Percentage (%),Normal value,E13000001,54.3
2018,3,Inner London,Haringey,Percentage (%),Normal value,E13000001,72.6
2018,4,Inner London,Haringey,Percentage (%),Normal value,E13000001,83.2
2018,3 and 4,Inner London,Haringey,Percentage (%),Normal value,E13000001,77.8
2018,,Inner London,Islington,Percentage (%),Normal value,E13000001,79.7
2018,2,Inner London,Islington,Percentage (%),Normal value,E13000001,63.6
2018,3,Inner London,Islington,Percentage (%),Normal value,E13000001,84.6
2018,4,Inner London,Islington,Percentage (%),Normal value,E13000001,81.5
2018,3 and 4,Inner London,Islington,Percentage (%),Normal value,E13000001,83.1
2018,,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,79.7
2018,2,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,71.0
2018,3,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,81.2
2018,4,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,79.5
2018,3 and 4,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,80.4
2018,,Inner London,Lambeth,Percentage (%),Normal value,E13000001,83.0
2018,2,Inner London,Lambeth,Percentage (%),Normal value,E13000001,63.6
2018,3,Inner London,Lambeth,Percentage (%),Normal value,E13000001,86.2
2018,4,Inner London,Lambeth,Percentage (%),Normal value,E13000001,87.3
2018,3 and 4,Inner London,Lambeth,Percentage (%),Normal value,E13000001,86.7
2018,,Inner London,Lewisham,Percentage (%),Normal value,E13000001,78.5
2018,2,Inner London,Lewisham,Percentage (%),Normal value,E13000001,53.6
2018,3,Inner London,Lewisham,Percentage (%),Normal value,E13000001,81.5
2018,4,Inner London,Lewisham,Percentage (%),Normal value,E13000001,84.2
2018,3 and 4,Inner London,Lewisham,Percentage (%),Normal value,E13000001,82.9
2018,,Inner London,Newham,Percentage (%),Normal value,E13000001,76.8
2018,2,Inner London,Newham,Percentage (%),Normal value,E13000001,49.8
2018,3,Inner London,Newham,Percentage (%),Normal value,E13000001,78.6
2018,4,Inner London,Newham,Percentage (%),Normal value,E13000001,86.0
2018,3 and 4,Inner London,Newham,Percentage (%),Normal value,E13000001,82.3
2018,,Inner London,Southwark,Percentage (%),Normal value,E13000001,82.6
2018,2,Inner London,Southwark,Percentage (%),Normal value,E13000001,93.3
2018,3,Inner London,Southwark,Percentage (%),Normal value,E13000001,80.4
2018,4,Inner London,Southwark,Percentage (%),Normal value,E13000001,81.8
2018,3 and 4,Inner London,Southwark,Percentage (%),Normal value,E13000001,81.1
2018,,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,75.5
2018,2,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,47.4
2018,3,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,79.7
2018,4,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,83.2
2018,3 and 4,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,81.5
2018,,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,82.2
2018,2,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,58.4
2018,3,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,83.6
2018,4,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,86.5
2018,3 and 4,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,85.0
2018,,Inner London,Westminster,Percentage (%),Normal value,E13000001,55.9
2018,2,Inner London,Westminster,Percentage (%),Normal value,E13000001,57.8
2018,3,Inner London,Westminster,Percentage (%),Normal value,E13000001,56.1
2018,4,Inner London,Westminster,Percentage (%),Normal value,E13000001,55.4
2018,3 and 4,Inner London,Westminster,Percentage (%),Normal value,E13000001,55.7
2018,,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,85.7
2018,2,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,78.3
2018,3,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,82.9
2018,4,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,91.7
2018,3 and 4,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,87.3
2018,,Outer London,Barnet,Percentage (%),Normal value,E13000002,79.9
2018,2,Outer London,Barnet,Percentage (%),Normal value,E13000002,64.1
2018,3,Outer London,Barnet,Percentage (%),Normal value,E13000002,80.8
2018,4,Outer London,Barnet,Percentage (%),Normal value,E13000002,83.8
2018,3 and 4,Outer London,Barnet,Percentage (%),Normal value,E13000002,82.3
2018,,Outer London,Bexley,Percentage (%),Normal value,E13000002,87.6
2018,2,Outer London,Bexley,Percentage (%),Normal value,E13000002,58.9
2018,3,Outer London,Bexley,Percentage (%),Normal value,E13000002,87.0
2018,4,Outer London,Bexley,Percentage (%),Normal value,E13000002,96.5
2018,3 and 4,Outer London,Bexley,Percentage (%),Normal value,E13000002,91.7
2018,,Outer London,Brent,Percentage (%),Normal value,E13000002,73.3
2018,2,Outer London,Brent,Percentage (%),Normal value,E13000002,55.6
2018,3,Outer London,Brent,Percentage (%),Normal value,E13000002,72.8
2018,4,Outer London,Brent,Percentage (%),Normal value,E13000002,80.8
2018,3 and 4,Outer London,Brent,Percentage (%),Normal value,E13000002,76.7
2018,,Outer London,Bromley,Percentage (%),Normal value,E13000002,92.0
2018,2,Outer London,Bromley,Percentage (%),Normal value,E13000002,64.7
2018,3,Outer London,Bromley,Percentage (%),Normal value,E13000002,95.8
2018,4,Outer London,Bromley,Percentage (%),Normal value,E13000002,94.1
2018,3 and 4,Outer London,Bromley,Percentage (%),Normal value,E13000002,95.0
2018,,Outer London,Croydon,Percentage (%),Normal value,E13000002,84.6
2018,2,Outer London,Croydon,Percentage (%),Normal value,E13000002,82.3
2018,3,Outer London,Croydon,Percentage (%),Normal value,E13000002,81.4
2018,4,Outer London,Croydon,Percentage (%),Normal value,E13000002,88.4
2018,3 and 4,Outer London,Croydon,Percentage (%),Normal value,E13000002,84.9
2018,,Outer London,Ealing,Percentage (%),Normal value,E13000002,82.6
2018,2,Outer London,Ealing,Percentage (%),Normal value,E13000002,60.7
2018,3,Outer London,Ealing,Percentage (%),Normal value,E13000002,85.8
2018,4,Outer London,Ealing,Percentage (%),Normal value,E13000002,86.8
2018,3 and 4,Outer London,Ealing,Percentage (%),Normal value,E13000002,86.3
