Year,Age,Sex,Disability status,Ethnicity,Ethnic group,Employment status,Region,Local Authority,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2014,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,87.7
2014,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,84.0
2014,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,87.1
2014,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,83.2
2014,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,82.2
2014,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,82.9
2014,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,84.8
2014,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,81.7
2014,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,92.6
2014,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,90.4
2014,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,78.8
2014,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,78.3
2014,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,78.2
2014,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,71.9
2014,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,81.5
2014,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,83.2
2014,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,81.6
2014,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,88.6
2014,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,87.8
2014,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,75.9
2014,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,85.1
2014,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,89.2
2014,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,86.0
2014,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,89.4
2014,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,85.5
2014,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,83.5
2014,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,86.5
2014,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,92.1
2014,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,86.5
2014,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,91.2
2014,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,89.4
2014,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,80.6
2014,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,81.9
2014,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,84.8
2014,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,85.4
2014,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,70.0
2014,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,85.6
2014,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,80.3
2014,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,81.6
2014,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,77.4
2014,,,,,,,Northern Ireland,Belfast,Percentage (%),Undefined,Units,N09000003,79.1
2014,,,,,,,Northern Ireland,Outer Belfast,Percentage (%),Undefined,Units,,83.2
2014,,,,,,,Northern Ireland,East of Northern Ireland,Percentage (%),Undefined,Units,,74.7
2014,,,,,,,Northern Ireland,North of Northern Ireland,Percentage (%),Undefined,Units,,74.2
2014,,,,,,,Northern Ireland,West and South of Northern Ireland,Percentage (%),Undefined,Units,,76.3
2015,,,,,,,,,Percentage (%),Undefined,Units,,86.2
2015,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,98.8
2015,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,98.6
2015,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,97.3
2015,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,93.6
2015,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,86.7
2015,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,70.6
2015,75 and over,,,,,,,,Percentage (%),Undefined,Units,,33.0
2015,,Male,,,,,,,Percentage (%),Undefined,Units,,87.9
2015,,Female,,,,,,,Percentage (%),Undefined,Units,,84.6
2015,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,67.8
2015,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,91.7
2015,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.2
2015,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.3
2015,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.2
2015,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.0
2015,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,92.0
2015,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.2
2015,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,85.0
2015,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.8
2015,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,76.0
2015,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,91.0
2015,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,60.5
2015,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,76.1
2015,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,27.4
2015,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,40.0
2015,,,,White,,,,,Percentage (%),Undefined,Units,,85.9
2015,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,97.0
2015,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,87.8
2015,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,85.7
2015,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,83.1
2015,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,92.6
2015,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,91.0
2015,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,87.7
2015,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,90.5
2015,,,,,,Employed,,,Percentage (%),Undefined,Units,,96.9
2015,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,95.0
2015,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,92.4
2015,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,89.5
2015,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,94.9
2015,,,,,,Student,,,Percentage (%),Undefined,Units,,99.1
2015,,,,,,Retired,,,Percentage (%),Undefined,Units,,54.5
2015,,,,,,Inactive,,,Percentage (%),Undefined,Units,,81.5
2015,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,81.6
2015,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,87.4
2015,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,82.0
2015,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,86.2
2015,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,81.7
2015,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,81.7
2015,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,78.7
2015,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,81.9
2015,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,84.4
2015,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,86.7
2015,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,86.4
2015,,,,,,,North West,Halton and Warrington,Percentage (%),Undefined,Units,,86.2
2015,,,,,,,North West,Cheshire CC,Percentage (%),Undefined,Units,,88.7
2015,,,,,,,North West,Greater Manchester South,Percentage (%),Undefined,Units,,87.1
2015,,,,,,,North West,Greater Manchester North,Percentage (%),Undefined,Units,,82.2
2015,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,77.8
2015,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,69.0
2015,,,,,,,North West,Lancashire CC,Percentage (%),Undefined,Units,,84.5
2015,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,84.2
2015,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,80.0
2015,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,85.5
2015,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,80.0
2015,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,85.3
2015,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,89.7
2015,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,86.1
2015,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,80.7
2015,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,83.3
2015,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,89.0
2015,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,81.9
2015,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,83.4
2015,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,87.3
2015,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,87.0
2015,,,,,,,Yorkshire and the Humber,"Calderdale, Kirklees and Wakefield",Percentage (%),Undefined,Units,,84.8
2015,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,85.8
2015,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,89.5
2015,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,85.8
2015,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,82.4
2015,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,87.0
2015,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,85.8
2015,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,89.0
2015,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,85.7
2015,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,87.5
2015,,,,,,,East Midlands,Northamptonshire,Percentage (%),Undefined,Units,,86.7
2015,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,82.8
2015,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,85.1
2015,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,84.8
2015,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,87.7
2015,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,90.7
2015,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,87.3
2015,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,80.2
2015,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,86.6
2015,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,86.0
2015,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,82.0
2015,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,90.3
2015,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,86.8
2015,,,,,,,West Midlands,Dudley and Sandwell,Percentage (%),Undefined,Units,,86.3
2015,,,,,,,West Midlands,Walsall and Wolverhampton,Percentage (%),Undefined,Units,,78.7
2015,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,87.2
2015,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,94.6
2015,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,88.5
2015,,,,,,,East of England,Norfolk,Percentage (%),Undefined,Units,,85.4
2015,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,83.9
2015,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,82.5
2015,,,,,,,East of England,Bedfordshire CC,Percentage (%),Undefined,Units,,90.2
2015,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,88.8
2015,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,84.8
2015,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,94.9
2015,,,,,,,East of England,Essex CC,Percentage (%),Undefined,Units,,86.7
2015,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,89.5
2015,,,,,,,London,Inner London - West,Percentage (%),Undefined,Units,,90.6
2015,,,,,,,London,Inner London - East,Percentage (%),Undefined,Units,,89.7
2015,,,,,,,London,Outer London - East and North East,Percentage (%),Undefined,Units,,88.3
2015,,,,,,,London,Outer London - South,Percentage (%),Undefined,Units,,89.5
2015,,,,,,,London,Outer London - West and North West,Percentage (%),Undefined,Units,,89.4
2015,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,89.6
2015,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,91.2
2015,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,90.1
2015,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,92.1
2015,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,93.2
2015,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,90.5
2015,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,88.1
2015,,,,,,,South East,Surrey,Percentage (%),Undefined,Units,,92.5
2015,,,,,,,South East,West Sussex,Percentage (%),Undefined,Units,,89.1
2015,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,86.6
2015,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,89.3
2015,,,,,,,South East,Hampshire CC,Percentage (%),Undefined,Units,,86.5
2015,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,80.7
2015,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,91.0
2015,,,,,,,South East,Kent CC,Percentage (%),Undefined,Units,,88.4
2015,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,87.2
2015,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,91.3
2015,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,87.1
2015,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,90.6
2015,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,93.0
2015,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,87.4
2015,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,87.3
2015,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,87.4
2015,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,87.1
2015,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,79.9
2015,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,86.4
2015,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,84.0
2015,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,86.3
2015,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,82.5
2015,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,58.2
2015,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,85.8
2015,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,80.3
2015,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,77.0
2015,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,79.6
2015,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,86.2
2015,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,84.9
2015,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,80.2
2015,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,86.1
2015,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,86.8
2015,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,84.0
2015,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,84.1
2015,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,85.4
2015,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,90.4
2015,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,82.1
2015,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,88.8
2015,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,85.2
2015,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,93.5
2015,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,87.1
2015,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,81.6
2015,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,83.4
2015,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,89.4
2015,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,80.8
2015,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,83.3
2015,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,82.1
2015,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,85.7
2015,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,85.3
2015,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,79.4
2015,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,82.4
2015,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,85.6
2015,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,88.3
2015,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,79.6
2015,,,,,,,Northern Ireland,Belfast,Percentage (%),Undefined,Units,N09000003,76.2
2015,,,,,,,Northern Ireland,Outer Belfast,Percentage (%),Undefined,Units,,79.2
2015,,,,,,,Northern Ireland,East of Northern Ireland,Percentage (%),Undefined,Units,,86.1
2015,,,,,,,Northern Ireland,North of Northern Ireland,Percentage (%),Undefined,Units,,76.7
2015,,,,,,,Northern Ireland,West and South of Northern Ireland,Percentage (%),Undefined,Units,,77.2
2016,,,,,,,,,Percentage (%),Undefined,Units,,87.9
2016,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,99.2
2016,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,98.9
2016,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,98.2
2016,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,94.9
2016,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,88.3
2016,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,74.1
2016,75 and over,,,,,,,,Percentage (%),Undefined,Units,,38.7
2016,,Male,,,,,,,Percentage (%),Undefined,Units,,89.4
2016,,Female,,,,,,,Percentage (%),Undefined,Units,,86.4
2016,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,71.0
2016,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,92.9
2016,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,97.3
2016,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.4
2016,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,96.2
2016,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.3
2016,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,94.6
2016,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.9
2016,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,87.4
2016,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,96.8
2016,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,77.6
2016,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,92.5
2016,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,65.0
2016,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,79.1
2016,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,30.8
2016,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,48.1
2016,,,,White,,,,,Percentage (%),Undefined,Units,,87.4
2016,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,95.4
2016,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,88.9
2016,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,88.1
2016,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,86.5
2016,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,96.4
2016,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,92.7
2016,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,90.5
2016,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,94.2
2016,,,,,,Employed,,,Percentage (%),Undefined,Units,,97.7
2016,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,95.8
2016,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,92.5
2016,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,89.0
2016,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,96.0
2016,,,,,,Student,,,Percentage (%),Undefined,Units,,99.2
2016,,,,,,Retired,,,Percentage (%),Undefined,Units,,58.9
2016,,,,,,Inactive,,,Percentage (%),Undefined,Units,,83.4
2016,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,82.6
2016,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,85.6
2016,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,84.0
2016,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,85.2
2016,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,82.8
2016,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,79.8
2016,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,82.5
2016,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,80.5
2016,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,87.3
2016,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,87.6
2016,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,88.4
2016,,,,,,,North West,Halton and Warrington,Percentage (%),Undefined,Units,,82.8
2016,,,,,,,North West,Cheshire CC,Percentage (%),Undefined,Units,,89.9
2016,,,,,,,North West,Greater Manchester South,Percentage (%),Undefined,Units,,89.4
2016,,,,,,,North West,Greater Manchester North,Percentage (%),Undefined,Units,,89.0
2016,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,77.9
2016,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,89.0
2016,,,,,,,North West,Lancashire CC,Percentage (%),Undefined,Units,,85.8
2016,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,86.1
2016,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,83.8
2016,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,84.6
2016,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,86.3
2016,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,85.9
2016,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,82.6
2016,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,89.2
2016,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,89.5
2016,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,87.1
2016,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,84.2
2016,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,78.3
2016,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,88.4
2016,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,84.8
2016,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,87.8
2016,,,,,,,Yorkshire and the Humber,"Calderdale, Kirklees and Wakefield",Percentage (%),Undefined,Units,,89.1
2016,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,86.6
2016,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,84.4
2016,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,85.5
2016,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,87.8
2016,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,85.2
2016,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,83.5
2016,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,82.2
2016,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,86.3
2016,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,89.2
2016,,,,,,,East Midlands,Northamptonshire,Percentage (%),Undefined,Units,,92.2
2016,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,84.0
2016,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,85.7
2016,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,82.2
2016,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,87.3
2016,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,90.8
2016,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,93.6
