Year,Contraceptive method,Types of contraception,Age,Region,Local Authority,Observation status,Unit measure,GeoCode,Value
2014/15,User dependent,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,73.0
2014/15,User dependent,,,London,Lambeth,Undefined,Percentage (%),E09000022,67.0
2014/15,User dependent,,,London,Lewisham,Undefined,Percentage (%),E09000023,67.0
2014/15,User dependent,,,London,Merton,Undefined,Percentage (%),E09000024,67.0
2014/15,User dependent,,,London,Newham,Undefined,Percentage (%),E09000025,68.0
2014/15,User dependent,,,London,Redbridge,Undefined,Percentage (%),E09000026,55.0
2014/15,User dependent,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,70.0
2014/15,User dependent,,,London,Southwark,Undefined,Percentage (%),E09000028,66.0
2014/15,User dependent,,,London,Sutton,Undefined,Percentage (%),E09000029,68.0
2014/15,User dependent,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,69.0
2014/15,User dependent,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,69.0
2014/15,User dependent,,,London,Wandsworth,Undefined,Percentage (%),E09000032,70.0
2014/15,User dependent,,,London,Westminster,Undefined,Percentage (%),E09000033,75.0
2014/15,User dependent,,,South East,,Undefined,Percentage (%),E12000008,65.0
2014/15,User dependent,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,60.0
2014/15,User dependent,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,73.0
2014/15,User dependent,,,South East,Buckinghamshire,Undefined,Percentage (%),,62.0
2014/15,User dependent,,,South East,East Sussex,Undefined,Percentage (%),,65.0
2014/15,User dependent,,,South East,Hampshire,Undefined,Percentage (%),,63.0
2014/15,User dependent,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,46.0
2014/15,User dependent,,,South East,Kent,Undefined,Percentage (%),,64.0
2014/15,User dependent,,,South East,Medway,Undefined,Percentage (%),E06000035,61.0
2014/15,User dependent,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,72.0
2014/15,User dependent,,,South East,Oxfordshire,Undefined,Percentage (%),,67.0
2014/15,User dependent,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,60.0
2014/15,User dependent,,,South East,Reading,Undefined,Percentage (%),E06000038,62.0
2014/15,User dependent,,,South East,Slough,Undefined,Percentage (%),E06000039,66.0
2014/15,User dependent,,,South East,Southampton,Undefined,Percentage (%),E06000045,58.0
2014/15,User dependent,,,South East,Surrey,Undefined,Percentage (%),,68.0
2014/15,User dependent,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,63.0
2014/15,User dependent,,,South East,West Sussex,Undefined,Percentage (%),,72.0
2014/15,User dependent,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,68.0
2014/15,User dependent,,,South East,Wokingham,Undefined,Percentage (%),E06000041,71.0
2014/15,User dependent,,,South West,,Undefined,Percentage (%),E12000009,57.0
2014/15,User dependent,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,69.0
2014/15,User dependent,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,70.0
2014/15,User dependent,,,South West,"Bristol, City of",Undefined,Percentage (%),,61.0
2014/15,User dependent,,,South West,Cornwall,Undefined,Percentage (%),E06000052,57.0
2014/15,User dependent,,,South West,Devon,Undefined,Percentage (%),,60.0
2014/15,User dependent,,,South West,Dorset,Undefined,Percentage (%),,54.0
2014/15,User dependent,,,South West,Gloucestershire,Undefined,Percentage (%),,47.0
2014/15,User dependent,,,South West,North Somerset,Undefined,Percentage (%),E06000024,61.0
2014/15,User dependent,,,South West,Plymouth,Undefined,Percentage (%),E06000026,49.0
2014/15,User dependent,,,South West,Poole,Undefined,Percentage (%),E06000029,53.0
2014/15,User dependent,,,South West,Somerset,Undefined,Percentage (%),,56.0
2014/15,User dependent,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,59.0
2014/15,User dependent,,,South West,Swindon,Undefined,Percentage (%),E06000030,50.0
2014/15,User dependent,,,South West,Torbay,Undefined,Percentage (%),E06000027,59.0
2014/15,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,56.0
2015/16,Long acting reversible contraceptives,,,,,Undefined,Percentage (%),,38.38507849270165
2015/16,Long acting reversible contraceptives,IU device,,,,Undefined,Percentage (%),,5.835476117661216
2015/16,Long acting reversible contraceptives,IU system,,,,Undefined,Percentage (%),,7.796938017318186
2015/16,Long acting reversible contraceptives,Implant,,,,Undefined,Percentage (%),,15.458850260501483
2015/16,Long acting reversible contraceptives,Injectable contraceptive,,,,Undefined,Percentage (%),,9.293814097220764
2015/16,User dependent,,,,,Undefined,Percentage (%),,61.61492150729834
2015/16,User dependent,Oral contraceptives,,,,Undefined,Percentage (%),,44.76198257140743
2015/16,User dependent,Male condom,,,,Undefined,Percentage (%),,14.00757160064609
2015/16,User dependent,Female condom,,,,Undefined,Percentage (%),,0.1171401033173503
2015/16,User dependent,Contraceptive patch,,,,Undefined,Percentage (%),,1.541479851571013
2015/16,User dependent,Natural family planning,,,,Undefined,Percentage (%),,0.6982035941365913
2015/16,User dependent,Other methods,,,,Undefined,Percentage (%),,0.4885437862198634
2015/16,Long acting reversible contraceptives,,Under 16,,,Undefined,Percentage (%),,31.43569252680302
2015/16,Long acting reversible contraceptives,,16 to 17,,,Undefined,Percentage (%),,30.19661444643045
2015/16,Long acting reversible contraceptives,,18 to 19,,,Undefined,Percentage (%),,30.22848234957707
2015/16,Long acting reversible contraceptives,,20 to 24,,,Undefined,Percentage (%),,32.847493639524714
2015/16,Long acting reversible contraceptives,,25 to 34,,,Undefined,Percentage (%),,40.98324055606823
2015/16,Long acting reversible contraceptives,,35 to 44,,,Undefined,Percentage (%),,52.817762646878975
2015/16,Long acting reversible contraceptives,,45 and over,,,Undefined,Percentage (%),,51.11224449762642
2015/16,User dependent,,Under 16,,,Undefined,Percentage (%),,68.56430747319698
2015/16,User dependent,,16 to 17,,,Undefined,Percentage (%),,69.80338555356956
2015/16,User dependent,,18 to 19,,,Undefined,Percentage (%),,69.77151765042291
2015/16,User dependent,,20 to 24,,,Undefined,Percentage (%),,67.15250636047529
2015/16,User dependent,,25 to 34,,,Undefined,Percentage (%),,59.01675944393176
2015/16,User dependent,,35 to 44,,,Undefined,Percentage (%),,47.18223735312103
2015/16,User dependent,,45 and over,,,Undefined,Percentage (%),,48.887755502373565
2015/16,Long acting reversible contraceptives,,,North East,,Undefined,Percentage (%),E12000001,44.0
2015/16,Long acting reversible contraceptives,,,North East,County Durham,Undefined,Percentage (%),E06000047,42.0
2015/16,Long acting reversible contraceptives,,,North East,Darlington,Undefined,Percentage (%),E06000005,33.0
2015/16,Long acting reversible contraceptives,,,North East,Gateshead,Undefined,Percentage (%),E08000037,41.0
2015/16,Long acting reversible contraceptives,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,37.0
2015/16,Long acting reversible contraceptives,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,42.0
2015/16,Long acting reversible contraceptives,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,42.0
2015/16,Long acting reversible contraceptives,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,44.0
2015/16,Long acting reversible contraceptives,,,North East,Northumberland,Undefined,Percentage (%),E06000057,51.0
2015/16,Long acting reversible contraceptives,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,46.0
2015/16,Long acting reversible contraceptives,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,46.0
2015/16,Long acting reversible contraceptives,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,37.0
2015/16,Long acting reversible contraceptives,,,North East,Sunderland,Undefined,Percentage (%),E08000024,53.0
2015/16,Long acting reversible contraceptives,,,North West,,Undefined,Percentage (%),E12000002,37.0
2015/16,Long acting reversible contraceptives,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,36.0
2015/16,Long acting reversible contraceptives,,,North West,Blackpool,Undefined,Percentage (%),E06000009,49.0
2015/16,Long acting reversible contraceptives,,,North West,Bolton,Undefined,Percentage (%),E08000001,48.0
2015/16,Long acting reversible contraceptives,,,North West,Bury,Undefined,Percentage (%),E08000002,34.0
2015/16,Long acting reversible contraceptives,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,37.0
2015/16,Long acting reversible contraceptives,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,38.0
2015/16,Long acting reversible contraceptives,,,North West,Cumbria,Undefined,Percentage (%),,47.0
2015/16,Long acting reversible contraceptives,,,North West,Halton,Undefined,Percentage (%),E06000006,32.0
2015/16,Long acting reversible contraceptives,,,North West,Knowsley,Undefined,Percentage (%),E08000011,32.0
2015/16,Long acting reversible contraceptives,,,North West,Lancashire,Undefined,Percentage (%),,40.0
2015/16,Long acting reversible contraceptives,,,North West,Liverpool,Undefined,Percentage (%),E08000012,30.0
2015/16,Long acting reversible contraceptives,,,North West,Manchester,Undefined,Percentage (%),E08000003,36.0
2015/16,Long acting reversible contraceptives,,,North West,Oldham,Undefined,Percentage (%),E08000004,40.0
2015/16,Long acting reversible contraceptives,,,North West,Rochdale,Undefined,Percentage (%),E08000005,32.0
2015/16,Long acting reversible contraceptives,,,North West,Salford,Undefined,Percentage (%),E08000006,38.0
2015/16,Long acting reversible contraceptives,,,North West,Sefton,Undefined,Percentage (%),E08000014,38.0
2015/16,Long acting reversible contraceptives,,,North West,St. Helens,Undefined,Percentage (%),E08000013,31.0
2015/16,Long acting reversible contraceptives,,,North West,Stockport,Undefined,Percentage (%),E08000007,37.0
2015/16,Long acting reversible contraceptives,,,North West,Tameside,Undefined,Percentage (%),E08000008,35.0
2015/16,Long acting reversible contraceptives,,,North West,Trafford,Undefined,Percentage (%),E08000009,43.0
2015/16,Long acting reversible contraceptives,,,North West,Warrington,Undefined,Percentage (%),E06000007,37.0
2015/16,Long acting reversible contraceptives,,,North West,Wigan,Undefined,Percentage (%),E08000010,42.0
2015/16,Long acting reversible contraceptives,,,North West,Wirral,Undefined,Percentage (%),E08000015,35.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,42.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,47.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,44.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,36.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,50.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,48.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,50.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,54.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,34.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,44.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,38.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,45.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,37.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,45.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,42.0
2015/16,Long acting reversible contraceptives,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,38.0
2015/16,Long acting reversible contraceptives,,,East Midlands,,Undefined,Percentage (%),E12000004,45.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,49.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Derbyshire,Undefined,Percentage (%),,49.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,40.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Leicestershire,Undefined,Percentage (%),,49.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,57.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,41.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,40.0
2015/16,Long acting reversible contraceptives,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,43.0
2015/16,Long acting reversible contraceptives,,,West Midlands,,Undefined,Percentage (%),E12000005,36.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,26.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,52.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,40.0
2015/16,Long acting reversible contraceptives,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,42.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,39.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,40.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,34.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Staffordshire,Undefined,Percentage (%),,33.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,42.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,42.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,37.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Warwickshire,Undefined,Percentage (%),,42.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,44.0
2015/16,Long acting reversible contraceptives,,,West Midlands,Worcestershire,Undefined,Percentage (%),,35.0
2015/16,Long acting reversible contraceptives,,,East of England,,Undefined,Percentage (%),E12000006,39.0
2015/16,Long acting reversible contraceptives,,,East of England,Bedford,Undefined,Percentage (%),E06000055,30.0
2015/16,Long acting reversible contraceptives,,,East of England,Cambridgeshire,Undefined,Percentage (%),,42.0
2015/16,Long acting reversible contraceptives,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,33.0
2015/16,Long acting reversible contraceptives,,,East of England,Essex,Undefined,Percentage (%),,39.0
2015/16,Long acting reversible contraceptives,,,East of England,Hertfordshire,Undefined,Percentage (%),,36.0
2015/16,Long acting reversible contraceptives,,,East of England,Luton,Undefined,Percentage (%),E06000032,44.0
2015/16,Long acting reversible contraceptives,,,East of England,Norfolk,Undefined,Percentage (%),,44.0
2015/16,Long acting reversible contraceptives,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,40.0
2015/16,Long acting reversible contraceptives,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,27.0
2015/16,Long acting reversible contraceptives,,,East of England,Suffolk,Undefined,Percentage (%),,42.0
2015/16,Long acting reversible contraceptives,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,48.0
2015/16,Long acting reversible contraceptives,,,London,,Undefined,Percentage (%),E12000007,35.0
2015/16,Long acting reversible contraceptives,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,50.0
2015/16,Long acting reversible contraceptives,,,London,Barnet,Undefined,Percentage (%),E09000003,40.0
2015/16,Long acting reversible contraceptives,,,London,Bexley,Undefined,Percentage (%),E09000004,39.0
2015/16,Long acting reversible contraceptives,,,London,Brent,Undefined,Percentage (%),E09000005,40.0
2015/16,Long acting reversible contraceptives,,,London,Bromley,Undefined,Percentage (%),E09000006,29.0
2015/16,Long acting reversible contraceptives,,,London,Camden,Undefined,Percentage (%),E09000007,32.0
2015/16,Long acting reversible contraceptives,,,London,Croydon,Undefined,Percentage (%),E09000008,33.0
2015/16,Long acting reversible contraceptives,,,London,Ealing,Undefined,Percentage (%),E09000009,28.0
2015/16,Long acting reversible contraceptives,,,London,Enfield,Undefined,Percentage (%),E09000010,41.0
2015/16,Long acting reversible contraceptives,,,London,Greenwich,Undefined,Percentage (%),E09000011,43.0
2015/16,Long acting reversible contraceptives,,,London,Hackney,Undefined,Percentage (%),E09000012,36.0
2015/16,Long acting reversible contraceptives,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,33.0
2015/16,Long acting reversible contraceptives,,,London,Haringey,Undefined,Percentage (%),E09000014,33.0
2015/16,Long acting reversible contraceptives,,,London,Harrow,Undefined,Percentage (%),E09000015,30.0
2015/16,Long acting reversible contraceptives,,,London,Havering,Undefined,Percentage (%),E09000016,47.0
2015/16,Long acting reversible contraceptives,,,London,Hillingdon,Undefined,Percentage (%),E09000017,42.0
2015/16,Long acting reversible contraceptives,,,London,Hounslow,Undefined,Percentage (%),E09000018,30.0
2015/16,Long acting reversible contraceptives,,,London,Islington,Undefined,Percentage (%),E09000019,33.0
2015/16,Long acting reversible contraceptives,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,33.0
2015/16,Long acting reversible contraceptives,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,23.0
2015/16,Long acting reversible contraceptives,,,London,Lambeth,Undefined,Percentage (%),E09000022,34.0
2015/16,Long acting reversible contraceptives,,,London,Lewisham,Undefined,Percentage (%),E09000023,33.0
2015/16,Long acting reversible contraceptives,,,London,Merton,Undefined,Percentage (%),E09000024,33.0
2015/16,Long acting reversible contraceptives,,,London,Newham,Undefined,Percentage (%),E09000025,33.0
2015/16,Long acting reversible contraceptives,,,London,Redbridge,Undefined,Percentage (%),E09000026,45.0
2015/16,Long acting reversible contraceptives,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,30.0
2015/16,Long acting reversible contraceptives,,,London,Southwark,Undefined,Percentage (%),E09000028,36.0
2015/16,Long acting reversible contraceptives,,,London,Sutton,Undefined,Percentage (%),E09000029,33.0
2015/16,Long acting reversible contraceptives,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,30.0
2015/16,Long acting reversible contraceptives,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,29.0
2015/16,Long acting reversible contraceptives,,,London,Wandsworth,Undefined,Percentage (%),E09000032,30.0
2015/16,Long acting reversible contraceptives,,,London,Westminster,Undefined,Percentage (%),E09000033,34.0
2015/16,Long acting reversible contraceptives,,,South East,,Undefined,Percentage (%),E12000008,37.0
2015/16,Long acting reversible contraceptives,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,42.0
2015/16,Long acting reversible contraceptives,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,32.0
2015/16,Long acting reversible contraceptives,,,South East,Buckinghamshire,Undefined,Percentage (%),,41.0
2015/16,Long acting reversible contraceptives,,,South East,East Sussex,Undefined,Percentage (%),,36.0
2015/16,Long acting reversible contraceptives,,,South East,Hampshire,Undefined,Percentage (%),,41.0
2015/16,Long acting reversible contraceptives,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,56.0
2015/16,Long acting reversible contraceptives,,,South East,Kent,Undefined,Percentage (%),,39.0
2015/16,Long acting reversible contraceptives,,,South East,Medway,Undefined,Percentage (%),E06000035,42.0
2015/16,Long acting reversible contraceptives,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,31.0
2015/16,Long acting reversible contraceptives,,,South East,Oxfordshire,Undefined,Percentage (%),,35.0
2015/16,Long acting reversible contraceptives,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,45.0
2015/16,Long acting reversible contraceptives,,,South East,Reading,Undefined,Percentage (%),E06000038,37.0
2015/16,Long acting reversible contraceptives,,,South East,Slough,Undefined,Percentage (%),E06000039,33.0
2015/16,Long acting reversible contraceptives,,,South East,Southampton,Undefined,Percentage (%),E06000045,48.0
2015/16,Long acting reversible contraceptives,,,South East,Surrey,Undefined,Percentage (%),,32.0
2015/16,Long acting reversible contraceptives,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,36.0
2015/16,Long acting reversible contraceptives,,,South East,West Sussex,Undefined,Percentage (%),,29.0
2015/16,Long acting reversible contraceptives,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,32.0
2015/16,Long acting reversible contraceptives,,,South East,Wokingham,Undefined,Percentage (%),E06000041,33.0
2015/16,Long acting reversible contraceptives,,,South West,,Undefined,Percentage (%),E12000009,44.0
2015/16,Long acting reversible contraceptives,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,28.0
2015/16,Long acting reversible contraceptives,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,33.0
2015/16,Long acting reversible contraceptives,,,South West,"Bristol, City of",Undefined,Percentage (%),,40.0
2015/16,Long acting reversible contraceptives,,,South West,Cornwall,Undefined,Percentage (%),E06000052,45.0
2015/16,Long acting reversible contraceptives,,,South West,Devon,Undefined,Percentage (%),,43.0
2015/16,Long acting reversible contraceptives,,,South West,Dorset,Undefined,Percentage (%),,47.0
2015/16,Long acting reversible contraceptives,,,South West,Gloucestershire,Undefined,Percentage (%),,52.0
2015/16,Long acting reversible contraceptives,,,South West,North Somerset,Undefined,Percentage (%),E06000024,39.0
2015/16,Long acting reversible contraceptives,,,South West,Plymouth,Undefined,Percentage (%),E06000026,53.0
2015/16,Long acting reversible contraceptives,,,South West,Poole,Undefined,Percentage (%),E06000029,48.0
2015/16,Long acting reversible contraceptives,,,South West,Somerset,Undefined,Percentage (%),,46.0
2015/16,Long acting reversible contraceptives,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,44.0
2015/16,Long acting reversible contraceptives,,,South West,Swindon,Undefined,Percentage (%),E06000030,47.0
2015/16,Long acting reversible contraceptives,,,South West,Torbay,Undefined,Percentage (%),E06000027,42.0
2015/16,Long acting reversible contraceptives,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,47.0
2015/16,User dependent,,,North East,,Undefined,Percentage (%),E12000001,56.0
2015/16,User dependent,,,North East,County Durham,Undefined,Percentage (%),E06000047,58.0
2015/16,User dependent,,,North East,Darlington,Undefined,Percentage (%),E06000005,67.0
2015/16,User dependent,,,North East,Gateshead,Undefined,Percentage (%),E08000037,59.0
2015/16,User dependent,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,63.0
2015/16,User dependent,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,58.0
2015/16,User dependent,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,58.0
2015/16,User dependent,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,56.0
2015/16,User dependent,,,North East,Northumberland,Undefined,Percentage (%),E06000057,49.0
2015/16,User dependent,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,54.0
2015/16,User dependent,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,54.0
2015/16,User dependent,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,63.0
2015/16,User dependent,,,North East,Sunderland,Undefined,Percentage (%),E08000024,47.0
2015/16,User dependent,,,North West,,Undefined,Percentage (%),E12000002,63.0
2015/16,User dependent,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,64.0
2015/16,User dependent,,,North West,Blackpool,Undefined,Percentage (%),E06000009,51.0
2015/16,User dependent,,,North West,Bolton,Undefined,Percentage (%),E08000001,52.0
2015/16,User dependent,,,North West,Bury,Undefined,Percentage (%),E08000002,66.0
2015/16,User dependent,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,63.0
2015/16,User dependent,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,62.0
2015/16,User dependent,,,North West,Cumbria,Undefined,Percentage (%),,53.0
2015/16,User dependent,,,North West,Halton,Undefined,Percentage (%),E06000006,68.0
2015/16,User dependent,,,North West,Knowsley,Undefined,Percentage (%),E08000011,68.0
2015/16,User dependent,,,North West,Lancashire,Undefined,Percentage (%),,60.0
2015/16,User dependent,,,North West,Liverpool,Undefined,Percentage (%),E08000012,70.0
2015/16,User dependent,,,North West,Manchester,Undefined,Percentage (%),E08000003,64.0
2015/16,User dependent,,,North West,Oldham,Undefined,Percentage (%),E08000004,60.0
2015/16,User dependent,,,North West,Rochdale,Undefined,Percentage (%),E08000005,68.0
2015/16,User dependent,,,North West,Salford,Undefined,Percentage (%),E08000006,62.0
2015/16,User dependent,,,North West,Sefton,Undefined,Percentage (%),E08000014,62.0
2015/16,User dependent,,,North West,St. Helens,Undefined,Percentage (%),E08000013,69.0
2015/16,User dependent,,,North West,Stockport,Undefined,Percentage (%),E08000007,63.0
2015/16,User dependent,,,North West,Tameside,Undefined,Percentage (%),E08000008,65.0
2015/16,User dependent,,,North West,Trafford,Undefined,Percentage (%),E08000009,57.0
2015/16,User dependent,,,North West,Warrington,Undefined,Percentage (%),E06000007,63.0
2015/16,User dependent,,,North West,Wigan,Undefined,Percentage (%),E08000010,58.0
2015/16,User dependent,,,North West,Wirral,Undefined,Percentage (%),E08000015,65.0
2015/16,User dependent,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,58.0
2015/16,User dependent,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,53.0
2015/16,User dependent,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,56.0
2015/16,User dependent,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,64.0
2015/16,User dependent,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,50.0
2015/16,User dependent,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,52.0
2015/16,User dependent,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,50.0
2015/16,User dependent,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,46.0
2015/16,User dependent,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,66.0
2015/16,User dependent,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,56.0
2015/16,User dependent,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,62.0
2015/16,User dependent,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,55.0
2015/16,User dependent,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,63.0
2015/16,User dependent,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,55.0
2015/16,User dependent,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,58.0
2015/16,User dependent,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,62.0
2015/16,User dependent,,,East Midlands,,Undefined,Percentage (%),E12000004,55.0
2015/16,User dependent,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,51.0
2015/16,User dependent,,,East Midlands,Derbyshire,Undefined,Percentage (%),,51.0
2015/16,User dependent,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,60.0
2015/16,User dependent,,,East Midlands,Leicestershire,Undefined,Percentage (%),,51.0
2015/16,User dependent,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,43.0
2015/16,User dependent,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,59.0
2015/16,User dependent,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,60.0
2015/16,User dependent,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,57.0
