Year,Series,Material category,Observation status,Unit multiplier,Units,Value
2009,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09295
2010,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09086
2011,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09515
2012,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09435
2013,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09544
2014,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10081
2015,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09931
2016,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09127
2017,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08957
2018,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08846
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01398
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01477
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01406
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01379
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01395
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01316
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01454
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01725
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02085
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02212
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02232
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02418
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02268
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02099
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02188
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02107
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02121
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02241
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01922
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01751
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01771
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01771
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01845
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01959
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01965
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01889
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01815
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01603
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01774
1990,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.12742
1991,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13524
1992,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13647
1993,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13616
1994,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14099
1995,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13019
1996,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.11772
1997,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1509
1998,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16274
1999,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16831
2000,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18669
2001,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19782
2002,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18986
2003,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19645
2004,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.21086
2005,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.20262
2006,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19768
2007,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1919
2008,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16474
2009,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14203
2010,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13514
2011,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14389
2012,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14067
2013,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.15314
2014,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18518
2015,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.20952
2016,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19312
2017,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17636
2018,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17796
1990,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.15564
1991,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.16159
1992,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13395
1993,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12624
1994,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11289
1995,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1049
1996,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13987
1997,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.15391
1998,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.18965
1999,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.19418
2000,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.16088
2001,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.16591
2002,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.14102
2003,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12248
2004,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1529
2005,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13071
2006,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13424
2007,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12617
2008,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11879
2009,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11417
2010,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10027
2011,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09374
2012,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09312
2013,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10318
2014,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09328
2015,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09394
2016,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.07667
2017,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06241
2018,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06386
1990,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),183.0
1991,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),185.0
1992,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),181.0
1993,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),170.0
1994,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),163.0
1995,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),152.0
1996,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),165.0
1997,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),177.0
1998,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),182.0
1999,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),179.0
2000,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),171.0
2001,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),161.0
2002,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),169.0
2003,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),162.0
2004,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),169.0
2005,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),160.0
2006,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),151.0
2007,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),144.0
2008,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),143.0
2009,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),142.0
2010,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2011,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),140.0
2012,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2013,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2014,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),141.0
2015,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),138.0
2016,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),124.0
2017,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),119.0
2018,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),115.0
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),33.0
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),33.0
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.0
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),29.0
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),29.0
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),28.0
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),34.0
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),40.0
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.0
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.0
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),45.0
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),41.0
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),37.0
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),38.0
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.0
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),35.0
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.0
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.0
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),26.0
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),28.0
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),26.0
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),25.0
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),21.0
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),23.0
1990,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),303.0
1991,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),302.0
1992,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),295.0
1993,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),287.0
1994,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),293.0
1995,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),264.0
1996,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),229.0
1997,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),294.0
1998,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),314.0
1999,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),322.0
2000,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),350.0
2001,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),367.0
2002,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),345.0
2003,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),349.0
2004,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),365.0
2005,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),342.0
2006,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),324.0
2007,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),306.0
2008,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),255.0
2009,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),217.0
2010,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),203.0
2011,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),212.0
2012,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),203.0
2013,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),218.0
2014,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),259.0
2015,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),291.0
2016,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),262.0
2017,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),235.0
2018,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),232.0
1990,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),370.0
1991,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),360.0
1992,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),290.0
1993,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),266.0
1994,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),234.0
1995,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),213.0
1996,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),272.0
1997,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),300.0
1998,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),366.0
1999,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),371.0
2000,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),302.0
2001,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),308.0
2002,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),256.0
2003,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),217.0
2004,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),265.0
2005,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),220.0
2006,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),220.0
2007,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),201.0
2008,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),184.0
2009,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),174.0
2010,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),150.0
2011,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),138.0
2012,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),135.0
2013,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),147.0
2014,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),130.0
2015,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),130.0
2016,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),104.0
2017,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),83.0
2018,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),83.0
