Year,Sector,Country,Region,Age,Sex,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.75027283106
2002,Public sector,,,18 to 24,,Undefined,Units,Percentage (%),,6.76545805217
2003,Public sector,,,18 to 24,,Undefined,Units,Percentage (%),,6.76919716022
2003,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.76972832584
2016,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.77050381417
2015,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.77052787286
2015,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.7800056747
2004,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.78841583014
2014,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.79344682841
2013,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.79664854523
2016,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.81529265133
2005,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.81981722031
2003,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.83530208314
2006,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.83703358572
2007,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.88217165703
2002,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.93643062472
2008,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.97353438739
2002,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.00484389321
2000,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.07820432559
2001,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.087477993
2009,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.09346856046
2002,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.11143747253
2001,,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.13007605635
2003,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.13500698614
2007,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.1385782522
2004,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.15838189073
2005,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.16582891482
2011,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.16984688903
2012,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17012612662
2013,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17320659423
2006,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17883701346
2014,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17901884602
2010,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18150106336
2009,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18216847842
2015,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18328299445
2007,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18336667668
2008,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18352319234
2016,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.19661393162
2001,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.20601364681
2010,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.213050094
2000,,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.28948011724
2011,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.3279456024
2013,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.33275965194
2006,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.3404061719
2000,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.39279658099
2008,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.4418332021
2013,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.48883545173
2015,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.51888870532
2009,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.55098863459
2009,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.56083935641
2008,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.56162558294
2010,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.58921614462
2012,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.59631068379
2004,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.64162000498
2014,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.64642236165
2014,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.65204836672
2012,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.68444368717
2015,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.69792046698
2011,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.71952396269
2002,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.75110907305
2016,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.7570435419
2016,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.76886394711
2003,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.78605077905
2013,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.79332662295
2010,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.79641284934
2017,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.81877968579
2012,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.85414723108
2001,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.90060087268
2005,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.90987965283
2011,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.95620954698
2014,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.95679169751
2014,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.04908861216
2015,,,,65 and over,Male,Undefined,Units,Percentage (%),,8.06677201244
2015,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.09923385626
2016,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.14123673619
2016,,,,65 and over,Male,Undefined,Units,Percentage (%),,8.16474316207
2017,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.16587504567
2013,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.21023703195
2016,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.23284114408
2015,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.25218429467
2016,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.26489236071
2014,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.27843480428
2015,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.27917859788
2012,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.28079741012
2014,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.29767261363
2013,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.31081139894
2013,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.3264278062
2012,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.34094262258
2012,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.34579467273
2000,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.35014871515
2011,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.35616636416
2001,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.36256434623
2010,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.37290240374
2011,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.37463515332
2011,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.37610627265
2012,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38181380654
2002,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38216500083
2010,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38323072781
2000,,,,18 to 24,,Undefined,Units,Percentage (%),,8.3834689922
2010,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.38471257622
2013,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38864540716
2009,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.38950084649
2009,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39508544794
2003,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39526028469
2014,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39562800309
2016,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40230999079
2015,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40297518505
2009,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.40324310992
2004,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40409242553
2008,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.40886091518
2016,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.4156604464
2008,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.41569485602
2006,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.41704236701
2001,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.41886159217
2005,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.41887965155
2008,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.41916277771
2000,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.42068322956
2017,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.42162952137
2007,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.42174804496
2002,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.42256208078
2003,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.42822825999
2007,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.43130787606
2007,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.43218362312
2013,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.43352799725
2006,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.43884187281
2006,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.44034778136
2004,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.44565180622
2005,,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.45577054951
2017,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.45816587505
2005,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.45873678494
2001,,,,18 to 24,,Undefined,Units,Percentage (%),,8.47447032647
2008,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.47768154564
2004,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.48084925723
2014,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.48222342537
2016,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.48884010245
2003,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.4989666256
2015,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.50054724553
2015,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.50054724553
2012,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.5023002215
2008,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.51099267155
2014,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.51831799314
2011,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.52364104214
2010,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.5242325074
2000,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.53181138865
2009,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.53183870466
2002,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.53355045543
2011,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.55580572531
2009,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.56297680212
2000,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,8.56485700014
2001,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.56697956335
2010,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.58656693159
2000,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.59785757462
2001,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.59866294083
2002,,,,18 to 24,,Undefined,Units,Percentage (%),,8.63940791916
2002,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.64505091048
2003,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.68252653041
2013,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.70834764686
2004,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.71810386339
2012,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.72380303288
2005,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.74798777673
2000,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.74831252521
2008,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.77748167888
2006,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.81470415136
2001,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.8209507023
2003,,,,18 to 24,,Undefined,Units,Percentage (%),,8.82988219562
2015,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.83273997369
2016,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.8361095974
2009,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.84321967928
2014,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.84453757056
2007,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.85067819435
2013,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.85212402638
2012,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.85733669696
2011,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.86253322166
2010,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.86856954273
2009,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.87883689183
2016,,,,18 to 24,,Undefined,Units,Percentage (%),,8.87916494829
2002,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.88027942476
2008,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.88700061847
2008,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.89017253752
2007,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.89107345471
2011,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.89353489868
2006,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.90314339832
2005,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.90646453273
2010,Public sector,England,Yorkshire and the Humber,,,Undefined,Units,Percentage (%),E12000003,8.91382265856
2004,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.9180042343
2009,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.91878518263
2003,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.92089332565
2002,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.92981141275
2003,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.929867671
2001,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.93327283453
2012,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.93793472823
2000,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.94885063215
2013,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.95211832641
2010,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.95410725039
2004,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.95974876816
2005,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.97437510259
2004,,,,18 to 24,,Undefined,Units,Percentage (%),,8.98817561808
2011,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.99767552085
2007,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.00680742493
2014,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.00800554183
2015,,,,18 to 24,,Undefined,Units,Percentage (%),,9.02851932161
2008,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.02941671045
2006,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.03460625514
2006,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.04432561248
2009,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.08341769128
2015,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.08797252356
2007,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.09292092224
2005,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.09547265737
2005,,,,18 to 24,,Undefined,Units,Percentage (%),,9.09579046831
2014,,,,18 to 24,,Undefined,Units,Percentage (%),,9.10898430311
2008,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.11800237617
2000,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.12774864478
2001,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.13582720936
2010,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.13942912443
2004,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.14075017126
2009,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.1486388333
2002,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.15122723186
2003,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.16806678415
2016,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.17044395558
2003,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.17914050924
2010,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.18176059397
2012,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.18376147064
2004,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.18854137399
2002,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.18901674447
2006,,,,18 to 24,,Undefined,Units,Percentage (%),,9.19056149789
2011,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.19755339108
2013,,,,18 to 24,,Undefined,Units,Percentage (%),,9.20513657032
2005,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.20766654005
2013,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.20808638814
2001,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.2101746255
2006,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.21677515702
2007,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.2198618456
2000,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.22155352034
2008,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.23326062991
2011,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.23673478191
2009,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.2377097731
2010,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.25342947523
2011,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.26349777661
2012,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.27296949707
2007,,,,18 to 24,,Undefined,Units,Percentage (%),,9.27474688749
2014,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.27864608425
2013,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.28828524236
2008,,,,18 to 24,,Undefined,Units,Percentage (%),,9.30099347545
2009,,,,18 to 24,,Undefined,Units,Percentage (%),,9.30758876505
2014,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.31685079151
2015,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.33258766229
2012,,,,18 to 24,,Undefined,Units,Percentage (%),,9.33736472614
2016,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.33849768037
2010,,,,18 to 24,,Undefined,Units,Percentage (%),,9.35209827185
2015,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.36957888856
2011,,,,18 to 24,,Undefined,Units,Percentage (%),,9.39000613809
2012,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.42109908747
2016,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.46361791623
2013,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.57150831033
2000,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.6928512743
2014,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.70171379515
2015,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.76637333656
2002,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.77184971225
2016,,,,35 to 49,Male,Undefined,Units,Percentage (%),,9.78853691535
2016,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.83135006561
2004,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.8498252516
2015,,,,35 to 49,Male,Undefined,Units,Percentage (%),,9.89170885704
2001,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.90496985404
2011,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,9.93888710196
2016,,,,35 to 49,Female,Undefined,Units,Percentage (%),,9.97251952053
2005,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.98248355525
2014,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.004696521
2010,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.067009506
2015,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.088386684
2012,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.0936005803
2010,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1307896378
2014,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1493577263
2013,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.1508768634
2014,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.1606208266
2006,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1631679582
2009,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.1665888214
2016,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1782076725
2011,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1947328607
2014,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.2088089506
2017,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2119108513
2015,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2152499088
2008,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2265156562
2012,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.240245357
2016,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2451518478
2003,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.2503841154
2007,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.2697480207
2013,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.3057368602
2015,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.3136940447
2012,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.3212038359
2013,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.3617740176
2008,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.4016582754
2000,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.4450144529
2009,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.4653375267
2013,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.4695503042
2011,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.5086873073
2012,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.5394550477
2001,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.5645057934
2000,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.6360460662
2010,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.675823895
2002,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.6934921335
2011,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.7214544582
2001,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.7538295796
2003,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.798288811
2009,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.8047951955
2004,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.8636921704
2002,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.8831067487
2008,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.8909886637
2010,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.8910807003
2005,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.9280516422
2007,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.9529391955
2006,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.9659010848
2003,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.978074192
2016,,England,North West,,,Undefined,Units,Percentage (%),E12000002,10.9974668861
2009,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0157219139
2015,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.0180175916
2014,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.0423369274
2004,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0638927897
2013,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.0805530507
2008,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0955701635
2005,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1094985149
2012,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.1205300429
2011,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.1494743356
2006,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1557622859
2007,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1620747704
2010,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.1854395296
2009,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2208504123
2014,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2254105757
2008,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.255455264
2017,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2714651078
2015,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2732579351
2016,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2879619466
2012,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2966433805
2007,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.300361266
2013,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3191343181
2008,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.3424383744
2006,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3462399889
2005,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3717074373
2011,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.386297845
2009,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.3965436712
2010,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.407199626
2004,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4100541575
2003,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4269641718
2002,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4289608792
2001,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4576881004
2010,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5007012623
2012,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.5011075141
2000,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5039491941
