Year,Series,Age,Sex,Country,Region,Industry sector,Occupation,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2017/18,Fatal injury,25 to 34,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.23
2017/18,Fatal injury,35 to 44,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.3
2017/18,Fatal injury,45 to 54,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.28
2017/18,Fatal injury,55 to 59,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.52
2017/18,Fatal injury,60 to 64,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.27
2017/18,Fatal injury,65 and over,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2.42
2017/18,Fatal injury,,,England and Wales,,,,"Rate per 100,000 workers",Units,Normal Value,K04000001,0.42
2017/18,Fatal injury,,,England,,,,"Rate per 100,000 workers",Units,Normal Value,E92000001,0.4
2017/18,Fatal injury,,,England,North East,,,"Rate per 100,000 workers",Units,Normal Value,E12000001,0.17
2017/18,Fatal injury,,,England,North West,,,"Rate per 100,000 workers",Units,Normal Value,E12000002,0.46
2017/18,Fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 workers",Units,Normal Value,E12000003,0.49
2017/18,Fatal injury,,,England,East Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000004,0.45
2017/18,Fatal injury,,,England,West Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000005,0.51
2017/18,Fatal injury,,,England,East,,,"Rate per 100,000 workers",Units,Normal Value,E12000006,0.53
2017/18,Fatal injury,,,England,London,,,"Rate per 100,000 workers",Units,Normal Value,E12000007,0.21
2017/18,Fatal injury,,,England,South East,,,"Rate per 100,000 workers",Units,Normal Value,E12000008,0.36
2017/18,Fatal injury,,,England,South West,,,"Rate per 100,000 workers",Units,Normal Value,E12000009,0.41
2017/18,Fatal injury,,,Wales,,,,"Rate per 100,000 workers",Units,Normal Value,W92000004,0.91
2017/18,Fatal injury,,,Scotland,,,,"Rate per 100,000 workers",Units,Normal Value,S92000003,0.63
2018/19,Fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 workers",Units,Normal Value,,9.21
2018/19,Fatal injury,,,,,Construction,,"Rate per 100,000 workers",Units,Normal Value,,1.36
2018/19,Fatal injury,,,,,"Gas, electricity and water supply; sewerage, waste and recycling",,"Rate per 100,000 workers",Units,Normal Value,,1.68
2018/19,Fatal injury,,,,,Manufacturing,,"Rate per 100,000 workers",Units,Normal Value,,0.92
2018/19,Fatal injury,,,,,Mining and Quarrying,,"Rate per 100,000 workers",Units,Normal Value,,
2018/19,Fatal injury,,,,,Service industries,,"Rate per 100,000 workers",Units,Normal Value,,0.2
2018/19,Fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.46
2018/19,Fatal injury,,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.83
2018/19,Fatal injury,,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.05
2018/19,Fatal injury,16 to 19,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.1
2018/19,Fatal injury,20 to 24,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.33
2018/19,Fatal injury,25 to 34,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.27
2018/19,Fatal injury,35 to 44,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.38
2018/19,Fatal injury,45 to 54,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.53
2018/19,Fatal injury,55 to 59,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.4
2018/19,Fatal injury,60 to 64,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.85
2018/19,Fatal injury,65 and over,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.69
2018/19,Fatal injury,,,England and Wales,,,,"Rate per 100,000 workers",Units,Normal Value,K04000001,0.41
2018/19,Fatal injury,,,England,,,,"Rate per 100,000 workers",Units,Normal Value,E92000001,0.4
2018/19,Fatal injury,,,England,North East,,,"Rate per 100,000 workers",Units,Normal Value,E12000001,0.42
2018/19,Fatal injury,,,England,North West,,,"Rate per 100,000 workers",Units,Normal Value,E12000002,0.28
2018/19,Fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 workers",Units,Normal Value,E12000003,0.61
2018/19,Fatal injury,,,England,East Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000004,0.48
2018/19,Fatal injury,,,England,West Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000005,0.71
2018/19,Fatal injury,,,England,East,,,"Rate per 100,000 workers",Units,Normal Value,E12000006,0.55
2018/19,Fatal injury,,,England,London,,,"Rate per 100,000 workers",Units,Normal Value,E12000007,0.2
2018/19,Fatal injury,,,England,South East,,,"Rate per 100,000 workers",Units,Normal Value,E12000008,0.27
2018/19,Fatal injury,,,England,South West,,,"Rate per 100,000 workers",Units,Normal Value,E12000009,0.38
2018/19,Fatal injury,,,Wales,,,,"Rate per 100,000 workers",Units,Normal Value,W92000004,0.48
2018/19,Fatal injury,,,Scotland,,,,"Rate per 100,000 workers",Units,Normal Value,S92000003,1.07
2018/19,Fatal injury,16 to 19,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.19
2018/19,Fatal injury,20 to 24,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.56
2018/19,Fatal injury,25 to 34,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.5
2018/19,Fatal injury,35 to 44,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.7
2018/19,Fatal injury,45 to 54,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.97
2018/19,Fatal injury,55 to 59,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.78
2018/19,Fatal injury,60 to 64,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.39
2018/19,Fatal injury,65 and over,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,2.78
2018/19,Fatal injury,16 to 19,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2018/19,Fatal injury,20 to 24,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.08
2018/19,Fatal injury,25 to 34,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2018/19,Fatal injury,35 to 44,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.03
2018/19,Fatal injury,45 to 54,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.08
2018/19,Fatal injury,55 to 59,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2018/19,Fatal injury,60 to 64,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.22
2018/19,Fatal injury,65 and over,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 workers",Units,Normal Value,,6.26
2019/20 [Note 5],Fatal injury,,,,,Construction,,"Rate per 100,000 workers",Units,Normal Value,,1.82
2019/20 [Note 5],Fatal injury,,,,,"Gas, electricity and water supply; sewerage, waste and recycling",,"Rate per 100,000 workers",Units,Normal Value,,1.46
2019/20 [Note 5],Fatal injury,,,,,Manufacturing,,"Rate per 100,000 workers",Units,Normal Value,,0.45
2019/20 [Note 5],Fatal injury,,,,,Mining and Quarrying,,"Rate per 100,000 workers",Units,Normal Value,,
2019/20 [Note 5],Fatal injury,,,,,Service industries,,"Rate per 100,000 workers",Units,Normal Value,,0.12
2019/20 [Note 5],Fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.34
2019/20 [Note 5],Fatal injury,,,England and Wales,,,,"Rate per 100,000 workers",Units,Normal Value,K04000001,0.34
2019/20 [Note 5],Fatal injury,,,England,,,,"Rate per 100,000 workers",Units,Normal Value,E92000001,0.31
2019/20 [Note 5],Fatal injury,,,Wales,,,,"Rate per 100,000 workers",Units,Normal Value,W92000004,1.04
2019/20 [Note 5],Fatal injury,,,Scotland,,,,"Rate per 100,000 workers",Units,Normal Value,S92000003,0.4
2019/20 [Note 5],Fatal injury,,,England,North East,,,"Rate per 100,000 workers",Units,Normal Value,E12000001,0.33
2019/20 [Note 5],Fatal injury,,,England,North West,,,"Rate per 100,000 workers",Units,Normal Value,E12000002,0.39
2019/20 [Note 5],Fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 workers",Units,Normal Value,E12000003,0.19
2019/20 [Note 5],Fatal injury,,,England,East Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000004,0.43
2019/20 [Note 5],Fatal injury,,,England,West Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000005,0.46
2019/20 [Note 5],Fatal injury,,,England,East,,,"Rate per 100,000 workers",Units,Normal Value,E12000006,0.31
2019/20 [Note 5],Fatal injury,,,England,London,,,"Rate per 100,000 workers",Units,Normal Value,E12000007,0.15
2019/20 [Note 5],Fatal injury,,,England,South East,,,"Rate per 100,000 workers",Units,Normal Value,E12000008,0.2
2019/20 [Note 5],Fatal injury,,,England,South West,,,"Rate per 100,000 workers",Units,Normal Value,E12000009,0.44
2019/20 [Note 5],Fatal injury,16 to 19,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,20 to 24,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.29
2019/20 [Note 5],Fatal injury,25 to 34,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.27
2019/20 [Note 5],Fatal injury,35 to 44,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.25
2019/20 [Note 5],Fatal injury,45 to 54,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.25
2019/20 [Note 5],Fatal injury,55 to 59,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.45
2019/20 [Note 5],Fatal injury,60 to 64,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.8
2019/20 [Note 5],Fatal injury,65 and over,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.08
2019/20 [Note 5],Fatal injury,,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.64
2019/20 [Note 5],Fatal injury,16 to 19,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,20 to 24,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.57
2019/20 [Note 5],Fatal injury,25 to 34,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.47
2019/20 [Note 5],Fatal injury,35 to 44,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.48
2019/20 [Note 5],Fatal injury,45 to 54,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.46
2019/20 [Note 5],Fatal injury,55 to 59,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.88
2019/20 [Note 5],Fatal injury,60 to 64,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.41
2019/20 [Note 5],Fatal injury,65 and over,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.84
2019/20 [Note 5],Fatal injury,,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.02
2019/20 [Note 5],Fatal injury,16 to 19,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,20 to 24,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,25 to 34,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.03
2019/20 [Note 5],Fatal injury,35 to 44,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,45 to 54,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.03
2019/20 [Note 5],Fatal injury,55 to 59,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2019/20 [Note 5],Fatal injury,60 to 64,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.1
2019/20 [Note 5],Fatal injury,65 and over,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2020/21 [Note 5],Fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 workers",Units,Normal Value,,11.38
2020/21 [Note 5],Fatal injury,,,,,Construction,,"Rate per 100,000 workers",Units,Normal Value,,1.91
2020/21 [Note 5],Fatal injury,,,,,"Gas, electricity and water supply; sewerage, waste and recycling",,"Rate per 100,000 workers",Units,Normal Value,,1.91
2020/21 [Note 5],Fatal injury,,,,,Manufacturing,,"Rate per 100,000 workers",Units,Normal Value,,0.69
2020/21 [Note 5],Fatal injury,,,,,Mining and Quarrying,,"Rate per 100,000 workers",Units,Normal Value,,
2020/21 [Note 5],Fatal injury,,,,,Service industries,,"Rate per 100,000 workers",Units,Normal Value,,0.16
2020/21 [Note 5],Fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.44
2020/21 [Note 5],Fatal injury,,,England and Wales,,,,"Rate per 100,000 workers",Units,Normal Value,K04000001,0.43
2020/21 [Note 5],Fatal injury,,,England,,,,"Rate per 100,000 workers",Units,Normal Value,E92000001,0.42
2020/21 [Note 5],Fatal injury,,,Wales,,,,"Rate per 100,000 workers",Units,Normal Value,W92000004,0.62
2020/21 [Note 5],Fatal injury,,,Scotland,,,,"Rate per 100,000 workers",Units,Normal Value,S92000003,0.67
2020/21 [Note 5],Fatal injury,,,England,North East,,,"Rate per 100,000 workers",Units,Normal Value,E12000001,0.08
2020/21 [Note 5],Fatal injury,,,England,North West,,,"Rate per 100,000 workers",Units,Normal Value,E12000002,0.45
2020/21 [Note 5],Fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 workers",Units,Normal Value,E12000003,0.68
2020/21 [Note 5],Fatal injury,,,England,East Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000004,0.18
2020/21 [Note 5],Fatal injury,,,England,West Midlands,,,"Rate per 100,000 workers",Units,Normal Value,E12000005,0.53
2020/21 [Note 5],Fatal injury,,,England,East,,,"Rate per 100,000 workers",Units,Normal Value,E12000006,0.49
2020/21 [Note 5],Fatal injury,,,England,London,,,"Rate per 100,000 workers",Units,Normal Value,E12000007,0.16
2020/21 [Note 5],Fatal injury,,,England,South East,,,"Rate per 100,000 workers",Units,Normal Value,E12000008,0.33
2020/21 [Note 5],Fatal injury,,,England,South West,,,"Rate per 100,000 workers",Units,Normal Value,E12000009,0.83
2020/21 [Note 5],Fatal injury,16 to 19,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.22
2020/21 [Note 5],Fatal injury,20 to 24,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.3
2020/21 [Note 5],Fatal injury,25 to 34,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.27
2020/21 [Note 5],Fatal injury,35 to 44,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.24
2020/21 [Note 5],Fatal injury,45 to 54,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.37
2020/21 [Note 5],Fatal injury,55 to 59,,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.78
2020/21 [Note 5],Fatal injury,60 to 64,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.02
2020/21 [Note 5],Fatal injury,65 and over,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.63
2020/21 [Note 5],Fatal injury,,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.83
2020/21 [Note 5],Fatal injury,16 to 19,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.44
2020/21 [Note 5],Fatal injury,20 to 24,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.59
2020/21 [Note 5],Fatal injury,25 to 34,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.48
2020/21 [Note 5],Fatal injury,35 to 44,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.45
2020/21 [Note 5],Fatal injury,45 to 54,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.73
2020/21 [Note 5],Fatal injury,55 to 59,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.46
2020/21 [Note 5],Fatal injury,60 to 64,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,1.83
2020/21 [Note 5],Fatal injury,65 and over,Male,,,,,"Rate per 100,000 workers",Units,Normal Value,,2.67
2020/21 [Note 5],Fatal injury,,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.03
2020/21 [Note 5],Fatal injury,16 to 19,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2020/21 [Note 5],Fatal injury,20 to 24,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2020/21 [Note 5],Fatal injury,25 to 34,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.03
2020/21 [Note 5],Fatal injury,35 to 44,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2020/21 [Note 5],Fatal injury,45 to 54,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.0
2020/21 [Note 5],Fatal injury,55 to 59,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.06
2020/21 [Note 5],Fatal injury,60 to 64,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.1
2020/21 [Note 5],Fatal injury,65 and over,Female,,,,,"Rate per 100,000 workers",Units,Normal Value,,0.19
2021/22 [Note 5],Fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 workers",Units,Provisional value,,8.01
2021/22 [Note 5],Fatal injury,,,,,Construction,,"Rate per 100,000 workers",Units,Provisional value,,1.47
2021/22 [Note 5],Fatal injury,,,,,"Gas, electricity and water supply; sewerage, waste and recycling",,"Rate per 100,000 workers",Units,Provisional value,,0.46
2021/22 [Note 5],Fatal injury,,,,,Manufacturing,,"Rate per 100,000 workers",Units,Provisional value,,0.81
2021/22 [Note 5],Fatal injury,,,,,Mining and Quarrying,,"Rate per 100,000 workers",Units,Provisional value,,0.8
2021/22 [Note 5],Fatal injury,,,,,Service industries,,"Rate per 100,000 workers",Units,Provisional value,,0.17
2021/22 [Note 5],Fatal injury,,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.38
2021/22 [Note 5],Fatal injury,,,England and Wales,,,,"Rate per 100,000 workers",Units,Provisional value,K04000001,0.37
2021/22 [Note 5],Fatal injury,,,England,,,,"Rate per 100,000 workers",Units,Provisional value,E92000001,0.36
2021/22 [Note 5],Fatal injury,,,Wales,,,,"Rate per 100,000 workers",Units,Provisional value,W92000004,0.42
2021/22 [Note 5],Fatal injury,,,Scotland,,,,"Rate per 100,000 workers",Units,Provisional value,S92000003,0.56
2021/22 [Note 5],Fatal injury,,,England,North East,,,"Rate per 100,000 workers",Units,Provisional value,E12000001,0.17
2021/22 [Note 5],Fatal injury,,,England,North West,,,"Rate per 100,000 workers",Units,Provisional value,E12000002,0.43
2021/22 [Note 5],Fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 workers",Units,Provisional value,E12000003,0.3
2021/22 [Note 5],Fatal injury,,,England,East Midlands,,,"Rate per 100,000 workers",Units,Provisional value,E12000004,0.35
2021/22 [Note 5],Fatal injury,,,England,West Midlands,,,"Rate per 100,000 workers",Units,Provisional value,E12000005,0.32
2021/22 [Note 5],Fatal injury,,,England,East,,,"Rate per 100,000 workers",Units,Provisional value,E12000006,0.41
2021/22 [Note 5],Fatal injury,,,England,London,,,"Rate per 100,000 workers",Units,Provisional value,E12000007,0.28
2021/22 [Note 5],Fatal injury,,,England,South East,,,"Rate per 100,000 workers",Units,Provisional value,E12000008,0.31
2021/22 [Note 5],Fatal injury,,,England,South West,,,"Rate per 100,000 workers",Units,Provisional value,E12000009,0.63
2021/22 [Note 5],Fatal injury,16 to 19,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.23
2021/22 [Note 5],Fatal injury,20 to 24,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.38
2021/22 [Note 5],Fatal injury,25 to 34,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.19
2021/22 [Note 5],Fatal injury,35 to 44,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.33
2021/22 [Note 5],Fatal injury,45 to 54,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.37
2021/22 [Note 5],Fatal injury,55 to 59,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.47
2021/22 [Note 5],Fatal injury,60 to 64,,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.56
2021/22 [Note 5],Fatal injury,65 and over,,,,,,"Rate per 100,000 workers",Units,Provisional value,,1.34
2021/22 [Note 5],Fatal injury,,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.69
2021/22 [Note 5],Fatal injury,16 to 19,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.46
2021/22 [Note 5],Fatal injury,20 to 24,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.6
2021/22 [Note 5],Fatal injury,25 to 34,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.33
2021/22 [Note 5],Fatal injury,35 to 44,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.55
2021/22 [Note 5],Fatal injury,45 to 54,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.73
2021/22 [Note 5],Fatal injury,55 to 59,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.88
2021/22 [Note 5],Fatal injury,60 to 64,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,1.04
2021/22 [Note 5],Fatal injury,65 and over,Male,,,,,"Rate per 100,000 workers",Units,Provisional value,,2.29
2021/22 [Note 5],Fatal injury,,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.04
2021/22 [Note 5],Fatal injury,16 to 19,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.0
2021/22 [Note 5],Fatal injury,20 to 24,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.15
2021/22 [Note 5],Fatal injury,25 to 34,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.03
2021/22 [Note 5],Fatal injury,35 to 44,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.08
2021/22 [Note 5],Fatal injury,45 to 54,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.0
2021/22 [Note 5],Fatal injury,55 to 59,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.06
2021/22 [Note 5],Fatal injury,60 to 64,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.0
2021/22 [Note 5],Fatal injury,65 and over,Female,,,,,"Rate per 100,000 workers",Units,Provisional value,,0.0
2000/01,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3980.0
2001/02,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3780.0
2002/03,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2730.0
2002/03,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4500.0
2002/03,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,5280.0
2002/03,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,5150.0
2002/03,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4570.0
2002/03,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3870.0
2002/03,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3580.0
2002/03,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3050.0
2002/03,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2350.0
2002/03,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2500.0
2002/03,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2920.0
2002/03,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3180.0
2002/03,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3800.0
2002/03,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,3680.0
2002/03,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,4290.0
2002/03,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,3440.0
2002/03,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,4110.0
2002/03,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,4100.0
2002/03,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,3580.0
2002/03,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,3760.0
2002/03,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,2930.0
2002/03,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,3620.0
2002/03,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,4100.0
2002/03,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,4100.0
2002/03,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,3550.0
2003/04,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3480.0
2004/05,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3210.0
2005/06,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3870.0
2005/06,Non-fatal injury,,,,,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3990.0
2005/06,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2580.0
2005/06,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,5360.0
2005/06,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3470.0
2005/06,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4030.0
2005/06,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2220.0
2005/06,Non-fatal injury,,,,,Financial and insurance activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,800.0
2005/06,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2890.0
2005/06,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,970.0
2005/06,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3710.0
2005/06,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1840.0
2005/06,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1060.0
2005/06,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3020.0
2005/06,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3700.0
