Year,Sex,Occupation minor group,Occupation unit group,Unit measure,Observation status,Unit multiplier,Value
2015,Female,Therapy professionals,Occupational therapists,"Rate per 10,000 population",Undefined,Units,9.213397
2015,Female,Therapy professionals,Speech and language therapists,"Rate per 10,000 population",Undefined,Units,5.814941
2015,Female,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,8.971839
2015,Female,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,187.8293
2015,Female,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,174.4942
2015,Female,Nursing and midwifery professionals,Midwives,"Rate per 10,000 population",Undefined,Units,13.33501
2015,Female,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,28.13451
2015,Female,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,1.717239
2015,Female,Health associate professionals,Dispensing opticians,"Rate per 10,000 population",Undefined,Units,1.6079629999999998
2015,Female,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,7.0866
2015,Female,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,5.929968
2015,Female,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,11.79274
2016,,Health professionals,,"Rate per 10,000 population",Undefined,Units,83.15159
2016,,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,42.280159999999995
2016,,Health professionals,Psychologists,"Rate per 10,000 population",Undefined,Units,4.215662
2016,,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,9.338281
2016,,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,2.885539
2016,,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,6.127067
2016,,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,5.78829
2016,,Health professionals,Podiatrists,"Rate per 10,000 population",Undefined,Units,1.8126970000000002
2016,,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,7.326036
2016,,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,18.83255
2016,,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,7.40418
2016,,Therapy professionals,Occupational therapists,"Rate per 10,000 population",Undefined,Units,4.2567900000000005
2016,,Therapy professionals,Speech and language therapists,"Rate per 10,000 population",Undefined,Units,2.063275
2016,,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,5.108301
2016,,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,109.3213
2016,,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,102.7864
2016,,Nursing and midwifery professionals,Midwives,"Rate per 10,000 population",Undefined,Units,6.534847
2016,,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,24.76006
2016,,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,2.971908
2016,,Health associate professionals,Dispensing opticians,"Rate per 10,000 population",Undefined,Units,1.015415
2016,,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,4.747437000000001
2016,,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,7.050933000000001
2016,,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,8.974371000000001
2016,Male,Health professionals,,"Rate per 10,000 population",Undefined,Units,74.03311
2016,Male,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,45.67283
2016,Male,Health professionals,Psychologists,"Rate per 10,000 population",Undefined,Units,2.625575
2016,Male,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,7.406028999999999
2016,Male,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,2.062532
2016,Male,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,6.814572
2016,Male,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,2.9347380000000003
2016,Male,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,3.8270199999999996
2016,Male,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,8.860118
2016,Male,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,4.4024160000000006
2016,Male,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,3.6058800000000004
2016,Male,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,24.75595
2016,Male,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,24.75595
2016,Male,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,18.70208
2016,Male,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,5.05132
2016,Male,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,2.034427
2016,Male,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,7.827616
2016,Male,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,2.610441
2016,Female,Health professionals,,"Rate per 10,000 population",Undefined,Units,92.0254
2016,Female,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,38.97851
2016,Female,Health professionals,Psychologists,"Rate per 10,000 population",Undefined,Units,5.763083999999999
2016,Female,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,11.218689999999999
2016,Female,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,3.686462
2016,Female,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,5.458008
2016,Female,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,8.565275999999999
2016,Female,Health professionals,Podiatrists,"Rate per 10,000 population",Undefined,Units,3.5767550000000004
2016,Female,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,10.73117
2016,Female,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,28.5374
2016,Female,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,10.3254
2016,Female,Therapy professionals,Occupational therapists,"Rate per 10,000 population",Undefined,Units,8.004717999999999
2016,Female,Therapy professionals,Speech and language therapists,"Rate per 10,000 population",Undefined,Units,3.6368690000000004
2016,Female,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,6.570409
2016,Female,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,191.6176
2016,Female,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,178.7232
2016,Female,Nursing and midwifery professionals,Midwives,"Rate per 10,000 population",Undefined,Units,12.89435
2016,Female,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,30.6555
2016,Female,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,7.387652
2016,Female,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,6.295089
2016,Female,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,15.16755
2017,,Health professionals,,"Rate per 10,000 population",Undefined,Units,85.21533000000001
2017,,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,41.111000000000004
2017,,Health professionals,Psychologists,"Rate per 10,000 population",Undefined,Units,4.340536
2017,,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,8.385949
2017,,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,3.267402
2017,,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,6.978474
2017,,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,5.046318
2017,,Health professionals,Podiatrists,"Rate per 10,000 population",Undefined,Units,1.8612900000000001
2017,,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,10.59248
2017,,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,23.27354
2017,,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,8.119292999999999
2017,,Therapy professionals,Occupational therapists,"Rate per 10,000 population",Undefined,Units,6.059186
2017,,Therapy professionals,Speech and language therapists,"Rate per 10,000 population",Undefined,Units,2.1880599999999997
2017,,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,6.907002
2017,,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,106.3184
2017,,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,99.83142
2017,,Nursing and midwifery professionals,Midwives,"Rate per 10,000 population",Undefined,Units,6.486955
2017,,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,27.18737
2017,,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,3.506499
2017,,Health associate professionals,Dispensing opticians,"Rate per 10,000 population",Undefined,Units,1.123406
2017,,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,5.073119999999999
2017,,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,6.164727
2017,,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,11.31962
2017,Male,Health professionals,,"Rate per 10,000 population",Undefined,Units,71.68265
2017,Male,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,44.68476
2017,Male,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,4.66334
2017,Male,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,2.837781
2017,Male,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,6.525729
2017,Male,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,3.3395940000000004
2017,Male,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,5.610494
2017,Male,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,8.188007
2017,Male,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,5.011693
2017,Male,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,2.7018150000000003
2017,Male,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,29.06285
2017,Male,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,28.75194
2017,Male,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,15.60564
2017,Male,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,3.139176
2017,Male,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,2.0560560000000003
2017,Male,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,5.342246
2017,Male,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,4.48195
2017,Female,Health professionals,,"Rate per 10,000 population",Undefined,Units,98.39345
2017,Female,Health professionals,Medical practitioners,"Rate per 10,000 population",Undefined,Units,37.63088
2017,Female,Health professionals,Psychologists,"Rate per 10,000 population",Undefined,Units,7.473752
2017,Female,Health professionals,Pharmacists,"Rate per 10,000 population",Undefined,Units,12.01102
2017,Female,Health professionals,Ophthalmic opticians,"Rate per 10,000 population",Undefined,Units,3.685768
2017,Female,Health professionals,Dental practitioners,"Rate per 10,000 population",Undefined,Units,7.419356
2017,Female,Health professionals,Medical radiographers,"Rate per 10,000 population",Undefined,Units,6.708325
2017,Female,Health professionals,Podiatrists,"Rate per 10,000 population",Undefined,Units,3.498371
2017,Female,Health professionals,Health professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,15.44394
2017,Female,Therapy professionals,,"Rate per 10,000 population",Undefined,Units,37.96383
2017,Female,Therapy professionals,Physiotherapists,"Rate per 10,000 population",Undefined,Units,11.14547
2017,Female,Therapy professionals,Occupational therapists,"Rate per 10,000 population",Undefined,Units,11.49755
2017,Female,Therapy professionals,Speech and language therapists,"Rate per 10,000 population",Undefined,Units,4.318792
2017,Female,Therapy professionals,Therapy professionals not elsewhere classifed,"Rate per 10,000 population",Undefined,Units,11.00201
2017,Female,Nursing and midwifery professionals,,"Rate per 10,000 population",Undefined,Units,181.5498
2017,Female,Nursing and midwifery professionals,Nurses,"Rate per 10,000 population",Undefined,Units,169.0486
2017,Female,Nursing and midwifery professionals,Midwives,"Rate per 10,000 population",Undefined,Units,12.50119
2017,Female,Health associate professionals,,"Rate per 10,000 population",Undefined,Units,38.46564
2017,Female,Health associate professionals,Paramedics,"Rate per 10,000 population",Undefined,Units,3.8641980000000005
2017,Female,Health associate professionals,Dispensing opticians,"Rate per 10,000 population",Undefined,Units,1.646521
2017,Female,Health associate professionals,Pharmaceutical technicians,"Rate per 10,000 population",Undefined,Units,8.011135000000001
2017,Female,Health associate professionals,Medical and dental technicians,"Rate per 10,000 population",Undefined,Units,6.965659
2017,Female,Health associate professionals,Health associate professionals not elsewhere classified,"Rate per 10,000 population",Undefined,Units,17.97813
