Year,Sector,Country,Region,Age,Sex,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2002,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.695286234169999
2011,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.7001995492
2004,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.71202596868
2013,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.739931239140001
2003,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.744072966390001
2012,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.744486267409999
2014,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.750272831059999
2002,Public sector,,,18 to 24,,Undefined,Units,Percentage (%),,6.7654580521700005
2003,Public sector,,,18 to 24,,Undefined,Units,Percentage (%),,6.769197160219999
2003,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.76972832584
2016,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.77050381417
2015,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.77052787286
2015,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.7800056747
2004,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.788415830140001
2014,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.79344682841
2013,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.79664854523
2016,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.81529265133
2005,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.81981722031
2003,,,,25 to 34,Female,Undefined,Units,Percentage (%),,6.83530208314
2006,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.83703358572
2007,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.882171657030001
2002,,,,25 to 34,Male,Undefined,Units,Percentage (%),,6.93643062472
2008,,,,65 and over,Male,Undefined,Units,Percentage (%),,6.97353438739
2002,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.004843893210001
2000,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.078204325589999
2001,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.087477992999999
2009,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.09346856046
2002,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.1114374725300005
2001,,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.13007605635
2003,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.13500698614
2007,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.1385782522
2004,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.15838189073
2005,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.16582891482
2011,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.16984688903
2012,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17012612662
2013,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17320659423
2006,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.178837013460001
2014,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.17901884602
2010,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.181501063360001
2009,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18216847842
2015,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.183282994450001
2007,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.1833666766799995
2008,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.18352319234
2016,,England,East Midlands,,,Undefined,Units,Percentage (%),E12000004,7.196613931619999
2001,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.206013646810002
2010,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.213050094
2000,,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.28948011724
2011,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.3279456024
2013,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.332759651939999
2006,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.340406171900001
2000,,,,25 to 34,Female,Undefined,Units,Percentage (%),,7.39279658099
2008,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.441833202100001
2013,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.48883545173
2015,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.518888705319999
2009,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.5509886345899995
2009,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.560839356410001
2008,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.561625582939999
2010,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.58921614462
2012,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.59631068379
2004,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.64162000498
2014,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.64642236165
2014,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.652048366719999
2012,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.68444368717
2015,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.69792046698
2011,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.719523962689999
2002,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.751109073049999
2016,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.757043541900001
2016,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.768863947110001
2003,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.78605077905
2013,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.79332662295
2010,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.796412849339999
2017,Public sector,England,East of England,,,Undefined,Units,Percentage (%),E12000006,7.81877968579
2012,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.854147231080001
2001,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.90060087268
2005,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.90987965283
2011,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,7.956209546980001
2014,,,,65 and over,Male,Undefined,Units,Percentage (%),,7.956791697510001
2014,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.04908861216
2015,,,,65 and over,Male,Undefined,Units,Percentage (%),,8.06677201244
2015,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.09923385626
2016,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.141236736189999
2016,,,,65 and over,Male,Undefined,Units,Percentage (%),,8.16474316207
2017,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.165875045669999
2013,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.210237031950001
2016,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.23284114408
2015,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.25218429467
2016,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.26489236071
2014,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.27843480428
2015,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.27917859788
2012,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.28079741012
2014,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.29767261363
2013,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.310811398939999
2013,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.3264278062
2012,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.34094262258
2012,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.34579467273
2000,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.35014871515
2011,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.35616636416
2001,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.36256434623
2010,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.37290240374
2011,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.37463515332
2011,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.37610627265
2012,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.381813806539999
2002,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.382165000830001
2010,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38323072781
2000,,,,18 to 24,,Undefined,Units,Percentage (%),,8.383468992200001
2010,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.38471257622
2013,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.38864540716
2009,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.38950084649
2009,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39508544794
2003,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39526028469
2014,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.39562800309
2016,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40230999079
2015,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40297518505
2009,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.40324310992
2004,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.40409242553
2008,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.40886091518
2016,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.4156604464
2008,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.41569485602
2006,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.417042367010001
2001,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.41886159217
2005,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.41887965155
2008,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.41916277771
2000,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.420683229560002
2017,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.421629521369999
2007,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.421748044960001
2002,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.42256208078
2003,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.42822825999
2007,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.43130787606
2007,,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.432183623119998
2013,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.43352799725
2006,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.43884187281
2006,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.44034778136
2004,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.445651806219999
2005,,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.455770549510001
2017,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.45816587505
2005,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.45873678494
2001,,,,18 to 24,,Undefined,Units,Percentage (%),,8.47447032647
2008,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.47768154564
2004,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.48084925723
2014,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.48222342537
2016,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.48884010245
2003,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.4989666256
2015,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.500547245529999
2015,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.500547245529999
2012,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.5023002215
2008,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.51099267155
2014,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.518317993139998
2011,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.52364104214
2010,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.5242325074
2000,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.53181138865
2009,Public sector,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.53183870466
2002,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.53355045543
2011,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.55580572531
2009,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.56297680212
2000,Public sector,,,25 to 34,Male,Undefined,Units,Percentage (%),,8.56485700014
2001,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.566979563350001
2010,Public sector,England,South West,,,Undefined,Units,Percentage (%),E12000009,8.58656693159
2000,,Scotland,,,,Undefined,Units,Percentage (%),S92000003,8.59785757462
2001,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.598662940830001
2002,,,,18 to 24,,Undefined,Units,Percentage (%),,8.63940791916
2002,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.64505091048
2003,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.68252653041
2013,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.708347646860002
2004,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.71810386339
2012,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.72380303288
2005,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.74798777673
2000,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.74831252521
2008,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.777481678880001
2006,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.81470415136
2001,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.8209507023
2003,,,,18 to 24,,Undefined,Units,Percentage (%),,8.82988219562
2015,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.83273997369
2016,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.8361095974
2009,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.843219679279999
2014,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.844537570560002
2007,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.85067819435
2013,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.85212402638
2012,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.857336696960001
2011,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.86253322166
2010,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.86856954273
2009,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.878836891830002
2016,,,,18 to 24,,Undefined,Units,Percentage (%),,8.87916494829
2002,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.880279424760001
2008,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.88700061847
2008,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.89017253752
2007,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.89107345471
2011,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.89353489868
2006,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.903143398320001
2005,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.90646453273
2010,Public sector,England,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,8.913822658560001
2004,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.9180042343
2009,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.91878518263
2003,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.92089332565
2002,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.92981141275
2003,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.929867671
2001,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.933272834530001
2012,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.937934728230001
2000,,England,West Midlands,,,Undefined,Units,Percentage (%),E12000005,8.94885063215
2013,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.95211832641
2010,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.954107250389999
2004,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.95974876816
2005,,,,50 to 64,Female,Undefined,Units,Percentage (%),,8.974375102589999
2004,,,,18 to 24,,Undefined,Units,Percentage (%),,8.988175618080001
2011,,,,50 to 64,Male,Undefined,Units,Percentage (%),,8.99767552085
2007,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.00680742493
2014,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.00800554183
2015,,,,18 to 24,,Undefined,Units,Percentage (%),,9.02851932161
2008,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.029416710449999
2006,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.03460625514
2006,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.04432561248
2009,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.083417691280001
2015,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.087972523560001
2007,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.09292092224
2005,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.09547265737
2005,,,,18 to 24,,Undefined,Units,Percentage (%),,9.095790468310001
2014,,,,18 to 24,,Undefined,Units,Percentage (%),,9.10898430311
2008,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.11800237617
2000,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.12774864478
2001,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.13582720936
2010,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.13942912443
2004,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.14075017126
2009,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.1486388333
2002,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.151227231860002
2003,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.16806678415
2016,,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.170443955580001
2003,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.17914050924
2010,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.181760593969999
2012,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.183761470639999
2004,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.188541373989999
2002,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.18901674447
2006,,,,18 to 24,,Undefined,Units,Percentage (%),,9.190561497889998
2011,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.19755339108
2013,,,,18 to 24,,Undefined,Units,Percentage (%),,9.205136570319999
2005,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.207666540049999
2013,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.208086388139998
2001,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.210174625499999
2006,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.21677515702
2007,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.219861845599999
2000,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.221553520339999
2008,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.233260629910001
2011,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.236734781910002
2009,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.237709773099999
2010,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.25342947523
2011,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.26349777661
2012,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.272969497070001
2007,,,,18 to 24,,Undefined,Units,Percentage (%),,9.27474688749
2014,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.27864608425
2013,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.28828524236
2008,,,,18 to 24,,Undefined,Units,Percentage (%),,9.30099347545
2009,,,,18 to 24,,Undefined,Units,Percentage (%),,9.30758876505
2014,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.31685079151
2015,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.332587662289999
2012,,,,18 to 24,,Undefined,Units,Percentage (%),,9.337364726139999
2016,,England,East of England,,,Undefined,Units,Percentage (%),E12000006,9.338497680369999
2010,,,,18 to 24,,Undefined,Units,Percentage (%),,9.35209827185
2015,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.369578888560001
2011,,,,18 to 24,,Undefined,Units,Percentage (%),,9.39000613809
2012,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.42109908747
2016,,,,50 to 64,Female,Undefined,Units,Percentage (%),,9.46361791623
2013,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.57150831033
2000,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.692851274299999
2014,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.701713795149999
2015,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.766373336560001
2002,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.77184971225
2016,,,,35 to 49,Male,Undefined,Units,Percentage (%),,9.788536915349999
2016,,,,65 and over,Female,Undefined,Units,Percentage (%),,9.831350065610001
2004,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.8498252516
2015,,,,35 to 49,Male,Undefined,Units,Percentage (%),,9.89170885704
2001,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.904969854039999
2011,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,9.93888710196
2016,,,,35 to 49,Female,Undefined,Units,Percentage (%),,9.97251952053
2005,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,9.982483555249999
2014,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.004696521
2010,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.067009506
2015,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.088386684
2012,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.0936005803
2010,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1307896378
2014,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1493577263
2013,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.1508768634
2014,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.160620826599999
2006,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1631679582
2009,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.1665888214
2016,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1782076725
2011,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.1947328607
2014,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.2088089506
2017,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2119108513
2015,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2152499088
2008,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.2265156562
2012,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.240245357000001
2016,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.245151847799999
2003,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.2503841154
2007,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.2697480207
2013,Public sector,Scotland,,,,Undefined,Units,Percentage (%),S92000003,10.3057368602
2015,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.3136940447
2012,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.3212038359
2013,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.3617740176
2008,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.401658275399999
2000,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.445014452899999
2009,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.465337526699999
2013,Public sector,,,50 to 64,Male,Undefined,Units,Percentage (%),,10.4695503042
2011,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.5086873073
2012,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.5394550477
2001,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.5645057934
2000,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.6360460662
2010,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.675823895
2002,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.6934921335
2011,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.7214544582
2001,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.7538295796
2003,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.798288810999999
2009,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.804795195499999
2004,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.8636921704
2002,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.8831067487
2008,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.890988663699998
2010,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.8910807003
2005,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.9280516422
2007,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.952939195499999
2006,,,,35 to 49,Male,Undefined,Units,Percentage (%),,10.9659010848
2003,,,,35 to 49,Female,Undefined,Units,Percentage (%),,10.978074192000001
2016,,England,North West,,,Undefined,Units,Percentage (%),E12000002,10.9974668861
2009,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0157219139
2015,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.018017591600001
2014,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.042336927400001
2004,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0638927897
2013,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.080553050699999
2008,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.0955701635
2005,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1094985149
2012,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.1205300429
2011,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.149474335599999
2006,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1557622859
2007,,,,35 to 49,Female,Undefined,Units,Percentage (%),,11.1620747704
2010,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.1854395296
2009,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2208504123
2014,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2254105757
2008,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.255455264
2017,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2714651078
2015,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.2732579351
2016,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.287961946600001
2012,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.296643380499999
2007,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.300361266
2013,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3191343181
2008,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.3424383744
2006,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3462399889
2005,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.3717074373
2011,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.386297845
