Year,Series,Sex,Age,Employment status,Number of hours per week providing care,Net weekly income (£),Units,Unit multiplier,Observation status,Value
2012/13,Proportion of informal carers by characteristics,,,,5-19 hours,,Percentage (%),Units,Normal value,33.0
2012/13,Proportion of informal carers by characteristics,Female,,,5-19 hours,,Percentage (%),Units,Normal value,35.0
2012/13,Proportion of informal carers by characteristics,Male,,,5-19 hours,,Percentage (%),Units,Normal value,29.0
2011/12,Proportion of informal carers by characteristics,,,,5-19 hours,,Percentage (%),Units,Normal value,33.0
2011/12,Proportion of informal carers by characteristics,Female,,,5-19 hours,,Percentage (%),Units,Normal value,34.0
2011/12,Proportion of informal carers by characteristics,Male,,,5-19 hours,,Percentage (%),Units,Normal value,32.0
2010/11,Proportion of informal carers by characteristics,,,,5-19 hours,,Percentage (%),Units,Normal value,33.0
2010/11,Proportion of informal carers by characteristics,Female,,,5-19 hours,,Percentage (%),Units,Normal value,35.0
2010/11,Proportion of informal carers by characteristics,Male,,,5-19 hours,,Percentage (%),Units,Normal value,30.0
2020/21,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,9.0
2020/21,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,10.0
2020/21,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2018/19,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2018/19,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2017/18,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2017/18,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2017/18,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,6.0
2016/17,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2016/17,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2016/17,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2015/16,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2015/16,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2015/16,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,9.0
2014/15,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,8.0
2014/15,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,9.0
2014/15,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2013/14,Proportion of informal carers by characteristics,,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2013/14,Proportion of informal carers by characteristics,Female,,,20-34 hours,,Percentage (%),Units,Normal value,7.0
2013/14,Proportion of informal carers by characteristics,Male,,,20-34 hours,,Percentage (%),Units,Normal value,6.0
2012/13,Proportion of informal carers by characteristics,,,,20-35 hours,,Percentage (%),Units,Normal value,8.0
2012/13,Proportion of informal carers by characteristics,Female,,,20-35 hours,,Percentage (%),Units,Normal value,8.0
2012/13,Proportion of informal carers by characteristics,Male,,,20-35 hours,,Percentage (%),Units,Normal value,9.0
2011/12,Proportion of informal carers by characteristics,,,,20-35 hours,,Percentage (%),Units,Normal value,8.0
2011/12,Proportion of informal carers by characteristics,Female,,,20-35 hours,,Percentage (%),Units,Normal value,7.0
2011/12,Proportion of informal carers by characteristics,Male,,,20-35 hours,,Percentage (%),Units,Normal value,9.0
2010/11,Proportion of informal carers by characteristics,,,,20-35 hours,,Percentage (%),Units,Normal value,9.0
2010/11,Proportion of informal carers by characteristics,Female,,,20-35 hours,,Percentage (%),Units,Normal value,8.0
2010/11,Proportion of informal carers by characteristics,Male,,,20-35 hours,,Percentage (%),Units,Normal value,9.0
2020/21,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,8.0
2019/20,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2016/17,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,6.0
2016/17,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,4.0
2014/15,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2014/15,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2014/15,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of informal carers by characteristics,,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2013/14,Proportion of informal carers by characteristics,Female,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2013/14,Proportion of informal carers by characteristics,Male,,,35-49 hours,,Percentage (%),Units,Normal value,5.0
2012/13,Proportion of informal carers by characteristics,,,,35-50 hours,,Percentage (%),Units,Normal value,5.0
2012/13,Proportion of informal carers by characteristics,Female,,,35-50 hours,,Percentage (%),Units,Normal value,5.0
2012/13,Proportion of informal carers by characteristics,Male,,,35-50 hours,,Percentage (%),Units,Normal value,5.0
2011/12,Proportion of informal carers by characteristics,,,,35-50 hours,,Percentage (%),Units,Normal value,4.0
2011/12,Proportion of informal carers by characteristics,Female,,,35-50 hours,,Percentage (%),Units,Normal value,5.0
2011/12,Proportion of informal carers by characteristics,Male,,,35-50 hours,,Percentage (%),Units,Normal value,3.0
2010/11,Proportion of informal carers by characteristics,,,,35-50 hours,,Percentage (%),Units,Normal value,4.0
2010/11,Proportion of informal carers by characteristics,Female,,,35-50 hours,,Percentage (%),Units,Normal value,4.0
2010/11,Proportion of informal carers by characteristics,Male,,,35-50 hours,,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,16.0
2020/21,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,16.0
2020/21,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,15.0
2019/20,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,15.0
2019/20,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,15.0
2019/20,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2018/19,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2018/19,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2018/19,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2017/18,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,16.0
2017/18,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,17.0
2017/18,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2016/17,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2016/17,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,15.0
2016/17,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2015/16,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2015/16,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2015/16,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2014/15,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2014/15,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2014/15,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,11.0
2013/14,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2013/14,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2013/14,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,11.0
2012/13,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2012/13,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2012/13,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2011/12,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2011/12,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,14.0
2011/12,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,12.0
2010/11,Proportion of informal carers by characteristics,,,,50 or more hours,,Percentage (%),Units,Normal value,12.0
2010/11,Proportion of informal carers by characteristics,Female,,,50 or more hours,,Percentage (%),Units,Normal value,13.0
2010/11,Proportion of informal carers by characteristics,Male,,,50 or more hours,,Percentage (%),Units,Normal value,12.0
2019/20,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,1.0
2019/20,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2018/19,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2018/19,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2018/19,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2017/18,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Normal value,1.0
2017/18,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Normal value,1.0
2017/18,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,1.0
2016/17,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2016/17,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2016/17,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2015/16,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2015/16,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2015/16,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2014/15,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2014/15,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2014/15,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2013/14,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2013/14,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2013/14,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2012/13,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2012/13,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2012/13,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2011/12,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2011/12,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2011/12,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,,,,Unknown,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,Female,,,Unknown,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,Male,,,Unknown,,Percentage (%),Units,Missing value,
2020/21,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,13.0
2020/21,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,12.0
2020/21,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,14.0
2019/20,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,12.0
2018/19,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,12.0
2018/19,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,12.0
2018/19,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,14.0
2017/18,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2017/18,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,10.0
2017/18,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,12.0
2016/17,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,10.0
2016/17,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,10.0
2016/17,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,10.0
2015/16,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2015/16,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2015/16,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of informal carers by characteristics,,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,9.0
2014/15,Proportion of informal carers by characteristics,Female,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,9.0
2014/15,Proportion of informal carers by characteristics,Male,,,"Varies, 35 or more hours",,Percentage (%),Units,Normal value,10.0
2020/21,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,7.0
2016/17,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2015/16,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2015/16,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2012/13,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2012/13,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,4.0
2012/13,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,7.0
2011/12,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2011/12,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2011/12,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2010/11,Proportion of informal carers by characteristics,,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,5.0
2010/11,Proportion of informal carers by characteristics,Female,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,4.0
2010/11,Proportion of informal carers by characteristics,Male,,,"Varies, less than 35 hours",,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of informal carers by characteristics,,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,10.0
2013/14,Proportion of informal carers by characteristics,Female,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2013/14,Proportion of informal carers by characteristics,Male,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,11.0
2012/13,Proportion of informal carers by characteristics,,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2012/13,Proportion of informal carers by characteristics,Female,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2012/13,Proportion of informal carers by characteristics,Male,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,8.0
2011/12,Proportion of informal carers by characteristics,,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2011/12,Proportion of informal carers by characteristics,Female,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2011/12,Proportion of informal carers by characteristics,Male,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,9.0
2010/11,Proportion of informal carers by characteristics,,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,11.0
2010/11,Proportion of informal carers by characteristics,Female,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,12.0
2010/11,Proportion of informal carers by characteristics,Male,,,"Varies, more than 35 hours",,Percentage (%),Units,Normal value,11.0
2015/16,Proportion of population who are informal carers,,0-10,,,,Percentage (%),Units,Missing value,
2015/16,Proportion of population who are informal carers,Female,0-10,,,,Percentage (%),Units,Missing value,
2015/16,Proportion of population who are informal carers,Male,0-10,,,,Percentage (%),Units,Missing value,
2014/15,Proportion of population who are informal carers,,0-10,,,,Percentage (%),Units,Missing value,
2014/15,Proportion of population who are informal carers,Female,0-10,,,,Percentage (%),Units,Missing value,
2014/15,Proportion of population who are informal carers,Male,0-10,,,,Percentage (%),Units,Missing value,
2020/21,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Missing value,
2020/21,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Normal value,
2020/21,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Missing value,
2019/20,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Missing value,
2019/20,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Missing value,1.0
2019/20,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Missing value,
2018/19,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Missing value,
2018/19,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Missing value,1.0
2018/19,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Missing value,
2017/18,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Missing value,
2017/18,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Missing value,
2017/18,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Missing value,
2016/17,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Missing value,1.0
2016/17,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Missing value,1.0
2016/17,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Missing value,1.0
2013/14,Proportion of population who are informal carers,,0-15,,,,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of population who are informal carers,Female,0-15,,,,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of population who are informal carers,Male,0-15,,,,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of population who are informal carers,Female,11-15,,,,Percentage (%),Units,Normal value,1.0
2015/16,Proportion of population who are informal carers,,11-15,,,,Percentage (%),Units,Missing value,1.0
2015/16,Proportion of population who are informal carers,Male,11-15,,,,Percentage (%),Units,Normal value,1.0
2014/15,Proportion of population who are informal carers,,11-15,,,,Percentage (%),Units,Normal value,1.0
2014/15,Proportion of population who are informal carers,Female,11-15,,,,Percentage (%),Units,Normal value,2.0
2014/15,Proportion of population who are informal carers,Male,11-15,,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,4.0
2017/18,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,3.0
2016/17,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,4.0
2016/17,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,3.0
2015/16,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,2.0
2014/15,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,4.0
2014/15,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,4.0
2014/15,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of population who are informal carers,,16-24,,,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of population who are informal carers,Female,16-24,,,,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of population who are informal carers,Male,16-24,,,,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,4.0
2017/18,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,3.0
2016/17,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,7.0
2016/17,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,5.0
