Year,Series,Sex,Age,Country,Deprivation level,Household income,Region,Socio-economic classification,Urban or rural,Working status,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2015,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Missing value,E12000007,95.0
2015,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Missing value,E12000008,94.0
2015,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Missing value,E12000009,96.0
2015,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Missing value,E12000004,93.0
2015,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Missing value,E12000005,93.0
2015,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Missing value,E12000006,93.0
2015,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Missing value,E12000003,89.0
2015,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Missing value,E12000001,94.0
2015,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Missing value,E12000002,90.0
2015,Percentage of individuals who use a mobile telephone,,,,,"Less than £11,500",,,,,Percentage (%),Units,Normal value,,83.0
2015,Percentage of individuals who use a mobile telephone,,,,,"£11,500 to less than £17,500",,,,,Percentage (%),Units,Normal value,,92.0
2015,Percentage of individuals who use a mobile telephone,,,,,"£17,500 to less than £30,000",,,,,Percentage (%),Units,Normal value,,95.0
2015,Percentage of individuals who use a mobile telephone,,,,,"£30,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2015,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,98.0
2015,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,85.0
2015,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,93.0
2015,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,92.0
2016,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,72.0
2016,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,69.0
2016,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,90.0
2016,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,91.0
2016,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,83.0
2016,Percentage of mobile phone owners who use a smartphone,,55 to 64,,,,,,,,Percentage (%),Units,Normal value,,60.0
2016,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Normal value,,28.0
2016,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,76.0
2016,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,78.0
2016,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,78.0
2016,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,72.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,72.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,77.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,81.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,69.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,75.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,78.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,76.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,87.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,72.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,74.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,74.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,75.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,76.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,78.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,71.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,73.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £11,500",,,,,Percentage (%),Units,Normal value,,60.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,"£11,500 to less than £17,500",,,,,Percentage (%),Units,Normal value,,65.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,"£17,500 to less than £30,000",,,,,Percentage (%),Units,Normal value,,82.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,"£30,000 or more",,,,,Percentage (%),Units,Normal value,,89.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,87.0
2016,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,59.0
2016,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,75.0
2016,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,77.0
2016,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2016,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,99.0
2016,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,97.0
2016,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,98.0
2016,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,84.0
2016,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2016,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,94.0
2016,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,92.0
2016,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,91.0
2016,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,91.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,89.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,95.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,95.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,93.0
2016,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,90.0
2016,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,96.0
2016,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,94.0
2016,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,91.0
2016,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,95.0
2016,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,88.0
2016,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,92.0
2016,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,95.0
2016,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,98.0
2016,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,87.0
2016,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,93.0
2016,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,94.0
2017,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,81.0
2017,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,81.0
2017,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,96.0
2017,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,96.0
2017,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,89.0
2017,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,56.0
2017,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2017,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,82.0
2017,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,81.0
2017,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,78.0
2017,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,79.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,75.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,76.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,88.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,72.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,78.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,84.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,81.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,92.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,78.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,75.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,78.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,81.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,86.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,82.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,75.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,80.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,62.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,67.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,77.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,93.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,91.0
2017,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,66.0
2017,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,80.0
2017,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,83.0
2017,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,95.0
2017,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2017,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,100.0
2017,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,100.0
2017,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,98.0
2017,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,85.0
2017,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2017,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,95.0
2017,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,94.0
2017,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,90.0
2017,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,97.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,97.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,90.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,92.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,97.0
2017,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,98.0
2017,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,89.0
2017,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,95.0
2017,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,97.0
2017,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,95.0
2017,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,92.0
2017,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,94.0
2017,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,85.0
2017,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,88.0
2017,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,95.0
2017,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,99.0
2017,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,87.0
2017,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,94.0
2017,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,94.0
2018,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,78.0
2018,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,79.0
2018,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,91.0
2018,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,51.0
2018,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2018,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,79.0
2018,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,80.0
2018,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,77.0
2018,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,73.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,76.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,79.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,89.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,63.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,78.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,83.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,78.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,85.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,77.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,80.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,79.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,71.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,81.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,80.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,82.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,75.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,52.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,64.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,74.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,93.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,91.0
2018,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,60.0
2018,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,79.0
2018,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,78.0
2018,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2018,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,99.0
2018,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,98.0
2018,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,98.0
2018,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,96.0
2018,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2018,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,95.0
2018,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,94.0
2018,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,94.0
2018,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,93.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,94.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,98.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,88.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,97.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2018,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,95.0
2018,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,94.0
2018,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,96.0
2018,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,97.0
2018,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,95.0
2018,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,94.0
2018,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,94.0
2018,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,96.0
2018,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,92.0
2018,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,80.0
2018,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,91.0
2018,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,96.0
2018,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,98.0
2018,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,89.0
2018,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,95.0
2018,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,94.0
2019,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,85.0
2019,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,98.0
2019,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,97.0
2019,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,93.0
2019,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,64.0
2019,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2019,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,85.0
2019,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,86.0
2019,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,79.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,90.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,74.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,88.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,90.0
