Year,Units,Sex,Region,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017,All public schools (%),,Yorkshire and the Humber,Barnsley,Undefined,Units,Percentage (%),E08000016,95.2
2017,All public schools (%),,Yorkshire and the Humber,Doncaster,Undefined,Units,Percentage (%),E08000017,96.8
2017,All public schools (%),,Yorkshire and the Humber,Rotherham,Undefined,Units,Percentage (%),E08000018,96.8
2017,All public schools (%),,Yorkshire and the Humber,Sheffield,Undefined,Units,Percentage (%),E08000019,97.7
2017,All public schools (%),,Yorkshire and the Humber,Bradford,Undefined,Units,Percentage (%),E08000032,95.9
2017,All public schools (%),,Yorkshire and the Humber,Calderdale,Undefined,Units,Percentage (%),E08000033,96.2
2017,All public schools (%),,Yorkshire and the Humber,Kirklees,Undefined,Units,Percentage (%),E08000034,97.9
2017,All public schools (%),,Yorkshire and the Humber,Leeds,Undefined,Units,Percentage (%),E08000035,97.6
2017,All public schools (%),,Yorkshire and the Humber,Wakefield,Undefined,Units,Percentage (%),E08000036,96.9
2017,All public schools (%),,North East,Gateshead,Undefined,Units,Percentage (%),E08000037,94.3
2017,All public schools (%),,North East,Newcastle upon Tyne,Undefined,Units,Percentage (%),E08000021,98.6
2017,All public schools (%),,North East,North Tyneside,Undefined,Units,Percentage (%),E08000022,99.3
2017,All public schools (%),,North East,South Tyneside,Undefined,Units,Percentage (%),E08000023,97.4
2017,All public schools (%),,North East,Sunderland,Undefined,Units,Percentage (%),E08000024,99.0
2017,All public schools (%),,South West,Isles of Scilly,Undefined,Units,Percentage (%),E06000053,69.0
2017,All public schools (%),,South West,Bath and North East Somerset,Undefined,Units,Percentage (%),E06000022,99.0
2017,All public schools (%),,South West,Bristol City of,Undefined,Units,Percentage (%),,96.3
2017,All public schools (%),,South West,North Somerset,Undefined,Units,Percentage (%),E06000024,98.4
2017,All public schools (%),,South West,South Gloucestershire,Undefined,Units,Percentage (%),E06000025,99.2
2017,All public schools (%),,North East,Hartlepool,Undefined,Units,Percentage (%),E06000001,94.6
2017,All public schools (%),,North East,Middlesbrough,Undefined,Units,Percentage (%),E06000002,93.2
2017,All public schools (%),,North East,Redcar and Cleveland,Undefined,Units,Percentage (%),E06000003,96.9
2017,All public schools (%),,North East,Stockton-on-Tees,Undefined,Units,Percentage (%),E06000004,96.4
2017,All public schools (%),,Yorkshire and the Humber,Kingston upon Hull City of,Undefined,Units,Percentage (%),,94.3
2017,All public schools (%),,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Units,Percentage (%),E06000011,97.9
2017,All public schools (%),,Yorkshire and the Humber,North East Lincolnshire,Undefined,Units,Percentage (%),E06000012,92.9
2017,All public schools (%),,Yorkshire and the Humber,North Lincolnshire,Undefined,Units,Percentage (%),E06000013,97.4
2017,All public schools (%),,Yorkshire and the Humber,North Yorkshire,Undefined,Units,Percentage (%),,98.2
2017,All public schools (%),,Yorkshire and the Humber,York,Undefined,Units,Percentage (%),E06000014,97.7
2017,All public schools (%),,East of England,Luton,Undefined,Units,Percentage (%),E06000032,91.2
2017,All public schools (%),,East of England,Bedford,Undefined,Units,Percentage (%),E06000055,93.9
2017,All public schools (%),,East of England,Central Bedfordshire,Undefined,Units,Percentage (%),E06000056,92.6
2017,All public schools (%),,South East,Buckinghamshire,Undefined,Units,Percentage (%),,93.9
2017,All public schools (%),,South East,Milton Keynes,Undefined,Units,Percentage (%),E06000042,94.8
2017,All public schools (%),,East Midlands,Derbyshire,Undefined,Units,Percentage (%),,98.2
2017,All public schools (%),,East Midlands,Derby,Undefined,Units,Percentage (%),E06000015,68.7
2017,All public schools (%),,South West,Dorset,Undefined,Units,Percentage (%),,96.0
2017,All public schools (%),,South West,Poole,Undefined,Units,Percentage (%),E06000029,90.5
2017,All public schools (%),,South West,Bournemouth,Undefined,Units,Percentage (%),E06000028,94.3
2017,All public schools (%),,North East,Durham,Undefined,Units,Percentage (%),,98.2
2017,All public schools (%),,North East,Darlington,Undefined,Units,Percentage (%),E06000005,97.1
2017,All public schools (%),,South East,East Sussex,Undefined,Units,Percentage (%),,95.1
2017,All public schools (%),,South East,Brighton and Hove,Undefined,Units,Percentage (%),E06000043,97.9
2017,All public schools (%),,South East,Hampshire,Undefined,Units,Percentage (%),,97.4
2017,All public schools (%),,South East,Portsmouth,Undefined,Units,Percentage (%),E06000044,95.4
2017,All public schools (%),,South East,Southampton,Undefined,Units,Percentage (%),E06000045,95.8
2017,All public schools (%),,East Midlands,Leicestershire,Undefined,Units,Percentage (%),,96.6
2017,All public schools (%),,East Midlands,Leicester,Undefined,Units,Percentage (%),E06000016,96.2
2017,All public schools (%),,East Midlands,Rutland,Undefined,Units,Percentage (%),E06000017,95.6
2017,All public schools (%),,West Midlands,Staffordshire,Undefined,Units,Percentage (%),,97.2
2017,All public schools (%),,West Midlands,Stoke-on-Trent,Undefined,Units,Percentage (%),E06000021,94.3
2017,All public schools (%),,South West,Wiltshire,Undefined,Units,Percentage (%),E06000054,96.8
2017,All public schools (%),,South West,Swindon,Undefined,Units,Percentage (%),E06000030,94.9
2017,All public schools (%),,South East,Bracknell Forest,Undefined,Units,Percentage (%),E06000036,92.9
2017,All public schools (%),,South East,Windsor and Maidenhead,Undefined,Units,Percentage (%),E06000040,92.7
2017,All public schools (%),,South East,West Berkshire,Undefined,Units,Percentage (%),E06000037,95.8
2017,All public schools (%),,South East,Reading,Undefined,Units,Percentage (%),E06000038,91.8
2017,All public schools (%),,South East,Slough,Undefined,Units,Percentage (%),E06000039,88.8
2017,All public schools (%),,South East,Wokingham,Undefined,Units,Percentage (%),E06000041,97.8
2017,All public schools (%),,East of England,Cambridgeshire,Undefined,Units,Percentage (%),,93.1
2017,All public schools (%),,East of England,Peterborough,Undefined,Units,Percentage (%),E06000031,93.6
2017,All public schools (%),,North West,Halton,Undefined,Units,Percentage (%),E06000006,98.8
2017,All public schools (%),,North West,Warrington,Undefined,Units,Percentage (%),E06000007,98.2
2017,All public schools (%),,South West,Devon,Undefined,Units,Percentage (%),,97.4
2017,All public schools (%),,South West,Plymouth,Undefined,Units,Percentage (%),E06000026,96.0
2017,All public schools (%),,South West,Torbay,Undefined,Units,Percentage (%),E06000027,97.5
2017,All public schools (%),,South East,Essex,Undefined,Units,Percentage (%),,94.2
2017,All public schools (%),,South East,Southend-on-Sea,Undefined,Units,Percentage (%),E06000033,90.9
2017,All public schools (%),,South East,Thurrock,Undefined,Units,Percentage (%),E06000034,90.0
2017,All public schools (%),,West Midlands,Herefordshire,Undefined,Units,Percentage (%),E06000019,96.3
2017,All public schools (%),,West Midlands,Worcestershire,Undefined,Units,Percentage (%),,97.9
2017,All public schools (%),,South East,Kent,Undefined,Units,Percentage (%),,93.9
2017,All public schools (%),,South East,Medway,Undefined,Units,Percentage (%),E06000035,92.0
2017,All public schools (%),,North West,Lancashire,Undefined,Units,Percentage (%),,96.4
2017,All public schools (%),,North West,Blackburn with Darwen,Undefined,Units,Percentage (%),E06000008,97.5
2017,All public schools (%),,North West,Blackpool,Undefined,Units,Percentage (%),E06000009,97.8
2017,All public schools (%),,East Midlands,Nottinghamshire,Undefined,Units,Percentage (%),,98.1
2017,All public schools (%),,East Midlands,Nottingham,Undefined,Units,Percentage (%),E06000018,96.8
2017,All public schools (%),,West Midlands,Shropshire,Undefined,Units,Percentage (%),E06000051,93.9
2017,All public schools (%),,West Midlands,Telford and Wrekin,Undefined,Units,Percentage (%),E06000020,96.7
2017,All public schools (%),,North West,Cheshire East,Undefined,Units,Percentage (%),E06000049,97.3
2017,All public schools (%),,North West,Cheshire West and Chester,Undefined,Units,Percentage (%),E06000050,96.8
2017,All public schools (%),,South West,Cornwall,Undefined,Units,Percentage (%),E06000052,97.7
2017,All public schools (%),,North West,Cumbria,Undefined,Units,Percentage (%),,98.0
2017,All public schools (%),,South West,Gloucestershire,Undefined,Units,Percentage (%),,98.0
2017,All public schools (%),,East of England,Hertfordshire,Undefined,Units,Percentage (%),,95.0
2017,All public schools (%),,South East,Isle of Wight,Undefined,Units,Percentage (%),E06000046,88.9
2017,All public schools (%),,East Midlands,Lincolnshire,Undefined,Units,Percentage (%),,94.9
2017,All public schools (%),,East of England,Norfolk,Undefined,Units,Percentage (%),,94.9
2017,All public schools (%),,East Midlands,Northamptonshire,Undefined,Units,Percentage (%),,93.3
2017,All public schools (%),,North East,Northumberland,Undefined,Units,Percentage (%),E06000057,97.4
2017,All public schools (%),,South East,Oxfordshire,Undefined,Units,Percentage (%),,92.4
2017,All public schools (%),,South West,Somerset,Undefined,Units,Percentage (%),,97.2
2017,All public schools (%),,East of England,Suffolk,Undefined,Units,Percentage (%),,93.2
2017,All public schools (%),,South East,Surrey,Undefined,Units,Percentage (%),,96.3
2017,All public schools (%),,West Midlands,Warwickshire,Undefined,Units,Percentage (%),,96.5
2017,All public schools (%),,South East,West Sussex,Undefined,Units,Percentage (%),,98.3
2018,All public schools (%),,North East,,Undefined,Units,Percentage (%),E12000001,97.3
2018,All public schools (%),,North West,,Undefined,Units,Percentage (%),E12000002,97.5
2018,All public schools (%),,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,96.5
2018,All public schools (%),,East Midlands,,Undefined,Units,Percentage (%),E12000004,95.5
2018,All public schools (%),,West Midlands,,Undefined,Units,Percentage (%),E12000005,96.0
2018,All public schools (%),,East of England,,Undefined,Units,Percentage (%),E12000006,93.4
2018,All public schools (%),,Inner London,,Undefined,Units,Percentage (%),E13000001,92.7
2018,All public schools (%),,Outer London,,Undefined,Units,Percentage (%),E13000002,92.1
2018,All public schools (%),,South East,,Undefined,Units,Percentage (%),E12000008,94.5
2018,All public schools (%),,South West,,Undefined,Units,Percentage (%),E12000009,97.3
2018,All public schools (%),,Inner London,City of London,Undefined,Units,Percentage (%),E09000001,83.6
2018,All public schools (%),,Inner London,Camden,Undefined,Units,Percentage (%),E09000007,94.3
2018,All public schools (%),,Inner London,Greenwich,Undefined,Units,Percentage (%),E09000011,92.8
2018,All public schools (%),,Inner London,Hackney,Undefined,Units,Percentage (%),E09000012,90.8
2018,All public schools (%),,Inner London,Hammersmith and Fulham,Undefined,Units,Percentage (%),E09000013,90.2
2018,All public schools (%),,Inner London,Islington,Undefined,Units,Percentage (%),E09000019,94.8
2018,All public schools (%),,Inner London,Kensington and Chelsea,Undefined,Units,Percentage (%),E09000020,91.6
2018,All public schools (%),,Inner London,Lambeth,Undefined,Units,Percentage (%),E09000022,93.4
2018,All public schools (%),,Inner London,Lewisham,Undefined,Units,Percentage (%),E09000023,92.7
2018,All public schools (%),,Inner London,Southwark,Undefined,Units,Percentage (%),E09000028,92.3
2018,All public schools (%),,Inner London,Tower Hamlets,Undefined,Units,Percentage (%),E09000030,94.6
2018,All public schools (%),,Inner London,Wandsworth,Undefined,Units,Percentage (%),E09000032,93.8
2018,All public schools (%),,Inner London,Westminster,Undefined,Units,Percentage (%),E09000033,91.9
2018,All public schools (%),,Outer London,Barking and Dagenham,Undefined,Units,Percentage (%),E09000002,91.1
2018,All public schools (%),,Outer London,Barnet,Undefined,Units,Percentage (%),E09000003,91.6
2018,All public schools (%),,Outer London,Bexley,Undefined,Units,Percentage (%),E09000004,93.9
2018,All public schools (%),,Outer London,Brent,Undefined,Units,Percentage (%),E09000005,90.8
2018,All public schools (%),,Outer London,Bromley,Undefined,Units,Percentage (%),E09000006,94.0
2018,All public schools (%),,Outer London,Croydon,Undefined,Units,Percentage (%),E09000008,88.3
2018,All public schools (%),,Outer London,Ealing,Undefined,Units,Percentage (%),E09000009,93.1
2018,All public schools (%),,Outer London,Enfield,Undefined,Units,Percentage (%),E09000010,92.8
2018,All public schools (%),,Outer London,Haringey,Undefined,Units,Percentage (%),E09000014,92.8
2018,All public schools (%),,Outer London,Harrow,Undefined,Units,Percentage (%),E09000015,90.2
2018,All public schools (%),,Outer London,Havering,Undefined,Units,Percentage (%),E09000016,92.6
2018,All public schools (%),,Outer London,Hillingdon,Undefined,Units,Percentage (%),E09000017,87.6
2018,All public schools (%),,Outer London,Hounslow,Undefined,Units,Percentage (%),E09000018,93.7
2018,All public schools (%),,Outer London,Kingston upon Thames,Undefined,Units,Percentage (%),E09000021,94.3
2018,All public schools (%),,Outer London,Merton,Undefined,Units,Percentage (%),E09000024,93.8
2018,All public schools (%),,Outer London,Newham,Undefined,Units,Percentage (%),E09000025,91.7
2018,All public schools (%),,Outer London,Redbridge,Undefined,Units,Percentage (%),E09000026,92.4
2018,All public schools (%),,Outer London,Richmond upon Thames,Undefined,Units,Percentage (%),E09000027,96.7
2018,All public schools (%),,Outer London,Sutton,Undefined,Units,Percentage (%),E09000029,94.5
2018,All public schools (%),,Outer London,Waltham Forest,Undefined,Units,Percentage (%),E09000031,91.3
2018,All public schools (%),,West Midlands,Birmingham,Undefined,Units,Percentage (%),E08000025,95.4
2018,All public schools (%),,West Midlands,Coventry,Undefined,Units,Percentage (%),E08000026,94.1
2018,All public schools (%),,West Midlands,Dudley,Undefined,Units,Percentage (%),E08000027,97.3
2018,All public schools (%),,West Midlands,Sandwell,Undefined,Units,Percentage (%),E08000028,95.1
2018,All public schools (%),,West Midlands,Solihull,Undefined,Units,Percentage (%),E08000029,95.9
2018,All public schools (%),,West Midlands,Walsall,Undefined,Units,Percentage (%),E08000030,95.8
2018,All public schools (%),,West Midlands,Wolverhampton,Undefined,Units,Percentage (%),E08000031,93.2
2018,All public schools (%),,North West,Knowsley,Undefined,Units,Percentage (%),E08000011,98.1
2018,All public schools (%),,North West,Liverpool,Undefined,Units,Percentage (%),E08000012,97.0
2018,All public schools (%),,North West,St. Helens,Undefined,Units,Percentage (%),E08000013,98.6
2018,All public schools (%),,North West,Sefton,Undefined,Units,Percentage (%),E08000014,98.7
2018,All public schools (%),,North West,Wirral,Undefined,Units,Percentage (%),E08000015,98.5
2018,All public schools (%),,North West,Bolton,Undefined,Units,Percentage (%),E08000001,96.5
2018,All public schools (%),,North West,Bury,Undefined,Units,Percentage (%),E08000002,97.8
2018,All public schools (%),,North West,Manchester,Undefined,Units,Percentage (%),E08000003,96.6
2018,All public schools (%),,North West,Oldham,Undefined,Units,Percentage (%),E08000004,95.8
2018,All public schools (%),,North West,Rochdale,Undefined,Units,Percentage (%),E08000005,98.0
2018,All public schools (%),,North West,Salford,Undefined,Units,Percentage (%),E08000006,95.8
2018,All public schools (%),,North West,Stockport,Undefined,Units,Percentage (%),E08000007,98.2
2018,All public schools (%),,North West,Tameside,Undefined,Units,Percentage (%),E08000008,96.4
2018,All public schools (%),,North West,Trafford,Undefined,Units,Percentage (%),E08000009,96.7
2018,All public schools (%),,North West,Wigan,Undefined,Units,Percentage (%),E08000010,98.3
2018,All public schools (%),,Yorkshire and the Humber,Barnsley,Undefined,Units,Percentage (%),E08000016,95.6
2018,All public schools (%),,Yorkshire and the Humber,Doncaster,Undefined,Units,Percentage (%),E08000017,96.6
2018,All public schools (%),,Yorkshire and the Humber,Rotherham,Undefined,Units,Percentage (%),E08000018,97.1
2018,All public schools (%),,Yorkshire and the Humber,Sheffield,Undefined,Units,Percentage (%),E08000019,97.2
2018,All public schools (%),,Yorkshire and the Humber,Bradford,Undefined,Units,Percentage (%),E08000032,95.7
2018,All public schools (%),,Yorkshire and the Humber,Calderdale,Undefined,Units,Percentage (%),E08000033,96.5
2018,All public schools (%),,Yorkshire and the Humber,Kirklees,Undefined,Units,Percentage (%),E08000034,97.1
2018,All public schools (%),,Yorkshire and the Humber,Leeds,Undefined,Units,Percentage (%),E08000035,97.3
2018,All public schools (%),,Yorkshire and the Humber,Wakefield,Undefined,Units,Percentage (%),E08000036,97.0
2018,All public schools (%),,North East,Gateshead,Undefined,Units,Percentage (%),E08000037,98.5
2018,All public schools (%),,North East,Newcastle upon Tyne,Undefined,Units,Percentage (%),E08000021,97.0
2018,All public schools (%),,North East,North Tyneside,Undefined,Units,Percentage (%),E08000022,99.0
2018,All public schools (%),,North East,South Tyneside,Undefined,Units,Percentage (%),E08000023,97.7
2018,All public schools (%),,North East,Sunderland,Undefined,Units,Percentage (%),E08000024,98.1
2018,All public schools (%),,South West,Isles of Scilly,Undefined,Units,Percentage (%),E06000053,67.8
2018,All public schools (%),,South West,Bath and North East Somerset,Undefined,Units,Percentage (%),E06000022,98.3
2018,All public schools (%),,South West,Bristol City of,Undefined,Units,Percentage (%),,97.5
2018,All public schools (%),,South West,North Somerset,Undefined,Units,Percentage (%),E06000024,98.2
2018,All public schools (%),,South West,South Gloucestershire,Undefined,Units,Percentage (%),E06000025,98.9
2018,All public schools (%),,North East,Hartlepool,Undefined,Units,Percentage (%),E06000001,94.9
2018,All public schools (%),,North East,Middlesbrough,Undefined,Units,Percentage (%),E06000002,96.0
2018,All public schools (%),,North East,Redcar and Cleveland,Undefined,Units,Percentage (%),E06000003,97.3
2018,All public schools (%),,North East,Stockton-on-Tees,Undefined,Units,Percentage (%),E06000004,96.6
2018,All public schools (%),,Yorkshire and the Humber,Kingston upon Hull City of,Undefined,Units,Percentage (%),,94.5
2018,All public schools (%),,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Units,Percentage (%),E06000011,97.1
2018,All public schools (%),,Yorkshire and the Humber,North East Lincolnshire,Undefined,Units,Percentage (%),E06000012,92.5
2018,All public schools (%),,Yorkshire and the Humber,North Lincolnshire,Undefined,Units,Percentage (%),E06000013,96.1
2018,All public schools (%),,Yorkshire and the Humber,North Yorkshire,Undefined,Units,Percentage (%),,96.7
2018,All public schools (%),,Yorkshire and the Humber,York,Undefined,Units,Percentage (%),E06000014,98.1
2018,All public schools (%),,East of England,Luton,Undefined,Units,Percentage (%),E06000032,88.7
2018,All public schools (%),,East of England,Bedford,Undefined,Units,Percentage (%),E06000055,93.5
2018,All public schools (%),,East of England,Central Bedfordshire,Undefined,Units,Percentage (%),E06000056,92.4
2018,All public schools (%),,South East,Buckinghamshire,Undefined,Units,Percentage (%),,92.4
2018,All public schools (%),,South East,Milton Keynes,Undefined,Units,Percentage (%),E06000042,93.2
2018,All public schools (%),,East Midlands,Derbyshire,Undefined,Units,Percentage (%),,97.0
2018,All public schools (%),,East Midlands,Derby,Undefined,Units,Percentage (%),E06000015,93.5
2018,All public schools (%),,South West,Dorset,Undefined,Units,Percentage (%),,96.0
2018,All public schools (%),,South West,Poole,Undefined,Units,Percentage (%),E06000029,94.9
2018,All public schools (%),,South West,Bournemouth,Undefined,Units,Percentage (%),E06000028,95.0
2018,All public schools (%),,North East,Durham,Undefined,Units,Percentage (%),,96.7
2018,All public schools (%),,North East,Darlington,Undefined,Units,Percentage (%),E06000005,98.0
2018,All public schools (%),,South East,East Sussex,Undefined,Units,Percentage (%),,95.5
2018,All public schools (%),,South East,Brighton and Hove,Undefined,Units,Percentage (%),E06000043,97.4
2018,All public schools (%),,South East,Hampshire,Undefined,Units,Percentage (%),,96.6
2018,All public schools (%),,South East,Portsmouth,Undefined,Units,Percentage (%),E06000044,95.0
2018,All public schools (%),,South East,Southampton,Undefined,Units,Percentage (%),E06000045,95.1
2018,All public schools (%),,East Midlands,Leicestershire,Undefined,Units,Percentage (%),,96.6
2018,All public schools (%),,East Midlands,Leicester,Undefined,Units,Percentage (%),E06000016,94.9
2018,All public schools (%),,East Midlands,Rutland,Undefined,Units,Percentage (%),E06000017,96.9
2018,All public schools (%),,West Midlands,Staffordshire,Undefined,Units,Percentage (%),,96.7
2018,All public schools (%),,West Midlands,Stoke-on-Trent,Undefined,Units,Percentage (%),E06000021,96.2
2018,All public schools (%),,South West,Wiltshire,Undefined,Units,Percentage (%),E06000054,97.2
2018,All public schools (%),,South West,Swindon,Undefined,Units,Percentage (%),E06000030,95.3
2018,All public schools (%),,South East,Bracknell Forest,Undefined,Units,Percentage (%),E06000036,92.7
2018,All public schools (%),,South East,Windsor and Maidenhead,Undefined,Units,Percentage (%),E06000040,92.5
2018,All public schools (%),,South East,West Berkshire,Undefined,Units,Percentage (%),E06000037,95.4
2018,All public schools (%),,South East,Reading,Undefined,Units,Percentage (%),E06000038,92.9
2018,All public schools (%),,South East,Slough,Undefined,Units,Percentage (%),E06000039,87.5
2018,All public schools (%),,South East,Wokingham,Undefined,Units,Percentage (%),E06000041,96.6
2018,All public schools (%),,East of England,Cambridgeshire,Undefined,Units,Percentage (%),,93.1
2018,All public schools (%),,East of England,Peterborough,Undefined,Units,Percentage (%),E06000031,92.5
2018,All public schools (%),,North West,Halton,Undefined,Units,Percentage (%),E06000006,98.5
2018,All public schools (%),,North West,Warrington,Undefined,Units,Percentage (%),E06000007,98.4
2018,All public schools (%),,South West,Devon,Undefined,Units,Percentage (%),,98.1
2018,All public schools (%),,South West,Plymouth,Undefined,Units,Percentage (%),E06000026,97.1
2018,All public schools (%),,South West,Torbay,Undefined,Units,Percentage (%),E06000027,97.8
2018,All public schools (%),,South East,Essex,Undefined,Units,Percentage (%),,94.2
2018,All public schools (%),,South East,Southend-on-Sea,Undefined,Units,Percentage (%),E06000033,89.6
2018,All public schools (%),,South East,Thurrock,Undefined,Units,Percentage (%),E06000034,87.6
2018,All public schools (%),,West Midlands,Herefordshire,Undefined,Units,Percentage (%),E06000019,96.6
2018,All public schools (%),,West Midlands,Worcestershire,Undefined,Units,Percentage (%),,97.7
2018,All public schools (%),,South East,Kent,Undefined,Units,Percentage (%),,92.9
2018,All public schools (%),,South East,Medway,Undefined,Units,Percentage (%),E06000035,91.6
2018,All public schools (%),,North West,Lancashire,Undefined,Units,Percentage (%),,98.2
2018,All public schools (%),,North West,Blackburn with Darwen,Undefined,Units,Percentage (%),E06000008,96.2
2018,All public schools (%),,North West,Blackpool,Undefined,Units,Percentage (%),E06000009,96.4
2018,All public schools (%),,East Midlands,Nottinghamshire,Undefined,Units,Percentage (%),,96.8
2018,All public schools (%),,East Midlands,Nottingham,Undefined,Units,Percentage (%),E06000018,96.0
2018,All public schools (%),,West Midlands,Shropshire,Undefined,Units,Percentage (%),E06000051,97.6
2018,All public schools (%),,West Midlands,Telford and Wrekin,Undefined,Units,Percentage (%),E06000020,97.3
2018,All public schools (%),,North West,Cheshire East,Undefined,Units,Percentage (%),E06000049,97.9
2018,All public schools (%),,North West,Cheshire West and Chester,Undefined,Units,Percentage (%),E06000050,97.8
2018,All public schools (%),,South West,Cornwall,Undefined,Units,Percentage (%),E06000052,97.5
2018,All public schools (%),,North West,Cumbria,Undefined,Units,Percentage (%),,97.5
2018,All public schools (%),,South West,Gloucestershire,Undefined,Units,Percentage (%),,97.9
2018,All public schools (%),,East of England,Hertfordshire,Undefined,Units,Percentage (%),,94.2
2018,All public schools (%),,South East,Isle of Wight,Undefined,Units,Percentage (%),E06000046,94.2
2018,All public schools (%),,East Midlands,Lincolnshire,Undefined,Units,Percentage (%),,94.8
2018,All public schools (%),,East of England,Norfolk,Undefined,Units,Percentage (%),,94.9
2018,All public schools (%),,East Midlands,Northamptonshire,Undefined,Units,Percentage (%),,93.3
2018,All public schools (%),,North East,Northumberland,Undefined,Units,Percentage (%),E06000057,97.6
2018,All public schools (%),,South East,Oxfordshire,Undefined,Units,Percentage (%),,95.7
2018,All public schools (%),,South West,Somerset,Undefined,Units,Percentage (%),,96.7
2018,All public schools (%),,East of England,Suffolk,Undefined,Units,Percentage (%),,93.9
2018,All public schools (%),,South East,Surrey,Undefined,Units,Percentage (%),,94.8
2018,All public schools (%),,West Midlands,Warwickshire,Undefined,Units,Percentage (%),,96.3
2018,All public schools (%),,South East,West Sussex,Undefined,Units,Percentage (%),,97.5
2019,All public schools (%),,North East,,Undefined,Units,Percentage (%),E12000001,96.99629329811256
2019,All public schools (%),,North West,,Undefined,Units,Percentage (%),E12000002,97.27018409337025
2019,All public schools (%),,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,96.45765304013555
2019,All public schools (%),,East Midlands,,Undefined,Units,Percentage (%),E12000004,95.1244936154083
2019,All public schools (%),,West Midlands,,Undefined,Units,Percentage (%),E12000005,95.67484000862876
2019,All public schools (%),,East of England,,Undefined,Units,Percentage (%),E12000006,93.1507332205302
2019,All public schools (%),,Inner London,,Undefined,Units,Percentage (%),E13000001,91.93339689457912
2019,All public schools (%),,Outer London,,Undefined,Units,Percentage (%),E13000002,91.99914366898912
2019,All public schools (%),,South East,,Undefined,Units,Percentage (%),E12000008,94.27411065707338
2019,All public schools (%),,South West,,Undefined,Units,Percentage (%),E12000009,96.94408047677416
2019,All public schools (%),,Inner London,City of London,Undefined,Units,Percentage (%),E09000001,79.16666666666666
2019,All public schools (%),,Inner London,Camden,Undefined,Units,Percentage (%),E09000007,93.79354021532616
2019,All public schools (%),,Inner London,Greenwich,Undefined,Units,Percentage (%),E09000011,93.28908554572271
2019,All public schools (%),,Inner London,Hackney,Undefined,Units,Percentage (%),E09000012,89.19368246051538
2019,All public schools (%),,Inner London,Hammersmith and Fulham,Undefined,Units,Percentage (%),E09000013,90.1831501831502
2019,All public schools (%),,Inner London,Islington,Undefined,Units,Percentage (%),E09000019,94.5288753799392
2019,All public schools (%),,Inner London,Kensington and Chelsea,Undefined,Units,Percentage (%),E09000020,90.29850746268656
2019,All public schools (%),,Inner London,Lambeth,Undefined,Units,Percentage (%),E09000022,92.67489711934157
2019,All public schools (%),,Inner London,Lewisham,Undefined,Units,Percentage (%),E09000023,93.05271761340416
2019,All public schools (%),,Inner London,Southwark,Undefined,Units,Percentage (%),E09000028,92.25496915695682
2019,All public schools (%),,Inner London,Tower Hamlets,Undefined,Units,Percentage (%),E09000030,93.37407526535864
2019,All public schools (%),,Inner London,Wandsworth,Undefined,Units,Percentage (%),E09000032,92.44186046511628
2019,All public schools (%),,Inner London,Westminster,Undefined,Units,Percentage (%),E09000033,90.9493670886076
2019,All public schools (%),,Outer London,Barking and Dagenham,Undefined,Units,Percentage (%),E09000002,92.01194475550578
2019,All public schools (%),,Outer London,Barnet,Undefined,Units,Percentage (%),E09000003,90.70300560366783
2019,All public schools (%),,Outer London,Bexley,Undefined,Units,Percentage (%),E09000004,93.64696421391234
2019,All public schools (%),,Outer London,Brent,Undefined,Units,Percentage (%),E09000005,91.37160536266758
2019,All public schools (%),,Outer London,Bromley,Undefined,Units,Percentage (%),E09000006,93.79287814439724
2019,All public schools (%),,Outer London,Croydon,Undefined,Units,Percentage (%),E09000008,88.48448687350835
2019,All public schools (%),,Outer London,Ealing,Undefined,Units,Percentage (%),E09000009,93.80473564709698
2019,All public schools (%),,Outer London,Enfield,Undefined,Units,Percentage (%),E09000010,91.86307519640852
2019,All public schools (%),,Outer London,Haringey,Undefined,Units,Percentage (%),E09000014,91.02773246329528
2019,All public schools (%),,Outer London,Harrow,Undefined,Units,Percentage (%),E09000015,89.77371627502175
2019,All public schools (%),,Outer London,Havering,Undefined,Units,Percentage (%),E09000016,91.37339055793991
2019,All public schools (%),,Outer London,Hillingdon,Undefined,Units,Percentage (%),E09000017,88.71493803000652
2019,All public schools (%),,Outer London,Hounslow,Undefined,Units,Percentage (%),E09000018,92.14876033057853
2019,All public schools (%),,Outer London,Kingston upon Thames,Undefined,Units,Percentage (%),E09000021,95.09925558312656
2019,All public schools (%),,Outer London,Merton,Undefined,Units,Percentage (%),E09000024,93.9249553305539
2019,All public schools (%),,Outer London,Newham,Undefined,Units,Percentage (%),E09000025,91.00073764445536
2019,All public schools (%),,Outer London,Redbridge,Undefined,Units,Percentage (%),E09000026,91.31483715319662
2019,All public schools (%),,Outer London,Richmond upon Thames,Undefined,Units,Percentage (%),E09000027,96.37146371463714
2019,All public schools (%),,Outer London,Sutton,Undefined,Units,Percentage (%),E09000029,93.53254195661071
2019,All public schools (%),,Outer London,Waltham Forest,Undefined,Units,Percentage (%),E09000031,91.9674039580908
2019,All public schools (%),,West Midlands,Birmingham,Undefined,Units,Percentage (%),E08000025,95.59224234652989
