Year,Units,Material category,Observation status,Unit multiplier,Unit measure,Value
2006,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),159.95968391105467
2007,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),159.11770508578337
2008,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),141.2395303236217
2009,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),118.49517222961494
2010,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),114.69248092243022
2011,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),111.74044522332056
2012,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),102.37683020637694
2013,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),106.69312942703654
2014,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),111.61335922118955
2015,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),107.0340974094958
2016,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),110.2320847436053
2017,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),108.78177327351402
2018,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),109.87835926724368
2000,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),160.02548875621255
2001,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),156.4660195178164
2002,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),146.14420715733127
2003,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),149.3235112020824
2004,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),151.7367945643342
2005,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),145.13482534298691
2006,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),138.30855937250558
2007,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),131.56243456813735
2008,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),124.7200646339595
2009,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),120.13740842891411
2010,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),109.15040243976104
2011,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),107.14637971803673
2012,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),106.39018980891998
2013,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),98.31739756632008
2014,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),89.21633820664908
2015,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),82.16423551524066
2016,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),74.68631575993321
2017,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),71.59338275869871
2018,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),70.12347524428608
