Year,Series,Safely managed element,Service level,Facility type,Urban or rural,Units,Unit multiplier,Observation status,Value
2007,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2007,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.6293
2007,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.62332
2007,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8138
2008,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.40818
2008,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2008,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2008,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.4173
2008,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2008,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2008,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.2497
2008,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.94465
2008,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.13097
2008,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70472
2008,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2008,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2008,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2008,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.87106
2008,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.53012
2008,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.90543
2008,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17452
2008,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2008,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2008,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.60007
2008,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2008,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2008,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.59976
2008,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94775
2008,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04028
2008,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.67123
2008,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.63312
2008,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.82485
2009,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.3762
2009,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2009,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2009,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.44945
2009,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2009,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2009,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.22289
2009,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.93452
2009,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.11991
2009,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70609
2009,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2009,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2009,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2009,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.89667
2009,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.54025
2009,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.91648
2009,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17435
2009,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2009,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2009,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.5921
2009,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2009,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2009,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.59186
2009,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94808
2009,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04028
2009,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.71271
2009,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.64292
2009,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8359
2010,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.34458
2010,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2010,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2010,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.48124
2010,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2010,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2010,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.19624
2010,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.92439
2010,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.10886
2010,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70745
2010,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2010,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2010,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2010,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.92212
2010,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.55038
2010,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.92754
2010,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17418
2010,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2010,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2010,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.58421
2010,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2010,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2010,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.58405
2010,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94841
2010,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04029
2010,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.75386
2010,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.65273
2010,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.84695
2011,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.3133
2011,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2011,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2011,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.51268
2011,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2011,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2011,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.16977
2011,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.91426
2011,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0978
2011,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70879
2011,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2011,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2011,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2011,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.94741
2011,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.56051
2011,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9386
2011,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17402
2011,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2011,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2011,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.57642
2011,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2011,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2011,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.57632
2011,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94874
2011,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04029
2011,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.79468
2011,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.66253
2011,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.85801
2012,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.28214
2012,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2012,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2012,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.54401
2012,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2012,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2012,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.14335
2012,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.90413
2012,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.08674
2012,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71013
2012,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2012,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2012,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2012,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.97267
2012,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57065
2012,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.94966
2012,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17385
2012,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2012,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2012,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.56865
2012,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2012,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2012,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.56862
2012,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94907
2012,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2012,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.8354
2012,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67233
2012,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.86906
2013,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.25122
2013,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2013,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2013,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.5751
2013,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2013,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2013,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.12189
2013,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2013,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2013,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71146
2013,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2013,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2013,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2013,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.99297
2013,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2013,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2013,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17369
2013,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2013,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2013,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.56094
2013,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2013,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2013,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.56094
2013,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2013,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2013,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.87108
2013,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2013,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2014,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.22052
2014,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2014,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2014,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.60595
2014,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2014,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2014,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.10659
2014,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2014,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2014,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71277
2014,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2014,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2014,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2014,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.00712
2014,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2014,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2014,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17352
2014,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2014,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2014,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.55329
2014,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2014,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2014,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.55329
2014,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2014,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2014,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.90053
2014,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2014,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2015,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.19006
2015,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2015,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2015,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.63658
2015,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2015,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2015,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.0914
2015,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2015,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2015,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71408
2015,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2015,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2015,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2015,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.02116
2015,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2015,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2015,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17336
2015,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2015,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2015,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.5457
2015,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
