Year,Cause of death,Country,Region,Sex,Unit measure,Observation status,GeoCode,Value
2015,,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,60.370142835202
2015,,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,68.1598033636441
2015,,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,52.347043124735
2015,,Wales,,,"Rate per 100,000 population",Undefined,W92000004,88.7677067535736
2015,,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,101.874801398157
2015,,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,75.2490823282643
2015,Acute respiratory infections,England,,,"Rate per 100,000 population",Undefined,E92000001,58.1824288188836
2015,Acute respiratory infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,65.2700219764384
2015,Acute respiratory infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,50.9040189720045
2015,Acute respiratory infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,62.9855167873601
2015,Acute respiratory infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,69.7787581911374
2015,Acute respiratory infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,55.9898443241799
2015,Acute respiratory infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,61.5726685765596
2015,Acute respiratory infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,68.5781850428614
2015,Acute respiratory infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,54.3887758195124
2015,Acute respiratory infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,36.6105527928094
2015,Acute respiratory infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,39.5065691422282
2015,Acute respiratory infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,33.67707172055
2015,Acute respiratory infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,60.6949630419874
2015,Acute respiratory infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,66.018691588785
2015,Acute respiratory infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,55.1627690156165
2015,Acute respiratory infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,62.325788828186
2015,Acute respiratory infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,70.60245597648421
2015,Acute respiratory infections,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,53.803287035727394
2015,Acute respiratory infections,England,South East,,"Rate per 100,000 population",Undefined,E12000008,61.6018950991128
2015,Acute respiratory infections,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,69.6917016922298
2015,Acute respiratory infections,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,53.2564527479512
2015,Acute respiratory infections,England,South West,,"Rate per 100,000 population",Undefined,E12000009,72.8671686526793
2015,Acute respiratory infections,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,83.0758174631692
2015,Acute respiratory infections,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,62.3000818269731
2015,Acute respiratory infections,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,57.4630755864466
2015,Acute respiratory infections,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,65.1261948971873
2015,Acute respiratory infections,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,49.6346775326683
2015,Acute respiratory infections,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,57.9570331342065
2015,Acute respiratory infections,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,65.6295754026354
2015,Acute respiratory infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,50.0714769392822
2015,Acute respiratory infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,45.3661697990927
2015,Acute respiratory infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,56.127320954907205
2015,Acute respiratory infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,40.479595204048
2015,Acute respiratory infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,42.713567839196
2015,Acute respiratory infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,46.841628959276
2015,Acute respiratory infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,38.345144608312594
2015,Acute respiratory infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,57.8282905851636
2015,Acute respiratory infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,64.9662788022618
2015,Acute respiratory infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,50.654104207717104
2015,Acute respiratory infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,85.2182891807299
2015,Acute respiratory infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,96.7270416269463
2015,Acute respiratory infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,73.348190875721
2015,Diarrhoea,England,,,"Rate per 100,000 population",Undefined,E92000001,2.29984503425126
2015,Diarrhoea,England,,Female,"Rate per 100,000 population",Undefined,E92000001,2.94340166444501
2015,Diarrhoea,England,,Male,"Rate per 100,000 population",Undefined,E92000001,1.63896216328207
2015,Diarrhoea,England,East,,"Rate per 100,000 population",Undefined,E12000006,2.4028966425279803
2015,Diarrhoea,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,3.34133523648868
2015,Diarrhoea,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,1.43649361929578
2015,Diarrhoea,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,2.50138966092273
2015,Diarrhoea,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,3.3360077699421504
2015,Diarrhoea,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,1.6455202875330202
2015,Diarrhoea,England,London,,"Rate per 100,000 population",Undefined,E12000007,1.53457406915968
2015,Diarrhoea,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,1.7884575699906002
2015,Diarrhoea,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,1.27740616871052
2015,Diarrhoea,England,North East,,"Rate per 100,000 population",Undefined,E12000001,2.32416368208489
2015,Diarrhoea,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,2.54205607476636
2015,Diarrhoea,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,2.09773910341077
2015,Diarrhoea,England,North West,,"Rate per 100,000 population",Undefined,E12000002,2.85706321775003
2015,Diarrhoea,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,3.4614433669404696
2015,Diarrhoea,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,2.23473169075839
2015,Diarrhoea,England,South East,,"Rate per 100,000 population",Undefined,E12000008,2.25713455650658
2015,Diarrhoea,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,2.77270426688379
2015,Diarrhoea,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,1.7252729790470098
2015,Diarrhoea,England,South West,,"Rate per 100,000 population",Undefined,E12000009,2.30279991227429
2015,Diarrhoea,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,3.05425799496946
2015,Diarrhoea,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,1.52495722680949
2015,Diarrhoea,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,2.41529105125977
2015,Diarrhoea,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,3.0946977511863
2015,Diarrhoea,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,1.72123085569763
2015,Diarrhoea,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,2.43033653667767
2015,Diarrhoea,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,3.51390922401171
2015,Diarrhoea,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,1.31668046046197
2015,Diarrhoea,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,2.8623892849427497
2015,Diarrhoea,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,4.24403183023873
2015,Diarrhoea,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,1.429985700143
2015,Diarrhoea,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,2.68006700167504
2015,Diarrhoea,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,3.69230769230769
2015,Diarrhoea,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,1.6088871863627698
2015,Diarrhoea,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,2.3836584242051897
2015,Diarrhoea,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,3.1208756614076902
2015,Diarrhoea,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,1.6243483899932698
2015,Diarrhoea,Wales,,,"Rate per 100,000 population",Undefined,W92000004,3.06540608563777
2015,Diarrhoea,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,4.57578646329838
2015,Diarrhoea,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,1.50760356581017
2015,Intestinal nematode infections,England,,,"Rate per 100,000 population",Undefined,E92000001,0.0
2015,Intestinal nematode infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,0.0
2015,Intestinal nematode infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,0.0
2015,Intestinal nematode infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,0.0
2015,Intestinal nematode infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,0.0
2015,Intestinal nematode infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,0.0
2015,Intestinal nematode infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,0.0
2015,Intestinal nematode infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,0.0
2015,Intestinal nematode infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,0.0
2015,Intestinal nematode infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.0
2015,Intestinal nematode infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,0.0
2015,Intestinal nematode infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.0
2015,Intestinal nematode infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,0.0
2015,Intestinal nematode infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,0.0
2015,Intestinal nematode infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,0.0
2015,Intestinal nematode infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,0.0
2015,Intestinal nematode infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,0.0
2015,Intestinal nematode infections,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,0.0
2015,Intestinal nematode infections,England,South East,,"Rate per 100,000 population",Undefined,E12000008,0.0
2015,Intestinal nematode infections,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,0.0
2015,Intestinal nematode infections,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,0.0
2015,Intestinal nematode infections,England,South West,,"Rate per 100,000 population",Undefined,E12000009,0.0
2015,Intestinal nematode infections,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,0.0
2015,Intestinal nematode infections,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,0.0
2015,Intestinal nematode infections,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,0.0
2015,Intestinal nematode infections,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,0.0
2015,Intestinal nematode infections,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,0.0
2015,Intestinal nematode infections,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,0.0
2015,Intestinal nematode infections,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,0.0
2015,Intestinal nematode infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,0.0
2015,Intestinal nematode infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,0.0
2015,Intestinal nematode infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,0.0
2015,Intestinal nematode infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,0.0
2015,Intestinal nematode infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,0.0
2015,Intestinal nematode infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,0.0
2015,Intestinal nematode infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,0.0
2015,Intestinal nematode infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,0.0
2015,Intestinal nematode infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,0.0
2015,Intestinal nematode infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,0.0
2015,Intestinal nematode infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,0.0
2015,Intestinal nematode infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,0.0
2015,Intestinal nematode infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,0.0
2015,Protein-energy malnutrition,England,,,"Rate per 100,000 population",Undefined,E92000001,0.144196633099881
2015,Protein-energy malnutrition,England,,Female,"Rate per 100,000 population",Undefined,E92000001,0.18373743560183
2015,Protein-energy malnutrition,England,,Male,"Rate per 100,000 population",Undefined,E92000001,0.103591287972681
2015,Protein-energy malnutrition,England,East,,"Rate per 100,000 population",Undefined,E12000006,0.1152073732718889
2015,Protein-energy malnutrition,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,0.162200739635373
2015,Protein-energy malnutrition,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,0.0668136567114318
2015,Protein-energy malnutrition,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,0.128276392867833
2015,Protein-energy malnutrition,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,0.168911785819856
2015,Protein-energy malnutrition,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,0.0866063309227904
2015,Protein-energy malnutrition,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.103843358063437
2015,Protein-energy malnutrition,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,0.137573659230046
2015,Protein-energy malnutrition,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.0696767001114827
2015,Protein-energy malnutrition,England,North East,,"Rate per 100,000 population",Undefined,E12000001,0.114303131905814
2015,Protein-energy malnutrition,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,0.224299065420561
2015,Protein-energy malnutrition,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,0.0
2015,Protein-energy malnutrition,England,North West,,"Rate per 100,000 population",Undefined,E12000002,0.181179618686587
2015,Protein-energy malnutrition,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,0.137358863767479
2015,Protein-energy malnutrition,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,0.226301943367939
2015,Protein-energy malnutrition,England,South East,,"Rate per 100,000 population",Undefined,E12000008,0.145261134824681
2015,Protein-energy malnutrition,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,0.220055894197126
2015,Protein-energy malnutrition,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,0.0681028807518558
2015,Protein-energy malnutrition,England,South West,,"Rate per 100,000 population",Undefined,E12000009,0.219314277359456
2015,Protein-energy malnutrition,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,0.359324469996407
2015,Protein-energy malnutrition,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,0.0743881574053411
2015,Protein-energy malnutrition,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,0.260642919200695
2015,Protein-energy malnutrition,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,0.275084244549893
2015,Protein-energy malnutrition,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,0.245890122242518
2015,Protein-energy malnutrition,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,0.018552187302883
2015,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,0.0
2015,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,0.0376194417274848
2015,Protein-energy malnutrition,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,0.216029379995679
2015,Protein-energy malnutrition,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,0.212201591511936
2015,Protein-energy malnutrition,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,0.2199978000219999
2015,Protein-energy malnutrition,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,0.0930578820026055
2015,Protein-energy malnutrition,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,0.144796380090498
2015,Protein-energy malnutrition,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,0.038306837770542
2015,Protein-energy malnutrition,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,0.158193825833205
2015,Protein-energy malnutrition,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,0.199784474930075
2015,Protein-energy malnutrition,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,0.115356795450577
2015,Protein-energy malnutrition,Wales,,,"Rate per 100,000 population",Undefined,W92000004,0.484011487205963
2015,Protein-energy malnutrition,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,0.5719733079122971
2015,Protein-energy malnutrition,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,0.393287886733089
2016,,England,,,"Rate per 100,000 population",Undefined,E92000001,55.1710661303718
2016,,England,,Female,"Rate per 100,000 population",Undefined,E92000001,60.5532929763901
2016,,England,,Male,"Rate per 100,000 population",Undefined,E92000001,49.6577035921893
2016,,England,East,,"Rate per 100,000 population",Undefined,E12000006,59.5529450155001
2016,,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,65.7077581491135
2016,,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,53.2221229272168
2016,,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,56.651288779785794
2016,,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,61.96393456340739
2016,,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,51.2139767909905
2016,,England,London,,"Rate per 100,000 population",Undefined,E12000007,34.220098749102
2016,,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,36.3367799113737
2016,,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,32.0882541426348
2016,,England,North East,,"Rate per 100,000 population",Undefined,E12000001,55.753622089054105
2016,,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,60.7031133621332
2016,,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,50.61823802163831
2016,,England,North West,,"Rate per 100,000 population",Undefined,E12000002,64.562569213732
2016,,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,70.121284965035
2016,,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,58.8515940727436
2016,,England,South East,,"Rate per 100,000 population",Undefined,E12000008,56.32149540989779
2016,,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,63.3472310143852
2016,,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,49.0874764002517
2016,,England,South West,,"Rate per 100,000 population",Undefined,E12000009,65.6153706724669
2016,,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,73.3437923411538
2016,,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,57.6263687645172
2016,,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,56.9284780064707
2016,,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,61.31078224101479
2016,,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,52.46516799277301
2016,,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,55.5903712168688
2016,,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,60.93476994758301
2016,,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,50.108281681726496
2016,,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,46.0233070189571
2016,,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,52.698278593304494
2016,,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,39.117132867132895
2016,,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,42.7405776453827
2016,,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,47.3858562581017
2016,,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,37.8306374881066
2016,,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,55.12116877716191
2016,,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,60.6635327498317
2016,,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,49.425993816731896
2016,,Wales,,,"Rate per 100,000 population",Undefined,W92000004,81.17049980727231
2016,,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,90.7478943702109
2016,,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,71.3168187744459
2016,Acute respiratory infections,England,,,"Rate per 100,000 population",Undefined,E92000001,52.8985074572855
2016,Acute respiratory infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,57.7392722162827
2016,Acute respiratory infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,47.9398115080455
2016,Acute respiratory infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,57.089247838146505
2016,Acute respiratory infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,62.48994433182101
2016,Acute respiratory infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,51.5341078343759
2016,Acute respiratory infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,54.1329834511364
2016,Acute respiratory infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,58.7004727835655
2016,Acute respiratory infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,49.458313707018405
2016,Acute respiratory infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,32.920168306783594
2016,Acute respiratory infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,34.7687762754232
2016,Acute respiratory infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,31.0583173120937
2016,Acute respiratory infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,53.78138511719639
2016,Acute respiratory infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,58.692089974676
2016,Acute respiratory infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,48.6862442040185
2016,Acute respiratory infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,61.58637873754149
2016,Acute respiratory infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,66.6247814685315
2016,Acute respiratory infections,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,56.409968567579696
2016,Acute respiratory infections,England,South East,,"Rate per 100,000 population",Undefined,E12000008,54.30605849196591
2016,Acute respiratory infections,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,60.81508807928231
2016,Acute respiratory infections,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,47.6040636518925
2016,Acute respiratory infections,England,South West,,"Rate per 100,000 population",Undefined,E12000009,63.168388617002
2016,Acute respiratory infections,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,70.1347785780503
2016,Acute respiratory infections,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,55.9672602588209
2016,Acute respiratory infections,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,54.0717285055414
2016,Acute respiratory infections,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,57.6962422423788
2016,Acute respiratory infections,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,50.3804593308085
2016,Acute respiratory infections,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,53.3416890920485
2016,Acute respiratory infections,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,58.27751892836339
2016,Acute respiratory infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,48.278694645657495
2016,Acute respiratory infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,43.55297782074
2016,Acute respiratory infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,49.4244376386102
2016,Acute respiratory infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,37.478146853146896
2016,Acute respiratory infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,39.9097082169223
2016,Acute respiratory infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,43.821114791876695
2016,Acute respiratory infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,35.775451950523305
2016,Acute respiratory infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,52.7692347531764
2016,Acute respiratory infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,57.757045301529296
2016,Acute respiratory infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,47.6439030567335
2016,Acute respiratory infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,78.3117049980727
2016,Acute respiratory infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,87.5815337850674
2016,Acute respiratory infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,68.77444589309
2016,Diarrhoea,England,,,"Rate per 100,000 population",Undefined,E92000001,2.12961907501796
2016,Diarrhoea,England,,Female,"Rate per 100,000 population",Undefined,E92000001,2.6638443027700403
2016,Diarrhoea,England,,Male,"Rate per 100,000 population",Undefined,E92000001,1.58236541652473
2016,Diarrhoea,England,East,,"Rate per 100,000 population",Undefined,E12000006,2.34948604992658
2016,Diarrhoea,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,3.08910126460083
2016,Diarrhoea,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,1.5887200873796
2016,Diarrhoea,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,2.32784526177678
2016,Diarrhoea,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,3.05426551190327
2016,Diarrhoea,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,1.58437888065773
2016,Diarrhoea,England,London,,"Rate per 100,000 population",Undefined,E12000007,1.20870725338381
2016,Diarrhoea,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,1.49982956482218
2016,Diarrhoea,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.9154994049253872
2016,Diarrhoea,England,North East,,"Rate per 100,000 population",Undefined,E12000001,1.82052643556095
2016,Diarrhoea,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,1.86205869208997
2016,Diarrhoea,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,1.7774343122102
2016,Diarrhoea,England,North West,,"Rate per 100,000 population",Undefined,E12000002,2.82392026578073
2016,Diarrhoea,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,3.27797202797203
2016,Diarrhoea,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,2.35743152222721
2016,Diarrhoea,England,South East,,"Rate per 100,000 population",Undefined,E12000008,1.87147713807958
2016,Diarrhoea,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,2.40117002466657
2016,Diarrhoea,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,1.32608109323024
2016,Diarrhoea,England,South West,,"Rate per 100,000 population",Undefined,E12000009,2.33822729744426
2016,Diarrhoea,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,3.06639092918776
2016,Diarrhoea,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,1.58537034988755
