Year,Country,Sex,Age,Exposure category,Ethnicity,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2017,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.076283433120539
2018,England,Female,,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.857398341657825
2000,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1009437118477576
2001,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2173198108134196
2002,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.3750773616358178
2003,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.64157038928809
2004,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5258705909151846
2005,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.408954506606522
2006,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2592813139187926
2007,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0705719967860992
2008,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.021128562149958
2009,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.8646296855903843
2010,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7400190731872428
2011,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.6392300601771178
2012,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4217269952404945
2013,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3549637822100921
2014,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2893645007837127
2015,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.32678276849953
2016,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3021888748964247
2017,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2487966947856691
2018,England,,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3844367390616904
2000,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2312939835428167
2001,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2831175802674186
2002,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.205895432364287
2003,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6776830984046085
2004,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.340160066165617
2005,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.3646590825738152
2006,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0054686799715131
2007,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0242912811259182
2008,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9550534851175077
2009,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7812219578266828
2010,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5028680239633375
2011,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5619751386361447
2012,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4325221209319492
2013,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.305839765653338
2014,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2220254941782897
2015,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2393045808879396
2016,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.2949421549614284
2017,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.1359652053385378
2018,England,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3847664794521233
2000,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.964087098257785
2001,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.148247090408118
2002,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5524279307510689
2003,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6036941986807836
2004,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.7209938225261998
2005,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.4554707675413896
2006,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5254311810695784
2007,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1191145207794946
2008,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0904098895281262
2009,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9520971156771426
2010,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9886937378335744
2011,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7202395385752658
2012,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4104056406151246
2013,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4065116316884802
2014,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3600176281572751
2015,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4185932420632628
2016,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3098006680541605
2017,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3673477634337546
2018,England,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3840902539321745
2000,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.6186655824662095
2001,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.671022404728177
2002,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.0560958052101
2003,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.521794111233524
2004,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.151390716767915
2005,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.787798745830033
2006,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.540123519945306
2007,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.182398697095037
2008,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.834134255650875
2009,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.514619528104191
2010,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.243776015433898
2011,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.828802298551945
2012,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.30824132578309
2013,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.089684464072995
2014,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.87221550505304
2015,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.271034829534615
2016,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.597153797553064
2017,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.341800374943338
2018,England,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.627096746080368
2000,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.177289545588564
2001,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.566838771302616
2002,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.134553902041043
2003,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.57246845087017
2004,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.213869819922092
2005,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.335414466196998
2006,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.895356637102184
2007,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.392246770708043
2008,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.676202862374028
2009,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.869957631815444
2010,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.065397333115255
2011,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.853291338331898
2012,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.867516904588356
2013,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.285600735537392
2014,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,14.902213164575066
2015,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.365286986840587
2016,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.776995216861646
2017,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.34208520279912
2018,England,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.718633772134556
2000,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.0701478207379385
2001,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.80263798387936
2002,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.02855721559992
2003,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.538753297570656
2004,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.15903768993169
2005,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,14.248129007864534
2006,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.17818698312276
2007,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.967675622902544
2008,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.958906799780594
2009,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.122100883820211
2010,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.349810155443353
2011,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.671082357351314
2012,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.573833775667323
2013,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.674756078969434
2014,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.609059015708511
2015,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.882543722257871
2016,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.197830591726573
2017,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.1222950414245085
2018,England,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.329505957326313
2000,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.80854200433965
2001,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.44193093600222
2002,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.78140715562444
2003,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.434517194150544
2004,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.83595219760116
2005,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,43.35081400505628
2006,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.12747080287044
2007,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,35.58490081404487
2008,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,34.38203866066015
2009,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.48073413202717
2010,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,26.66127871910325
2011,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.979711334376137
2012,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.591312207281508
2013,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.3778060436056
2014,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.97773025743001
2015,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.39408249750601
2016,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,19.970348661126987
2017,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.209064037747147
2018,England,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.78169889975973
2000,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.298803965996637
2001,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.74237584314041
2002,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.25107625329589
2003,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,42.205006230262825
2004,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,45.73357960772457
2005,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,45.447864701441695
2006,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,44.48515212301706
2007,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.9474792884321
2008,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.62652421961406
2009,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.38295428440156
2010,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,34.84161393846143
2011,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,35.67046836076794
2012,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.207036914895525
2013,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.114885410854704
2014,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.69615248643237
2015,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,40.23749466993373
2016,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.50735447984832
2017,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.936146727784013
2018,England,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,25.43321415707323
2000,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.35408326535777
2001,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.15149867918402
2002,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.31278706056254
2003,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,44.66026691043003
2004,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.946653968030006
2005,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.26987281747551
2006,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.795910850758766
2007,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.25989974542135
2008,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.141134600698745
2009,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.57667019965704
2010,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.51246807659131
2011,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.299641936364083
2012,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.038027947493257
2013,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.718614681123777
2014,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.316957883443935
2015,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.532695062705626
2016,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.31982801081418
2017,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.395542893676144
2018,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.02050920968867
2000,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.5712895270168
2001,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.9360628831916
2002,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.31845752201057
2003,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.20571600399411
2004,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.321689793933665
2005,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.995273588381384
2006,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.653908988059698
2007,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.54185675243679
2008,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.937496206314727
2009,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.32327219539124
2010,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.568352465391055
2011,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.82165693115512
2012,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.157207166420697
2013,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.989898005753982
2014,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.962469824495532
2015,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,19.433046108607535
2016,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.812634050321464
2017,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.0518828158799
2018,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.312174432758804
2000,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.67257953631812
2001,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.548172833655634
2002,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.123946857350766
2003,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.159538407339536
2004,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.70748260494245
2005,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.19355139988079
2006,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.015136114268536
2007,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,33.96595364727579
2008,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.19113375301296
2009,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.296726524894144
2010,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.35274568315029
2011,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.15877972937403
2012,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.88475623285524
2013,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.097417474520466
2014,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.704518780737843
2015,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.071003514555606
2016,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,26.494941282696438
2017,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.61149930743712
2018,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.994636786698727
2000,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.542659097461493
2001,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.410456582529516
2002,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.597524768178898
2003,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.326769679065492
2004,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.040792747538514
2005,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.881251282600353
2006,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.383613875525748
2007,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.240753214802686
2008,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.790921231189891
2009,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.476797968520708
2010,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.915603165649244
2011,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.629835341207423
2012,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.571595145697518
2013,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.024856273098566
2014,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.354112446381455
2015,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.922267217148937
2016,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.24843523172398
2017,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.56959793516264
2018,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.697549977207609
2000,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.1196836617222234
2001,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.886854819921085
2002,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.205214950426276
2003,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.627564999292154
2004,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.31324285564259
2005,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.574153591748428
2006,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.56314451047591
2007,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.129013438599412
2008,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.139522691044878
2009,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.280706405995283
2010,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.0822562842339885
2011,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.154499966678386
2012,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.664166445257414
2013,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.25843374166676
2014,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.525331540671026
2015,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.804649229546041
2016,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.317029093686258
2017,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.692930471639429
2018,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.522262942324778
2000,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.808635356895964
2001,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.626480335215811
2002,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.485386883654959
2003,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.896171884075814
2004,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.780522254359273
2005,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.46886265562314
2006,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.993436873343656
2007,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.47370890834098
2008,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.123582042558402
2009,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.753804942855536
2010,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.180879580941308
2011,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.705756402865848
2012,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.13113448015701
2013,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.58164250559884
2014,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.2261633700428
2015,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.567213322345156
2016,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.740032044748672
2017,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.8038122153152
2018,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.502716851805806
2000,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.4672745375465073
2001,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.18627273867482
2002,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.9803607397808265
2003,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.414987366456277
2004,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.9082988755845403
2005,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.747405365264479
2006,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.19091855836048
2007,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.8692114198929115
2008,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.226396535891712
2009,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.888527744222789
2010,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.054479667097961
2011,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.6887434182204553
2012,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.283699534724327
2013,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.021153307592509
2014,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.923905561501088
2015,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.145018812463952
2016,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.9898348305220814
2017,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.650958481186059
2018,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.629448974811624
2000,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.4625178727826604
