Year,Units,Sex,Relationship to perpetrator,Age,Ethnicity,Income,Disability status,Country of birth,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,Non-UK,,Undefined,Units,Percentage (%),,1.9147866107280924
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,0.7908125689814519
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,2.540340629409492
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,3.806630742264389
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,2.1914586864710057
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,2.1920974419607697
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,East,Undefined,Units,Percentage (%),E12000007,1.7636955966307268
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,London,Undefined,Units,Percentage (%),E12000007,3.658563128893083
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,2.3151758131853195
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,1.9426803274971283
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,2.17294215181452
2017/18,Percentage of adults aged 16 to 59 (%),Men,,16 to 19,,,,,,Undefined,Units,Percentage (%),,2.245941937517596
2017/18,Percentage of adults aged 16 to 59 (%),Men,,20 to 24,,,,,,Undefined,Units,Percentage (%),,3.588374999088877
2017/18,Percentage of adults aged 16 to 59 (%),Men,,25 to 34,,,,,,Undefined,Units,Percentage (%),,1.9868265286545532
2017/18,Percentage of adults aged 16 to 59 (%),Men,,35 to 44,,,,,,Undefined,Units,Percentage (%),,0.221832651053674
2017/18,Percentage of adults aged 16 to 59 (%),Men,,45 to 54,,,,,,Undefined,Units,Percentage (%),,0.18966016090811608
2017/18,Percentage of adults aged 16 to 59 (%),Men,,55 to 59,,,,,,Undefined,Units,Percentage (%),,0.10131581707150443
2017/18,Percentage of adults aged 16 to 74 (%),Men,,,,,,,,Undefined,Units,Percentage (%),,0.9878906947931692
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,White,,,,,Undefined,Units,Percentage (%),,1.289414352630696
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,Mixed/Multiple ethnic groups,,,,,Undefined,Units,Percentage (%),,0.0
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,Asian/Asian British,,,,,Undefined,Units,Percentage (%),,0.4647311974489664
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,Black/African/Caribbean/Black British,,,,,Undefined,Units,Percentage (%),,1.4022208567666943
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,Other ethnic group,,,,,Undefined,Units,Percentage (%),,0.8833502318269788
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"Less than £10,000",,,,Undefined,Units,Percentage (%),,0.0
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"£10,000 to less than £20,000",,,,Undefined,Units,Percentage (%),,1.9903123295220688
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"£20,000 to less than £30,000",,,,Undefined,Units,Percentage (%),,0.3870666090589527
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"£30,000 to less than £40,000",,,,Undefined,Units,Percentage (%),,0.5730264623266098
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"£40,000 to less than £50,000",,,,Undefined,Units,Percentage (%),,0.5604972425915797
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,"£50,000 or more",,,,Undefined,Units,Percentage (%),,1.7317691870589094
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,No income stated or not enough information provided,,,,Undefined,Units,Percentage (%),,1.2864787567477296
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,Disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,1.0898402989771478
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,Non-disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,1.2011912433041296
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,UK,,Undefined,Units,Percentage (%),,1.3108296628390406
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,Non-UK,,Undefined,Units,Percentage (%),,0.6371066383434951
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,0.5763529118716881
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,1.1721942154285867
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,2.5715191327094256
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,0.8559896407460821
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,0.20143385119938856
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,East,Undefined,Units,Percentage (%),E12000007,0.579073765267182
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,London,Undefined,Units,Percentage (%),E12000007,2.4212882727854104
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,1.260060847993261
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,0.44840596893361023
2017/18,Percentage of adults aged 16 to 59 (%),Men,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,0.20068449100086336
2017/18,Percentage of adults aged 16 to 59 (%),Women,,16 to 19,,,,,,Undefined,Units,Percentage (%),,15.765318728511325
2017/18,Percentage of adults aged 16 to 59 (%),Women,,20 to 24,,,,,,Undefined,Units,Percentage (%),,10.072858843128325
2017/18,Percentage of adults aged 16 to 59 (%),Women,,25 to 34,,,,,,Undefined,Units,Percentage (%),,2.7960895766197185
2017/18,Percentage of adults aged 16 to 59 (%),Women,,35 to 44,,,,,,Undefined,Units,Percentage (%),,1.5846374307146591
2017/18,Percentage of adults aged 16 to 59 (%),Women,,45 to 54,,,,,,Undefined,Units,Percentage (%),,1.6991519254694507
2017/18,Percentage of adults aged 16 to 59 (%),Women,,55 to 59,,,,,,Undefined,Units,Percentage (%),,1.987944337089789
2017/18,Percentage of adults aged 16 to 74 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.1637167244750337
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,White,,,,,Undefined,Units,Percentage (%),,3.5650872595989083
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,Mixed/Multiple ethnic groups,,,,,Undefined,Units,Percentage (%),,6.665798848837353
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,Asian/Asian British,,,,,Undefined,Units,Percentage (%),,3.532645481943971
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,Black/African/Caribbean/Black British,,,,,Undefined,Units,Percentage (%),,8.970713774337106
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,Other ethnic group,,,,,Undefined,Units,Percentage (%),,0.9325843673448012
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"Less than £10,000",,,,Undefined,Units,Percentage (%),,5.9735401762377265
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"£10,000 to less than £20,000",,,,Undefined,Units,Percentage (%),,4.773448300826203
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"£20,000 to less than £30,000",,,,Undefined,Units,Percentage (%),,3.8238570214838234
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"£30,000 to less than £40,000",,,,Undefined,Units,Percentage (%),,3.725808485298448
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"£40,000 to less than £50,000",,,,Undefined,Units,Percentage (%),,2.9249085359227265
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,"£50,000 or more",,,,Undefined,Units,Percentage (%),,3.3272893495778315
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,No income stated or not enough information provided,,,,Undefined,Units,Percentage (%),,3.9041825358360933
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,Disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,6.267541156337667
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,Non-disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,3.467378277794434
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,UK,,Undefined,Units,Percentage (%),,3.9693690044334753
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,Non-UK,,Undefined,Units,Percentage (%),,3.2407316636920553
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,0.9906722105565501
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,4.018330709062895
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,4.935791606702722
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,3.393760710054132
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,4.124530690186661
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,East,Undefined,Units,Percentage (%),E12000007,2.8971117469360834
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,London,Undefined,Units,Percentage (%),E12000007,4.919636579410367
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,3.450859308550772
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,3.559847632515889
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,4.260756281026612
2018/19,Percentage of adults aged 16 to 74 (%),,,,,,,,,Undefined,Units,Percentage (%),,2.045404403800798
2018/19,Percentage of adults aged 16 to 74 (%),Men,,,,,,,,Undefined,Units,Percentage (%),,0.9032232358131784
2018/19,Percentage of adults aged 16 to 74 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.1495423097098567
2019/20,Percentage of adults aged 16 to 74 (%),,,,,,,,,Undefined,Units,Percentage (%),,1.6029147351808788
2019/20,Percentage of adults aged 16 to 74 (%),Men,,,,,,,,Undefined,Units,Percentage (%),,0.6908211135906341
2019/20,Percentage of adults aged 16 to 74 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,2.4972390423687
2017/18,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1295619103372122
2018/19,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.21802871698757195
2019/20,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2000237143724308
2017/18,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.04233571200345911
2018/19,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.040385813671562014
2019/20,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03833010950374911
2017/18,Percentage of adults aged 16 to 74 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.05254282472860601
2018/19,Percentage of adults aged 16 to 74 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.01805960694830049
2019/20,Percentage of adults aged 16 to 74 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.06582944860555523
2017/18,Percentage of adults aged 16 to 74 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.029863114375409238
2018/19,Percentage of adults aged 16 to 74 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2019/20,Percentage of adults aged 16 to 74 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.017012470384542917
2017/18,Percentage of adults aged 16 to 74 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.20700230113348167
2018/19,Percentage of adults aged 16 to 74 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.4117322296420006
2019/20,Percentage of adults aged 16 to 74 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3316609734036738
2017/18,Percentage of adults aged 16 to 74 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.05479059060588366
2018/19,Percentage of adults aged 16 to 74 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.07939018465415568
2019/20,Percentage of adults aged 16 to 74 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0592144428468448
