Year,Units,Decent homes criteria,Urbanisation sub-category,Sub-national area,Age of oldest person,Age of youngest person,Income group,Disability status,Ethnicity of household reference person (HRP),Unit measure,Observation status,Unit multiplier,Value
2013,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.4779131208790002
2013,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,0.7045264466104412
2013,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,1.7533651592692658
2013,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,1.237201714390233
2013,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.342015139285161
2013,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,2.054162770481035
2013,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,7.456770148476021
2013,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,21.238232319302877
2013,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,8.027267944937371
2013,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,5.672974436311906
2013,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,7.523116846572924
2013,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,12.48265671126134
2013,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,19.32095853959212
2013,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,5.926534339520892
2013,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,8.062701363875087
2013,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,8.090650692614984
2014,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.84143905825653
2014,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,33.47746688776473
2014,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.04738636269074
2014,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.37562095133795
2014,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,17.941760963355037
2014,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,32.65442786273846
2014,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.24214446157887
2014,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,19.09083054248822
2014,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,18.579867455382487
2014,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,21.321250289614014
2014,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,11.442029038527329
2014,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,16.3456896370773
2014,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,14.44155154926554
2014,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,8.614170468880186
2014,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,11.64970144482382
2014,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,22.32060597092627
2014,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,32.485095509397205
2014,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,11.90999443113217
2014,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,8.416244563550274
2014,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,13.376666596457278
2014,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,4.553806988855512
2014,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,5.795297118028588
2014,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,5.516898010959914
2014,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.16198714594371
2014,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.5942587416344822
2014,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,6.063705577451281
2014,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,7.068373059358463
2014,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,5.498650392868536
2014,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,4.156636638527084
2014,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,4.178918213029478
2014,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,2.032198005121823
2014,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,5.401597363615372
2014,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,3.7346393275744516
2014,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.51363727885293
2014,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,0.8562176671528229
2014,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,1.5589947864293794
2014,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,3.5063361646493734
2014,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,1.0296783372224672
2014,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,3.055597047275876
2014,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,1.9788002611791051
2014,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.614339313791707
2014,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,17.839544719884127
2014,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,6.468425271617267
2014,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,5.189467287220282
2014,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,7.288364446440783
2014,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,11.622039351819351
2014,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,16.32874339483552
2014,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,4.455922795725526
2014,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,7.694841332460817
2014,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,7.340933504644378
2015,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.40880308505087
2015,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,26.484336185964487
2015,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,22.27699332490394
2015,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.28095273531662
2015,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,20.19903163106376
2015,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.03145866070889
2015,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.624444843786065
2015,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,20.03713768342657
2015,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.793407956787437
2015,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.941692265632803
2015,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,12.19576084578356
2015,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,16.36041117074502
2015,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,13.75757829913541
2015,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,9.322134872212802
2015,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,15.110346257581698
2015,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,22.32299556440164
2015,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,35.76409390804301
2015,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,14.52321348146199
2015,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,7.249604565512461
2015,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,14.2830271773214
2015,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,4.048400729373325
2015,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,6.260277519260509
2015,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,4.818074496393284
2015,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,3.715536297778589
2015,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.037588796170842
2015,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,5.433423283566965
2015,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,5.669813621543909
2015,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,4.891473424044643
2015,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,3.713620927592751
2015,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,3.701210811341581
2015,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,1.598062197045738
2015,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,4.585668735582317
2015,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,2.4261041166749657
2015,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.184678654025345
2015,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,0.9387702126043072
2015,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,2.0097914540594206
2015,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,3.6940351192462684
2015,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,0.9378796273216384
2015,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.012511494544265
2015,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,1.7546053486015851
2015,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,5.981667293959918
2015,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,14.792280402214
2015,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,5.593836812455112
2015,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.828076524443745
2015,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,6.504240373292133
2015,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,10.73429573399495
2015,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,13.880509845198052
2015,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,3.53697271048699
2015,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,7.097789307185472
2015,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,6.878360552757234
2016,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.90698462265147
2016,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,30.06870155639985
2016,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.017237033261825
2016,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.233424664279514
2016,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,19.988884039760112
2016,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.639284600187143
2016,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,48.203747830874576
2016,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,21.528819048761463
2016,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.939283162003186
2016,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.999199089841703
2016,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,12.015214492617448
2016,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,18.943112872751847
2016,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,13.227303228160185
2016,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,8.938873468661155
2016,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,13.600733932437596
2016,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,24.939644922261753
2016,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,40.99919277947957
2016,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,14.839180623558153
2016,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,7.355106921004888
2016,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,13.533292343641904
2016,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,3.8699537577685748
2016,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,5.0051036484699365
2016,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,5.420173983986743
2016,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,3.3518788655266705
2016,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,2.4614410284356194
2016,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,5.877273487619295
2016,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,7.4476164613302505
2016,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,5.104075085613808
2016,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,3.3024435160244088
2016,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,3.4222615603143534
2016,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,2.1129764983955623
2016,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,6.767352708948474
2016,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,3.407215639816364
2016,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.4444533951432086
2016,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,1.2000043409607637
2016,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,5.384373686090299
2016,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,2.6412971630898774
2016,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,1.7767882351048072
2016,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.520903193887085
2016,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,2.043323990247708
2016,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.518694616084557
2016,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,17.911677074703046
2016,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,6.863392151527138
2016,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.7915976341206505
2016,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,6.925886621856586
2016,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,13.177186232712893
2016,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,18.235424894919568
2016,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,4.27026022794265
2016,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,7.2366280028585495
2016,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,7.5733565619800975
2017,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,18.823936290077146
2017,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,29.34704357842195
2017,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.005519885021897
2017,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,14.902562016138534
2017,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,20.155342219379154
2017,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,29.570341882627307
2017,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,46.70420092634717
2017,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,18.911289061730965
2017,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.08074373703605
2017,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.815910722901517
2017,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,10.892797293286076
2017,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,15.801044133017626
2017,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,12.832587577154207
2017,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,8.055702474691618
2017,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,12.062744735428964
2017,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,22.83627604054646
2017,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,38.70842658378191
2017,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,12.335316217183394
2017,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,7.537772393278308
2017,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,12.382296691860619
2017,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,3.6172469335710127
2017,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,3.6977933491179766
2017,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,4.8660081754963125
2017,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,3.1207344523444576
2017,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.1206763328595044
2017,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,5.303732260340942
2017,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,7.276893531141325
2017,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,4.488603002062601
2017,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,2.52929249184388
2017,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,3.814189514357339
2017,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,2.299134356442916
2017,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,4.403036411339347
2017,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,4.720835097633667
2017,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.5167678010588148
2017,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,2.063839922328886
2017,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,3.847589196755447
2017,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,2.3302180304894624
2017,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,2.248955670877954
2017,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.6748658462462016
2017,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,2.053383117790637
2017,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.561685970900853
2017,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,14.785574113180163
2017,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,7.779801068351711
2017,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.551725734774866
2017,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,7.679533912708662
2017,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,14.227186220061874
2017,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,21.65023525065415
2017,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,4.648697758933982
2017,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,7.354222785340991
2017,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,7.324258491989848
2018,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,17.843255280763
2008,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,32.55528069796662
2008,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,33.10411714005524
2008,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,34.685356005425035
2008,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,30.514230445451414
2008,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,30.8066992968384
2008,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,33.46446327910098
2008,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,36.426486094362524
2008,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,33.160548724763515
2008,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,33.64170556185728
2008,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,29.786153927024003
2008,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,30.779922037198148
2008,Household (%),,,,,,,Long-term illness/disability,,Percentage (%),Undefined,Units,32.64206793747247
2008,Household (%),,,,,,,No long-term illness/disability,,Percentage (%),Undefined,Units,32.802314401159805
2008,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,32.623636827686035
2008,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,33.79409482582593
2008,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,32.970461785902124
2008,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,36.01730335983565
2008,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,34.06044458819604
2008,Household (%),Minimum Standard (HHSRS),,,59 and under,,,,,Percentage (%),Undefined,Units,21.25577642506696
2008,Household (%),Minimum Standard (HHSRS),,,60 and over,,,,,Percentage (%),Undefined,Units,21.32910866171197
2008,Household (%),Minimum Standard (HHSRS),,,75 and over,,,,,Percentage (%),Undefined,Units,21.66614001979473
2008,Household (%),Minimum Standard (HHSRS),,,,4 and under,,,,Percentage (%),Undefined,Units,20.50302599710632
2008,Household (%),Minimum Standard (HHSRS),,,,15 and under,,,,Percentage (%),Undefined,Units,20.08574954401386
2008,Household (%),Minimum Standard (HHSRS),,,,16 and over,,,,Percentage (%),Undefined,Units,21.718379476301518
2008,Household (%),Minimum Standard (HHSRS),,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,23.18895359501638
2008,Household (%),Minimum Standard (HHSRS),,,,,2nd quintile,,,Percentage (%),Undefined,Units,21.102433915131012
2008,Household (%),Minimum Standard (HHSRS),,,,,3rd quintile,,,Percentage (%),Undefined,Units,21.23257822069577
2008,Household (%),Minimum Standard (HHSRS),,,,,4th quintile,,,Percentage (%),Undefined,Units,18.63969770206619
2008,Household (%),Minimum Standard (HHSRS),,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,22.18550661348197
2008,Household (%),Minimum Standard (HHSRS),,,,,,Long-term illness/disability,,Percentage (%),Undefined,Units,20.25891741337728
2008,Household (%),Minimum Standard (HHSRS),,,,,,No long-term illness/disability,,Percentage (%),Undefined,Units,21.7140273180838
2008,Household (%),Minimum Standard (HHSRS),,,,,,,White,Percentage (%),Undefined,Units,21.602889389405213
2008,Household (%),Minimum Standard (HHSRS),,,,,,,Black,Percentage (%),Undefined,Units,13.90631763793033
2008,Household (%),Minimum Standard (HHSRS),,,,,,,Asian,Percentage (%),Undefined,Units,20.205375645665182
2008,Household (%),Minimum Standard (HHSRS),,,,,,,Other,Percentage (%),Undefined,Units,19.693255213311893
2008,Household (%),Minimum Standard (HHSRS),,,,,,,All minority,Percentage (%),Undefined,Units,18.09207630753106
2008,Household (%),Repair,,,59 and under,,,,,Percentage (%),Undefined,Units,6.385878918586036
2008,Household (%),Repair,,,60 and over,,,,,Percentage (%),Undefined,Units,5.444516423440902
2008,Household (%),Repair,,,75 and over,,,,,Percentage (%),Undefined,Units,5.935220413506506
2008,Household (%),Repair,,,,4 and under,,,,Percentage (%),Undefined,Units,6.258012772673083
2008,Household (%),Repair,,,,15 and under,,,,Percentage (%),Undefined,Units,6.140724700508138
2008,Household (%),Repair,,,,16 and over,,,,Percentage (%),Undefined,Units,6.008341952365082
2008,Household (%),Repair,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,8.244425851787575
2008,Household (%),Repair,,,,,2nd quintile,,,Percentage (%),Undefined,Units,5.705004506247863
2008,Household (%),Repair,,,,,3rd quintile,,,Percentage (%),Undefined,Units,6.267430123353652
2008,Household (%),Repair,,,,,4th quintile,,,Percentage (%),Undefined,Units,4.93430377313157
2008,Household (%),Repair,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,5.1062148018097915
2008,Household (%),Repair,,,,,,Long-term illness/disability,,Percentage (%),Undefined,Units,6.184488106571922
2008,Household (%),Repair,,,,,,No long-term illness/disability,,Percentage (%),Undefined,Units,5.984319801977997
2008,Household (%),Repair,,,,,,,White,Percentage (%),Undefined,Units,5.824092587123637
2008,Household (%),Repair,,,,,,,Black,Percentage (%),Undefined,Units,6.579491158573935
2008,Household (%),Repair,,,,,,,Asian,Percentage (%),Undefined,Units,9.371439176023022
2008,Household (%),Repair,,,,,,,Other,Percentage (%),Undefined,Units,8.39434117157541
