Year,Age at which FGM took place,Country of birth,Units,Local Authority,FGM type,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2018/19,,,Individuals,Weymouth & Portland Borough Council,,,,,,0.0
2018/19,,,Individuals,Wigan Metropolitan Borough Council,,,,,,20.0
2018/19,,,Individuals,Wiltshire Council,,,,,,10.0
2018/19,,,Individuals,Winchester City Council,,,,,,0.0
2018/19,,,Individuals,Wirral Metropolitan Borough Council,,,,,,5.0
2018/19,,,Individuals,Woking Borough Council,,,,,,0.0
2018/19,,,Individuals,Wokingham Borough Council,,,,,,5.0
2018/19,,,Individuals,Wolverhampton City Council,,,,,,70.0
2018/19,,,Individuals,Worcester City Council,,,,,,0.0
2018/19,,,Individuals,Worcestershire County Council,,,,,,5.0
2018/19,,,Individuals,Worthing Borough Council,,,,,,0.0
2018/19,,,Individuals,Wychavon District Council,,,,,,0.0
2018/19,,,Individuals,Wycombe District Council,,,,,,0.0
2018/19,,,Individuals,Wyre Borough Council,,,,,,0.0
2018/19,,,Individuals,Wyre Forest District Council,,,,,,0.0
2018/19,,,Individuals,York City Council,,,,,,5.0
2018/19,,,Individuals,Unknown,,,,,,85.0
2017/18,,,Individuals,Adur District Council,,,,,,0.0
2017/18,,,Individuals,Allerdale Borough Council,,,,,,0.0
2017/18,,,Individuals,Amber Valley Borough Council,,,,,,0.0
2017/18,,,Individuals,Arun District Council,,,,,,0.0
2017/18,,,Individuals,Ashfield District Council,,,,,,0.0
2017/18,,,Individuals,Ashford Borough Council,,,,,,0.0
2017/18,,,Individuals,Aylesbury Vale District Council,,,,,,0.0
2017/18,,,Individuals,Babergh District Council,,,,,,0.0
2017/18,,,Individuals,Barnsley Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Barrow-In-Furness Borough Council,,,,,,0.0
2017/18,,,Individuals,Basildon District Council,,,,,,0.0
2017/18,,,Individuals,Basingstoke and Deane Borough Council,,,,,,0.0
2017/18,,,Individuals,Bassetlaw District Council,,,,,,0.0
2017/18,,,Individuals,Bath and North East Somerset Council,,,,,,5.0
2017/18,,,Individuals,Bedford Borough Council,,,,,,5.0
2017/18,,,Individuals,Birmingham City Council,,,,,,570.0
2017/18,,,Individuals,Blaby District Council,,,,,,0.0
2017/18,,,Individuals,Blackburn with Darwen Borough Council,,,,,,5.0
2017/18,,,Individuals,Blackpool Borough Council,,,,,,5.0
2017/18,,,Individuals,Bolsover District Council,,,,,,0.0
2017/18,,,Individuals,Bolton Metropolitan Borough Council,,,,,,140.0
2017/18,,,Individuals,Borough of Poole Council,,,,,,5.0
2017/18,,,Individuals,Boston Borough Council,,,,,,0.0
2017/18,,,Individuals,Bournemouth Borough Council,,,,,,0.0
2017/18,,,Individuals,Bracknell Forest Borough Council,,,,,,5.0
2017/18,,,Individuals,Braintree District Council,,,,,,0.0
2017/18,,,Individuals,Breckland District Council,,,,,,0.0
2017/18,,,Individuals,Brentwood Borough Council,,,,,,0.0
2017/18,,,Individuals,Brighton & Hove City Council,,,,,,10.0
2017/18,,,Individuals,Bristol City Council,,,,,,450.0
2017/18,,,Individuals,Broadland District Council,,,,,,0.0
2017/18,,,Individuals,Bromsgrove District Council,,,,,,0.0
2017/18,,,Individuals,Broxbourne Borough Council,,,,,,0.0
2017/18,,,Individuals,Broxtowe Borough Council,,,,,,0.0
2017/18,,,Individuals,Buckinghamshire County Council,,,,,,10.0
2017/18,,,Individuals,Burnley Borough Council,,,,,,0.0
2017/18,,,Individuals,Bury Metropolitan Borough Council,,,,,,30.0
2017/18,,,Individuals,Calderdale Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Cambridge City Council,,,,,,0.0
2017/18,,,Individuals,Cambridgeshire County Council,,,,,,10.0
2017/18,,,Individuals,Cannock Chase District Council,,,,,,0.0
2017/18,,,Individuals,Canterbury City Council,,,,,,0.0
2017/18,,,Individuals,Carlisle City Council,,,,,,0.0
2017/18,,,Individuals,Castle Point Borough Council,,,,,,0.0
2017/18,,,Individuals,Central Bedfordshire Council,,,,,,0.0
2017/18,,,Individuals,Charnwood Borough Council,,,,,,0.0
2017/18,,,Individuals,Chelmsford Borough Council,,,,,,0.0
2017/18,,,Individuals,Cheltenham Borough Council,,,,,,0.0
2017/18,,,Individuals,Cherwell District Council,,,,,,0.0
2017/18,,,Individuals,Cheshire East Council,,,,,,5.0
2017/18,,,Individuals,Cheshire West and Chester Council,,,,,,5.0
2017/18,,,Individuals,Chesterfield Borough Council,,,,,,0.0
2017/18,,,Individuals,Chichester District Council,,,,,,0.0
2017/18,,,Individuals,Chiltern District Council,,,,,,0.0
2017/18,,,Individuals,Chorley Borough Council,,,,,,0.0
2017/18,,,Individuals,Christchurch Borough Council,,,,,,0.0
2017/18,,,Individuals,City of Bradford Metropolitan District Council,,,,,,90.0
2017/18,,,Individuals,City of Lincoln Council,,,,,,0.0
2017/18,,,Individuals,Colchester Borough Council,,,,,,0.0
2017/18,,,Individuals,Copeland Borough Council,,,,,,0.0
2017/18,,,Individuals,Corby Borough Council,,,,,,0.0
2017/18,,,Individuals,Cornwall Council,,,,,,5.0
2017/18,,,Individuals,Corporation of The City of London,,,,,,0.0
2017/18,,,Individuals,Cotswold District Council,,,,,,0.0
2017/18,,,Individuals,Coventry City Council,,,,,,40.0
2017/18,,,Individuals,Craven District Council,,,,,,0.0
2017/18,,,Individuals,Crawley Borough Council,,,,,,0.0
2017/18,,,Individuals,Cumbria County Council,,,,,,15.0
2017/18,,,Individuals,Dacorum Borough Council,,,,,,0.0
2017/18,,,Individuals,Darlington Borough Council (Unitary),,,,,,0.0
2017/18,,,Individuals,Dartford Borough Council,,,,,,0.0
2017/18,,,Individuals,Daventry District Council,,,,,,0.0
2017/18,,,Individuals,Derby City Council,,,,,,10.0
2017/18,,,Individuals,Derbyshire County Council,,,,,,5.0
2017/18,,,Individuals,Derbyshire Dales District Council,,,,,,0.0
2017/18,,,Individuals,Devon County Council,,,,,,0.0
2017/18,,,Individuals,Doncaster Council,,,,,,0.0
2017/18,,,Individuals,Dorset Council,,,,,,5.0
2017/18,,,Individuals,Dover District Council,,,,,,0.0
2017/18,,,Individuals,Dudley Metropolitan Borough Council,,,,,,35.0
2017/18,,,Individuals,Durham County Council,,,,,,0.0
2017/18,,,Individuals,East Cambridgeshire District Council,,,,,,0.0
2017/18,,,Individuals,East Devon District Council,,,,,,0.0
2017/18,,,Individuals,East Dorset District Council,,,,,,0.0
2017/18,,,Individuals,East Hampshire District Council,,,,,,0.0
2017/18,,,Individuals,East Hertfordshire District Council,,,,,,0.0
2017/18,,,Individuals,East Lindsey District Council,,,,,,0.0
2017/18,,,Individuals,East Northamptonshire Council,,,,,,0.0
2017/18,,,Individuals,East Riding of Yorkshire Council,,,,,,5.0
2017/18,,,Individuals,East Staffordshire Borough Council,,,,,,0.0
2017/18,,,Individuals,East Sussex County Council,,,,,,15.0
2017/18,,,Individuals,Eastbourne Borough Council,,,,,,0.0
2017/18,,,Individuals,Eastleigh Borough Council,,,,,,0.0
2017/18,,,Individuals,Eden District Council,,,,,,0.0
2017/18,,,Individuals,Elmbridge Borough Council,,,,,,0.0
2017/18,,,Individuals,Epping Forest District Council,,,,,,0.0
2017/18,,,Individuals,Epsom and Ewell Borough Council,,,,,,0.0
2017/18,,,Individuals,Erewash Borough Council,,,,,,0.0
2017/18,,,Individuals,Essex County Council,,,,,,20.0
2017/18,,,Individuals,Exeter City Council,,,,,,0.0
2017/18,,,Individuals,Fareham Borough Council,,,,,,0.0
2017/18,,,Individuals,Fenland District Council,,,,,,0.0
2017/18,,,Individuals,Forest Heath District Council,,,,,,0.0
2017/18,,,Individuals,Forest of Dean District Council,,,,,,0.0
2017/18,,,Individuals,Fylde Borough Council,,,,,,0.0
2017/18,,,Individuals,Gateshead Metropolitan Borough Council,,,,,,10.0
2017/18,,,Individuals,Gedling Borough Council,,,,,,0.0
2017/18,,,Individuals,Gloucester City Council,,,,,,0.0
2017/18,,,Individuals,Gloucestershire County Council,,,,,,5.0
2017/18,,,Individuals,Gosport Borough Council,,,,,,0.0
2017/18,,,Individuals,Gravesham Borough Council,,,,,,0.0
2017/18,,,Individuals,Great Yarmouth Borough Council,,,,,,0.0
2017/18,,,Individuals,Greater London Authority,,,,,,0.0
2017/18,,,Individuals,Guildford Borough Council,,,,,,0.0
2017/18,,,Individuals,Halton Borough Council (Unitary),,,,,,0.0
2017/18,,,Individuals,Hambleton District Council,,,,,,0.0
2017/18,,,Individuals,Hampshire County Council,,,,,,10.0
2017/18,,,Individuals,Harborough District Council,,,,,,0.0
2017/18,,,Individuals,Harlow District Council,,,,,,0.0
2017/18,,,Individuals,Harrogate Borough Council,,,,,,0.0
2017/18,,,Individuals,Hart District Council,,,,,,0.0
2017/18,,,Individuals,Hartlepool Borough Council,,,,,,0.0
2017/18,,,Individuals,Hastings Borough Council,,,,,,0.0
2017/18,,,Individuals,Havant Borough Council,,,,,,0.0
2017/18,,,Individuals,Herefordshire Council,,,,,,5.0
2017/18,,,Individuals,Hertfordshire County Council,,,,,,35.0
2017/18,,,Individuals,Hertsmere Borough Council,,,,,,0.0
2017/18,,,Individuals,High Peak Borough Council,,,,,,0.0
2017/18,,,Individuals,Hinckley & Bosworth Borough Council,,,,,,0.0
2017/18,,,Individuals,Horsham District Council,,,,,,0.0
2017/18,,,Individuals,Huntingdonshire District Council,,,,,,0.0
2017/18,,,Individuals,Hyndburn Borough Council,,,,,,0.0
2017/18,,,Individuals,Ipswich Borough Council,,,,,,0.0
2017/18,,,Individuals,Isle of Wight Council,,,,,,0.0
2017/18,,,Individuals,Kent County Council,,,,,,35.0
2017/18,,,Individuals,Kettering Borough Council,,,,,,0.0
2017/18,,,Individuals,Kings Lynn & West Norfolk Borough Council,,,,,,0.0
2017/18,,,Individuals,Kingston-Upon-Hull City Council,,,,,,60.0
2017/18,,,Individuals,Kirklees Council,,,,,,35.0
2017/18,,,Individuals,Knowsley Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Lancashire County Council,,,,,,15.0
2017/18,,,Individuals,Lancaster City Council,,,,,,0.0
2017/18,,,Individuals,Leeds City Council,,,,,,130.0
2017/18,,,Individuals,Leicester City Council,,,,,,10.0
2017/18,,,Individuals,Leicestershire County Council,,,,,,5.0
2017/18,,,Individuals,Lewes District Council,,,,,,0.0
2017/18,,,Individuals,Lichfield District Council,,,,,,0.0
2017/18,,,Individuals,Lincolnshire County Council,,,,,,40.0
2017/18,,,Individuals,Liverpool City Council,,,,,,15.0
2017/18,,,Individuals,London Borough of Barking and Dagenham,,,,,,115.0
2017/18,,,Individuals,London Borough of Barnet,,,,,,85.0
2017/18,,,Individuals,London Borough of Bexley,,,,,,40.0
2017/18,,,Individuals,London Borough of Brent,,,,,,190.0
2017/18,,,Individuals,London Borough of Bromley,,,,,,40.0
2017/18,,,Individuals,London Borough of Camden,,,,,,95.0
2017/18,,,Individuals,London Borough of Croydon,,,,,,30.0
2017/18,,,Individuals,London Borough of Ealing,,,,,,195.0
2017/18,,,Individuals,London Borough of Enfield,,,,,,190.0
2017/18,,,Individuals,London Borough of Greenwich,,,,,,50.0
2017/18,,,Individuals,London Borough of Hackney,,,,,,105.0
2017/18,,,Individuals,London Borough of Hammersmith and Fulham,,,,,,95.0
2017/18,,,Individuals,London Borough of Haringey,,,,,,90.0
2017/18,,,Individuals,London Borough of Harrow,,,,,,70.0
2017/18,,,Individuals,London Borough of Havering,,,,,,20.0
2017/18,,,Individuals,London Borough of Hillingdon,,,,,,85.0
2017/18,,,Individuals,London Borough of Hounslow,,,,,,110.0
2017/18,,,Individuals,London Borough of Islington,,,,,,75.0
2017/18,,,Individuals,London Borough of Lambeth Council,,,,,,155.0
2017/18,,,Individuals,London Borough of Lewisham Council,,,,,,95.0
2017/18,,,Individuals,London Borough of Merton Council,,,,,,5.0
2017/18,,,Individuals,London Borough of Newham Council,,,,,,150.0
2017/18,,,Individuals,London Borough of Redbridge Council,,,,,,65.0
2017/18,,,Individuals,London Borough of Richmond Upon Thames Council,,,,,,5.0
2017/18,,,Individuals,London Borough of Southwark Council,,,,,,220.0
2017/18,,,Individuals,London Borough of Sutton Council,,,,,,5.0
2017/18,,,Individuals,London Borough of Tower Hamlets Council,,,,,,135.0
2017/18,,,Individuals,London Borough of Waltham Forest Council,,,,,,105.0
2017/18,,,Individuals,London Borough of Wandsworth,,,,,,40.0
2017/18,,,Individuals,Luton Borough Council,,,,,,15.0
2017/18,,,Individuals,Maidstone Borough Council,,,,,,0.0
2017/18,,,Individuals,Maldon District Council,,,,,,0.0
2017/18,,,Individuals,Malvern Hills District Council,,,,,,0.0
2017/18,,,Individuals,Manchester City Council,,,,,,305.0
2017/18,,,Individuals,Mansfield District Council,,,,,,0.0
2017/18,,,Individuals,Medway Council,,,,,,15.0
2017/18,,,Individuals,Melton Borough Council,,,,,,0.0
2017/18,,,Individuals,Mendip District Council,,,,,,0.0
2017/18,,,Individuals,Mid Devon District Council,,,,,,0.0
2017/18,,,Individuals,Mid Suffolk District Council,,,,,,0.0
2017/18,,,Individuals,Mid Sussex District Council,,,,,,0.0
2017/18,,,Individuals,Middlesbrough Council,,,,,,25.0
2017/18,,,Individuals,Milton Keynes Council,,,,,,0.0
2017/18,,,Individuals,Mole Valley District Council,,,,,,0.0
2017/18,,,Individuals,New Forest District Council,,,,,,0.0
2017/18,,,Individuals,Newark and Sherwood District Council,,,,,,0.0
2017/18,,,Individuals,Newcastle-Under-Lyme Borough Council,,,,,,0.0
2017/18,,,Individuals,Newcastle-Upon-Tyne City Council,,,,,,50.0
2017/18,,,Individuals,Norfolk County Council,,,,,,15.0
2017/18,,,Individuals,North Devon District Council,,,,,,0.0
2017/18,,,Individuals,North Dorset District Council,,,,,,0.0
2017/18,,,Individuals,North East Derbyshire District Council,,,,,,0.0
2017/18,,,Individuals,North East Lincolnshire Council,,,,,,5.0
2017/18,,,Individuals,North Hertfordshire District Council,,,,,,0.0
2017/18,,,Individuals,North Kesteven District Council,,,,,,0.0
2017/18,,,Individuals,North Lincolnshire Council,,,,,,5.0
2017/18,,,Individuals,North Norfolk District Council,,,,,,0.0
2017/18,,,Individuals,North Somerset District Council,,,,,,5.0
2017/18,,,Individuals,North Tyneside Council,,,,,,5.0
2017/18,,,Individuals,North Warwickshire Borough Council,,,,,,0.0
2017/18,,,Individuals,North West Leicestershire District Council,,,,,,0.0
2017/18,,,Individuals,North Yorkshire County Council,,,,,,10.0
2017/18,,,Individuals,Northampton Borough Council,,,,,,0.0
2017/18,,,Individuals,Northamptonshire County Council,,,,,,55.0
2017/18,,,Individuals,Northumberland County Council,,,,,,5.0
2017/18,,,Individuals,Norwich City Council,,,,,,0.0
2017/18,,,Individuals,Nottingham City Council,,,,,,85.0
2017/18,,,Individuals,Nottinghamshire County Council,,,,,,5.0
2017/18,,,Individuals,Nuneaton and Bedworth Borough Council,,,,,,0.0
2017/18,,,Individuals,Oadby & Wigston Borough Council,,,,,,0.0
2017/18,,,Individuals,Oldham Metropolitian Borough Council,,,,,,15.0
2017/18,,,Individuals,Oxford City Council,,,,,,0.0
2017/18,,,Individuals,Oxfordshire County Council,,,,,,5.0
2017/18,,,Individuals,Pendle Borough Council,,,,,,0.0
2017/18,,,Individuals,Peterborough City Council,,,,,,45.0
2017/18,,,Individuals,Plymouth City Council,,,,,,15.0
2017/18,,,Individuals,Portsmouth City Council,,,,,,15.0
2017/18,,,Individuals,Preston City Council,,,,,,0.0
2017/18,,,Individuals,Purbeck District Council,,,,,,0.0
2017/18,,,Individuals,Reading Borough Council,,,,,,20.0
2017/18,,,Individuals,Redcar & Cleveland Borough Council,,,,,,0.0
2017/18,,,Individuals,Redditch Borough Council,,,,,,0.0
2017/18,,,Individuals,Reigate and Banstead Borough Council,,,,,,0.0
2017/18,,,Individuals,Ribble Valley Borough Council,,,,,,0.0
2017/18,,,Individuals,Richmondshire District Council,,,,,,0.0
2017/18,,,Individuals,Rochdale Metropolitan Borough Council,,,,,,20.0
2017/18,,,Individuals,Rochford District Council,,,,,,0.0
2017/18,,,Individuals,Rossendale Borough Council,,,,,,0.0
2017/18,,,Individuals,Rother District Council,,,,,,0.0
2017/18,,,Individuals,Rotherham Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Royal Borough of Kensington and Chelsea,,,,,,40.0
2017/18,,,Individuals,Royal Borough of Kingston-Upon-Thames Council,,,,,,5.0
2017/18,,,Individuals,Royal Borough of Windsor & Maidenhead,,,,,,5.0
2017/18,,,Individuals,Rugby Borough Council,,,,,,0.0
2017/18,,,Individuals,Runnymede Borough Council,,,,,,0.0
2017/18,,,Individuals,Rushcliffe Borough Council,,,,,,0.0
2017/18,,,Individuals,Rushmoor Borough Council,,,,,,0.0
2017/18,,,Individuals,Rutland County Council,,,,,,0.0
2017/18,,,Individuals,Ryedale District Council,,,,,,0.0
2017/18,,,Individuals,Salford City Council,,,,,,50.0
2017/18,,,Individuals,Sandwell Metropolitan Borough Council,,,,,,75.0
2017/18,,,Individuals,Scarborough Borough Council,,,,,,0.0
2017/18,,,Individuals,Sedgemoor District Council,,,,,,0.0
2017/18,,,Individuals,Sefton Council,,,,,,5.0
2017/18,,,Individuals,Selby District Council,,,,,,0.0
2017/18,,,Individuals,Sevenoaks District Council,,,,,,0.0
2017/18,,,Individuals,Sheffield City Council,,,,,,180.0
2017/18,,,Individuals,Shepway District Council,,,,,,0.0
2017/18,,,Individuals,Shropshire Council,,,,,,5.0
2017/18,,,Individuals,Slough Borough Council,,,,,,60.0
2017/18,,,Individuals,Solihull Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Somerset County Council,,,,,,5.0
2017/18,,,Individuals,South Bucks District Council,,,,,,0.0
2017/18,,,Individuals,South Cambridgeshire District Council,,,,,,0.0
2017/18,,,Individuals,South Derbyshire District Council,,,,,,0.0
2017/18,,,Individuals,South Gloucestershire Council,,,,,,15.0
2017/18,,,Individuals,South Hams District Council,,,,,,0.0
2017/18,,,Individuals,South Holland District Council,,,,,,0.0
2017/18,,,Individuals,South Kesteven District Council,,,,,,0.0
2017/18,,,Individuals,South Lakeland District Council,,,,,,0.0
2017/18,,,Individuals,South Norfolk Council,,,,,,0.0
2017/18,,,Individuals,South Northamptonshire District Council,,,,,,0.0
2017/18,,,Individuals,South Oxfordshire District Council,,,,,,0.0
2017/18,,,Individuals,South Ribble Borough Council,,,,,,0.0
2017/18,,,Individuals,South Somerset District Council,,,,,,0.0
2017/18,,,Individuals,South Staffordshire Council,,,,,,0.0
2017/18,,,Individuals,South Tyneside Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Southampton City Council,,,,,,20.0
2017/18,,,Individuals,Southend-On-Sea Borough Council,,,,,,5.0
2017/18,,,Individuals,Spelthorne Borough Council,,,,,,0.0
2017/18,,,Individuals,St Albans City & District Council,,,,,,0.0
2017/18,,,Individuals,St Edmundsbury Borough Council,,,,,,0.0
2017/18,,,Individuals,St Helens Metropolitan Borough Council,,,,,,5.0
2017/18,,,Individuals,Stafford Borough Council,,,,,,0.0
2017/18,,,Individuals,Staffordshire County Council,,,,,,5.0
2017/18,,,Individuals,Staffordshire Moorlands District Council,,,,,,0.0
2017/18,,,Individuals,Stevenage Borough Council,,,,,,0.0
2017/18,,,Individuals,Stockport Metropolitan Borough Council,,,,,,10.0
2017/18,,,Individuals,Stockton-On-Tees Borough Council,,,,,,35.0
2017/18,,,Individuals,Stoke-On-Trent City Council,,,,,,20.0
2017/18,,,Individuals,Stratford-On-Avon District Council,,,,,,0.0
2017/18,,,Individuals,Stroud District Council,,,,,,0.0
2017/18,,,Individuals,Suffolk Coastal District Council,,,,,,0.0
2017/18,,,Individuals,Suffolk County Council,,,,,,10.0
2017/18,,,Individuals,Sunderland City Council,,,,,,5.0
2017/18,,,Individuals,Surrey County Council,,,,,,10.0
2017/18,,,Individuals,Surrey Heath Borough Council,,,,,,0.0
2017/18,,,Individuals,Swale Borough Council,,,,,,0.0
2017/18,,,Individuals,Swindon Borough Council (Unitary),,,,,,0.0
2017/18,,,Individuals,Tameside Metropolitan Borough Council,,,,,,20.0
2017/18,,,Individuals,Tamworth Borough Council,,,,,,0.0
2017/18,,,Individuals,Tandridge District Council,,,,,,0.0
2017/18,,,Individuals,Taunton Deane Borough Council,,,,,,0.0
2017/18,,,Individuals,Teignbridge District Council,,,,,,0.0
2017/18,,,Individuals,Telford and Wrekin Council (Unitary),,,,,,0.0
2017/18,,,Individuals,Tendring District Council,,,,,,0.0
2017/18,,,Individuals,Test Valley Borough Council,,,,,,0.0
2017/18,,,Individuals,Tewkesbury Borough Council,,,,,,0.0
2017/18,,,Individuals,Thanet District Council,,,,,,0.0
2017/18,,,Individuals,The Council of The Isles of Scilly,,,,,,0.0
2017/18,,,Individuals,Three Rivers District Council,,,,,,0.0
2017/18,,,Individuals,Thurrock Council,,,,,,20.0
2017/18,,,Individuals,Tonbridge and Malling Borough Council,,,,,,0.0
2017/18,,,Individuals,Torbay Council,,,,,,5.0
2017/18,,,Individuals,Torridge District Council,,,,,,0.0
2017/18,,,Individuals,Trafford Metropolitan Borough Council,,,,,,15.0
2017/18,,,Individuals,Tunbridge Wells Borough Council,,,,,,0.0
2017/18,,,Individuals,Uttlesford District Council,,,,,,0.0
2017/18,,,Individuals,Vale of White Horse District Council,,,,,,0.0
2017/18,,,Individuals,Wakefield Council,,,,,,70.0
2017/18,,,Individuals,Walsall Metropolitan Borough Council,,,,,,20.0
2017/18,,,Individuals,Warrington Borough Council (Unitary),,,,,,5.0
2017/18,,,Individuals,Warwick District Council,,,,,,0.0
2017/18,,,Individuals,Warwickshire County Council,,,,,,5.0
2017/18,,,Individuals,Watford Borough Council,,,,,,0.0
2017/18,,,Individuals,Waveney District Council,,,,,,0.0
2017/18,,,Individuals,Waverley Borough Council,,,,,,0.0
2017/18,,,Individuals,Wealden District Council,,,,,,0.0
2017/18,,,Individuals,Wellingborough Borough Council,,,,,,0.0
2017/18,,,Individuals,Welwyn Hatfield Council,,,,,,0.0
2017/18,,,Individuals,West Berkshire District Council,,,,,,5.0
2017/18,,,Individuals,West Devon Borough Council,,,,,,0.0
2017/18,,,Individuals,West Dorset District Council,,,,,,0.0
2017/18,,,Individuals,West Lancashire District Council,,,,,,0.0
2017/18,,,Individuals,West Lindsey District Council,,,,,,0.0
2017/18,,,Individuals,West Oxfordshire District Council,,,,,,0.0
2017/18,,,Individuals,West Somerset District Council,,,,,,0.0
2017/18,,,Individuals,West Sussex County Council,,,,,,10.0
2017/18,,,Individuals,Westminster City Council,,,,,,55.0
2017/18,,,Individuals,Weymouth & Portland Borough Council,,,,,,0.0
2017/18,,,Individuals,Wigan Metropolitan Borough Council,,,,,,15.0
2017/18,,,Individuals,Wiltshire Council,,,,,,5.0
2017/18,,,Individuals,Winchester City Council,,,,,,0.0
2017/18,,,Individuals,Wirral Metropolitan Borough Council,,,,,,0.0
2017/18,,,Individuals,Woking Borough Council,,,,,,0.0
2017/18,,,Individuals,Wokingham Borough Council,,,,,,5.0
2017/18,,,Individuals,Wolverhampton City Council,,,,,,40.0
2017/18,,,Individuals,Worcester City Council,,,,,,0.0
2017/18,,,Individuals,Worcestershire County Council,,,,,,5.0
2017/18,,,Individuals,Worthing Borough Council,,,,,,0.0
2017/18,,,Individuals,Wychavon District Council,,,,,,0.0
2017/18,,,Individuals,Wycombe District Council,,,,,,0.0
2017/18,,,Individuals,Wyre Borough Council,,,,,,0.0
2017/18,,,Individuals,Wyre Forest District Council,,,,,,0.0
2017/18,,,Individuals,York City Council,,,,,,5.0
2017/18,,,Individuals,Unknown,,,,,,75.0
2015/16,,,Individuals,,,,,,,6190.0
2016/17,,,Individuals,,,,,,,6665.0
2017/18,,,Individuals,,,,,,,6260.0
2018/19,,,Individuals,,,,,,,6415.0
