Year,Sex,Age,Nationality,Unit measure,Unit multiplier,Observation status,Value
2015,Female,30 to 39,,Percentage (%),Units,Undefined,15.609044493070751
2015,Female,40 to 49,,Percentage (%),Units,Undefined,15.834348355663824
2015,Female,50 to 59,,Percentage (%),Units,Undefined,10.471204188481677
2015,,,British nationals,Percentage (%),Units,Undefined,12.38275169303229
2015,,,Foreign nationals,Percentage (%),Units,Undefined,21.22336377473364
2015,,,Nationality not recorded,Percentage (%),Units,Undefined,47.5
2016,,,,Percentage (%),Units,Undefined,10.90985975051096
2016,,15 to 17,,Percentage (%),Units,Undefined,23.30708661417323
2016,,18 to 20,,Percentage (%),Units,Undefined,19.017328361482782
2016,,21 to 24,,Percentage (%),Units,Undefined,12.685473529950542
2016,,25 to 29,,Percentage (%),Units,Undefined,11.672979797979798
2016,,30 to 39,,Percentage (%),Units,Undefined,10.889674064075589
2016,,40 to 49,,Percentage (%),Units,Undefined,10.004580252568212
2016,,50 to 59,,Percentage (%),Units,Undefined,6.957575757575758
2016,,60 to 69,,Percentage (%),Units,Undefined,4.785316289741068
2016,,70 and over,,Percentage (%),Units,Undefined,3.33569907735983
2016,Male,,,Percentage (%),Units,Undefined,10.783541687173935
2016,Male,15 to 17,,Percentage (%),Units,Undefined,23.30708661417323
2016,Male,18 to 20,,Percentage (%),Units,Undefined,18.82219705549264
2016,Male,21 to 24,,Percentage (%),Units,Undefined,12.548500047317118
2016,Male,25 to 29,,Percentage (%),Units,Undefined,11.610782380013148
2016,Male,30 to 39,,Percentage (%),Units,Undefined,10.716539739975596
2016,Male,40 to 49,,Percentage (%),Units,Undefined,9.899758036640169
2016,Male,50 to 59,,Percentage (%),Units,Undefined,6.721728081321474
2016,Male,60 to 69,,Percentage (%),Units,Undefined,4.708672086720867
2016,Male,70 and over,,Percentage (%),Units,Undefined,3.306973400431344
2016,Female,,,Percentage (%),Units,Undefined,13.568099430346969
2016,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2016,Female,18 to 20,,Percentage (%),Units,Undefined,25.0
2016,Female,21 to 24,,Percentage (%),Units,Undefined,16.80911680911681
2016,Female,25 to 29,,Percentage (%),Units,Undefined,13.174603174603176
2016,Female,30 to 39,,Percentage (%),Units,Undefined,13.783403656821378
2016,Female,40 to 49,,Percentage (%),Units,Undefined,11.858190709046456
2016,Female,50 to 59,,Percentage (%),Units,Undefined,11.842105263157894
2016,Female,60 to 69,,Percentage (%),Units,Undefined,7.07070707070707
2016,Female,70 and over,,Percentage (%),Units,Undefined,5.555555555555555
2016,,,British nationals,Percentage (%),Units,Undefined,9.979864250376712
2016,,,Foreign nationals,Percentage (%),Units,Undefined,17.278333838843395
2016,,,Nationality not recorded,Percentage (%),Units,Undefined,37.698412698412696
2017,,,,Percentage (%),Units,Undefined,11.224858204348788
2017,,15 to 17,,Percentage (%),Units,Undefined,27.5808936825886
2017,,18 to 20,,Percentage (%),Units,Undefined,21.181619256017505
2017,,21 to 24,,Percentage (%),Units,Undefined,13.451361493312808
2017,,25 to 29,,Percentage (%),Units,Undefined,11.63371088500672
2017,,30 to 39,,Percentage (%),Units,Undefined,11.21109137251873
2017,,40 to 49,,Percentage (%),Units,Undefined,10.088576266770874
2017,,50 to 59,,Percentage (%),Units,Undefined,7.39140588510042
2017,,60 to 69,,Percentage (%),Units,Undefined,4.824151882975412
2017,,70 and over,,Percentage (%),Units,Undefined,2.1888680425265794
2017,Male,,,Percentage (%),Units,Undefined,11.0767689601251
2017,Male,15 to 17,,Percentage (%),Units,Undefined,27.5808936825886
2017,Male,18 to 20,,Percentage (%),Units,Undefined,20.886788206167004
2017,Male,21 to 24,,Percentage (%),Units,Undefined,13.312755152842776
2017,Male,25 to 29,,Percentage (%),Units,Undefined,11.489418519260298
2017,Male,30 to 39,,Percentage (%),Units,Undefined,11.0683585755219
2017,Male,40 to 49,,Percentage (%),Units,Undefined,9.841730596447578
2017,Male,50 to 59,,Percentage (%),Units,Undefined,7.206875383670964
2017,Male,60 to 69,,Percentage (%),Units,Undefined,4.882749759074848
2017,Male,70 and over,,Percentage (%),Units,Undefined,2.2082018927444795
2017,Female,,,Percentage (%),Units,Undefined,14.25006239081607
2017,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2017,Female,18 to 20,,Percentage (%),Units,Undefined,31.496062992125985
2017,Female,21 to 24,,Percentage (%),Units,Undefined,17.42857142857143
2017,Female,25 to 29,,Percentage (%),Units,Undefined,14.969135802469136
2017,Female,30 to 39,,Percentage (%),Units,Undefined,13.59289617486339
2017,Female,40 to 49,,Percentage (%),Units,Undefined,14.124293785310735
2017,Female,50 to 59,,Percentage (%),Units,Undefined,10.97852028639618
2017,Female,60 to 69,,Percentage (%),Units,Undefined,3.0
2017,Female,70 and over,,Percentage (%),Units,Undefined,0.0
2017,,,British nationals,Percentage (%),Units,Undefined,10.37072230800702
2017,,,Foreign nationals,Percentage (%),Units,Undefined,16.738417384173843
2017,,,Nationality not recorded,Percentage (%),Units,Undefined,43.75
2018,,,,Percentage (%),Units,Undefined,11.217425972237324
2018,,15 to 17,,Percentage (%),Units,Undefined,30.8411214953271
2018,,18 to 20,,Percentage (%),Units,Undefined,22.400377269511907
2018,,21 to 24,,Percentage (%),Units,Undefined,14.207082770796552
2018,,25 to 29,,Percentage (%),Units,Undefined,11.921926006528835
2018,,30 to 39,,Percentage (%),Units,Undefined,11.161596207032794
2018,,40 to 49,,Percentage (%),Units,Undefined,9.555054336682389
2018,,50 to 59,,Percentage (%),Units,Undefined,7.087254560241664
2018,,60 to 69,,Percentage (%),Units,Undefined,4.387019230769231
2018,,70 and over,,Percentage (%),Units,Undefined,2.2010707911957166
2018,Male,,,Percentage (%),Units,Undefined,11.082689628973029
2018,Male,15 to 17,,Percentage (%),Units,Undefined,30.8411214953271
2018,Male,18 to 20,,Percentage (%),Units,Undefined,22.438549525431977
2018,Male,21 to 24,,Percentage (%),Units,Undefined,14.001071237279058
2018,Male,25 to 29,,Percentage (%),Units,Undefined,11.835115801402363
2018,Male,30 to 39,,Percentage (%),Units,Undefined,10.981230098877155
2018,Male,40 to 49,,Percentage (%),Units,Undefined,9.345117357287744
2018,Male,50 to 59,,Percentage (%),Units,Undefined,6.931901391261899
2018,Male,60 to 69,,Percentage (%),Units,Undefined,4.322321704229701
2018,Male,70 and over,,Percentage (%),Units,Undefined,2.108433734939759
2018,Female,,,Percentage (%),Units,Undefined,14.015251117538783
2018,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2018,Female,18 to 20,,Percentage (%),Units,Undefined,21.21212121212121
2018,Female,21 to 24,,Percentage (%),Units,Undefined,20.74829931972789
2018,Female,25 to 29,,Percentage (%),Units,Undefined,14.017094017094015
2018,Female,30 to 39,,Percentage (%),Units,Undefined,14.147018030513175
2018,Female,40 to 49,,Percentage (%),Units,Undefined,13.059250302297462
2018,Female,50 to 59,,Percentage (%),Units,Undefined,10.16949152542373
2018,Female,60 to 69,,Percentage (%),Units,Undefined,6.741573033707865
2018,Female,70 and over,,Percentage (%),Units,Undefined,9.523809523809524
2018,,,British nationals,Percentage (%),Units,Undefined,10.350745760403187
2018,,,Foreign nationals,Percentage (%),Units,Undefined,17.1630266931392
2018,,,Nationality not recorded,Percentage (%),Units,Undefined,44.52054794520548
2019,,,,Percentage (%),Units,Undefined,11.056704147019708
2019,,15 to 17,,Percentage (%),Units,Undefined,29.72508591065292
2019,,18 to 20,,Percentage (%),Units,Undefined,23.113658070678127
2019,,21 to 24,,Percentage (%),Units,Undefined,13.628052059804238
2019,,25 to 29,,Percentage (%),Units,Undefined,11.941727652007389
2019,,30 to 39,,Percentage (%),Units,Undefined,11.023499708681298
2019,,40 to 49,,Percentage (%),Units,Undefined,9.645293315143247
2019,,50 to 59,,Percentage (%),Units,Undefined,6.877562975981253
2019,,60 to 69,,Percentage (%),Units,Undefined,3.4306349684020465
2019,,70 and over,,Percentage (%),Units,Undefined,2.1603183627060827
2019,Male,,,Percentage (%),Units,Undefined,10.88548264504687
2019,Male,15 to 17,,Percentage (%),Units,Undefined,29.72508591065292
2019,Male,18 to 20,,Percentage (%),Units,Undefined,22.956052050085933
2019,Male,21 to 24,,Percentage (%),Units,Undefined,13.45705078342038
2019,Male,25 to 29,,Percentage (%),Units,Undefined,11.798233114847536
2019,Male,30 to 39,,Percentage (%),Units,Undefined,10.87804277328517
2019,Male,40 to 49,,Percentage (%),Units,Undefined,9.341534008683068
2019,Male,50 to 59,,Percentage (%),Units,Undefined,6.634603526945369
2019,Male,60 to 69,,Percentage (%),Units,Undefined,3.278688524590164
2019,Male,70 and over,,Percentage (%),Units,Undefined,1.910828025477707
2019,Female,,,Percentage (%),Units,Undefined,14.64190981432361
2019,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2019,Female,18 to 20,,Percentage (%),Units,Undefined,28.695652173913043
2019,Female,21 to 24,,Percentage (%),Units,Undefined,18.79194630872483
2019,Female,25 to 29,,Percentage (%),Units,Undefined,15.384615384615383
2019,Female,30 to 39,,Percentage (%),Units,Undefined,13.583815028901732
2019,Female,40 to 49,,Percentage (%),Units,Undefined,14.642857142857144
2019,Female,50 to 59,,Percentage (%),Units,Undefined,11.502347417840376
2019,Female,60 to 69,,Percentage (%),Units,Undefined,8.88888888888889
2019,Female,70 and over,,Percentage (%),Units,Undefined,15.625
2019,,,British nationals,Percentage (%),Units,Undefined,10.123598108553752
2019,,,Foreign nationals,Percentage (%),Units,Undefined,17.592694465837827
2019,,,Nationality not recorded,Percentage (%),Units,Undefined,49.15966386554621
