Year,Series,Sex,Relationship to perpetrator,Age,Ethnicity,Income,Disability status,Country of birth,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Units,Normal value,,1.402220856766694
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,Other ethnic group,,,,,Percentage (%),Units,Normal value,,0.8833502318269788
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"Less than £10,000",,,,Percentage (%),Units,Normal value,,0.0
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"£10,000 to less than £20,000",,,,Percentage (%),Units,Normal value,,1.9903123295220688
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"£20,000 to less than £30,000",,,,Percentage (%),Units,Normal value,,0.3870666090589527
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"£30,000 to less than £40,000",,,,Percentage (%),Units,Normal value,,0.5730264623266098
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"£40,000 to less than £50,000",,,,Percentage (%),Units,Normal value,,0.5604972425915797
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,"£50,000 or more",,,,Percentage (%),Units,Normal value,,1.7317691870589094
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,No income stated or not enough information provided,,,,Percentage (%),Units,Normal value,,1.2864787567477296
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,Disabled (GSS harmonised),,,Percentage (%),Units,Normal value,,1.089840298977148
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,Non-disabled (GSS harmonised),,,Percentage (%),Units,Normal value,,1.2011912433041296
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,Born in UK,,Percentage (%),Units,Normal value,,1.3108296628390406
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,Not born in UK,,Percentage (%),Units,Normal value,,0.6371066383434951
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,North East,Percentage (%),Units,Normal value,E12000001,0.5763529118716881
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,North West,Percentage (%),Units,Normal value,E12000002,1.1721942154285867
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,Yorkshire and The Humber,Percentage (%),Units,Normal value,E12000003,2.5715191327094256
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,East Midlands,Percentage (%),Units,Normal value,E12000004,0.855989640746082
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,West Midlands,Percentage (%),Units,Normal value,E12000005,0.2014338511993885
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,East,Percentage (%),Units,Normal value,E12000006,0.579073765267182
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,London,Percentage (%),Units,Normal value,E12000007,2.4212882727854104
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,South East,Percentage (%),Units,Normal value,E12000008,1.260060847993261
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,South West,Percentage (%),Units,Normal value,E12000009,0.4484059689336102
2017/18,Percentage of adults aged 16 to 59 (%),Male,,,,,,,Wales,Percentage (%),Units,Normal value,W92000004,0.2006844910008633
2017/18,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.048902252963714
2017/18,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.1617315067512608
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.50643217921014
2017/18,Percentage of adults aged 16 to 59 (%),,,16 to 19,,,,,,Percentage (%),Units,Normal value,,8.395573722751966
2017/18,Percentage of adults aged 16 to 59 (%),,,20 to 24,,,,,,Percentage (%),Units,Normal value,,6.644872299696767
2017/18,Percentage of adults aged 16 to 59 (%),,,25 to 34,,,,,,Percentage (%),Units,Normal value,,2.389028051494748
2017/18,Percentage of adults aged 16 to 59 (%),,,35 to 44,,,,,,Percentage (%),Units,Normal value,,0.9092206483110518
2017/18,Percentage of adults aged 16 to 59 (%),,,45 to 54,,,,,,Percentage (%),Units,Normal value,,0.9590817550017636
2017/18,Percentage of adults aged 16 to 59 (%),,,55 to 59,,,,,,Percentage (%),Units,Normal value,,1.0847883886022458
2017/18,Percentage of adults aged 16 to 59 (%),,,,White,,,,,Percentage (%),Units,Normal value,,2.429100949949901
2017/18,Percentage of adults aged 16 to 59 (%),,,,Mixed/Multiple ethnic groups,,,,,Percentage (%),Units,Normal value,,3.644424576602992
2017/18,Percentage of adults aged 16 to 59 (%),,,,Asian/Asian British,,,,,Percentage (%),Units,Normal value,,1.810148016076394
2017/18,Percentage of adults aged 16 to 59 (%),,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Units,Normal value,,5.730656219319114
2017/18,Percentage of adults aged 16 to 59 (%),,,,Other ethnic group,,,,,Percentage (%),Units,Normal value,,0.9075714018027335
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"Less than £10,000",,,,Percentage (%),Units,Normal value,,3.715809877697047
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£10,000 to less than £20,000",,,,Percentage (%),Units,Normal value,,3.5543259843462214
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£20,000 to less than £30,000",,,,Percentage (%),Units,Normal value,,2.199548975218224
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£30,000 to less than £40,000",,,,Percentage (%),Units,Normal value,,2.038443595304624
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£40,000 to less than £50,000",,,,Percentage (%),Units,Normal value,,1.7071665757728016
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£50,000 or more",,,,Percentage (%),Units,Normal value,,2.4815634682510668
2017/18,Percentage of adults aged 16 to 59 (%),,,,,No income stated or not enough information provided,,,,Percentage (%),Units,Normal value,,2.547617794952969
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,Disabled (GSS harmonised),,,Percentage (%),Units,Normal value,,4.0760504975494944
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,Non-disabled (GSS harmonised),,,Percentage (%),Units,Normal value,,2.3088777559541
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,Born in UK,,Percentage (%),Units,Normal value,,2.640044899133622
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,Not born in UK,,Percentage (%),Units,Normal value,,1.9147866107280924
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,North East,Percentage (%),Units,Normal value,E12000001,0.7908125689814519
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,North West,Percentage (%),Units,Normal value,E12000002,2.540340629409492
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,Yorkshire and The Humber,Percentage (%),Units,Normal value,E12000003,3.806630742264389
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,East Midlands,Percentage (%),Units,Normal value,E12000004,2.1914586864710057
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,West Midlands,Percentage (%),Units,Normal value,E12000005,2.19209744196077
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,East,Percentage (%),Units,Normal value,E12000006,1.763695596630727
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,London,Percentage (%),Units,Normal value,E12000007,3.658563128893083
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,South East,Percentage (%),Units,Normal value,E12000008,2.3151758131853195
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,South West,Percentage (%),Units,Normal value,E12000009,1.942680327497128
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,,Wales,Percentage (%),Units,Normal value,W92000004,2.17294215181452
2017/18,Percentage of adults aged 16 to 74 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0547905906058836
2017/18,Percentage of adults aged 16 to 74 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.2070023011334816
2017/18,Percentage of adults aged 16 to 74 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.1637167244750337
2017/18,Percentage of adults aged 16 to 74 (%),Male,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0298631143754092
2017/18,Percentage of adults aged 16 to 74 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.052542824728606
2017/18,Percentage of adults aged 16 to 74 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,0.9878906947931692
2017/18,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0423357120034591
2017/18,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.1295619103372122
2017/18,Percentage of adults aged 16 to 74 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.0759912032468533
2018/19,Percentage of adults aged 16 to 59 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0766164504996788
2018/19,Percentage of adults aged 16 to 59 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.518446833404983
2018/19,Percentage of adults aged 16 to 59 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.7979494275361247
2018/19,Percentage of adults aged 16 to 59 (%),Male,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0
2018/19,Percentage of adults aged 16 to 59 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0227257926699007
2018/19,Percentage of adults aged 16 to 59 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,1.1064151964944418
2018/19,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0389841249746913
2018/19,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.2744517144963624
2018/19,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.4742472714024086
2018/19,Percentage of adults aged 16 to 74 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0793901846541556
2018/19,Percentage of adults aged 16 to 74 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.4117322296420006
2018/19,Percentage of adults aged 16 to 74 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.149542309709856
2018/19,Percentage of adults aged 16 to 74 (%),Male,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0
2018/19,Percentage of adults aged 16 to 74 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0180596069483004
2018/19,Percentage of adults aged 16 to 74 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,0.9032232358131784
2018/19,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.040385813671562
2018/19,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.2180287169875719
2018/19,Percentage of adults aged 16 to 74 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.045404403800798
2019/20,Percentage of adults aged 16 to 59 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0627807612287524
2019/20,Percentage of adults aged 16 to 59 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.4186005891812054
2019/20,Percentage of adults aged 16 to 59 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.0503256964849847
2019/20,Percentage of adults aged 16 to 59 (%),Male,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0212325042894599
2019/20,Percentage of adults aged 16 to 59 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0768858595960279
2019/20,Percentage of adults aged 16 to 59 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,0.822212196229098
2019/20,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.042103585030786
2019/20,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.2484290701551153
2019/20,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Normal value,,1.940524433946042
2019/20,Percentage of adults aged 16 to 74 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0592144428468447
2019/20,Percentage of adults aged 16 to 74 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.3316609734036738
2019/20,Percentage of adults aged 16 to 74 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,2.4972390423687
2019/20,Percentage of adults aged 16 to 74 (%),Male,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0170124703845429
2019/20,Percentage of adults aged 16 to 74 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0658294486055552
2019/20,Percentage of adults aged 16 to 74 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,0.6908211135906341
2019/20,Percentage of adults aged 16 to 74 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0383301095037491
2019/20,Percentage of adults aged 16 to 74 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.2000237143724308
2019/20,Percentage of adults aged 16 to 74 (%),,,,,,,,,Percentage (%),Units,Normal value,,1.6029147351808788
2020/21,Percentage of adults aged 16 and over (%),Female,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),Female,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),Female,,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),Male,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),Male,,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 and over (%),,,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Female,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Female,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Female,,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Male,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),Male,,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Missing value,,
2020/21,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Missing value,,
2021/22,Percentage of adults aged 16 and over (%),Female,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 and over (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.6113323590432
2021/22,Percentage of adults aged 16 and over (%),Female,,,,,,,,Percentage (%),Units,Normal value,,2.671514379779
2021/22,Percentage of adults aged 16 and over (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 and over (%),Male,Partner,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 and over (%),Male,,,,,,,,Percentage (%),Units,Normal value,,1.17414691272655
2021/22,Percentage of adults aged 16 and over (%),,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 and over (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.361928303854625
2021/22,Percentage of adults aged 16 and over (%),,,,,,,,,Percentage (%),Units,Normal value,,1.94232326137795
2021/22,Percentage of adults aged 16 to 59 (%),Female,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 to 59 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.7439571480412726
2021/22,Percentage of adults aged 16 to 59 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.2598062591952885
2021/22,Percentage of adults aged 16 to 59 (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 to 59 (%),Male,Partner,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 to 59 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,1.3957351392714754
2021/22,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2021/22,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.4414543135151849
2021/22,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.336485869927306
2022/23,Percentage of adults aged 16 and over (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0383917030636713
2022/23,Percentage of adults aged 16 and over (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.314798258821452
2022/23,Percentage of adults aged 16 and over (%),Female,,,,,,,,Percentage (%),Units,Normal value,,2.88546820955899
2022/23,Percentage of adults aged 16 and over (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2022/23,Percentage of adults aged 16 and over (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0565007107417723
2022/23,Percentage of adults aged 16 and over (%),Male,,,,,,,,Percentage (%),Units,Normal value,,0.8499452807519
2022/23,Percentage of adults aged 16 and over (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0195124548912405
2022/23,Percentage of adults aged 16 and over (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.187299534805715
2022/23,Percentage of adults aged 16 and over (%),,,,,,,,,Percentage (%),Units,Normal value,,1.88384189267844
2022/23,Percentage of adults aged 16 to 59 (%),Female,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0536990953299098
2022/23,Percentage of adults aged 16 to 59 (%),Female,Partner,,,,,,,Percentage (%),Units,Normal value,,0.435524215105456
2022/23,Percentage of adults aged 16 to 59 (%),Female,,,,,,,,Percentage (%),Units,Normal value,,3.83650824336755
2022/23,Percentage of adults aged 16 to 59 (%),Male,Family member,,,,,,,Percentage (%),Units,Missing value; suppressed,,
2022/23,Percentage of adults aged 16 to 59 (%),Male,Partner,,,,,,,Percentage (%),Units,Normal value,,0.0781576902352669
2022/23,Percentage of adults aged 16 to 59 (%),Male,,,,,,,,Percentage (%),Units,Normal value,,1.14757958692102
2022/23,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Percentage (%),Units,Normal value,,0.0271595359759955
2022/23,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Percentage (%),Units,Normal value,,0.257998112317465
2022/23,Percentage of adults aged 16 to 59 (%),,,,,,,,,Percentage (%),Units,Normal value,,2.50512338063819
