Year,Age,Sex,Unit measure,Unit multiplier,Observation status,Value
2021/22,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.3893785323933735
2021/22,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.1536464135085926
2021/22,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.2745133564473579
2021/22,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,3.295668259880999
2021/22,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.491875044063806
2021/22,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.937664076073327
2021/22,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.1995490183091446
2021/22,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.6321676751426866
2021/22,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.4248341849217296
2021/22,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.2072965244919494
2021/22,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.8916725390296871
2021/22,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.544898106047352
2021/22,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,2.0439798024135825
2021/22,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.9726918023530162
2021/22,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.5018757671082896
2021/22,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,1.572379959824313
2021/22,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5328849994204876
2021/22,55 to 64,,"Rate per 100,000 population",Units,Undefined,1.0436103061532482
2021/22,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.732487786638167
2021/22,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.7758636574794711
2021/22,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.7549994807281349
2021/22,75 and over,Male,"Rate per 100,000 population",Units,Undefined,1.0298711899803386
2021/22,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.8506147052228764
2021/22,75 and over,,"Rate per 100,000 population",Units,Undefined,0.9280132396555524
2021/22,,Male,"Rate per 100,000 population",Units,Undefined,1.6854878346700246
2021/22,,Female,"Rate per 100,000 population",Units,Undefined,0.6562075142919014
2021/22,,,"Rate per 100,000 population",Units,Undefined,1.1654441001770202
