Year,Region,Local Authority,Disposal Method,Observation status,Unit multiplier,GeoCode,Value
2014/15,West Midlands,Solihull MBC,Recycled-composted,Undefined,Units,,44.93115229319805
2014/15,West Midlands,Sandwell MBC,Recycled-composted,Undefined,Units,,38.98352818838958
2014/15,West Midlands,Dudley MBC,Recycled-composted,Undefined,Units,,40.34382355255721
2014/15,West Midlands,Coventry City Council,Recycled-composted,Undefined,Units,,33.71468944060885
2014/15,West Midlands,Birmingham City Council,Recycled-composted,Undefined,Units,,24.409704456677414
2014/15,East of England,Luton Borough Council,Recycled-composted,Undefined,Units,,34.24279386274635
2014/15,East of England,Bedford,Recycled-composted,Undefined,Units,E06000055,36.848336937742395
2014/15,East of England,Central Bedfordshire,Recycled-composted,Undefined,Units,E06000056,50.694348738984864
2014/15,East of England,Peterborough City Council,Recycled-composted,Undefined,Units,,45.43283717862707
2014/15,East of England,Cambridgeshire County Council,Recycled-composted,Undefined,Units,,58.666941236856744
2014/15,East of England,Thurrock Council,Recycled-composted,Undefined,Units,,41.814398785339726
2014/15,East of England,Southend-on-Sea Borough Council,Recycled-composted,Undefined,Units,,52.930998045120724
2014/15,East of England,Essex County Council,Recycled-composted,Undefined,Units,,47.5969156889706
2014/15,East of England,Hertfordshire County Council,Recycled-composted,Undefined,Units,,48.71547656789064
2014/15,East of England,Norfolk County Council,Recycled-composted,Undefined,Units,,43.268299432682994
2014/15,East of England,Suffolk County Council,Recycled-composted,Undefined,Units,,50.80644749408827
2014/15,London,Bexley LB,Recycled-composted,Undefined,Units,,49.73206684139358
2014/15,London,Tower Hamlets LB,Recycled-composted,Undefined,Units,,21.470166718066867
2014/15,London,City of London,Recycled-composted,Undefined,Units,E09000001,32.88220551378446
2014/15,London,Westminster City Council,Recycled-composted,Undefined,Units,,14.187115344857748
2014/15,London,East London Waste Authority,Recycled-composted,Undefined,Units,,24.07478614113102
2014/15,London,North London Waste Authority,Recycled-composted,Undefined,Units,,30.690021118638583
2014/15,London,Southwark LB,Recycled-composted,Undefined,Units,,35.70807400460397
2014/15,London,Lewisham LB,Recycled-composted,Undefined,Units,,16.63004796534117
2014/15,London,Greenwich LB,Recycled-composted,Undefined,Units,,36.02128067150793
2014/15,London,Sutton LB,Recycled-composted,Undefined,Units,,37.74759894781917
2014/15,London,Merton LB,Recycled-composted,Undefined,Units,,36.885799216002084
2014/15,London,Royal Borough of Kingston upon Thames,Recycled-composted,Undefined,Units,,47.7545818667314
2014/15,London,Croydon LB,Recycled-composted,Undefined,Units,,38.577884524223364
2014/15,London,Bromley LB,Recycled-composted,Undefined,Units,,41.06434171771506
2014/15,London,West London Waste Authority,Recycled-composted,Undefined,Units,,35.758213327869505
2014/15,London,Western Riverside Waste Authority,Recycled-composted,Undefined,Units,,19.143541520139966
2014/15,South East,Wokingham Council,Recycled-composted,Undefined,Units,,44.123842712992825
2014/15,South East,Windsor and Maidenhead Borough Council,Recycled-composted,Undefined,Units,,47.085960976848526
2014/15,South East,Slough Borough Council,Recycled-composted,Undefined,Units,,28.040139616055846
2014/15,South East,Reading Borough Council,Recycled-composted,Undefined,Units,,34.90986442640387
2014/15,South East,West Berkshire District Council,Recycled-composted,Undefined,Units,,53.4364586041455
2014/15,South East,Bracknell Forest Borough Council,Recycled-composted,Undefined,Units,,41.103793610188866
2014/15,South East,Milton Keynes Council,Recycled-composted,Undefined,Units,,52.13921678990262
2014/15,South East,Buckinghamshire County Council,Recycled-composted,Undefined,Units,,53.10617276432821
2014/15,South East,Brighton and Hove Council,Recycled-composted,Undefined,Units,,27.14441635493531
2014/15,South East,East Sussex County Council,Recycled-composted,Undefined,Units,,42.4156281269899
2014/15,South East,Southampton City Council,Recycled-composted,Undefined,Units,,26.294874812173003
2014/15,South East,Portsmouth City Council,Recycled-composted,Undefined,Units,,26.041401389747882
2014/15,South East,Hampshire County Council,Recycled-composted,Undefined,Units,,40.607354045997624
2014/15,South East,Isle of Wight Council,Recycled-composted,Undefined,Units,,51.975715706285655
2014/15,South East,Medway Borough Council,Recycled-composted,Undefined,Units,,50.43061099171017
2014/15,South East,Kent County Council,Recycled-composted,Undefined,Units,,47.69595618521195
2014/15,South East,Oxfordshire County Council,Recycled-composted,Undefined,Units,,58.08084826074089
2014/15,South East,Surrey County Council,Recycled-composted,Undefined,Units,,53.329731143569056
2014/15,South East,West Sussex County Council,Recycled-composted,Undefined,Units,,43.747920095698085
2014/15,South West,Council of the Isles of Scilly,Recycled-composted,Undefined,Units,,17.653715579026784
2014/15,South West,Bath and North East Somerset Council,Recycled-composted,Undefined,Units,,52.98227695307512
2014/15,South West,Bristol City Council,Recycled-composted,Undefined,Units,,45.21796476039095
2014/15,South West,Cornwall,Recycled-composted,Undefined,Units,E06000052,36.473261162824585
2014/15,South West,Torbay Council,Recycled-composted,Undefined,Units,,40.529766261270375
2014/15,South West,Plymouth City Council,Recycled-composted,Undefined,Units,,37.76147051574587
2014/15,South West,Devon County Council,Recycled-composted,Undefined,Units,,53.73748575614521
2014/15,South West,Poole Borough Council,Recycled-composted,Undefined,Units,,45.236000097773214
2014/15,South West,Bournemouth Borough Council,Recycled-composted,Undefined,Units,,50.52922275657853
2014/15,South West,Dorset Waste Partnership,Recycled-composted,Undefined,Units,,53.972971325980055
2014/15,South West,Gloucestershire County Council,Recycled-composted,Undefined,Units,,46.691989436915094
2014/15,South West,North Somerset Council,Recycled-composted,Undefined,Units,,61.13029189668223
2014/15,South West,Somerset County Council,Recycled-composted,Undefined,Units,,50.18521156859952
2014/15,South West,South Gloucestershire Council,Recycled-composted,Undefined,Units,,49.66751309315981
2014/15,South West,Swindon Borough Council,Recycled-composted,Undefined,Units,,39.572305737878466
2014/15,South West,Wiltshire,Recycled-composted,Undefined,Units,E06000054,42.50265794395424
2014/15,North East,Stockton-on-Tees Borough Council,Other,Undefined,Units,,1.088093341905027
2014/15,North East,Redcar and Cleveland Borough Council,Other,Undefined,Units,,0.0
2014/15,North East,Middlesbrough Borough Council,Other,Undefined,Units,,0.0
2014/15,North East,Hartlepool Borough Council,Other,Undefined,Units,,0.0
2014/15,North East,Darlington Borough Council,Other,Undefined,Units,,17.642613584001474
2014/15,North East,County Durham,Other,Undefined,Units,E06000047,0.047563767695333915
2014/15,North East,Northumberland,Other,Undefined,Units,E06000057,0.0
2014/15,North East,Sunderland City Council,Other,Undefined,Units,,0.21891777180428454
2014/15,North East,South Tyneside MBC,Other,Undefined,Units,,0.21067689706742965
2014/15,North East,North Tyneside Council,Other,Undefined,Units,,0.0
2014/15,North East,Newcastle-upon-Tyne City Council MBC,Other,Undefined,Units,,2.1238284997417165
2014/15,North East,Gateshead MBC,Other,Undefined,Units,,0.03654617178850516
2014/15,North West,Warrington Borough Council,Other,Undefined,Units,,3.8516586622562894
2014/15,North West,Cheshire East,Other,Undefined,Units,E06000049,0.15780086250764588
2014/15,North West,Cheshire West and Chester,Other,Undefined,Units,E06000050,0.0
2014/15,North West,Halton Borough Council,Other,Undefined,Units,,0.0
2014/15,North West,Cumbria County Council,Other,Undefined,Units,,14.587640968545742
2014/15,North West,Wigan MBC,Other,Undefined,Units,,0.08006014953843583
2014/15,North West,Greater Manchester WDA (MBC),Other,Undefined,Units,,1.6680185880830787
2014/15,North West,Blackpool Borough Council,Other,Undefined,Units,,21.86094532288632
2014/15,North West,Blackburn with Darwen Borough Council,Other,Undefined,Units,,0.0
2014/15,North West,Lancashire County Council,Other,Undefined,Units,,10.07603633317798
2014/15,North West,Merseyside WDA (MBC),Other,Undefined,Units,,2.3857865133393616
2014/15,Yorkshire and Humber,East Riding of Yorkshire Council,Other,Undefined,Units,,1.972778633795583
2014/15,Yorkshire and Humber,Kingston-upon-Hull City Council,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,North East Lincolnshire Council,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,North Lincolnshire Council,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,York City Council,Other,Undefined,Units,,1.293461123558211
2014/15,Yorkshire and Humber,North Yorkshire County Council,Other,Undefined,Units,,1.19953519155049
2014/15,Yorkshire and Humber,Sheffield City Council,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,Rotherham MBC,Other,Undefined,Units,,2.9374320234050266
2014/15,Yorkshire and Humber,Doncaster MBC,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,Barnsley MBC,Other,Undefined,Units,,3.830841691947489
2014/15,Yorkshire and Humber,Leeds City Council MBC,Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,Kirklees MBC,Other,Undefined,Units,,0.0005016781132889515
2014/15,Yorkshire and Humber,Wakefield City MDC,Other,Undefined,Units,,0.022434497172072593
2014/15,Yorkshire and Humber,Bradford City MDC (MBC),Other,Undefined,Units,,0.0
2014/15,Yorkshire and Humber,Calderdale MBC,Other,Undefined,Units,,0.0
2014/15,East Midlands,Derby City Council,Other,Undefined,Units,,0.9372822299651569
2014/15,East Midlands,Derbyshire County Council,Other,Undefined,Units,,0.3897293044969758
2014/15,East Midlands,Rutland County Council,Other,Undefined,Units,,1.0175049428557652
2014/15,East Midlands,Leicester City Council,Other,Undefined,Units,,2.186911748422102
2014/15,East Midlands,Leicestershire County Council,Other,Undefined,Units,,8.45401826445324
2014/15,East Midlands,Lincolnshire County Council,Other,Undefined,Units,,1.1269551155171107
2014/15,East Midlands,Northamptonshire County Council,Other,Undefined,Units,,4.0757244549072364
2014/15,East Midlands,Nottingham City Council,Other,Undefined,Units,,0.0
2014/15,East Midlands,Nottinghamshire County Council,Other,Undefined,Units,,1.9679628240905793
2014/15,West Midlands,Herefordshire Council,Other,Undefined,Units,,0.0
2014/15,West Midlands,Worcestershire County Council,Other,Undefined,Units,,1.5773687798227676
2014/15,West Midlands,Telford and Wrekin Council,Other,Undefined,Units,,0.18060426692145462
2014/15,West Midlands,Shropshire,Other,Undefined,Units,E06000051,2.887175278914036
2014/15,West Midlands,Stoke-on-Trent City Council,Other,Undefined,Units,,0.0
2014/15,West Midlands,Staffordshire County Council,Other,Undefined,Units,,1.8399295826574253
2014/15,West Midlands,Warwickshire County Council,Other,Undefined,Units,,1.4901422194914795
2014/15,West Midlands,Wolverhampton MBC,Other,Undefined,Units,,0.4859495470029141
2014/15,West Midlands,Walsall MBC,Other,Undefined,Units,,0.5448521290955946
2014/15,West Midlands,Solihull MBC,Other,Undefined,Units,,0.0
2014/15,West Midlands,Sandwell MBC,Other,Undefined,Units,,1.8464893593974538
2014/15,West Midlands,Dudley MBC,Other,Undefined,Units,,0.015738905859880813
2014/15,West Midlands,Coventry City Council,Other,Undefined,Units,,0.7399878527957162
2014/15,West Midlands,Birmingham City Council,Other,Undefined,Units,,3.1399551640457566
2014/15,East of England,Luton Borough Council,Other,Undefined,Units,,0.0
2014/15,East of England,Bedford,Other,Undefined,Units,E06000055,7.354202660416339
2014/15,East of England,Central Bedfordshire,Other,Undefined,Units,E06000056,2.9192642254343224
2014/15,East of England,Peterborough City Council,Other,Undefined,Units,,0.005685500835768623
2014/15,East of England,Cambridgeshire County Council,Other,Undefined,Units,,8.425206772867957
2014/15,East of England,Thurrock Council,Other,Undefined,Units,,0.0
2014/15,East of England,Southend-on-Sea Borough Council,Other,Undefined,Units,,0.0
2014/15,East of England,Essex County Council,Other,Undefined,Units,,5.3432061443491765
2014/15,East of England,Hertfordshire County Council,Other,Undefined,Units,,0.5051936668966674
2014/15,East of England,Norfolk County Council,Other,Undefined,Units,,0.0
2014/15,East of England,Suffolk County Council,Other,Undefined,Units,,1.6519660668958154
2014/15,London,Bexley LB,Other,Undefined,Units,,0.019197702953107524
2014/15,London,Tower Hamlets LB,Other,Undefined,Units,,2.4880721296010737
2014/15,London,City of London,Other,Undefined,Units,E09000001,0.0
2014/15,London,Westminster City Council,Other,Undefined,Units,,0.010602036651240702
2014/15,London,East London Waste Authority,Other,Undefined,Units,,21.282293707052933
2014/15,London,North London Waste Authority,Other,Undefined,Units,,0.25380141396899375
2014/15,London,Southwark LB,Other,Undefined,Units,,12.91670219115014
2014/15,London,Lewisham LB,Other,Undefined,Units,,1.4606220021661767
2014/15,London,Greenwich LB,Other,Undefined,Units,,0.5459484875398359
2014/15,London,Sutton LB,Other,Undefined,Units,,0.0
2014/15,London,Merton LB,Other,Undefined,Units,,0.0
2014/15,London,Royal Borough of Kingston upon Thames,Other,Undefined,Units,,0.0
2014/15,London,Croydon LB,Other,Undefined,Units,,0.025914104225263093
2014/15,London,Bromley LB,Other,Undefined,Units,,0.0
2014/15,London,West London Waste Authority,Other,Undefined,Units,,0.4874632644136527
2014/15,London,Western Riverside Waste Authority,Other,Undefined,Units,,0.39771831331392715
2014/15,South East,Wokingham Council,Other,Undefined,Units,,0.009102257359825236
2014/15,South East,Windsor and Maidenhead Borough Council,Other,Undefined,Units,,0.5981856915111242
2014/15,South East,Slough Borough Council,Other,Undefined,Units,,0.0017452006980802793
2014/15,South East,Reading Borough Council,Other,Undefined,Units,,0.009424182452172275
2014/15,South East,West Berkshire District Council,Other,Undefined,Units,,1.504336933657914
2014/15,South East,Bracknell Forest Borough Council,Other,Undefined,Units,,0.018142564270033926
2014/15,South East,Milton Keynes Council,Other,Undefined,Units,,0.005397195000655374
2014/15,South East,Buckinghamshire County Council,Other,Undefined,Units,,0.014842950169552161
2014/15,South East,Brighton and Hove Council,Other,Undefined,Units,,0.0
2014/15,South East,East Sussex County Council,Other,Undefined,Units,,0.0
2014/15,South East,Southampton City Council,Other,Undefined,Units,,0.024440139761391817
2014/15,South East,Portsmouth City Council,Other,Undefined,Units,,0.0
2014/15,South East,Hampshire County Council,Other,Undefined,Units,,0.0022720112449409885
2014/15,South East,Isle of Wight Council,Other,Undefined,Units,,0.07850525985241011
2014/15,South East,Medway Borough Council,Other,Undefined,Units,,6.17669634633098
2014/15,South East,Kent County Council,Other,Undefined,Units,,0.0
2014/15,South East,Oxfordshire County Council,Other,Undefined,Units,,1.1319265663833404
2014/15,South East,Surrey County Council,Other,Undefined,Units,,2.52371250395782
2014/15,South East,West Sussex County Council,Other,Undefined,Units,,0.42722358633963825
2014/15,South West,Council of the Isles of Scilly,Other,Undefined,Units,,0.0
2014/15,South West,Bath and North East Somerset Council,Other,Undefined,Units,,9.055351153100663
2014/15,South West,Bristol City Council,Other,Undefined,Units,,2.626624730855513
2014/15,South West,Cornwall,Other,Undefined,Units,E06000052,0.0
2014/15,South West,Torbay Council,Other,Undefined,Units,,0.0
2014/15,South West,Plymouth City Council,Other,Undefined,Units,,0.06201353167062864
2014/15,South West,Devon County Council,Other,Undefined,Units,,1.5296882630636497
2014/15,South West,Poole Borough Council,Other,Undefined,Units,,2.0642370022732273
2014/15,South West,Bournemouth Borough Council,Other,Undefined,Units,,5.7479471617279545
2014/15,South West,Dorset Waste Partnership,Other,Undefined,Units,,1.9181639627054925
2014/15,South West,Gloucestershire County Council,Other,Undefined,Units,,0.17247222492525643
2014/15,South West,North Somerset Council,Other,Undefined,Units,,4.105200967450105
2014/15,South West,Somerset County Council,Other,Undefined,Units,,2.873403768717991
2014/15,South West,South Gloucestershire Council,Other,Undefined,Units,,2.5337248055864148
2014/15,South West,Swindon Borough Council,Other,Undefined,Units,,3.78088987023986
2014/15,South West,Wiltshire,Other,Undefined,Units,E06000054,5.892487137103346
2015/16,,,Landfill,Undefined,Units,,19.6
2015/16,,,Incineration with EfW,Undefined,Units,,34.699999999999996
2015/16,,,Incineration without EfW,Undefined,Units,,0.7000000000000001
2015/16,,,Recycled-composted,Undefined,Units,,42.4
2015/16,,,Other,Undefined,Units,,2.6
2015/16,North West,,Landfill,Undefined,Units,E12000002,24.099999999999998
2015/16,North West,,Incineration with EfW,Undefined,Units,E12000002,24.5
2015/16,North West,,Incineration without EfW,Undefined,Units,E12000002,1.0
2015/16,North West,,Recycled-composted,Undefined,Units,E12000002,46.0
2015/16,North West,,Other,Undefined,Units,E12000002,4.5
2015/16,East Midlands,,Landfill,Undefined,Units,E12000004,15.9
2015/16,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,37.9
2015/16,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.1
2015/16,East Midlands,,Recycled-composted,Undefined,Units,E12000004,43.9
2015/16,East Midlands,,Other,Undefined,Units,E12000004,2.1
2015/16,East of England,,Landfill,Undefined,Units,E12000006,23.3
2015/16,East of England,,Incineration with EfW,Undefined,Units,E12000006,20.5
2015/16,East of England,,Incineration without EfW,Undefined,Units,E12000006,4.3
2015/16,East of England,,Recycled-composted,Undefined,Units,E12000006,48.5
2015/16,East of England,,Other,Undefined,Units,E12000006,3.5000000000000004
2015/16,South East,,Landfill,Undefined,Units,E12000008,13.8
2015/16,South East,,Incineration with EfW,Undefined,Units,E12000008,39.800000000000004
2015/16,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2015/16,South East,,Recycled-composted,Undefined,Units,E12000008,45.5
2015/16,South East,,Other,Undefined,Units,E12000008,0.8999999999999999
2015/16,North East,,Landfill,Undefined,Units,E12000001,11.1
2015/16,North East,,Incineration with EfW,Undefined,Units,E12000001,50.1
2015/16,North East,,Incineration without EfW,Undefined,Units,E12000001,0.1
2015/16,North East,,Recycled-composted,Undefined,Units,E12000001,36.9
2015/16,North East,,Other,Undefined,Units,E12000001,1.7999999999999998
2015/16,Yorkshire and Humber,,Landfill,Undefined,Units,,21.7
2015/16,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,33.300000000000004
2015/16,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.2
2015/16,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,41.699999999999996
2015/16,Yorkshire and Humber,,Other,Undefined,Units,,3.2
2015/16,West Midlands,,Landfill,Undefined,Units,E12000005,14.099999999999998
2015/16,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,44.7
2015/16,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2015/16,West Midlands,,Recycled-composted,Undefined,Units,E12000005,40.5
2015/16,West Midlands,,Other,Undefined,Units,E12000005,0.7000000000000001
2015/16,London,,Landfill,Undefined,Units,E12000007,20.3
2015/16,London,,Incineration with EfW,Undefined,Units,E12000007,46.1
2015/16,London,,Incineration without EfW,Undefined,Units,E12000007,0.5
2015/16,London,,Recycled-composted,Undefined,Units,E12000007,29.599999999999998
2015/16,London,,Other,Undefined,Units,E12000007,3.5000000000000004
2015/16,South West,,Landfill,Undefined,Units,E12000009,29.9
2015/16,South West,,Incineration with EfW,Undefined,Units,E12000009,20.3
2015/16,South West,,Incineration without EfW,Undefined,Units,E12000009,0.1
2015/16,South West,,Recycled-composted,Undefined,Units,E12000009,47.4
2015/16,South West,,Other,Undefined,Units,E12000009,2.3
2015/16,North East,Stockton-on-Tees Borough Council,Landfill,Undefined,Units,,8.571372881521114
2015/16,North East,Redcar and Cleveland Borough Council,Landfill,Undefined,Units,,1.6704225352112676
2015/16,North East,Middlesbrough Borough Council,Landfill,Undefined,Units,,14.495515695067265
2015/16,North East,Hartlepool Borough Council,Landfill,Undefined,Units,,7.35616993157547
2015/16,North East,Darlington Borough Council,Landfill,Undefined,Units,,40.774812772952956
2015/16,North East,County Durham,Landfill,Undefined,Units,E06000047,4.045208058898165
2015/16,North East,Northumberland,Landfill,Undefined,Units,E06000057,14.884653716577704
2015/16,North East,Sunderland City Council,Landfill,Undefined,Units,,2.3568798622245977
2015/16,North East,South Tyneside MBC,Landfill,Undefined,Units,,0.5393269701112519
2015/16,North East,North Tyneside Council,Landfill,Undefined,Units,,9.658637589757229
2015/16,North East,Newcastle-upon-Tyne City Council MBC,Landfill,Undefined,Units,,34.13818407609156
2015/16,North East,Gateshead MBC,Landfill,Undefined,Units,,2.446563285834032
2015/16,North West,Warrington Borough Council,Landfill,Undefined,Units,,1.9111406513625442
2015/16,North West,Cheshire East,Landfill,Undefined,Units,E06000049,27.705149139443602
2015/16,North West,Cheshire West and Chester,Landfill,Undefined,Units,E06000050,2.926354568519098
2015/16,North West,Halton Borough Council,Landfill,Undefined,Units,,8.306623931623932
2015/16,North West,Cumbria County Council,Landfill,Undefined,Units,,18.895779816513762
2015/16,North West,Wigan MBC,Landfill,Undefined,Units,,4.478539897897856
2015/16,North West,Greater Manchester WDA (MBC),Landfill,Undefined,Units,,18.96867756163846
2015/16,North West,Blackpool Borough Council,Landfill,Undefined,Units,,16.890602969229494
2015/16,North West,Blackburn with Darwen Borough Council,Landfill,Undefined,Units,,44.665182655363786
2015/16,North West,Lancashire County Council,Landfill,Undefined,Units,,29.890654642792175
2015/16,North West,Merseyside WDA (MBC),Landfill,Undefined,Units,,40.00693803001743
2015/16,Yorkshire and Humber,East Riding of Yorkshire Council,Landfill,Undefined,Units,,1.3988879437332724
2015/16,Yorkshire and Humber,Kingston-upon-Hull City Council,Landfill,Undefined,Units,,6.693539321331642
2015/16,Yorkshire and Humber,North East Lincolnshire Council,Landfill,Undefined,Units,,7.1830894308943085
2015/16,Yorkshire and Humber,North Lincolnshire Council,Landfill,Undefined,Units,,50.16021717144834
2015/16,Yorkshire and Humber,York City Council,Landfill,Undefined,Units,,59.2762993033629
2015/16,Yorkshire and Humber,North Yorkshire County Council,Landfill,Undefined,Units,,41.899708370140004
2015/16,Yorkshire and Humber,Sheffield City Council,Landfill,Undefined,Units,,5.834210045391458
2015/16,Yorkshire and Humber,Rotherham MBC,Landfill,Undefined,Units,,5.025772119328672
2015/16,Yorkshire and Humber,Doncaster MBC,Landfill,Undefined,Units,,14.708498678291809
2015/16,Yorkshire and Humber,Barnsley MBC,Landfill,Undefined,Units,,8.934094372458318
2015/16,Yorkshire and Humber,Leeds City Council MBC,Landfill,Undefined,Units,,25.83591859667777
2015/16,Yorkshire and Humber,Kirklees MBC,Landfill,Undefined,Units,,10.886631817657685
2015/16,Yorkshire and Humber,Wakefield City MDC,Landfill,Undefined,Units,,45.16471713034549
2015/16,Yorkshire and Humber,Bradford City MDC (MBC),Landfill,Undefined,Units,,16.93846404472224
2015/16,Yorkshire and Humber,Calderdale MBC,Landfill,Undefined,Units,,16.709854910332073
2015/16,East Midlands,Derby City Council,Landfill,Undefined,Units,,39.50764021308798
2015/16,East Midlands,Derbyshire County Council,Landfill,Undefined,Units,,11.838545043139591
2015/16,East Midlands,Rutland County Council,Landfill,Undefined,Units,,0.06278070217800744
2015/16,East Midlands,Leicester City Council,Landfill,Undefined,Units,,26.745597112452547
2015/16,East Midlands,Leicestershire County Council,Landfill,Undefined,Units,,26.70839088636747
2015/16,East Midlands,Lincolnshire County Council,Landfill,Undefined,Units,,3.5820439456651574
2015/16,East Midlands,Northamptonshire County Council,Landfill,Undefined,Units,,24.00130396826274
2015/16,East Midlands,Nottingham City Council,Landfill,Undefined,Units,,6.417332513829134
2015/16,East Midlands,Nottinghamshire County Council,Landfill,Undefined,Units,,8.253418820857867
2015/16,West Midlands,Herefordshire Council,Landfill,Undefined,Units,,56.31789464115268
2015/16,West Midlands,Worcestershire County Council,Landfill,Undefined,Units,,46.55927902474755
2015/16,West Midlands,Telford and Wrekin Council,Landfill,Undefined,Units,,50.99200881785616
2015/16,West Midlands,Shropshire,Landfill,Undefined,Units,E06000051,6.93400632163645
2015/16,West Midlands,Stoke-on-Trent City Council,Landfill,Undefined,Units,,5.541900147794542
2015/16,West Midlands,Staffordshire County Council,Landfill,Undefined,Units,,2.1970561567643885
2015/16,West Midlands,Warwickshire County Council,Landfill,Undefined,Units,,13.02540301501858
2015/16,West Midlands,Wolverhampton MBC,Landfill,Undefined,Units,,10.876272264631043
2015/16,West Midlands,Walsall MBC,Landfill,Undefined,Units,,6.02219352291329
2015/16,West Midlands,Solihull MBC,Landfill,Undefined,Units,,8.583291574200015
2015/16,West Midlands,Sandwell MBC,Landfill,Undefined,Units,,7.451441113776583
2015/16,West Midlands,Dudley MBC,Landfill,Undefined,Units,,2.746452080656392
2015/16,West Midlands,Coventry City Council,Landfill,Undefined,Units,,7.991848156710062
2015/16,West Midlands,Birmingham City Council,Landfill,Undefined,Units,,6.9318697594419625
2015/16,East of England,Luton Borough Council,Landfill,Undefined,Units,,39.93376921117432
2015/16,East of England,Bedford,Landfill,Undefined,Units,E06000055,38.918746530279584
2015/16,East of England,Central Bedfordshire,Landfill,Undefined,Units,E06000056,20.551457997477428
2015/16,East of England,Peterborough City Council,Landfill,Undefined,Units,,29.06417019704718
2015/16,East of England,Cambridgeshire County Council,Landfill,Undefined,Units,,30.688073116113095
2015/16,East of England,Thurrock Council,Landfill,Undefined,Units,,16.18800944617963
2015/16,East of England,Southend-on-Sea Borough Council,Landfill,Undefined,Units,,43.25820227328439
2015/16,East of England,Essex County Council,Landfill,Undefined,Units,,28.821335307523853
2015/16,East of England,Hertfordshire County Council,Landfill,Undefined,Units,,18.000403410515442
2015/16,East of England,Norfolk County Council,Landfill,Undefined,Units,,25.69684653522426
2015/16,East of England,Suffolk County Council,Landfill,Undefined,Units,,1.01084632567182
2015/16,London,Bexley LB,Landfill,Undefined,Units,,0.17147709379302384
2015/16,London,Tower Hamlets LB,Landfill,Undefined,Units,,1.481312670920693
2015/16,London,City of London,Landfill,Undefined,Units,E09000001,0.0
2015/16,London,Westminster City Council,Landfill,Undefined,Units,,2.040365993215886
2015/16,London,East London Waste Authority,Landfill,Undefined,Units,,20.98592020333768
2015/16,London,North London Waste Authority,Landfill,Undefined,Units,,12.35961373571539
2015/16,London,Southwark LB,Landfill,Undefined,Units,,0.5576578370842461
2015/16,London,Lewisham LB,Landfill,Undefined,Units,,0.6328432578740157
2015/16,London,Greenwich LB,Landfill,Undefined,Units,,5.808956540922126
2015/16,London,Sutton LB,Landfill,Undefined,Units,,62.970713784616116
2015/16,London,Merton LB,Landfill,Undefined,Units,,63.08840143099228
2015/16,London,Royal Borough of Kingston upon Thames,Landfill,Undefined,Units,,19.748397095019598
2015/16,London,Croydon LB,Landfill,Undefined,Units,,56.929737841990544
2015/16,London,Bromley LB,Landfill,Undefined,Units,,27.60245355142679
2015/16,London,West London Waste Authority,Landfill,Undefined,Units,,43.01517907641511
2015/16,London,Western Riverside Waste Authority,Landfill,Undefined,Units,,0.0
2015/16,South East,Wokingham Council,Landfill,Undefined,Units,,14.103825964062183
2015/16,South East,Windsor and Maidenhead Borough Council,Landfill,Undefined,Units,,33.45608781005058
2015/16,South East,Slough Borough Council,Landfill,Undefined,Units,,0.8480291330883096
2015/16,South East,Reading Borough Council,Landfill,Undefined,Units,,24.57111908469298
2015/16,South East,West Berkshire District Council,Landfill,Undefined,Units,,16.341652313632107
2015/16,South East,Bracknell Forest Borough Council,Landfill,Undefined,Units,,21.94003918524269
2015/16,South East,Milton Keynes Council,Landfill,Undefined,Units,,27.703070984312816
2015/16,South East,Buckinghamshire County Council,Landfill,Undefined,Units,,35.728268644354934
2015/16,South East,Brighton and Hove Council,Landfill,Undefined,Units,,4.110294591039944
2015/16,South East,East Sussex County Council,Landfill,Undefined,Units,,5.326529199578523
2015/16,South East,Southampton City Council,Landfill,Undefined,Units,,18.07796595101569
2015/16,South East,Portsmouth City Council,Landfill,Undefined,Units,,6.293190042236987
2015/16,South East,Hampshire County Council,Landfill,Undefined,Units,,6.062557916964163
2015/16,South East,Isle of Wight Council,Landfill,Undefined,Units,,32.511123470522804
2015/16,South East,Medway Borough Council,Landfill,Undefined,Units,,11.334987208310721
2015/16,South East,Kent County Council,Landfill,Undefined,Units,,6.439835898980014
2015/16,South East,Oxfordshire County Council,Landfill,Undefined,Units,,5.2135265821359535
2015/16,South East,Surrey County Council,Landfill,Undefined,Units,,5.8358689526118726
2015/16,South East,West Sussex County Council,Landfill,Undefined,Units,,36.61064012448356
2015/16,South West,Council of the Isles of Scilly,Landfill,Undefined,Units,,67.3989016475287
2015/16,South West,Bath and North East Somerset Council,Landfill,Undefined,Units,,18.236618821227907
