Year,Series,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Observation status,Unit multiplier,Units,GeoCode,Value
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,8.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,16.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,16.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,18.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,17.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,8.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,22.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,18.1
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East,,,,Undefined,Units,Percentage (%),E12000006,16.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East,,,,Undefined,Units,Percentage (%),E12000006,17.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East,,,,Undefined,Units,Percentage (%),E12000006,8.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,London,,,,Undefined,Units,Percentage (%),E12000007,18.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,London,,,,Undefined,Units,Percentage (%),E12000007,16.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.9
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,London,,,,Undefined,Units,Percentage (%),E12000007,7.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.7
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South East,,,,Undefined,Units,Percentage (%),E12000008,23.9
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South East,,,,Undefined,Units,Percentage (%),E12000008,18.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South East,,,,Undefined,Units,Percentage (%),E12000008,16.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South East,,,,Undefined,Units,Percentage (%),E12000008,15.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South East,,,,Undefined,Units,Percentage (%),E12000008,14.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South East,,,,Undefined,Units,Percentage (%),E12000008,7.1
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Undefined,Units,Percentage (%),E12000008,14.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Undefined,Units,Percentage (%),E12000009,24.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Undefined,Units,Percentage (%),E12000009,22.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Undefined,Units,Percentage (%),E12000009,17.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Undefined,Units,Percentage (%),E12000009,13.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Undefined,Units,Percentage (%),E12000009,6.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.7
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,19.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,22.7
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,18.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,19.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,15.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,11.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,17.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,18.0
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,21.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,18.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,19.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,17.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,9.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North West,,,,Undefined,Units,Percentage (%),E12000002,16.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,21.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,23.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,17.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,19.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,9.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,17.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,19.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,22.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,18.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,14.0
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,9.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,16.0
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,17.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,20.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.7
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,7.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,19.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,20.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East,,,,Undefined,Units,Percentage (%),E12000006,16.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East,,,,Undefined,Units,Percentage (%),E12000006,13.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East,,,,Undefined,Units,Percentage (%),E12000006,6.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East,,,,Undefined,Units,Percentage (%),E12000006,14.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,London,,,,Undefined,Units,Percentage (%),E12000007,7.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.4
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South East,,,,Undefined,Units,Percentage (%),E12000008,22.0
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South East,,,,Undefined,Units,Percentage (%),E12000008,18.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South East,,,,Undefined,Units,Percentage (%),E12000008,16.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South East,,,,Undefined,Units,Percentage (%),E12000008,15.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South East,,,,Undefined,Units,Percentage (%),E12000008,11.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South East,,,,Undefined,Units,Percentage (%),E12000008,7.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Undefined,Units,Percentage (%),E12000008,14.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Undefined,Units,Percentage (%),E12000009,22.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Undefined,Units,Percentage (%),E12000009,19.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Undefined,Units,Percentage (%),E12000009,15.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Undefined,Units,Percentage (%),E12000009,16.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Undefined,Units,Percentage (%),E12000009,12.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Undefined,Units,Percentage (%),E12000009,6.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,18.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,17.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,16.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,11.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,16.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,19.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,20.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,17.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,18.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,14.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,9.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North West,,,,Undefined,Units,Percentage (%),E12000002,15.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,19.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,22.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,17.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,17.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,8.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,19.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,16.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,14.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,7.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,14.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,17.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,12.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,7.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,13.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,13.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,18.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East,,,,Undefined,Units,Percentage (%),E12000006,13.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East,,,,Undefined,Units,Percentage (%),E12000006,14.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East,,,,Undefined,Units,Percentage (%),E12000006,12.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East,,,,Undefined,Units,Percentage (%),E12000006,6.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East,,,,Undefined,Units,Percentage (%),E12000006,12.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,London,,,,Undefined,Units,Percentage (%),E12000007,12.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,London,,,,Undefined,Units,Percentage (%),E12000007,11.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,London,,,,Undefined,Units,Percentage (%),E12000007,13.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,London,,,,Undefined,Units,Percentage (%),E12000007,6.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,London,,,,Undefined,Units,Percentage (%),E12000007,11.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South East,,,,Undefined,Units,Percentage (%),E12000008,19.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South East,,,,Undefined,Units,Percentage (%),E12000008,18.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South East,,,,Undefined,Units,Percentage (%),E12000008,12.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South East,,,,Undefined,Units,Percentage (%),E12000008,14.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South East,,,,Undefined,Units,Percentage (%),E12000008,12.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South East,,,,Undefined,Units,Percentage (%),E12000008,5.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Undefined,Units,Percentage (%),E12000008,12.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Undefined,Units,Percentage (%),E12000009,20.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Undefined,Units,Percentage (%),E12000009,17.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Undefined,Units,Percentage (%),E12000009,11.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Undefined,Units,Percentage (%),E12000009,5.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South West,,,,Undefined,Units,Percentage (%),E12000009,12.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,16.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,16.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,17.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,14.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,10.7
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,15.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,14.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,18.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,13.9
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,16.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,15.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,10.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North West,,,,Undefined,Units,Percentage (%),E12000002,14.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,22.7
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,16.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,8.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,15.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,18.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,12.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,8.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,14.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,12.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,16.9
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,13.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,14.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,12.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,6.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,12.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,13.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.1
