Year,Neonatal period,Age,Birthweight (grams),Country,Region,Country of birth,Ethnic group,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2010,,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.4
2010,,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.5
2010,,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2010,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2010,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2010,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.7
2010,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2010,,,,England,East,,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.5
2010,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,2.8
2010,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.2
2010,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.8
2010,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.1
2010,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.4
2010,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.2
2010,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.6
2010,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,3.6
2010,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.5
2010,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,4.4
2010,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2010,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2010,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2010,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2010,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2010,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2010,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.2
2010,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.0
2010,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.7
2010,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.2
2010,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2010,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2010,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2010,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2010,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2010,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2010,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.1
2010,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,113.4
2010,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,214.9
2010,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.4
2010,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.6
2010,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2010,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2010,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2010,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2010,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2010,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.6
2010,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2010,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2010,Early neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2010,Early neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2010,Early neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.5
2010,Early neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.4
2010,Early neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2010,Early neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2010,Early neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2010,Early neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2010,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2010,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2010,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.1
2010,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2010,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2010,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.9
2010,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2010,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2010,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2010,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2010,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2010,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.7
2010,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2010,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.3
2010,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.1
2010,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.5
2010,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2010,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2010,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2010,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2010,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.5
2010,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.0
2010,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,41.4
2010,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.7
2010,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2010,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2010,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2010,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2010,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2010,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2010,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2010,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2010,Late neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.7
2010,Late neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2010,Late neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2010,Late neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2010,Late neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2010,Late neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2010,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2010,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2010,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2010,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2010,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2010,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.6
2010,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.6
2010,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.6
2010,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.7
2011,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2011,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2011,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2011,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2011,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2011,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2011,,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.9
2011,,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,145.4
2011,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,274.6
2011,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,37.7
2011,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.4
2011,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2011,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2011,,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2011,,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2011,,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2011,,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.7
2011,,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2011,,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2011,,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.1
2011,,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2011,,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.9
2011,,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.0
2011,,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2011,,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2011,,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.9
2011,,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2011,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2011,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2011,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2011,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.3
2011,,,,England,East,,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.7
2011,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.1
2011,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.8
2011,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.4
2011,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.0
2011,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.4
2011,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.6
2011,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.3
2011,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.3
2011,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2011,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.1
2011,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2011,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.7
2011,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2011,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2011,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.8
2011,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2011,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2011,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.9
2011,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.5
2011,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.3
2011,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2011,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2011,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2011,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2011,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2011,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2011,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.2
2011,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,118.9
2011,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,230.6
2011,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.7
2011,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.2
2011,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2011,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2011,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2011,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2011,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2011,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.4
2011,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2011,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2011,Early neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2011,Early neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2011,Early neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2011,Early neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.1
2011,Early neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2011,Early neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2011,Early neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.1
2011,Early neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2011,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2011,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2011,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.0
2011,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2011,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2011,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.6
2011,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2011,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2011,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2011,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2011,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.9
2011,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2011,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2011,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.3
2011,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,1.9
2011,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.5
2011,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2011,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2011,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.7
2011,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.5
2011,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,44.0
2011,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.0
2011,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2011,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2011,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2011,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2011,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2011,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2011,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.3
2011,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2011,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2011,Late neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,Late neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2011,Late neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.7
2011,Late neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2011,Late neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2011,Late neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2011,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2011,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2011,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2011,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2011,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2011,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.8
2011,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.7
2011,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.6
2011,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.8
2012,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.0
2012,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2012,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2012,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2012,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2012,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2012,,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,27.5
2012,,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,144.7
2012,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,275.1
2012,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,39.5
2012,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.0
2012,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2012,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.4
2012,,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2012,,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2012,,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
