Year,Units,Material category,Observation status,Unit multiplier,Unit measure,Value
2006,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),158.1232809933452
2007,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),147.28179899221882
2008,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),147.14586619315457
2009,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),133.64428748371174
2010,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),135.77437404061715
2011,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),124.70789829662243
2012,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),124.42444789733094
2013,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),128.0940643849688
2014,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),118.3041572174946
2015,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),112.21091770858871
2016,Material footprint per GDP (Tonnes per £m),Fossil Energy Materials and Carriers,Undefined,Units,Tonnes of Material Footprint per GDP (£m),103.5340905787987
