Year,Occupation minor group,Occupation unit group,Country,Region,Observation status,GeoCode,Value
2012,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.84168901367859
2013,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.25130468177991
2014,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.87880154835855
2015,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,3.96084227365708
2016,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.86718668847239
2017,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.99825330824138
2018,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,4.85912312335574
2019,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,5.02780741706769
2020,321 Health Associate Professionals,3217 Pharmaceutical technicians,England,,Normal Value,E92000001,3.97877013138323
2004,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.59821175983074
2005,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.92814682928917
2006,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.92561361396778
2007,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.91657324222355
2008,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.86693033886753
2009,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.97742590621369
2010,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.53465001972173
2011,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,4.97108026978429
2012,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.72029667253147
2013,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.68078267521683
2014,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,5.87297242991086
2015,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.04165342202992
2016,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.18802173776043
2017,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.34670294175974
2018,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.10963275068993
2019,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,6.52016014863549
2020,321 Health Associate Professionals,3218 Medical and dental technicians,England,,Normal Value,E92000001,7.16178623648982
2004,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,3.56612065839752
2005,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,3.73473250245218
2006,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,4.454020829042
2007,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,4.82667817128764
2008,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,4.59318888371866
2009,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,5.11529716974056
2010,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,4.5400620776555
2011,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,7.90853679283865
2012,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,7.58967467009077
2013,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,7.5743769002891
2014,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,7.71402961797069
2015,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,9.34539743830609
2016,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,8.84778546714869
2017,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,9.16945750792484
2018,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,10.6293318323407
2019,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,8.10134339993946
2020,321 Health Associate Professionals,3219 Health associate professionals n.e.c.,England,,Normal Value,E92000001,8.78866113465541
2004,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,44.1131300280799
2005,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,53.2120195165868
2006,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,52.2626890419946
2007,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,61.3775383680367
2008,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,61.4888715653385
2009,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,57.0291664196272
2010,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,57.6850026913928
2011,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,52.1968921356341
2012,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,55.1989074002771
2013,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,61.996655204846
2014,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,67.1403049565832
2015,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,59.9081298953089
2016,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,62.9792274602484
2017,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,70.520352660125
2018,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,64.1809813368802
2019,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,81.3011780492592
2020,221 Health Professionals (not including Veterinarians),,England,East,Normal Value,E12000006,68.7492313564766
2004,222 Therapy Professionals,,England,East,Normal Value,E12000006,15.7935897631397
2005,222 Therapy Professionals,,England,East,Normal Value,E12000006,15.999559922217
2006,222 Therapy Professionals,,England,East,Normal Value,E12000006,20.1559176168785
2007,222 Therapy Professionals,,England,East,Normal Value,E12000006,19.9874980852684
2008,222 Therapy Professionals,,England,East,Normal Value,E12000006,18.9196527893349
2009,222 Therapy Professionals,,England,East,Normal Value,E12000006,15.4743774736184
2010,222 Therapy Professionals,,England,East,Normal Value,E12000006,22.5574189629029
2011,222 Therapy Professionals,,England,East,Normal Value,E12000006,20.6399475438292
2012,222 Therapy Professionals,,England,East,Normal Value,E12000006,18.6253982025475
2013,222 Therapy Professionals,,England,East,Normal Value,E12000006,27.0500311327377
2014,222 Therapy Professionals,,England,East,Normal Value,E12000006,24.4297644272716
2015,222 Therapy Professionals,,England,East,Normal Value,E12000006,24.1936678423363
2016,222 Therapy Professionals,,England,East,Normal Value,E12000006,28.2264413228575
2017,222 Therapy Professionals,,England,East,Normal Value,E12000006,28.694488323775
2018,222 Therapy Professionals,,England,East,Normal Value,E12000006,24.672588302871
2019,222 Therapy Professionals,,England,East,Normal Value,E12000006,30.3075397461736
2020,222 Therapy Professionals,,England,East,Normal Value,E12000006,29.5095308606686
2004,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,86.773975940009
2005,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,81.2561919645177
2006,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,80.4452995151521
2007,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,95.1617165475612
2008,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,87.065439224995
2009,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,89.7166154650233
2010,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,83.6863024119908
2011,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,87.1653983049315
2012,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,83.8142919114637
2013,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,92.7429638836721
2014,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,99.0485686983257
2015,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,96.2809230460322
2016,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,96.100427394006
2017,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,100.998114269558
2018,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,91.9174858342254
2019,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,94.6108383610709
2020,223 Nursing and Midwifery Professionals,,England,East,Normal Value,E12000006,92.8353889778872
2004,321 Health Associate Professionals,,England,East,Normal Value,E12000006,15.9751252776586
2005,321 Health Associate Professionals,,England,East,Normal Value,E12000006,18.6961149652872
2006,321 Health Associate Professionals,,England,East,Normal Value,E12000006,21.7612561881343
2007,321 Health Associate Professionals,,England,East,Normal Value,E12000006,20.1643785992974
2008,321 Health Associate Professionals,,England,East,Normal Value,E12000006,22.2481102244957
2009,321 Health Associate Professionals,,England,East,Normal Value,E12000006,18.2562880306733
2010,321 Health Associate Professionals,,England,East,Normal Value,E12000006,19.2857322430925
2011,321 Health Associate Professionals,,England,East,Normal Value,E12000006,23.3691968058231
2012,321 Health Associate Professionals,,England,East,Normal Value,E12000006,23.7050522577877
2013,321 Health Associate Professionals,,England,East,Normal Value,E12000006,18.4813877304419
2014,321 Health Associate Professionals,,England,East,Normal Value,E12000006,23.598820058997
2015,321 Health Associate Professionals,,England,East,Normal Value,E12000006,27.1561577822142
2016,321 Health Associate Professionals,,England,East,Normal Value,E12000006,28.2264413228575
2017,321 Health Associate Professionals,,England,East,Normal Value,E12000006,29.9914143497083
2018,321 Health Associate Professionals,,England,East,Normal Value,E12000006,33.703078139216
2019,321 Health Associate Professionals,,England,East,Normal Value,E12000006,32.2318279840258
2020,321 Health Associate Professionals,,England,East,Normal Value,E12000006,31.5831735697967
2004,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,22.8734748293748
2005,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,27.8644021117262
2006,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,25.1503042830076
2007,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,29.0084043007436
2008,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,23.2992020461254
2009,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,30.6010161276048
2010,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,30.1339566298321
2011,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,24.2220872001962
2012,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,20.1492944191195
2013,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,28.8981699057819
2014,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,30.0801861315385
2015,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,26.3332439100259
2016,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,33.1211999337576
2017,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,28.8566040770167
2018,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,32.5742669096728
2019,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,39.7686235822806
2020,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,East,Normal Value,E12000006,35.889969965678
2004,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.17531683393349
2005,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.13471773270776
2006,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,3.92416095195864
2007,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,3.18384925252064
2008,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,5.08027713787697
2009,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.34673524539842
2010,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,6.19898536385117
2011,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.60560812961478
2012,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,2.87847063130279
2013,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.70435324047612
2014,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,6.14898832523163
2015,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,3.78540381206622
2016,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.56844137017346
2017,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,4.70135684400833
2018,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,2.25762245908624
2019,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,7.21608089194608
2020,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,East,Normal Value,E12000006,5.26386226163278
2004,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,5.44606543556542
2005,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,7.73012445680146
2006,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,8.74017666572606
2007,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,8.66714518741729
2008,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,8.0583706324945
2009,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,7.65025403190121
2010,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,7.74873170481396
2011,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,4.94676428736402
2012,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,4.91033225339888
2013,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,6.88851724498289
2014,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,6.97993269350617
2015,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,6.58331097750647
2016,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,5.38423447199015
2017,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,11.0238712204333
2018,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,8.38545484803459
2019,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,9.30072648295273
2020,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,East,Normal Value,E12000006,7.33750497076084
2004,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,3.26763926133925
2005,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,3.5954067240937
2006,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.49719333306459
2007,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.29944668237601
2008,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,1.57663773244458
2009,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Missing value; data exist but were not collected,E12000006,
2010,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Missing value; data exist but were not collected,E12000006,
2011,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,4.60560812961478
2012,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,6.26490666812961
2013,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.85621446743193
2014,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,1.32951098923927
2015,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.79790716544025
2016,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.44737930545007
2017,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,5.99828286994166
2018,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,3.38643368862936
2019,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,1.1225014720805
2020,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,East,Normal Value,E12000006,2.2331536867533
2004,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,2.54149720326386
2005,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,3.5954067240937
2006,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,3.92416095195864
2007,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,6.5445790190702
2008,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,9.63500836493908
2009,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,6.43316816318966
2010,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,6.02679132596641
2011,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,2.55867118311932
2012,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,3.04779243314413
2013,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,5.54441631913257
2014,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,10.1375212929494
2015,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,5.76039710531816
2016,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,3.58948964799343
2017,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,5.99828286994166
2018,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,1.93510496493106
2019,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,8.49893971718094
2020,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,East,Normal Value,E12000006,3.34973053012995
2004,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,2.17842617422617
2005,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,3.5954067240937
2006,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.45927380904391
2007,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,6.01393747698342
2008,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,8.0583706324945
2009,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.34673524539842
2010,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,5.85459728808166
2011,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,3.24098349861781
2012,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,5.92626306444693
2013,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.03230277755096
2014,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,2.16045535751381
2015,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,2.30415884212727
2016,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,3.58948964799343
2017,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.377125337525
2018,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.99902115940524
2019,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,4.65036324147637
2020,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,East,Normal Value,E12000006,6.06141714975896
2004,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.35996168874502
2005,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.15724403445622
2006,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,1.96208047597932
2007,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,4.95265439280988
2008,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,4.20436728651887
2009,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.95577996687092
2010,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Missing value; data exist but were not collected,E12000006,
2011,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,1.02346847324773
2012,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,0.846609009206704
2013,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.85621446743193
2014,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,4.32091071502763
2015,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,3.29165548875324
2016,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.77369654617674
2017,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,2.26962054538333
2018,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,1.77384621785347
2019,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,1.76393088469793
2020,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,East,Normal Value,E12000006,0.797554888126178
2004,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,1.27074860163193
2005,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Missing value; data exist but were not collected,E12000006,
2006,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,1.78370952361756
2007,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Missing value; data exist but were not collected,E12000006,
2008,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,1.40145576217296
2009,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Missing value; data exist but were not collected,E12000006,
2010,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Missing value; data exist but were not collected,E12000006,
2011,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,6.82312315498485
2012,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,11.0059171196871
2013,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,6.38447939778902
2014,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,5.98279945157672
2015,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,9.0520525940714
2016,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,7.34213791635021
2017,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,7.295208895875
2018,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,8.70797234218977
2019,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,8.98001177664402
2020,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,East,Normal Value,E12000006,7.33750497076084
2004,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,4.53838786297118
2005,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,7.55035412059677
2006,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,7.84832190391728
2007,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,8.84402570144621
2008,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,7.00727881086479
2009,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,3.82512701595061
2010,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,10.1594482352005
2011,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,9.89352857472804
2012,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,6.09558486628827
2013,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,10.2487695596087
2014,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,11.1346545348789
2015,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,9.21663536850906
2016,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,10.2789930828903
2017,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,7.7815561556
2018,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,5.32153865356041
2019,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,9.30072648295273
2020,222 Therapy Professionals,2221 Physiotherapists,England,East,Normal Value,E12000006,7.65652692601131
2004,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,3.63071029037695
2005,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,3.41563638788902
2006,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,3.92416095195864
2007,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,4.77577387878095
2008,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,3.85400334597563
2009,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,2.78191055705499
2010,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,3.7882688334646
2011,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,4.94676428736402
2012,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,5.58761946076424
2013,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,8.90466863375837
2014,222 Therapy Professionals,2222 Occupational therapists,England,East,Normal Value,E12000006,4.98566620964726
