Year,Country,Region,Sex,Sector,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2018,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.456376464930953
2018,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.164996599992302
2018,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.494960705837509
2018,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.644863138801063
2018,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.304367765919953
2018,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.75061053504117
2018,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.700587824467466
2018,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.354781386061229
2018,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,3.59933382828019
2018,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.163094902143059
2018,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,5.20987758905502
2018,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.43584204520506
2018,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,2.42367587040288
2018,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.554906748270462
2018,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,8.00848977639603
2018,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.400766934069662
2018,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.221577692058538
2018,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.285596717235578
2018,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.386251147203666
2018,,East Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000004,3.89665653495441
2018,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.316619028596871
2018,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,6.8602781855036
2018,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.30633290464332
2018,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.372091014993111
2018,,London,,Agriculture,Undefined,Units,Percentage (%),E12000007,19.741576709192
2018,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.509572584588915
2018,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.347140214412307
2018,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,3.88591563341422
2019,,,,,Undefined,Units,Percentage (%),,0.378889840204496
2019,,,Male,,Undefined,Units,Percentage (%),,0.349434961967084
2019,,,Female,,Undefined,Units,Percentage (%),,0.41167728143616
2019,,,,Agriculture,Undefined,Units,Percentage (%),,4.28382464650968
2019,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.337353150300024
2019,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.18216472032434
2019,,,Female,Agriculture,Undefined,Units,Percentage (%),,9.86143409814281
2019,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.322446602994771
2019,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.353805587344249
2019,England,,,,Undefined,Units,Percentage (%),E92000001,0.365429361105081
2019,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.416302252231176
2019,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.369191775160702
2019,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.629539984910315
2019,,North East,,,Undefined,Units,Percentage (%),E12000001,0.337156509746415
2019,,North West,,,Undefined,Units,Percentage (%),E12000002,0.242047768190841
2019,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.372859825902633
2019,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.326794888124655
2019,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.243219518375399
2019,,East,,,Undefined,Units,Percentage (%),E12000007,0.324449654627011
2019,,London,,,Undefined,Units,Percentage (%),E12000007,0.464034024566837
2019,,South East,,,Undefined,Units,Percentage (%),E12000008,0.433566829522569
2019,,South West,,,Undefined,Units,Percentage (%),E12000009,0.445286348558379
2019,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.407783249473674
2019,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.327631642526313
2019,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.388916677756719
2019,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.446312952127593
2019,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.353553661640507
2019,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.384123390802101
2019,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.679486272753229
2019,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.574202255017196
2019,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.335199452771594
2019,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,3.68051916643154
2019,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.181420243681496
2019,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,8.21906560472945
2019,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.333614052846882
2019,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,2.78339818417639
2019,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.474102210672888
2019,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,8.01094829600454
2019,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.318088395979944
2019,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.209171241952421
2019,,North West,,Agriculture,Undefined,Units,Percentage (%),E12000002,3.96672852598091
2019,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.287480887151437
2019,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,7.89035392088827
2019,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.280513041214929
2019,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.218198078991883
2019,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,2.23519112926758
2019,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.308095648308768
2019,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.458246134336509
2019,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.413564496897449
2019,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,2.69943195850827
2019,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.397852219942219
2019,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,3.29747684726897
2020,,,,,Undefined,Units,Percentage (%),,0.292398980701723
2020,,,Male,,Undefined,Units,Percentage (%),,0.250386553122555
2020,,,Female,,Undefined,Units,Percentage (%),,0.338269696466604
2020,,,,Agriculture,Undefined,Units,Percentage (%),,4.35807218159619
2020,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.253736491836361
2020,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.32924701498317
2020,,,Female,Agriculture,Undefined,Units,Percentage (%),,9.58749691767552
2020,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.222999301900616
2020,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.287043564444005
2020,England,,,,Undefined,Units,Percentage (%),E92000001,0.277382076551712
2020,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.453643987985706
2020,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.219050779953535
2020,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.617046940861747
2020,,North East,,,Undefined,Units,Percentage (%),E12000001,0.23168848399891
2020,,North West,,,Undefined,Units,Percentage (%),E12000002,0.201677332536928
2020,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.226308204084669
2020,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.217178888885059
2020,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.203415714580715
2020,,East,,,Undefined,Units,Percentage (%),E12000007,0.358252797587495
2020,,London,,,Undefined,Units,Percentage (%),E12000007,0.312591823055876
2020,,South East,,,Undefined,Units,Percentage (%),E12000008,0.331915443531152
2020,,South West,,,Undefined,Units,Percentage (%),E12000009,0.323894413268537
2020,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.229649552220973
2020,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.329760589487453
2020,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.335567478921193
2020,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.58485758643487
2020,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.238907449739171
2020,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.199898995228655
2020,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.539457125106262
2020,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.689004931824775
2020,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.257059206405972
2020,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,2.89120785721031
2020,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.260277782125104
2020,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,7.75454545454545
2020,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.166605105378898
2020,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,3.60984457263773
2020,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.34469199964099
2020,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,12.8722074425462
2020,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.145428195457508
2020,,North East,,Agriculture,Undefined,Units,Percentage (%),E12000001,13.8616485555261
2020,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.193432155034026
2020,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.199038072896824
2020,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,3.42077839699153
2020,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.211997003915437
2020,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.1926312604246
2020,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,1.74640522875817
2020,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.328502822007881
2020,,East,,Agriculture,Undefined,Units,Percentage (%),E12000007,3.66620366985891
2020,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.312947940841462
2020,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.30021928276747
2020,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,4.70327804227189
2020,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.29474458491001
2020,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,2.46507582758058
