Year,Series,Units,Decent homes criteria,Sub-national area,Region,Urbanisation sub-category,Age of oldest person,Age of youngest person,Deprivation decile,Disability status (household),Ethnicity of household reference person (hrp),Household composition,Income quintile (household),Length of residence,Poverty status,Workless households,Observation status,GeoCode,Value
2017,Dwellings (%),Percentage (%),Repair,,,Village centre,,,,,,,,,,,Normal value,,5.3
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,Village centre,,,,,,,,,,,Normal value,,3.8
2017,Dwellings (%),Percentage (%),Thermal comfort,,,Village centre,,,,,,,,,,,Normal value,,14.2
2017,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,46.7
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,38.7
2017,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,7.3
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,Other rural area,,,,,,,,,,,Normal value,,2.3
2017,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,21.7
2017,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,20.0
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,12.9
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,3.7
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,2.5
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,5.5
2017,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,22.3
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,11.8
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,6.1
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,2.7
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 9,,,,,,,,Normal value,,6.5
2017,Dwellings (%),Percentage (%),,,,,,,Decile 8,,,,,,,,Normal value,,17.3
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 8,,,,,,,,Normal value,,9.3
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 8,,,,,,,,Normal value,,3.5
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 8,,,,,,,,Normal value,,1.9
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 8,,,,,,,,Normal value,,6.8
2017,Dwellings (%),Percentage (%),,,,,,,Decile 7,,,,,,,,Normal value,,22.4
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 7,,,,,,,,Normal value,,11.8
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 7,,,,,,,,Normal value,,4.2
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 7,,,,,,,,Normal value,,3.4
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 7,,,,,,,,Normal value,,8.5
2017,Dwellings (%),Percentage (%),,,,,,,Decile 6,,,,,,,,Normal value,,21.3
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 6,,,,,,,,Normal value,,11.9
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 6,,,,,,,,Normal value,,4.2
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 6,,,,,,,,Normal value,,2.4
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 6,,,,,,,,Normal value,,9.1
2017,Dwellings (%),Percentage (%),,,,,,,Decile 5,,,,,,,,Normal value,,19.8
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 5,,,,,,,,Normal value,,12.1
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 5,,,,,,,,Normal value,,3.2
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 5,,,,,,,,Normal value,,2.0
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 5,,,,,,,,Normal value,,8.2
2017,Dwellings (%),Percentage (%),,,,,,,Decile 4,,,,,,,,Normal value,,20.4
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 4,,,,,,,,Normal value,,13.1
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 4,,,,,,,,Normal value,,4.3
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 4,,,,,,,,Normal value,,3.3
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 4,,,,,,,,Normal value,,7.1
2017,Dwellings (%),Percentage (%),,,,,,,Decile 3,,,,,,,,Normal value,,16.0
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 3,,,,,,,,Normal value,,8.7
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 3,,,,,,,,Normal value,,3.3
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 3,,,,,,,,Normal value,,1.3
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 3,,,,,,,,Normal value,,5.1
2017,Dwellings (%),Percentage (%),,,,,,,Decile 2,,,,,,,,Normal value,,13.6
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 2,,,,,,,,Normal value,,8.8
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 2,,,,,,,,Normal value,,1.6
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 2,,,,,,,,Normal value,,1.6
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 2,,,,,,,,Normal value,,3.6
2017,Dwellings (%),Percentage (%),,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,14.7
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,8.2
2017,Dwellings (%),Percentage (%),Repair,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,2.0
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.6
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,4.9
2017,Dwellings (%),Percentage (%),,Northern,,,,,,,,,,,,,Normal value,,18.9
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Northern,,,,,,,,,,,,,Normal value,,12.3
2017,Dwellings (%),Percentage (%),Repair,Northern,,,,,,,,,,,,,Normal value,,4.5
2017,Dwellings (%),Percentage (%),Modern facilities and services,Northern,,,,,,,,,,,,,Normal value,,2.2
2017,Dwellings (%),Percentage (%),Thermal comfort,Northern,,,,,,,,,,,,,Normal value,,4.6
2017,Dwellings (%),Percentage (%),,London and South East,,,,,,,,,,,,,Normal value,,16.1
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),London and South East,,,,,,,,,,,,,Normal value,,7.5
2017,Dwellings (%),Percentage (%),Repair,London and South East,,,,,,,,,,,,,Normal value,,2.5
2017,Dwellings (%),Percentage (%),Modern facilities and services,London and South East,,,,,,,,,,,,,Normal value,,2.7
2017,Dwellings (%),Percentage (%),Thermal comfort,London and South East,,,,,,,,,,,,,Normal value,,7.4
2017,Dwellings (%),Percentage (%),,Rest of England,,,,,,,,,,,,,Normal value,,20.8
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Rest of England,,,,,,,,,,,,,Normal value,,12.4
2017,Dwellings (%),Percentage (%),Repair,Rest of England,,,,,,,,,,,,,Normal value,,3.8
2017,Dwellings (%),Percentage (%),Modern facilities and services,Rest of England,,,,,,,,,,,,,Normal value,,2.1
2017,Dwellings (%),Percentage (%),Thermal comfort,Rest of England,,,,,,,,,,,,,Normal value,,7.3
2017,Dwellings (%),Percentage (%),,,,,,,,,,,,,,,Normal value,,18.8
2017,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,,,,,,,,,Normal value,,10.9
2017,Dwellings (%),Percentage (%),Repair,,,,,,,,,,,,,,Normal value,,3.6
2017,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,,,,,,,,,Normal value,,2.3
2017,Dwellings (%),Percentage (%),Thermal comfort,,,,,,,,,,,,,,Normal value,,6.6
2018,Dwellings (%),Percentage (%),,,,City centre,,,,,,,,,,,Normal value,,29.0
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,City centre,,,,,,,,,,,Normal value,,13.7
2018,Dwellings (%),Percentage (%),Repair,,,City centre,,,,,,,,,,,Normal value,,4.9
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,City centre,,,,,,,,,,,Normal value,,4.7
2018,Dwellings (%),Percentage (%),Thermal comfort,,,City centre,,,,,,,,,,,Normal value,,12.4
2018,Dwellings (%),Percentage (%),,,,Other urban centre,,,,,,,,,,,Normal value,,21.4
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other urban centre,,,,,,,,,,,Normal value,,12.4
2018,Dwellings (%),Percentage (%),Repair,,,Other urban centre,,,,,,,,,,,Normal value,,4.5
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,Other urban centre,,,,,,,,,,,Normal value,,3.1
2018,Dwellings (%),Percentage (%),Thermal comfort,,,Other urban centre,,,,,,,,,,,Normal value,,7.2
2018,Dwellings (%),Percentage (%),,,,Suburban residential,,,,,,,,,,,Normal value,,14.4
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Suburban residential,,,,,,,,,,,Normal value,,7.9
2018,Dwellings (%),Percentage (%),Repair,,,Suburban residential,,,,,,,,,,,Normal value,,3.2
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,Suburban residential,,,,,,,,,,,Normal value,,1.4
2018,Dwellings (%),Percentage (%),Thermal comfort,,,Suburban residential,,,,,,,,,,,Normal value,,4.6
2018,Dwellings (%),Percentage (%),,,,Rural residential,,,,,,,,,,,Normal value,,17.4
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Rural residential,,,,,,,,,,,Normal value,,11.1
2018,Dwellings (%),Percentage (%),Repair,,,Rural residential,,,,,,,,,,,Normal value,,2.6
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,Rural residential,,,,,,,,,,,Normal value,,1.4
2018,Dwellings (%),Percentage (%),Thermal comfort,,,Rural residential,,,,,,,,,,,Normal value,,6.2
2018,Dwellings (%),Percentage (%),,,,Village centre,,,,,,,,,,,Normal value,,30.9
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Village centre,,,,,,,,,,,Normal value,,20.9
2018,Dwellings (%),Percentage (%),Repair,,,Village centre,,,,,,,,,,,Normal value,,4.6
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,Village centre,,,,,,,,,,,Normal value,,4.6
2018,Dwellings (%),Percentage (%),Thermal comfort,,,Village centre,,,,,,,,,,,Normal value,,11.7
2018,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,43.9
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,38.5
2018,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,4.6
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,Other rural area,,,,,,,,,,,Normal value,,2.5
2018,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,21.4
2018,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,19.0
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,12.4
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,3.6
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,1.8
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,5.3
2018,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,17.8
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,9.0
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,5.2
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,2.1
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 9,,,,,,,,Normal value,,5.3
2018,Dwellings (%),Percentage (%),,,,,,,Decile 8,,,,,,,,Normal value,,18.1
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 8,,,,,,,,Normal value,,10.8
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 8,,,,,,,,Normal value,,3.1
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 8,,,,,,,,Normal value,,1.6
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 8,,,,,,,,Normal value,,7.0
2018,Dwellings (%),Percentage (%),,,,,,,Decile 7,,,,,,,,Normal value,,20.9
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 7,,,,,,,,Normal value,,12.5
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 7,,,,,,,,Normal value,,3.2
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 7,,,,,,,,Normal value,,2.9
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 7,,,,,,,,Normal value,,8.6
2018,Dwellings (%),Percentage (%),,,,,,,Decile 6,,,,,,,,Normal value,,22.1
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 6,,,,,,,,Normal value,,11.6
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 6,,,,,,,,Normal value,,5.7
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 6,,,,,,,,Normal value,,2.1
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 6,,,,,,,,Normal value,,8.5
2018,Dwellings (%),Percentage (%),,,,,,,Decile 5,,,,,,,,Normal value,,19.2
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 5,,,,,,,,Normal value,,11.4
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 5,,,,,,,,Normal value,,3.5
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 5,,,,,,,,Normal value,,1.8
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 5,,,,,,,,Normal value,,7.8
2018,Dwellings (%),Percentage (%),,,,,,,Decile 4,,,,,,,,Normal value,,21.6
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 4,,,,,,,,Normal value,,13.6
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 4,,,,,,,,Normal value,,3.7
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 4,,,,,,,,Normal value,,2.8
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 4,,,,,,,,Normal value,,8.4
2018,Dwellings (%),Percentage (%),,,,,,,Decile 3,,,,,,,,Normal value,,14.6
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 3,,,,,,,,Normal value,,8.0
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 3,,,,,,,,Normal value,,3.1
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 3,,,,,,,,Normal value,,1.1
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 3,,,,,,,,Normal value,,4.8
2018,Dwellings (%),Percentage (%),,,,,,,Decile 2,,,,,,,,Normal value,,13.6
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 2,,,,,,,,Normal value,,9.0
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 2,,,,,,,,Normal value,,2.0
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 2,,,,,,,,Normal value,,1.3
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 2,,,,,,,,Normal value,,3.8
2018,Dwellings (%),Percentage (%),,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,10.5
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,6.4
2018,Dwellings (%),Percentage (%),Repair,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.5
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.9
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.9
2018,Dwellings (%),Percentage (%),,Northern,,,,,,,,,,,,,Normal value,,17.8
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Northern,,,,,,,,,,,,,Normal value,,11.5
2018,Dwellings (%),Percentage (%),Repair,Northern,,,,,,,,,,,,,Normal value,,4.4
2018,Dwellings (%),Percentage (%),Modern facilities and services,Northern,,,,,,,,,,,,,Normal value,,1.6
2018,Dwellings (%),Percentage (%),Thermal comfort,Northern,,,,,,,,,,,,,Normal value,,5.1
2018,Dwellings (%),Percentage (%),,London and South East,,,,,,,,,,,,,Normal value,,14.9
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),London and South East,,,,,,,,,,,,,Normal value,,6.6
2018,Dwellings (%),Percentage (%),Repair,London and South East,,,,,,,,,,,,,Normal value,,2.4
2018,Dwellings (%),Percentage (%),Modern facilities and services,London and South East,,,,,,,,,,,,,Normal value,,2.3
2018,Dwellings (%),Percentage (%),Thermal comfort,London and South East,,,,,,,,,,,,,Normal value,,6.9
2018,Dwellings (%),Percentage (%),,Rest of England,,,,,,,,,,,,,Normal value,,20.1
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Rest of England,,,,,,,,,,,,,Normal value,,12.8
2018,Dwellings (%),Percentage (%),Repair,Rest of England,,,,,,,,,,,,,Normal value,,3.6
2018,Dwellings (%),Percentage (%),Modern facilities and services,Rest of England,,,,,,,,,,,,,Normal value,,1.9
2018,Dwellings (%),Percentage (%),Thermal comfort,Rest of England,,,,,,,,,,,,,Normal value,,6.5
2018,Dwellings (%),Percentage (%),,,,,,,,,,,,,,,Normal value,,17.8
2018,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,,,,,,,,,Normal value,,10.5
2018,Dwellings (%),Percentage (%),Repair,,,,,,,,,,,,,,Normal value,,3.5
2018,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,,,,,,,,,Normal value,,1.9
2018,Dwellings (%),Percentage (%),Thermal comfort,,,,,,,,,,,,,,Normal value,,6.2
2019,Dwellings (%),Percentage (%),,,,City centre,,,,,,,,,,,Normal value,,28.4
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,City centre,,,,,,,,,,,Normal value,,11.7
2019,Dwellings (%),Percentage (%),Repair,,,City centre,,,,,,,,,,,Normal value,,5.5
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,City centre,,,,,,,,,,,Normal value,,6.7
2019,Dwellings (%),Percentage (%),Thermal comfort,,,City centre,,,,,,,,,,,Normal value,,12.4
2019,Dwellings (%),Percentage (%),,,,Other urban centre,,,,,,,,,,,Normal value,,19.8
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other urban centre,,,,,,,,,,,Normal value,,11.4
2019,Dwellings (%),Percentage (%),Repair,,,Other urban centre,,,,,,,,,,,Normal value,,4.5
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,Other urban centre,,,,,,,,,,,Normal value,,2.6
2019,Dwellings (%),Percentage (%),Thermal comfort,,,Other urban centre,,,,,,,,,,,Normal value,,6.5
2019,Dwellings (%),Percentage (%),,,,Suburban residential,,,,,,,,,,,Normal value,,13.7
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Suburban residential,,,,,,,,,,,Normal value,,7.6
2019,Dwellings (%),Percentage (%),Repair,,,Suburban residential,,,,,,,,,,,Normal value,,2.9
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,Suburban residential,,,,,,,,,,,Normal value,,1.7
2019,Dwellings (%),Percentage (%),Thermal comfort,,,Suburban residential,,,,,,,,,,,Normal value,,4.0
2019,Dwellings (%),Percentage (%),,,,Rural residential,,,,,,,,,,,Normal value,,17.1
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Rural residential,,,,,,,,,,,Normal value,,11.7
2019,Dwellings (%),Percentage (%),Repair,,,Rural residential,,,,,,,,,,,Normal value,,2.4
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,Rural residential,,,,,,,,,,,Normal value,,0.7
2019,Dwellings (%),Percentage (%),Thermal comfort,,,Rural residential,,,,,,,,,,,Normal value,,5.5
2019,Dwellings (%),Percentage (%),,,,Village centre,,,,,,,,,,,Normal value,,29.8
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Village centre,,,,,,,,,,,Normal value,,18.3
2019,Dwellings (%),Percentage (%),Repair,,,Village centre,,,,,,,,,,,Normal value,,5.2
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,Village centre,,,,,,,,,,,Normal value,,5.8
2019,Dwellings (%),Percentage (%),Thermal comfort,,,Village centre,,,,,,,,,,,Normal value,,9.3
2019,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,36.1
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,29.1
2019,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,2.0
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,Other rural area,,,,,,,,,,,Normal value,,2.9
2019,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,20.2
2019,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,18.1
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,11.5
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,4.3
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,2.0
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,3.9
2019,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,17.0
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,8.0
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,4.0
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,2.5
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 9,,,,,,,,Normal value,,5.8
2019,Dwellings (%),Percentage (%),,,,,,,Decile 8,,,,,,,,Normal value,,17.9
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 8,,,,,,,,Normal value,,10.8
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 8,,,,,,,,Normal value,,3.3
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 8,,,,,,,,Normal value,,1.2
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 8,,,,,,,,Normal value,,6.1
2019,Dwellings (%),Percentage (%),,,,,,,Decile 7,,,,,,,,Normal value,,19.2
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 7,,,,,,,,Normal value,,11.5
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 7,,,,,,,,Normal value,,2.8
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 7,,,,,,,,Normal value,,2.9
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 7,,,,,,,,Normal value,,7.5
2019,Dwellings (%),Percentage (%),,,,,,,Decile 6,,,,,,,,Normal value,,20.4
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 6,,,,,,,,Normal value,,11.0
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 6,,,,,,,,Normal value,,3.7
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 6,,,,,,,,Normal value,,2.2
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 6,,,,,,,,Normal value,,7.9
2019,Dwellings (%),Percentage (%),,,,,,,Decile 5,,,,,,,,Normal value,,21.1
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 5,,,,,,,,Normal value,,13.0
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 5,,,,,,,,Normal value,,3.4
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 5,,,,,,,,Normal value,,2.2
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 5,,,,,,,,Normal value,,7.5
2019,Dwellings (%),Percentage (%),,,,,,,Decile 4,,,,,,,,Normal value,,20.4
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 4,,,,,,,,Normal value,,12.7
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 4,,,,,,,,Normal value,,4.2
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 4,,,,,,,,Normal value,,3.2
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 4,,,,,,,,Normal value,,7.1
2019,Dwellings (%),Percentage (%),,,,,,,Decile 3,,,,,,,,Normal value,,13.0
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 3,,,,,,,,Normal value,,7.1
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 3,,,,,,,,Normal value,,2.5
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 3,,,,,,,,Normal value,,1.3
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 3,,,,,,,,Normal value,,4.3
2019,Dwellings (%),Percentage (%),,,,,,,Decile 2,,,,,,,,Normal value,,11.7
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 2,,,,,,,,Normal value,,7.2
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 2,,,,,,,,Normal value,,2.6
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 2,,,,,,,,Normal value,,2.1
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 2,,,,,,,,Normal value,,3.5
2019,Dwellings (%),Percentage (%),,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,10.5
2019,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,5.7
2019,Dwellings (%),Percentage (%),Repair,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,2.3
2019,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.7
2019,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,2.0
2019,Dwellings (%),Percentage (%),,Northern,,,,,,,,,,,,,Normal value,,18.6
