Year,Flow of Official Development Assistance (ODA),Aid sub-category (DAC 5 code),Aid description (CRS code),Observation status,Unit multiplier,Unit measure,Value
2014,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),69668.742915
2014,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),2529.3098600000003
2014,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),7224.019840000001
2014,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),47124.576616000006
2014,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),26585.849844
2014,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),1339.412
2014,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),154471.911075
2014,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),101943.48022
2014,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),101943.48022
2014,Bilateral,,,Undefined,Thousands,GBP (£),256415.391294999
2014,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),183.181508087541
2014,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),1046.56396553459
2014,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),5189.22691038652
2014,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),37425.257705492004
2014,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),651.337669405503
2014,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5346.8458753455
2014,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),6225.41403951906
2014,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),6650.73336305203
2014,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),11439.2710030222
2014,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),46712.2347925167
2014,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),22103.9107783825
2014,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),9690.99647930203
2014,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),40471.082557034104
2014,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),10693.174339167701
2014,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),5285.71354834068
2014,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),8442.41320261563
2014,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3403.9543347712897
2014,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),757.997911959426
2014,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),221719.309983935
2014,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),85311.086663787
2014,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),85311.086663787
2014,Multilateral,,,Undefined,Thousands,GBP (£),307030.396647722
2014,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),183.181508087541
2014,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),1046.56396553459
2014,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),5189.22691038652
2014,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),107094.000620491
2014,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),651.337669405503
2014,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5346.8458753455
2014,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),6225.41403951906
2014,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),6650.73336305203
2014,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),13968.5808630222
2014,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),53936.2546325167
2014,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),69228.4873943825
2014,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),36276.846323302
2014,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),40471.082557034104
2014,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),10693.174339167701
2014,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),5285.71354834068
2014,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),9781.82520261563
2014,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3403.9543347712897
2014,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),757.997911959426
2014,,Agriculture (311),,Undefined,Thousands,GBP (£),376191.221058935
2014,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),187254.566883787
2014,,Other multisector (430),,Undefined,Thousands,GBP (£),187254.566883787
2014,,,,Undefined,Thousands,GBP (£),563445.787942722
2015,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),148360.8691
2015,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),36252.82871
2015,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),31818.490060000004
2015,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),56351.197334000004
2015,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),24436.312990000002
2015,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),545.9590000000001
2015,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),1473.25151
2015,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3.179
2015,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),299242.08770399896
2015,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),56471.61885
2015,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),56471.61885
2015,Bilateral,,,Undefined,Thousands,GBP (£),355713.706554
2015,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),342.925131958654
2015,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),634.1318972295401
2015,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),3836.05588533729
2015,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),35183.018819554105
2015,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),463.406721995076
2015,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),2601.97432138775
2015,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),5882.477092662839
2015,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3533.34236973106
2015,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),11230.4388675338
2015,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),43695.9607498286
2015,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),12812.048634094699
2015,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),7499.887756001851
2015,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),34143.4817526309
2015,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),7152.4508267068095
2015,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),6201.00756281364
2015,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),9787.95168752126
2015,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3070.1813350276598
2015,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),152.121438576874
2015,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),188222.862850592
2015,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),45564.8567693282
2015,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),45564.8567693282
2015,Multilateral,,,Undefined,Thousands,GBP (£),233787.71961992
2015,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),342.925131958654
2015,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),634.1318972295401
2015,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),3836.05588533729
2015,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),183543.887919554
2015,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),463.406721995076
2015,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),2601.97432138775
2015,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),5882.477092662839
2015,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3533.34236973106
2015,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),47483.2675775338
2015,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),75514.4508098286
2015,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),69163.24596809469
2015,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),31936.200746001803
2015,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),34689.4407526309
2015,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),7152.4508267068095
2015,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),6201.00756281364
2015,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),11261.203197521201
2015,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3073.36033502766
2015,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),152.121438576874
2015,,Agriculture (311),,Undefined,Thousands,GBP (£),487464.950554592
2015,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),102036.475619328
2015,,Other multisector (430),,Undefined,Thousands,GBP (£),102036.475619328
2015,,,,Undefined,Thousands,GBP (£),589501.426173921
2016,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),168660.28053
2016,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),100.0
2016,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),12805.24948
2016,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),19563.54686
2016,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),49341.288189999905
2016,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),22566.774559999903
2016,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),88.946
2016,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),5036.475469999989
2016,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),61.480309999999896
2016,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),278224.0414
2016,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),31020.849889999998
2016,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),31020.849889999998
2016,Bilateral,,,Undefined,Thousands,GBP (£),309244.89129
2016,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),683.808818780383
2016,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),793.021476162367
2016,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),4568.43808274674
2016,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),40951.2144884265
2016,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),930.794353391802
2016,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5203.84494575747
2016,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),14197.762259115501
2016,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),1382.78462024836
2016,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),9974.391511242271
2016,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),65200.1202119312
2016,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),12865.258294225701
2016,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),7218.014486743779
2016,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),36355.4022384806
2016,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),7519.546625073829
2016,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),9434.19569615482
2016,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),10994.910928384
2016,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),2741.25045235665
2016,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),657.772771755595
2016,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),231672.532260978
2016,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),92985.0551406596
2016,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),92985.0551406596
2016,Multilateral,,,Undefined,Thousands,GBP (£),324657.587401637
2016,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),683.808818780383
2016,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),793.021476162367
2016,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),4568.43808274674
2016,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),209611.495018426
2016,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1030.7943533917999
2016,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5203.84494575747
2016,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),14197.762259115501
2016,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),1382.78462024836
2016,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),22779.640991242202
2016,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),84763.6670719312
2016,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),62206.546484225706
2016,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),29784.789046743703
2016,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),36444.3482384806
2016,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),7519.546625073829
2016,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),9434.19569615482
2016,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),16031.386398383998
2016,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),2802.73076235665
2016,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),657.772771755595
2016,,Agriculture (311),,Undefined,Thousands,GBP (£),509896.573660977
2016,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),124005.905030659
2016,,Other multisector (430),,Undefined,Thousands,GBP (£),124005.905030659
2016,,,,Undefined,Thousands,GBP (£),633902.478691637
