Year,Series,Country income classification,Aid description (CRS code),Observation status,Unit multiplier,Units,Value
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),113293.78426955003
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),216002.08420083852
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),10257.6476599315
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),226259.73186076997
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),306599.83165177
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),20998.9532377065
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),327598.7848894765
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),373256.0082436035
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),6060.728844667
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),379316.7370882704
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),353812.577762607
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),4639.9683679624995
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),358452.5461305695
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),253971.58975845302
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),3030.8198928444995
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),257002.40965129752
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),295539.323684989
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),14418.688311966
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),309958.011996955
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),233243.27972160003
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),41031.984292263005
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),274275.264013863
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),196402.9633690915
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),42823.656232249
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),239226.6196013405
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),310436.7390697455
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),44895.2353500795
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),355331.97441982507
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Basic health,Normal value,Thousands,Constant USD ($ thousands),200626.625162119
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,Medical research,Normal value,Thousands,Constant USD ($ thousands),47998.654903327
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LDCs,,Normal value,Thousands,Constant USD ($ thousands),248625.28006544602
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),17087.46653
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),1.322005
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),17088.788535
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),25939.781213805003
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),19.2525
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),25959.033713805
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),74972.288099955
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),2232.2092339590004
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),77204.49733391401
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),91244.0778915
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),3057.1004756140005
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),94301.17836711399
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),91512.732980374
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),745.0007981199999
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),92257.733778494
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),78019.139409648
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),905.2960349800001
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),78924.435444628
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),55366.9207522275
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),3676.390362795
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),59043.3111150225
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),93869.544196674
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),4644.908424695001
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),98514.45262136901
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),142612.037606727
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),20897.436673982498
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),163509.47428070952
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),104138.15140768902
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),27282.1614849505
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),131420.31289263951
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),60373.49490559851
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),28139.578432758
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),88513.0733383565
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),75395.68911204251
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),19923.822728182004
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",LMICs,,Normal value,Thousands,Constant USD ($ thousands),95319.51184022448
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),76749.52651
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),579.949475
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),77329.47598500001
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),98899.93709382002
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),2962.9000030750003
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),101862.83709689502
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),26434.34029375
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),2286.0538969310005
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),28720.394190681003
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),17210.272387575
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),2607.9002818185004
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),19818.1726693935
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),18856.9414117755
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),1152.440313305
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),20009.3817250805
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),9869.464845642
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),1882.5808126000002
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),11752.045658242
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),13188.434675263501
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),14.415181024999999
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),13202.849856288502
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),14300.912110975
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),134.9990434
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),14435.911154375002
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),33583.0290775515
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),6700.208619387499
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),40283.237696939
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),22458.447660007005
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),656.90387378
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),23115.351533787
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),26300.203936906004
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),803.9474352000001
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),27104.151372106
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),27163.816422641004
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),743.112412807
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Other LICs,,Normal value,Thousands,Constant USD ($ thousands),27906.928835448
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),992.466375
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),992.466375
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),286.34240683
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),286.34240683
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),2815.1741587250003
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),3020.8042674495005
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),5835.9784261745
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),2773.7106783900003
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),2396.1189005145
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),5169.8295789045005
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),16095.049500441
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),1644.011397549
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),17739.060897990003
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),520.7300056085
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),520.7300056085
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),2360.1327179245
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),5909.357457298001
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),8269.4901752225
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),10223.169050771501
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),8431.477862136
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),18654.6469129075
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),2921.1823229980005
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),19293.2846615715
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),22214.4669845695
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),2315.1066189385
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),29148.6711242895
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),31463.777743228
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),5301.44007064
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),22622.013136785004
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),27923.453207425002
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Basic health,Normal value,Thousands,Constant USD ($ thousands),14645.265927476
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,Medical research,Normal value,Thousands,Constant USD ($ thousands),18129.3640234755
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",UMICs,,Normal value,Thousands,Constant USD ($ thousands),32774.6299509515
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),120245.13389
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),25193.154079999997
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),145438.28797
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),108025.08764442001
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),67527.39123395
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),175552.47887837002
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),222460.5578000275
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),69450.0580528655
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),291910.61585289304
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),189910.74612493004
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),78694.980661075
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),268605.726786005
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),449489.310798187
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),90474.48751544299
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),539963.79831363
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),311221.838098235
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),77189.76801113
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),388411.606109365
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),262574.34172007354
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),97270.52809374001
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),359844.8698138135
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),215683.34865800402
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),104167.18153881302
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),319850.530196817
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),255742.83856557848
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),229182.7031093825
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),484925.541674961
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),233803.513104101
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),341831.90741160203
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),575635.420515703
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),224300.3493281325
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),332355.4324830675
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),556655.7818112
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Basic health,Normal value,Thousands,Constant USD ($ thousands),628312.0406904145
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,Medical research,Normal value,Thousands,Constant USD ($ thousands),392045.08266762906
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",Unspecified,,Normal value,Thousands,Constant USD ($ thousands),1020357.1233580435
2009,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),351301.85636
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),416954.47636544995
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),629931.2176644325
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),715493.6922908936
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),1049286.711803465
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),838061.363348413
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),697362.9306116446
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),761413.5528824235
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),985207.984651042
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),1000861.4822866981
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),1055528.4341489126
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries",,,Normal value,Thousands,Constant USD ($ thousands),1424983.4740501137
