Year,Series,Material category,Observation status,Unit multiplier,Units,Value
2005,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09496911757618216
2006,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09233769898407015
2007,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09008471137041896
2008,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.0922658561491885
2009,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09294720629045411
2010,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.0908557704841244
2011,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09514981925496815
2012,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09435040309086275
2013,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09544150762480232
2014,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10081474319568552
2015,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09931033996993016
2016,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.0912736610442738
2017,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08957038903939188
2018,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08846219161282186
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.013980135796767101
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.014773535219285996
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.014064431815651087
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.013785357350886384
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01394716034386888
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.013156865907208845
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.014541344919286277
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01725207655237545
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.020851862372587876
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022124346117491814
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022323888263499132
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.024179431175575635
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022678654003040657
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.020986102369583613
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.021877049090705876
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.021070352551415407
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.021208218110816027
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02240937227631083
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.019222551638282133
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01751445833665479
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.017708931239590275
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.017708230722004607
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01844842521145689
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.019588493451411348
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.019653841591648746
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01888871380962166
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.018149903404240907
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.016029524628961032
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01773644169732307
1990,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.12742122539309833
1991,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1352445539872941
1992,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1364733340230053
1993,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13616128570223696
1994,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14099250788893541
1995,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13019163467658548
1996,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.11771754334276335
1997,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.15090257181952482
1998,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16273804301274894
1999,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16831392387214347
2000,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1866869012345036
2001,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1978229158891586
2002,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18986438654512694
2003,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19645390342465988
2004,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.21086276604195908
2005,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.20261658026295562
2006,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19767970077960814
2007,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19189966941234832
2008,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.164737199205376
2009,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14202788200181543
2010,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.13514107427154398
2011,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14388968192611404
2012,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1406655106124936
2013,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.153136546796723
2014,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18518177117655094
2015,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.209516956836348
2016,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19311696963483277
2017,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17636344843627086
2018,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17795566752984188
1990,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.15563708415366553
1991,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.16159259840907933
1992,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13394998592357502
1993,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12623778649176146
1994,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11289328498201105
1995,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10489920527735398
1996,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13986555564050612
1997,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.15390671139601125
1998,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1896519671331193
1999,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1941807001117904
2000,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1608794435262374
2001,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1659073298916257
2002,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.14101994566673814
2003,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12248436773244849
2004,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.15290412428455247
2005,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13070944023453676
2006,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.13423789011397952
2007,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12617485403354065
2008,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11878587060102254
2009,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1141731220997306
2010,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1002710741933277
2011,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09374257632040446
2012,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09311587236717703
2013,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10317682310620747
2014,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09327962895591523
2015,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09394278537354402
2016,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.07666916697445611
2017,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06241202966172352
2018,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06386437678944383
1990,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),183.0
1991,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),185.0
1992,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),181.0
1993,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),170.0
1994,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),163.0
1995,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),152.0
1996,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),165.0
1997,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),177.0
1998,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),182.0
1999,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),179.0
2000,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),171.0
2001,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),161.0
2002,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),169.0
2003,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),162.0
2004,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),169.0
2005,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),160.0
2006,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),151.0
2007,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),144.0
2008,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),143.0
2009,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),142.0
2010,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2011,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),140.0
2012,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2013,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),136.0
2014,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),141.0
2015,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),138.0
2016,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),124.0
2017,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),119.0
2018,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),115.0
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),33.0
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),33.0
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.0
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),29.0
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),29.0
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),28.0
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),34.0
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),40.0
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.0
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.0
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),45.0
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),41.0
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),37.0
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),38.0
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.0
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),35.0
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.0
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.0
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),26.0
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),28.0
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.0
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),26.0
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),25.0
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),21.0
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),23.0
1990,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),303.0
1991,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),302.0
1992,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),295.0
1993,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),287.0
1994,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),293.0
1995,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),264.0
1996,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),229.0
1997,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),294.0
1998,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),314.0
1999,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),322.0
2000,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),350.0
2001,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),367.0
2002,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),345.0
2003,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),349.0
2004,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),365.0
2005,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),342.0
2006,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),324.0
2007,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),306.0
2008,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),255.0
2009,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),217.0
2010,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),203.0
2011,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),212.0
2012,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),203.0
2013,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),218.0
2014,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),259.0
2015,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),291.0
2016,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),262.0
2017,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),235.0
2018,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),232.0
1990,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),370.0
1991,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),360.0
1992,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),290.0
1993,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),266.0
1994,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),234.0
1995,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),213.0
1996,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),272.0
1997,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),300.0
1998,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),366.0
1999,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),371.0
2000,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),302.0
2001,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),308.0
2002,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),256.0
2003,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),217.0
2004,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),265.0
2005,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),220.0
2006,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),220.0
2007,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),201.0
2008,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),184.0
2009,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),174.0
2010,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),150.0
2011,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),138.0
2012,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),135.0
2013,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),147.0
2014,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),130.0
2015,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),130.0
2016,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),104.0
2017,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),83.0
2018,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),83.0
