Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,,,Undefined,Percentage (%),Units,E12000007,6.6
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Percentage (%),Units,E06000011,4.9
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,,Undefined,Percentage (%),Units,E12000008,5.1
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Hartlepool,,Undefined,Percentage (%),Units,E06000001,4.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,North Tyneside,,Undefined,Percentage (%),Units,E08000022,4.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Redcar and Cleveland,,Undefined,Percentage (%),Units,E06000003,4.1
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Darlington,,Undefined,Percentage (%),Units,E06000005,4.1
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Halton,,Undefined,Percentage (%),Units,E06000006,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Warrington,,Undefined,Percentage (%),Units,E06000007,4.7
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackburn with Darwen,,Undefined,Percentage (%),Units,E06000008,4.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackpool,,Undefined,Percentage (%),Units,E06000009,3.4
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,,Undefined,Percentage (%),Units,E12000009,4.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Southend-on-Sea,,Undefined,Percentage (%),Units,E06000033,5.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Middlesbrough,,Undefined,Percentage (%),Units,E06000002,4.4
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,5.5
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bury,,Undefined,Percentage (%),Units,E08000002,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,5.1
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,5.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Stockport,,Undefined,Percentage (%),Units,E08000007,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Tameside,,Undefined,Percentage (%),Units,E08000008,5.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Trafford,,Undefined,Percentage (%),Units,E08000009,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wigan,,Undefined,Percentage (%),Units,E08000010,4.6
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bolton,,Undefined,Percentage (%),Units,E08000001,4.7
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Knowsley,,Undefined,Percentage (%),Units,E08000011,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,St. Helens,,Undefined,Percentage (%),Units,E08000013,4.8
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Sefton,,Undefined,Percentage (%),Units,E08000014,4.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wirral,,Undefined,Percentage (%),Units,E08000015,3.9
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Barnsley,,Undefined,Percentage (%),Units,E08000016,5.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Doncaster,,Undefined,Percentage (%),Units,E08000017,5.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Rotherham,,Undefined,Percentage (%),Units,E08000018,5.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,4.7
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Thurrock,,Undefined,Percentage (%),Units,E06000034,5.9
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Liverpool,,Undefined,Percentage (%),Units,E08000012,4.5
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Northumberland,,Undefined,Percentage (%),Units,E06000057,3.6
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Salford,,Undefined,Percentage (%),Units,E08000006,5.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Bedford,,Undefined,Percentage (%),Units,E06000055,5.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,5.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,5.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,5.7
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Slough,,Undefined,Percentage (%),Units,E06000039,6.4
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,5.6
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Wokingham,,Undefined,Percentage (%),Units,E06000041,5.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Milton Keynes,,Undefined,Percentage (%),Units,E06000042,5.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Brighton and Hove,,Undefined,Percentage (%),Units,E06000043,5.0
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Portsmouth,,Undefined,Percentage (%),Units,E06000044,5.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Central Bedfordshire,,Undefined,Percentage (%),Units,E06000056,5.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Isle of Wight,,Undefined,Percentage (%),Units,E06000046,4.1
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Southampton,,Undefined,Percentage (%),Units,E06000045,5.7
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Shropshire,,Undefined,Percentage (%),Units,E06000051,3.9
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Wiltshire,,Undefined,Percentage (%),Units,E06000054,4.5
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Isles of Scilly,,Undefined,Percentage (%),Units,E06000053,3.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,County Durham,,Undefined,Percentage (%),Units,E06000047,3.9
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire East,,Undefined,Percentage (%),Units,E06000049,4.3
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire West and Chester,,Undefined,Percentage (%),Units,E06000050,4.2
2012,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Cornwall,,Undefined,Percentage (%),Units,E06000052,3.3
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Waltham Forest,,Undefined,Percentage (%),Units,E09000031,6.87797862538604
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Wandsworth,,Undefined,Percentage (%),Units,E09000032,6.77946963798766
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Westminster,,Undefined,Percentage (%),Units,E09000033,7.85865518335203
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Worcestershire,Undefined,Percentage (%),Units,E10000034,4.99300926643977
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Surrey,Undefined,Percentage (%),Units,E10000030,5.33618729455045
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Suffolk,Undefined,Percentage (%),Units,E10000029,5.46186210204499
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Sutton,,Undefined,Percentage (%),Units,E09000029,5.95116288676363
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Oxfordshire,Undefined,Percentage (%),Units,E10000025,5.3103028860742
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Somerset,Undefined,Percentage (%),Units,E10000027,4.48035254488676
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Staffordshire,Undefined,Percentage (%),Units,E10000028,5.04242693955651
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Warwickshire,Undefined,Percentage (%),Units,E10000031,5.32414519454059
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,West Sussex,Undefined,Percentage (%),Units,E10000032,4.81664744655717
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Southwark,,Undefined,Percentage (%),Units,E09000028,7.2250521800622
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,6.31894181909934
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Redbridge,,Undefined,Percentage (%),Units,E09000026,6.67950790732319
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Newham,,Undefined,Percentage (%),Units,E09000025,7.03291720175437
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Merton,,Undefined,Percentage (%),Units,E09000024,6.38131936219328
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lewisham,,Undefined,Percentage (%),Units,E09000023,6.58383179882638
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lambeth,,Undefined,Percentage (%),Units,E09000022,7.05478342381008
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kingston upon Thames,,Undefined,Percentage (%),Units,E09000021,6.21703814177755
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kensington and Chelsea,,Undefined,Percentage (%),Units,E09000020,7.76805215664063
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Islington,,Undefined,Percentage (%),Units,E09000019,7.51785355230525
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hounslow,,Undefined,Percentage (%),Units,E09000018,6.66570060839605
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Nottinghamshire,Undefined,Percentage (%),Units,E10000024,5.79654029195253
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,6.02702649707008
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,6.1125180596277
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,6.79363484866743
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,7.30043917440698
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Richmond upon Thames,,Undefined,Percentage (%),Units,E09000027,6.30989632817338
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,North Yorkshire,Undefined,Percentage (%),Units,E10000023,4.3596482070686
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,London region,Undefined,Percentage (%),Units,,6.71971091210724
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Norfolk,Undefined,Percentage (%),Units,E10000020,5.36486041168337
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,7.34609222855305
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,,Undefined,Percentage (%),Units,E12000004,5.636813987926
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,,Undefined,Percentage (%),Units,E12000003,5.08802511784455
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,,Undefined,Percentage (%),Units,E12000002,4.57081000967847
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,,,Undefined,Percentage (%),Units,E12000001,4.21922062742191
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,,Undefined,Percentage (%),Units,,5.32514922109747
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North East region,Undefined,Percentage (%),Units,,4.21922062742191
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North West region,Undefined,Percentage (%),Units,,4.57081000967847
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,Yorkshire and the Humber region,Undefined,Percentage (%),Units,,5.08802511784455
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East Midlands region,Undefined,Percentage (%),Units,,5.636813987926
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,West Midlands region,Undefined,Percentage (%),Units,,5.35489557182311
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East of England region,Undefined,Percentage (%),Units,,5.55317866731169
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,South East region,Undefined,Percentage (%),Units,,5.22977436217564
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,South West region,Undefined,Percentage (%),Units,,4.53189487595746
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Buckinghamshire,Undefined,Percentage (%),Units,E10000002,5.28263979269243
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Cambridgeshire,Undefined,Percentage (%),Units,E10000003,5.54178061805257
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Cumbria,Undefined,Percentage (%),Units,E10000006,3.49599133693367
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Derbyshire,Undefined,Percentage (%),Units,E10000007,5.39192617174655
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Devon,Undefined,Percentage (%),Units,E10000008,3.88896370105589
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Dorset (Cty),Undefined,Percentage (%),Units,,4.34934343591109
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,East Sussex,Undefined,Percentage (%),Units,E10000011,4.72160975034859
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Essex,Undefined,Percentage (%),Units,E10000012,5.6459519524195
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Gloucestershire,Undefined,Percentage (%),Units,E10000013,4.96379154744232
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Hampshire,Undefined,Percentage (%),Units,E10000014,5.02137679283066
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Hertfordshire,Undefined,Percentage (%),Units,E10000015,5.5623797586883
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Kent,Undefined,Percentage (%),Units,E10000016,5.40512267702992
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Lancashire,Undefined,Percentage (%),Units,E10000017,4.25838594759463
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Leicestershire,Undefined,Percentage (%),Units,E10000018,5.55749316627508
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Lincolnshire,Undefined,Percentage (%),Units,E10000019,5.62503559481297
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Northamptonshire,Undefined,Percentage (%),Units,E10000021,5.5063173407639
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,6.57715268234838
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Tower Hamlets,,Undefined,Percentage (%),Units,E09000030,7.47918597801232
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,6.95433077735887
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,,Undefined,Percentage (%),Units,E12000005,5.35489557182311
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Central Bedfordshire,,Undefined,Percentage (%),Units,E06000056,5.40103824115332
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Bedford,,Undefined,Percentage (%),Units,E06000055,5.41784337965909
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Wiltshire,,Undefined,Percentage (%),Units,E06000054,4.80929286142343
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Isles of Scilly,,Undefined,Percentage (%),Units,E06000053,2.78906032842889
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Cornwall,,Undefined,Percentage (%),Units,E06000052,3.70086791505621
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Shropshire,,Undefined,Percentage (%),Units,E06000051,4.20988867156706
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire West and Chester,,Undefined,Percentage (%),Units,E06000050,4.43494688314004
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire East,,Undefined,Percentage (%),Units,E06000049,4.59460065724048
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,County Durham,,Undefined,Percentage (%),Units,E06000047,4.28580720078082
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Isle of Wight,,Undefined,Percentage (%),Units,E06000046,4.42708387820188
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Southampton,,Undefined,Percentage (%),Units,E06000045,5.60088584264431
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Portsmouth,,Undefined,Percentage (%),Units,E06000044,5.42272617592671
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Brighton and Hove,,Undefined,Percentage (%),Units,E06000043,5.06088901285749
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Milton Keynes,,Undefined,Percentage (%),Units,E06000042,5.42684273945136
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Wokingham,,Undefined,Percentage (%),Units,E06000041,5.3737765925045
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,5.53028210965225
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bolton,,Undefined,Percentage (%),Units,E08000001,4.87378419105054
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Slough,,Undefined,Percentage (%),Units,E06000039,6.38442323891161
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bury,,Undefined,Percentage (%),Units,E08000002,4.86253698061875
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,4.98064667776088
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,North Tyneside,,Undefined,Percentage (%),Units,E08000022,4.21190918409831
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Newcastle upon Tyne,,Undefined,Percentage (%),Units,E08000021,4.25598705103731
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,4.98880738473086
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Rotherham,,Undefined,Percentage (%),Units,E08000018,5.5731315728814
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Doncaster,,Undefined,Percentage (%),Units,E08000017,5.70665130849327
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Barnsley,,Undefined,Percentage (%),Units,E08000016,5.58854183889191
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wirral,,Undefined,Percentage (%),Units,E08000015,4.07279623636287
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Sefton,,Undefined,Percentage (%),Units,E08000014,4.1054226163687
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,St. Helens,,Undefined,Percentage (%),Units,E08000013,4.93079246465493
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Liverpool,,Undefined,Percentage (%),Units,E08000012,4.62882787547703
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Knowsley,,Undefined,Percentage (%),Units,E08000011,4.82196613254587
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wigan,,Undefined,Percentage (%),Units,E08000010,4.92792291946878
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Trafford,,Undefined,Percentage (%),Units,E08000009,4.9070967330606
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Tameside,,Undefined,Percentage (%),Units,E08000008,5.03810551035505
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Stockport,,Undefined,Percentage (%),Units,E08000007,4.86829656104989
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Salford,,Undefined,Percentage (%),Units,E08000006,5.27618225229793
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,4.84396425506429
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,5.20665579123232
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,5.72544567659915
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,5.17942100161311
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,5.09487152732678
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North Lincolnshire,,Undefined,Percentage (%),Units,E06000013,5.63536238864964
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North East Lincolnshire,,Undefined,Percentage (%),Units,E06000012,5.41016045623543
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Percentage (%),Units,E06000011,5.22033652497803
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kingston upon Hull,,Undefined,Percentage (%),Units,E06000010,5.71104120830933
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackpool,,Undefined,Percentage (%),Units,E06000009,3.84852113578985
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackburn with Darwen,,Undefined,Percentage (%),Units,E06000008,4.46306909306125
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Warrington,,Undefined,Percentage (%),Units,E06000007,4.77373768811251
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Halton,,Undefined,Percentage (%),Units,E06000006,4.79994628290491
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Darlington,,Undefined,Percentage (%),Units,E06000005,4.01297474532245
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Stockton-on-Tees,,Undefined,Percentage (%),Units,E06000004,4.17999461916341
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Redcar and Cleveland,,Undefined,Percentage (%),Units,E06000003,4.18391403461862
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Middlesbrough,,Undefined,Percentage (%),Units,E06000002,4.39067285215557
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Hartlepool,,Undefined,Percentage (%),Units,E06000001,4.13444618102733
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,,Undefined,Percentage (%),Units,E12000006,5.55317866731169
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,,,Undefined,Percentage (%),Units,E12000007,6.71971091210724
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,,Undefined,Percentage (%),Units,E12000008,5.22977436217564
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,,Undefined,Percentage (%),Units,E12000009,4.53189487595746
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,York,,Undefined,Percentage (%),Units,E06000014,4.6084030739963
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Derby,,Undefined,Percentage (%),Units,E06000015,5.659629754443
