Year,Country,Region,Type of disease,Chronic respiratory disease type,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2014,England,East of England Midlands,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,304.74
2014,England,East of England Midlands,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,481.02
2014,England,East of England Midlands,Diabetes,,,30 to 34,"Rate per 100,000 population",Units,Undefined,,1.41
2014,England,East of England Midlands,Diabetes,,,35 to 39,"Rate per 100,000 population",Units,Undefined,,1.88
2014,England,East of England Midlands,Diabetes,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.59
2014,England,East of England Midlands,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.33
2014,England,East of England Midlands,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,,2.44
2014,England,East of England Midlands,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,,4.61
2014,England,East of England Midlands,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,9.33
2014,England,East of England Midlands,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,6.89
2014,England,East of England Midlands,Diabetes,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,,2.86
2014,England,East of England Midlands,Diabetes,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,,3.03
2014,England,East of England Midlands,Diabetes,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,,3.23
2014,England,East of England Midlands,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.35
2014,England,East of England Midlands,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,3.07
2014,England,East of England Midlands,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,4.99
2014,England,East of England Midlands,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,10.57
2014,England,East of England Midlands,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,8.86
2014,England,East of England Midlands,Diabetes,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.3
2014,England,East of England Midlands,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,,1.82
2014,England,East of England Midlands,Diabetes,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,,4.23
2014,England,East of England Midlands,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,8.12
2014,England,East of England Midlands,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,5.0
2014,England,East of England Midlands,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,,6.71
2014,England,East of England Midlands,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,,15.04
2014,England,East of England Midlands,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,27.05
2014,England,East of England Midlands,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,38.42
2014,England,East of England Midlands,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,,66.83
2014,England,East of England Midlands,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,,110.52
2014,England,East of England Midlands,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,178.03
2014,England,East of England Midlands,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,271.38
2014,England,East of England Midlands,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,,10.73
2014,England,East of England Midlands,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,,20.48
2014,England,East of England Midlands,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,,36.77
2014,England,East of England Midlands,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,51.81
2014,England,East of England Midlands,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,98.33
2014,England,East of England Midlands,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,170.96
2014,England,East of England Midlands,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,250.0
2014,England,East of England Midlands,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,386.68
2014,England,East of England Midlands,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,,2.79
2014,England,East of England Midlands,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,,9.69
2014,England,East of England Midlands,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,,17.58
2014,England,East of England Midlands,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,25.33
2014,England,East of England Midlands,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,,35.77
2014,England,East of England Midlands,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,,50.74
2014,England,East of England Midlands,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,107.73
2014,England,East of England Midlands,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,159.86
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,30 to 34,"Rate per 100,000 population",Units,Undefined,,1.06
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,35 to 39,"Rate per 100,000 population",Units,Undefined,,1.13
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.59
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.33
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,,5.19
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,,17.71
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,,41.8
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,,88.89
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,1.77
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,4.92
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,17.81
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,44.56
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,104.79
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.88
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.88
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,,5.46
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,,17.62
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,39.11
2014,England,East of England Midlands,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,73.51
2014,England,East of England Midlands,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,,2.54
2014,England,East of England Midlands,Chronic respiratory disease,Lung diseases due to external agents,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,4.43
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.87
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,,2.83
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,60 to 64,"Rate per 100,000 population",Units,Undefined,,7.09
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,65 to 69,"Rate per 100,000 population",Units,Undefined,,12.7
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,4.27
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,11.33
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,16.23
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,2.95
2014,England,East of England Midlands,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,9.28
2014,England,London,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,10.55
2014,England,London,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,15.9
2014,England,London,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,33.34
2014,England,London,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,61.78
2014,England,London,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,106.71
2014,England,London,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,203.9
2014,England,London,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,329.34
2014,England,London,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,512.76
2014,England,London,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,8.29
2014,England,London,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,11.54
2014,England,London,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,31.14
2014,England,London,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,62.25
2014,England,London,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,100.95
2014,England,London,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,231.32
2014,England,London,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,379.26
2014,England,London,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,610.96
2014,England,London,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,12.9
2014,England,London,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,20.46
2014,England,London,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,35.6
2014,England,London,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,61.32
2014,England,London,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,112.29
2014,England,London,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,177.25
2014,England,London,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,283.22
2014,England,London,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,423.68
2014,England,London,Diabetes,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,0.35
2014,England,London,Diabetes,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,0.7
2014,England,London,Diabetes,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,1.61
2014,England,London,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,2.4
2014,England,London,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,1.93
2014,England,London,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,5.54
2014,England,London,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,8.89
2014,England,London,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,12.23
2014,England,London,Diabetes,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,0.82
2014,England,London,Diabetes,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,2.22
2014,England,London,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,3.11
2014,England,London,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,1.96
2014,England,London,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,8.31
2014,England,London,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,13.57
2014,England,London,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,15.99
2014,England,London,Diabetes,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,0.98
2014,England,London,Diabetes,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,1.69
2014,England,London,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,1.9
2014,England,London,Diabetes,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,2.85
2014,England,London,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,4.56
2014,England,London,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,8.83
2014,England,London,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,4.81
2014,England,London,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,9.99
2014,England,London,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,20.62
2014,England,London,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,40.39
2014,England,London,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,71.53
2014,England,London,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,102.19
2014,England,London,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,167.93
2014,England,London,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,277.04
2014,England,London,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,7.83
2014,England,London,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,12.64
2014,England,London,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,28.92
2014,England,London,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,54.99
2014,England,London,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,103.31
2014,England,London,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,155.03
2014,England,London,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,244.82
2014,England,London,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,394.1
2014,England,London,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000007,1.67
2014,England,London,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000007,7.21
2014,England,London,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,12.09
2014,England,London,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,26.09
2014,England,London,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,40.73
2014,England,London,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,50.85
2014,England,London,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,96.88
2014,England,London,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,170.86
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,1.45
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,3.08
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,7.73
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,14.7
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,37.32
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,75.71
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,1.91
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,4.15
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,7.07
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,17.12
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,45.02
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,87.58
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000007,0.98
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000007,2.03
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,8.37
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,12.36
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,30.2
2014,England,London,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,64.94
2014,England,London,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,1.32
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,1.55
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,3.86
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,2.96
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,11.9
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,4.4
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,3.08
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,17.38
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000007,2.28
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000007,3.33
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,2.85
2014,England,London,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,6.94
2014,England,London,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,0.89
2014,England,London,Chronic respiratory disease,Other respiratory disorders,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000007,0.89
2014,England,London,Chronic respiratory disease,Other respiratory disorders,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000007,0.99
2014,England,North East of England,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,,12.52
2014,England,North East of England,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,,22.24
2014,England,North East of England,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,38.16
2014,England,North East of England,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,75.67
2014,England,North East of England,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,,135.97
2014,England,North East of England,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,,267.95
2014,England,North East of England,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,455.32
2014,England,North East of England,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,661.38
2014,England,North East of England,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,,8.94
2014,England,North East of England,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,,15.55
2014,England,North East of England,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,,37.9
2014,England,North East of England,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,55.59
2014,England,North East of England,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,129.34
2014,England,North East of England,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,287.63
2014,England,North East of England,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,532.43
2014,England,North East of England,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,775.49
2014,England,North East of England,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,,15.96
2014,England,North East of England,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,,28.71
2014,England,North East of England,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,,38.4
2014,England,North East of England,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,94.87
2014,England,North East of England,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,,142.32
2014,England,North East of England,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,,248.96
2014,England,North East of England,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,381.67
2014,England,North East of England,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,552.8
2014,England,North East of England,Diabetes,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,4.17
2014,England,North East of England,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,3.73
2014,England,North East of England,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,,2.64
2014,England,North East of England,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,,4.07
2014,England,North East of England,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,6.42
2014,England,North East of England,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,10.89
2014,England,North East of England,Diabetes,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,,6.11
2014,England,North East of England,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,3.27
2014,England,North East of England,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,4.31
2014,England,North East of England,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,5.92
2014,England,North East of England,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,7.89
2014,England,North East of England,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,11.83
2014,England,North East of England,Diabetes,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,4.17
2014,England,North East of England,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,5.02
2014,England,North East of England,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,10.01
2014,England,North East of England,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,,6.26
2014,England,North East of England,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,,20.16
2014,England,North East of England,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,33.99
2014,England,North East of England,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,49.03
2014,England,North East of England,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,,82.22
2014,England,North East of England,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,,124.38
2014,England,North East of England,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,211.92
2014,England,North East of England,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,314.03
2014,England,North East of England,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,,10.22
2014,England,North East of England,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,,28.28
2014,England,North East of England,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,,48.91
2014,England,North East of England,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,,71.95
2014,England,North East of England,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,,127.19
2014,England,North East of England,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,,176.36
2014,England,North East of England,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,,297.11
2014,England,North East of England,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,,454.78
2014,England,North East of England,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,,12.3
2014,England,North East of England,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,,19.78
2014,England,North East of England,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,,27.11
2014,England,North East of England,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,,39.19
2014,England,North East of England,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,,74.23
2014,England,North East of England,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,,130.57
2014,England,North East of England,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,,180.1
