Year,Age,Main method of contraception,Types of contraception,Observation status,Unit multiplier,Unit measure,Value
2017/18,18 to 19,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,1.936
2017/18,20 to 24,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,10.441
2017/18,25 to 34,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,23.389
2017/18,35 to 44,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,22.573
2017/18,45 and over,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,15.903
2017/18,,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,74.931
2017/18,15 and under,Long acting reversible contraceptives,,Undefined,Thousands,Number,6.0440000000000005
2017/18,16 to 17,Long acting reversible contraceptives,,Undefined,Thousands,Number,18.270000000000003
2017/18,18 to 19,Long acting reversible contraceptives,,Undefined,Thousands,Number,28.792
2017/18,20 to 24,Long acting reversible contraceptives,,Undefined,Thousands,Number,81.606
2017/18,25 to 34,Long acting reversible contraceptives,,Undefined,Thousands,Number,113.01700000000001
2017/18,35 to 44,Long acting reversible contraceptives,,Undefined,Thousands,Number,62.423
2017/18,45 and over,Long acting reversible contraceptives,,Undefined,Thousands,Number,25.869000000000003
2017/18,,Long acting reversible contraceptives,,Undefined,Thousands,Number,336.036
2017/18,15 and under,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.3
2017/18,16 to 17,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.092
2017/18,18 to 19,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.83
2017/18,20 to 24,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.74
2017/18,25 to 34,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.212
2017/18,35 to 44,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.762
2017/18,45 and over,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.052
2017/18,,User dependent,Contraceptive patch,Undefined,Thousands,Number,12.989
2017/18,15 and under,User dependent,Female condom,Undefined,Thousands,Number,0.058
2017/18,16 to 17,User dependent,Female condom,Undefined,Thousands,Number,0.214
2017/18,18 to 19,User dependent,Female condom,Undefined,Thousands,Number,0.344
2017/18,20 to 24,User dependent,Female condom,Undefined,Thousands,Number,0.847
2017/18,25 to 34,User dependent,Female condom,Undefined,Thousands,Number,1.139
2017/18,35 to 44,User dependent,Female condom,Undefined,Thousands,Number,0.763
2017/18,45 and over,User dependent,Female condom,Undefined,Thousands,Number,0.426
2017/18,,User dependent,Female condom,Undefined,Thousands,Number,3.793
2017/18,15 and under,User dependent,Male condom,Undefined,Thousands,Number,3.112
2017/18,16 to 17,User dependent,Male condom,Undefined,Thousands,Number,8.341
2017/18,18 to 19,User dependent,Male condom,Undefined,Thousands,Number,11.787
2017/18,20 to 24,User dependent,Male condom,Undefined,Thousands,Number,26.956
2017/18,25 to 34,User dependent,Male condom,Undefined,Thousands,Number,35.832
2017/18,35 to 44,User dependent,Male condom,Undefined,Thousands,Number,17.225
2017/18,45 and over,User dependent,Male condom,Undefined,Thousands,Number,7.334
2017/18,,User dependent,Male condom,Undefined,Thousands,Number,110.61
2017/18,15 and under,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.046
2017/18,16 to 17,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.164
2017/18,18 to 19,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.33
2017/18,20 to 24,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.17
2017/18,25 to 34,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,2.834
2017/18,35 to 44,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.398
2017/18,45 and over,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.993
2017/18,,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,6.936
2017/18,15 and under,User dependent,Oral contraceptives,Undefined,Thousands,Number,8.888
2017/18,16 to 17,User dependent,Oral contraceptives,Undefined,Thousands,Number,31.105
2017/18,18 to 19,User dependent,Oral contraceptives,Undefined,Thousands,Number,48.814
2017/18,20 to 24,User dependent,Oral contraceptives,Undefined,Thousands,Number,112.856
2017/18,25 to 34,User dependent,Oral contraceptives,Undefined,Thousands,Number,97.846
2017/18,35 to 44,User dependent,Oral contraceptives,Undefined,Thousands,Number,29.993
2017/18,45 and over,User dependent,Oral contraceptives,Undefined,Thousands,Number,12.222
2017/18,,User dependent,Oral contraceptives,Undefined,Thousands,Number,341.741
2017/18,15 and under,User dependent,Other methods,Undefined,Thousands,Number,0.017
2017/18,16 to 17,User dependent,Other methods,Undefined,Thousands,Number,0.098
2017/18,18 to 19,User dependent,Other methods,Undefined,Thousands,Number,0.334
2017/18,20 to 24,User dependent,Other methods,Undefined,Thousands,Number,1.241
2017/18,25 to 34,User dependent,Other methods,Undefined,Thousands,Number,2.254
2017/18,35 to 44,User dependent,Other methods,Undefined,Thousands,Number,0.644
2017/18,45 and over,User dependent,Other methods,Undefined,Thousands,Number,0.325
2017/18,,User dependent,Other methods,Undefined,Thousands,Number,4.913
2017/18,15 and under,User dependent,,Undefined,Thousands,Number,12.421
2017/18,16 to 17,User dependent,,Undefined,Thousands,Number,41.013999999999996
2017/18,18 to 19,User dependent,,Undefined,Thousands,Number,63.439
2017/18,20 to 24,User dependent,,Undefined,Thousands,Number,147.81
2017/18,25 to 34,User dependent,,Undefined,Thousands,Number,144.117
2017/18,35 to 44,User dependent,,Undefined,Thousands,Number,50.785000000000004
2017/18,45 and over,User dependent,,Undefined,Thousands,Number,21.351999999999993
2017/18,,User dependent,,Undefined,Thousands,Number,480.98199999999997
2017/18,15 and under,,,Undefined,Thousands,Number,18.465
2017/18,16 to 17,,,Undefined,Thousands,Number,59.284
2017/18,18 to 19,,,Undefined,Thousands,Number,92.231
2017/18,20 to 24,,,Undefined,Thousands,Number,229.416
2017/18,25 to 34,,,Undefined,Thousands,Number,257.134
2017/18,35 to 44,,,Undefined,Thousands,Number,113.208
2017/18,45 and over,,,Undefined,Thousands,Number,47.221
2017/18,,,,Undefined,Thousands,Number,817.018
2018/19,15 and under,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,5.145
2018/19,16 to 17,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,11.09
2018/19,18 to 19,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,14.217
2018/19,20 to 24,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,35.74
2018/19,25 to 34,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,46.043
2018/19,35 to 44,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,18.982
2018/19,45 and over,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,5.36
2018/19,,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,136.584
2018/19,15 and under,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,1.339
2018/19,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,5.021
2018/19,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,8.609
2018/19,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,22.208
2018/19,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,22.104
2018/19,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,9.552
2018/19,45 and over,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,2.201
2018/19,,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,71.038
2018/19,15 and under,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.179
2018/19,16 to 17,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.841
2018/19,18 to 19,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,2.594
2018/19,20 to 24,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,12.749
2018/19,25 to 34,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,26.341
2018/19,35 to 44,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,14.924
2018/19,45 and over,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,3.293
2018/19,,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,60.921
2018/19,15 and under,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.096
2018/19,16 to 17,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.802
2018/19,18 to 19,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,2.33
2018/19,20 to 24,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,12.269
2018/19,25 to 34,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,26.259
2018/19,35 to 44,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,24.39
2018/19,45 and over,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,17.218
2018/19,,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,83.369
2018/19,15 and under,Long acting reversible contraceptives,,Undefined,Thousands,Number,6.759
2018/19,16 to 17,Long acting reversible contraceptives,,Undefined,Thousands,Number,17.754
2018/19,18 to 19,Long acting reversible contraceptives,,Undefined,Thousands,Number,27.75
2018/19,20 to 24,Long acting reversible contraceptives,,Undefined,Thousands,Number,82.96600000000001
2018/19,25 to 34,Long acting reversible contraceptives,,Undefined,Thousands,Number,120.747
2018/19,35 to 44,Long acting reversible contraceptives,,Undefined,Thousands,Number,67.848
2018/19,45 and over,Long acting reversible contraceptives,,Undefined,Thousands,Number,28.072
2018/19,,Long acting reversible contraceptives,,Undefined,Thousands,Number,351.91200000000003
2018/19,15 and under,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.249
2018/19,16 to 17,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.023
2018/19,18 to 19,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.658
2018/19,20 to 24,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.613
2018/19,25 to 34,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.502
2018/19,35 to 44,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.805
2018/19,45 and over,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.055
2018/19,,User dependent,Contraceptive patch,Undefined,Thousands,Number,12.905
2018/19,15 and under,User dependent,Male condom,Undefined,Thousands,Number,2.704
2018/19,16 to 17,User dependent,Male condom,Undefined,Thousands,Number,7.476
2018/19,18 to 19,User dependent,Male condom,Undefined,Thousands,Number,11.163
2018/19,20 to 24,User dependent,Male condom,Undefined,Thousands,Number,26.368
2018/19,25 to 34,User dependent,Male condom,Undefined,Thousands,Number,36.395
2018/19,35 to 44,User dependent,Male condom,Undefined,Thousands,Number,17.712
2018/19,45 and over,User dependent,Male condom,Undefined,Thousands,Number,7.776
2018/19,,User dependent,Male condom,Undefined,Thousands,Number,109.611
2018/19,15 and under,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.059
2018/19,16 to 17,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.156
2018/19,18 to 19,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.332
2018/19,20 to 24,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.272
2018/19,25 to 34,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,3.385
2018/19,35 to 44,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.613
2018/19,45 and over,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.118
2018/19,,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,7.935
2018/19,15 and under,User dependent,Oral contraceptives,Undefined,Thousands,Number,8.055
2018/19,16 to 17,User dependent,Oral contraceptives,Undefined,Thousands,Number,26.359
2018/19,18 to 19,User dependent,Oral contraceptives,Undefined,Thousands,Number,42.134
2018/19,20 to 24,User dependent,Oral contraceptives,Undefined,Thousands,Number,101.092
2018/19,25 to 34,User dependent,Oral contraceptives,Undefined,Thousands,Number,92.347
2018/19,35 to 44,User dependent,Oral contraceptives,Undefined,Thousands,Number,29.632
2018/19,45 and over,User dependent,Oral contraceptives,Undefined,Thousands,Number,11.517
2018/19,,User dependent,Oral contraceptives,Undefined,Thousands,Number,311.148
2018/19,15 and under,User dependent,Other methods,Undefined,Thousands,Number,0.029
2018/19,16 to 17,User dependent,Other methods,Undefined,Thousands,Number,0.109
2018/19,18 to 19,User dependent,Other methods,Undefined,Thousands,Number,0.189
2018/19,20 to 24,User dependent,Other methods,Undefined,Thousands,Number,1.161
2018/19,25 to 34,User dependent,Other methods,Undefined,Thousands,Number,2.295
2018/19,35 to 44,User dependent,Other methods,Undefined,Thousands,Number,0.768
2018/19,45 and over,User dependent,Other methods,Undefined,Thousands,Number,0.436
2018/19,,User dependent,Other methods,Undefined,Thousands,Number,4.989
2018/19,15 and under,User dependent,,Undefined,Thousands,Number,11.096
2018/19,16 to 17,User dependent,,Undefined,Thousands,Number,35.123000000000005
2018/19,18 to 19,User dependent,,Undefined,Thousands,Number,55.476
2018/19,20 to 24,User dependent,,Undefined,Thousands,Number,134.506
2018/19,25 to 34,User dependent,,Undefined,Thousands,Number,138.92399999999998
2018/19,35 to 44,User dependent,,Undefined,Thousands,Number,50.53
2018/19,45 and over,User dependent,,Undefined,Thousands,Number,20.901999999999997
2018/19,,User dependent,,Undefined,Thousands,Number,446.58799999999997
2018/19,15 and under,,,Undefined,Thousands,Number,17.855
2018/19,16 to 17,,,Undefined,Thousands,Number,52.877
2018/19,18 to 19,,,Undefined,Thousands,Number,83.226
2018/19,20 to 24,,,Undefined,Thousands,Number,217.472
2018/19,25 to 34,,,Undefined,Thousands,Number,259.671
2018/19,35 to 44,,,Undefined,Thousands,Number,118.378
2018/19,45 and over,,,Undefined,Thousands,Number,48.974
2018/19,,,,Undefined,Thousands,Number,798.5
2019/20,15 and under,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,5.56
2019/20,16 to 17,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,11.919
2019/20,18 to 19,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,13.437
2019/20,20 to 24,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,32.549
2019/20,25 to 34,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,43.039
2019/20,35 to 44,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,18.333
2019/20,45 and over,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,5.528
2019/20,,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,130.374
2019/20,15 and under,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,1.25
2019/20,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,4.781
2019/20,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,7.82
2019/20,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,19.993
2019/20,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,20.064
2019/20,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,8.838
2019/20,45 and over,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,1.988
2019/20,,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,64.736
2019/20,15 and under,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.174
2019/20,16 to 17,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.966
2019/20,18 to 19,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,2.669
2019/20,20 to 24,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,12.95
2019/20,25 to 34,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,25.048
2019/20,35 to 44,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,13.749
2019/20,45 and over,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,3.032
2019/20,,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,58.588
2019/20,15 and under,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.103
2019/20,16 to 17,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.887
2019/20,18 to 19,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,2.467
2019/20,20 to 24,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,12.918
2019/20,25 to 34,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,26.325
2019/20,35 to 44,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,23.158
2019/20,45 and over,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,16.165
2019/20,,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,82.025
2019/20,15 and under,Long acting reversible contraceptives,,Undefined,Thousands,Number,7.087
2019/20,16 to 17,Long acting reversible contraceptives,,Undefined,Thousands,Number,18.553
2019/20,18 to 19,Long acting reversible contraceptives,,Undefined,Thousands,Number,26.393
2019/20,20 to 24,Long acting reversible contraceptives,,Undefined,Thousands,Number,78.41
2019/20,25 to 34,Long acting reversible contraceptives,,Undefined,Thousands,Number,114.476
2019/20,35 to 44,Long acting reversible contraceptives,,Undefined,Thousands,Number,64.078
2019/20,45 and over,Long acting reversible contraceptives,,Undefined,Thousands,Number,26.713
2019/20,,Long acting reversible contraceptives,,Undefined,Thousands,Number,335.723
2019/20,15 and under,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.327
2019/20,16 to 17,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.119
2019/20,18 to 19,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.761
2019/20,20 to 24,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.524
2019/20,25 to 34,User dependent,Contraceptive patch,Undefined,Thousands,Number,4.262
2019/20,35 to 44,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.795
2019/20,45 and over,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.06
2019/20,,User dependent,Contraceptive patch,Undefined,Thousands,Number,12.848
2019/20,15 and under,User dependent,Male condom,Undefined,Thousands,Number,2.261
2019/20,16 to 17,User dependent,Male condom,Undefined,Thousands,Number,6.544
2019/20,18 to 19,User dependent,Male condom,Undefined,Thousands,Number,9.153
2019/20,20 to 24,User dependent,Male condom,Undefined,Thousands,Number,22.323
2019/20,25 to 34,User dependent,Male condom,Undefined,Thousands,Number,31.006
2019/20,35 to 44,User dependent,Male condom,Undefined,Thousands,Number,15.673
2019/20,45 and over,User dependent,Male condom,Undefined,Thousands,Number,7.382
2019/20,,User dependent,Male condom,Undefined,Thousands,Number,94.359
2019/20,15 and under,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.05
2019/20,16 to 17,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.141
2019/20,18 to 19,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.36
2019/20,20 to 24,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.189
2019/20,25 to 34,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,3.7
2019/20,35 to 44,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.736
2019/20,45 and over,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.282
2019/20,,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,8.458
2019/20,15 and under,User dependent,Oral contraceptives,Undefined,Thousands,Number,8.095
2019/20,16 to 17,User dependent,Oral contraceptives,Undefined,Thousands,Number,24.717
2019/20,18 to 19,User dependent,Oral contraceptives,Undefined,Thousands,Number,37.514
2019/20,20 to 24,User dependent,Oral contraceptives,Undefined,Thousands,Number,88.043
2019/20,25 to 34,User dependent,Oral contraceptives,Undefined,Thousands,Number,80.662
2019/20,35 to 44,User dependent,Oral contraceptives,Undefined,Thousands,Number,26.845
2019/20,45 and over,User dependent,Oral contraceptives,Undefined,Thousands,Number,10.265
2019/20,,User dependent,Oral contraceptives,Undefined,Thousands,Number,276.152
2019/20,15 and under,User dependent,Other methods,Undefined,Thousands,Number,0.012
2019/20,16 to 17,User dependent,Other methods,Undefined,Thousands,Number,0.089
2019/20,18 to 19,User dependent,Other methods,Undefined,Thousands,Number,0.213
2019/20,20 to 24,User dependent,Other methods,Undefined,Thousands,Number,0.923
2019/20,25 to 34,User dependent,Other methods,Undefined,Thousands,Number,1.699
2019/20,35 to 44,User dependent,Other methods,Undefined,Thousands,Number,0.595
2019/20,45 and over,User dependent,Other methods,Undefined,Thousands,Number,0.269
2019/20,,User dependent,Other methods,Undefined,Thousands,Number,3.8
2019/20,15 and under,User dependent,,Undefined,Thousands,Number,10.745
2019/20,16 to 17,User dependent,,Undefined,Thousands,Number,32.61
2019/20,18 to 19,User dependent,,Undefined,Thousands,Number,49.001
2019/20,20 to 24,User dependent,,Undefined,Thousands,Number,117.002
2019/20,25 to 34,User dependent,,Undefined,Thousands,Number,121.329
2019/20,35 to 44,User dependent,,Undefined,Thousands,Number,45.644
2019/20,45 and over,User dependent,,Undefined,Thousands,Number,19.258
2019/20,,User dependent,,Undefined,Thousands,Number,395.617
2019/20,15 and under,,,Undefined,Thousands,Number,17.832
2019/20,16 to 17,,,Undefined,Thousands,Number,51.163
2019/20,18 to 19,,,Undefined,Thousands,Number,75.394
2019/20,20 to 24,,,Undefined,Thousands,Number,195.412
2019/20,25 to 34,,,Undefined,Thousands,Number,235.805
2019/20,35 to 44,,,Undefined,Thousands,Number,109.722
2019/20,45 and over,,,Undefined,Thousands,Number,45.971
2019/20,,,,Undefined,Thousands,Number,731.34
2020/21,15 and under,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,2.76
2020/21,16 to 17,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,6.591
2020/21,18 to 19,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,7.956
2020/21,20 to 24,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,21.742
2020/21,25 to 34,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,31.609
2020/21,35 to 44,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,13.607
2020/21,45 and over,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,3.832
2020/21,,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,88.097
2020/21,15 and under,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,0.512
2020/21,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,2.329
2020/21,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,3.578
2020/21,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,10.034
2020/21,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,10.824
2020/21,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,4.633
2020/21,45 and over,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,0.969
2020/21,,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,32.879
2020/21,15 and under,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.084
2020/21,16 to 17,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.644
2020/21,18 to 19,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,1.77
2020/21,20 to 24,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,9.033
2020/21,25 to 34,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,18.303
2020/21,35 to 44,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,9.344
2020/21,45 and over,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,2.128
2020/21,,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,41.306
2020/21,15 and under,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.053
2020/21,16 to 17,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.567
2020/21,18 to 19,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,1.636
2020/21,20 to 24,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,8.948
2020/21,25 to 34,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,19.369
2020/21,35 to 44,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,16.078
2020/21,45 and over,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,11.258
2020/21,,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,57.909
2020/21,15 and under,Long acting reversible contraceptives,,Undefined,Thousands,Number,3.409
2020/21,16 to 17,Long acting reversible contraceptives,,Undefined,Thousands,Number,10.131
2020/21,18 to 19,Long acting reversible contraceptives,,Undefined,Thousands,Number,14.94
2020/21,20 to 24,Long acting reversible contraceptives,,Undefined,Thousands,Number,49.757
2020/21,25 to 34,Long acting reversible contraceptives,,Undefined,Thousands,Number,80.105
2020/21,35 to 44,Long acting reversible contraceptives,,Undefined,Thousands,Number,43.662
2020/21,45 and over,Long acting reversible contraceptives,,Undefined,Thousands,Number,18.187
2020/21,,Long acting reversible contraceptives,,Undefined,Thousands,Number,220.191
2020/21,15 and under,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.133
2020/21,16 to 17,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.686
2020/21,18 to 19,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.086
2020/21,20 to 24,User dependent,Contraceptive patch,Undefined,Thousands,Number,2.848
2020/21,25 to 34,User dependent,Contraceptive patch,Undefined,Thousands,Number,2.76
2020/21,35 to 44,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.554
2020/21,45 and over,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.025
2020/21,,User dependent,Contraceptive patch,Undefined,Thousands,Number,8.092
2020/21,15 and under,User dependent,Male condom,Undefined,Thousands,Number,0.654
2020/21,16 to 17,User dependent,Male condom,Undefined,Thousands,Number,2.201
2020/21,18 to 19,User dependent,Male condom,Undefined,Thousands,Number,3.834
2020/21,20 to 24,User dependent,Male condom,Undefined,Thousands,Number,12.292
2020/21,25 to 34,User dependent,Male condom,Undefined,Thousands,Number,21.049
2020/21,35 to 44,User dependent,Male condom,Undefined,Thousands,Number,9.31
2020/21,45 and over,User dependent,Male condom,Undefined,Thousands,Number,3.538
2020/21,,User dependent,Male condom,Undefined,Thousands,Number,52.879
2020/21,15 and under,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.044
2020/21,16 to 17,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.106
2020/21,18 to 19,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.216
2020/21,20 to 24,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.067
2020/21,25 to 34,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,3.551
2020/21,35 to 44,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.506
2020/21,45 and over,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.861
2020/21,,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,7.351
2020/21,15 and under,User dependent,Oral contraceptives,Undefined,Thousands,Number,3.677
2020/21,16 to 17,User dependent,Oral contraceptives,Undefined,Thousands,Number,13.928
2020/21,18 to 19,User dependent,Oral contraceptives,Undefined,Thousands,Number,22.218
2020/21,20 to 24,User dependent,Oral contraceptives,Undefined,Thousands,Number,56.964
2020/21,25 to 34,User dependent,Oral contraceptives,Undefined,Thousands,Number,61.543
2020/21,35 to 44,User dependent,Oral contraceptives,Undefined,Thousands,Number,22.074
