Year,Country,Cause of death,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013,Wales,Other respiratory disorders (J98),,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,1.577726706
2013,Wales,,Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,500.33283939999995
2013,Wales,Malignant neoplasms (C00-C97),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,239.42966349999998
2013,Wales,Diabetes mellitus (E10-E14),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,7.515729348
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,217.9561511
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,24.69453929
2013,Wales,Lung diseases due to external agents (J60-J70),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.294702484
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,6.442053727
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,,Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,354.6062736
2013,Wales,Malignant neoplasms (C00-C97),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,227.8139142
2013,Wales,Diabetes mellitus (E10-E14),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,7.215825336
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,89.6824006
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,20.61664382
2013,Wales,Lung diseases due to external agents (J60-J70),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,4.123328763
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,2.061664382
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,55 to 59,"Rate per 100,000 population",Units,Undefined,W92000004,3.092496572
2013,England,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,611.5102163
2013,England,Malignant neoplasms (C00-C97),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,370.70914710000005
2013,England,Diabetes mellitus (E10-E14),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,6.054893391
2013,England,IX diseases of the circulatory system (I00-I99),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,173.9591281
2013,England,Other diseases of upper respiratory tract (J30-J39),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.102048765
2013,England,Chronic lower respiratory diseases (J40-J47),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,46.67030187
2013,England,Lung diseases due to external agents (J60-J70),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,2.9253979310000005
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,7.245462317
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.88442263
2013,England,Other diseases of pleura (J90-J94),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.27213004
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.034016255
2013,England,Other respiratory disorders (J98),,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,2.653267891
2013,England,,Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,749.9979167
2013,England,Malignant neoplasms (C00-C97),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,419.1655023
2013,England,Diabetes mellitus (E10-E14),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,6.944425154
2013,England,IX diseases of the circulatory system (I00-I99),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,254.9298474
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.069444252
2013,England,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,51.31930189
2013,England,Lung diseases due to external agents (J60-J70),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,3.9583223380000003
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,9.791639468
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,1.041663773
2013,England,Other diseases of pleura (J90-J94),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.416665509
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.069444252
2013,England,Other respiratory disorders (J98),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,2.291660301
2013,England,,Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,478.541
2013,England,Malignant neoplasms (C00-C97),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,324.1836899
2013,England,Diabetes mellitus (E10-E14),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,5.200807859
2013,England,IX diseases of the circulatory system (I00-I99),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,96.21494539
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.133354048
2013,England,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,42.20655609
2013,England,Lung diseases due to external agents (J60-J70),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,1.933633691
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,4.800745716000001
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.733447262
2013,England,Other diseases of pleura (J90-J94),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.133354048
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,E92000001,3.000466072
2013,,,,60 to 64,"Rate per 100,000 population",Units,Undefined,,615.3026255
2013,,Malignant neoplasms (C00-C97),,60 to 64,"Rate per 100,000 population",Units,Undefined,,371.64815350000003
2013,,Diabetes mellitus (E10-E14),,60 to 64,"Rate per 100,000 population",Units,Undefined,,6.198395957000001
2013,,IX diseases of the circulatory system (I00-I99),,60 to 64,"Rate per 100,000 population",Units,Undefined,,176.3347798
2013,,Other diseases of upper respiratory tract (J30-J39),,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.095851484
2013,,Chronic lower respiratory diseases (J40-J47),,60 to 64,"Rate per 100,000 population",Units,Undefined,,46.87137562
2013,,Lung diseases due to external agents (J60-J70),,60 to 64,"Rate per 100,000 population",Units,Undefined,,3.099197979
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,"Rate per 100,000 population",Units,Undefined,,7.284712775
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.862663355
2013,,Other diseases of pleura (J90-J94),,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.255603957
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.031950495
2013,,Other respiratory disorders (J98),,60 to 64,"Rate per 100,000 population",Units,Undefined,,2.6199405590000002
2013,,,Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,755.0074027000001
2013,,Malignant neoplasms (C00-C97),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,420.419637
2013,,Diabetes mellitus (E10-E14),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,7.239618322
2013,,IX diseases of the circulatory system (I00-I99),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,258.2782753
2013,,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.065221787
2013,,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,51.13388076
2013,,Lung diseases due to external agents (J60-J70),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,4.174194348
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,9.84848979
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.9783268
2013,,Other diseases of pleura (J90-J94),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.39133072
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.065221787
2013,,Other respiratory disorders (J98),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,,2.4132061069999997
2013,,,Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,481.143822
2013,,Malignant neoplasms (C00-C97),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,324.8127911
2013,,Diabetes mellitus (E10-E14),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,5.19850784
2013,,IX diseases of the circulatory system (I00-I99),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,97.64426172
2013,,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.125265249
2013,,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,42.77808259
2013,,Lung diseases due to external agents (J60-J70),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,2.066876611
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,4.822712093
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.751591495
2013,,Other diseases of pleura (J90-J94),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.125265249
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,,2.818468106
2013,Wales,,,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,673.9586786
2013,Wales,Malignant neoplasms (C00-C97),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,386.17148330000003
2013,Wales,Diabetes mellitus (E10-E14),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,8.417906992999999
2013,Wales,IX diseases of the circulatory system (I00-I99),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,213.0782708
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,49.98132277
2013,Wales,Lung diseases due to external agents (J60-J70),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,5.787311057
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,7.891787806
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.526119187
2013,Wales,Other diseases of pleura (J90-J94),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,2.104476748
2013,Wales,,Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,832.3858151000001
2013,Wales,Malignant neoplasms (C00-C97),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,439.7914745
2013,Wales,Diabetes mellitus (E10-E14),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,11.79928346
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,309.99935639999995
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,48.26979598
2013,Wales,Lung diseases due to external agents (J60-J70),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,7.50863493
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,10.72662133
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,4.290648532
2013,Wales,,Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,521.4518044
2013,Wales,Malignant neoplasms (C00-C97),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,334.5552171
2013,Wales,Diabetes mellitus (E10-E14),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,5.162889153
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,119.77902830000001
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,51.62889153
2013,Wales,Lung diseases due to external agents (J60-J70),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,4.130311322
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,5.162889153
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,1.032577831
2013,Wales,Other diseases of pleura (J90-J94),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,60 to 64,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,England,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,946.7752919
2013,England,Malignant neoplasms (C00-C97),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,561.9646864
2013,England,Diabetes mellitus (E10-E14),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,9.116460729
2013,England,IX diseases of the circulatory system (I00-I99),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,270.066581
2013,England,Other diseases of upper respiratory tract (J30-J39),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.137089635
2013,England,Chronic lower respiratory diseases (J40-J47),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,81.53406043
2013,England,Lung diseases due to external agents (J60-J70),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,4.900954452
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,13.74323591
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.993899854
2013,England,Other diseases of pleura (J90-J94),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.205634453
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.034272409
2013,England,Other respiratory disorders (J98),,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,4.078416642
2013,England,,Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,1155.471656
2013,England,Malignant neoplasms (C00-C97),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,641.8347797
2013,England,Diabetes mellitus (E10-E14),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,11.83365265
2013,England,IX diseases of the circulatory system (I00-I99),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,380.93091400000003
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.07043840900000001
2013,England,Chronic lower respiratory diseases (J40-J47),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,89.03414854
2013,England,Lung diseases due to external agents (J60-J70),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,7.043840866
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,18.24354784
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,1.620083399
2013,England,Other diseases of pleura (J90-J94),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.07043840900000001
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.07043840900000001
2013,England,Other respiratory disorders (J98),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,4.71937338
2013,England,,Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,749.0059201
2013,England,Malignant neoplasms (C00-C97),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,486.2764573
2013,England,Diabetes mellitus (E10-E14),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,6.54153642
2013,England,IX diseases of the circulatory system (I00-I99),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,165.0069187
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.200251115
2013,England,Chronic lower respiratory diseases (J40-J47),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,74.42666437
2013,England,Lung diseases due to external agents (J60-J70),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,2.87026598
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,9.478552772
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.40050223
2013,England,Other diseases of pleura (J90-J94),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.333751858
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,E92000001,3.471019325
2013,,,,65 to 69,"Rate per 100,000 population",Units,Undefined,,953.1684732000001
2013,,Malignant neoplasms (C00-C97),,65 to 69,"Rate per 100,000 population",Units,Undefined,,563.9893961
2013,,Diabetes mellitus (E10-E14),,65 to 69,"Rate per 100,000 population",Units,Undefined,,9.07687534
2013,,IX diseases of the circulatory system (I00-I99),,65 to 69,"Rate per 100,000 population",Units,Undefined,,273.2718852
2013,,Other diseases of upper respiratory tract (J30-J39),,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.128750005
2013,,Chronic lower respiratory diseases (J40-J47),,65 to 69,"Rate per 100,000 population",Units,Undefined,,82.52875309
2013,,Lung diseases due to external agents (J60-J70),,65 to 69,"Rate per 100,000 population",Units,Undefined,,4.828125181
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,65 to 69,"Rate per 100,000 population",Units,Undefined,,14.06593803
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,65 to 69,"Rate per 100,000 population",Units,Undefined,,1.0300000390000001
2013,,Other diseases of pleura (J90-J94),,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.193125007
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.032187501
2013,,Other respiratory disorders (J98),,65 to 69,"Rate per 100,000 population",Units,Undefined,,4.023437651
2013,,,Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,1161.6303560000001
2013,,Malignant neoplasms (C00-C97),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,644.2994739
2013,,Diabetes mellitus (E10-E14),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,11.77104653
2013,,IX diseases of the circulatory system (I00-I99),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,384.0138607
2013,,Other diseases of upper respiratory tract (J30-J39),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.066129475
2013,,Chronic lower respiratory diseases (J40-J47),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,89.73769744
2013,,Lung diseases due to external agents (J60-J70),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,6.943594864
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,18.38399402
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,1.5871073980000001
2013,,Other diseases of pleura (J90-J94),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.066129475
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.066129475
2013,,Other respiratory disorders (J98),Male,65 to 69,"Rate per 100,000 population",Units,Undefined,,4.695192718
2013,,,Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,755.482058
2013,,Malignant neoplasms (C00-C97),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,487.8305744
2013,,Diabetes mellitus (E10-E14),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,6.521966798999999
2013,,IX diseases of the circulatory system (I00-I99),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,168.25420119999998
2013,,Other diseases of upper respiratory tract (J30-J39),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.188133658
2013,,Chronic lower respiratory diseases (J40-J47),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,75.6924416
2013,,Lung diseases due to external agents (J60-J70),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,2.822004865
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,9.971083857
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.5016897539999999
2013,,Other diseases of pleura (J90-J94),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.313556096
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Female,65 to 69,"Rate per 100,000 population",Units,Undefined,,3.386405838
2013,Wales,,,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,1051.8685480000001
2013,Wales,Malignant neoplasms (C00-C97),,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,595.2475436000001
2013,Wales,Diabetes mellitus (E10-E14),,65 to 69,"Rate per 100,000 population",Units,Undefined,W92000004,8.465742842000001
