Year,Country,Region,Sex,Age,Units,Observation status,GeoCode,Value
1986,England,,,,"Rate per 100,000 population",Normal value,E92000001,13.7
1986,England,,,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.1
1986,England,,,15 to 19,"Rate per 100,000 population",Normal value,E92000001,4.8
1986,England,,,20 to 24,"Rate per 100,000 population",Normal value,E92000001,10.4
1986,England,,,25 to 29,"Rate per 100,000 population",Normal value,E92000001,11.8
1986,England,,,30 to 34,"Rate per 100,000 population",Normal value,E92000001,12.8
1986,England,,,35 to 39,"Rate per 100,000 population",Normal value,E92000001,12.9
1986,England,,,40 to 44,"Rate per 100,000 population",Normal value,E92000001,13.7
1986,England,,,45 to 49,"Rate per 100,000 population",Normal value,E92000001,15.6
1986,England,,,50 to 54,"Rate per 100,000 population",Normal value,E92000001,17.3
1986,England,,,55 to 59,"Rate per 100,000 population",Normal value,E92000001,15.6
1986,England,,,60 to 64,"Rate per 100,000 population",Normal value,E92000001,17.4
1986,England,,,65 to 69,"Rate per 100,000 population",Normal value,E92000001,17.1
1986,England,,,70 to 74,"Rate per 100,000 population",Normal value,E92000001,18.9
1986,England,,,75 to 79,"Rate per 100,000 population",Normal value,E92000001,21.1
1986,England,,,80 to 84,"Rate per 100,000 population",Normal value,E92000001,21.3
1986,England,,,85 to 89,"Rate per 100,000 population",Normal value,E92000001,14.3
1986,England,,,90 and over,"Rate per 100,000 population",Normal value,E92000001,14.5
1986,England and Wales,,Female,,"Rate per 100,000 population",Normal value,K04000001,8.7
1986,England and Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
1986,England and Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,K04000001,2.4
1986,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.1
1986,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,5.5
1986,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,5.7
1986,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,8.0
1986,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,6.5
1986,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,9.7
1986,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,12.9
1986,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,11.3
1986,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,13.3
1986,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,12.7
1986,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,14.5
1986,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,16.6
1986,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,11.7
1986,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,11.6
1986,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,5.4
1986,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,19.8
1986,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
1986,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,7.0
1986,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,16.8
1986,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,18.0
1986,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,20.0
1986,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,18.2
1986,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,21.3
1986,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,21.8
1986,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,22.0
1986,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,20.9
1986,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,22.4
1986,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,22.7
1986,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,24.1
1986,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,27.1
1986,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,40.1
1986,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,23.5
1986,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,49.2
1986,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,13.8
1986,England and Wales,,,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.1
1986,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,4.7
1986,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,10.5
1986,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,11.7
1986,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,12.9
1986,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,13.1
1986,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,14.0
1986,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,15.8
1986,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,17.5
1986,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,16.0
1986,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,17.7
1986,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,17.2
1986,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,18.6
1986,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,20.6
1986,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,20.8
1986,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,14.5
1986,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,13.7
1986,Northern Ireland,,Female,,"Rate per 100,000 population",Normal value,N92000002,8.2
1986,Northern Ireland,,Male,,"Rate per 100,000 population",Normal value,N92000002,21.7
1986,Northern Ireland,,,,"Rate per 100,000 population",Normal value,N92000002,14.4
1986,Scotland,,Female,,"Rate per 100,000 population",Normal value,S92000003,10.2
1986,Scotland,,Male,,"Rate per 100,000 population",Normal value,S92000003,27.0
1986,Scotland,,,,"Rate per 100,000 population",Normal value,S92000003,18.1
1986,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,7.2
1986,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,W92000004,2.8
1986,Wales,,Female,20 to 24,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,W92000004,5.2
1986,Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,W92000004,6.8
1986,Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,W92000004,6.9
1986,Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,W92000004,5.7
1986,Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,W92000004,7.8
1986,Wales,,Female,50 to 54,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,W92000004,15.2
1986,Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,W92000004,15.0
1986,Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,W92000004,15.1
1986,Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,W92000004,9.69999999999999
1986,Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,W92000004,6.7
1986,Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,W92000004,12.4
1986,Wales,,Female,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Female,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Male,,"Rate per 100,000 population",Normal value,W92000004,21.3
1986,Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.6
1986,Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,W92000004,19.8999999999999
1986,Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,W92000004,15.6
1986,Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,W92000004,15.7
1986,Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,W92000004,22.7
1986,Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,W92000004,28.4
1986,Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,W92000004,26.7
1986,Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,W92000004,35.6
1986,Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,W92000004,28.7
1986,Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,W92000004,26.7
1986,Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,W92000004,24.3
1986,Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,W92000004,18.8
1986,Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,W92000004,22.6
1986,Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,W92000004,16.3
1986,Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,W92000004,46.2
1986,Wales,,Male,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,,,"Rate per 100,000 population",Normal value,W92000004,13.9
1986,Wales,,,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1986,Wales,,,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.2
1986,Wales,,,20 to 24,"Rate per 100,000 population",Normal value,W92000004,10.9
1986,Wales,,,25 to 29,"Rate per 100,000 population",Normal value,W92000004,10.4
1986,Wales,,,30 to 34,"Rate per 100,000 population",Normal value,W92000004,11.3
1986,Wales,,,35 to 39,"Rate per 100,000 population",Normal value,W92000004,14.8
1986,Wales,,,40 to 44,"Rate per 100,000 population",Normal value,W92000004,17.1
1986,Wales,,,45 to 49,"Rate per 100,000 population",Normal value,W92000004,17.3
1986,Wales,,,50 to 54,"Rate per 100,000 population",Normal value,W92000004,18.3999999999999
1986,Wales,,,55 to 59,"Rate per 100,000 population",Normal value,W92000004,21.8
1986,Wales,,,60 to 64,"Rate per 100,000 population",Normal value,W92000004,20.5
1986,Wales,,,65 to 69,"Rate per 100,000 population",Normal value,W92000004,19.3
1986,Wales,,,70 to 74,"Rate per 100,000 population",Normal value,W92000004,13.6
1986,Wales,,,75 to 79,"Rate per 100,000 population",Normal value,W92000004,12.6
1986,Wales,,,80 to 84,"Rate per 100,000 population",Normal value,W92000004,13.6
1986,Wales,,,85 to 89,"Rate per 100,000 population",Normal value,W92000004,19.1
1986,Wales,,,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1986,,,Female,,"Rate per 100,000 population",Normal value,,8.9
1986,,,Female,15 to 19,"Rate per 100,000 population",Normal value,,2.6
1986,,,Female,20 to 24,"Rate per 100,000 population",Normal value,,4.1
1986,,,Female,25 to 29,"Rate per 100,000 population",Normal value,,5.5
1986,,,Female,30 to 34,"Rate per 100,000 population",Normal value,,5.9
1986,,,Female,35 to 39,"Rate per 100,000 population",Normal value,,7.9
1986,,,Female,40 to 44,"Rate per 100,000 population",Normal value,,7.0
1986,,,Female,45 to 49,"Rate per 100,000 population",Normal value,,9.6
1986,,,Female,50 to 54,"Rate per 100,000 population",Normal value,,13.2
1986,,,Female,55 to 59,"Rate per 100,000 population",Normal value,,11.3
1986,,,Female,60 to 64,"Rate per 100,000 population",Normal value,,13.8
1986,,,Female,65 to 69,"Rate per 100,000 population",Normal value,,13.5
1986,,,Female,70 to 74,"Rate per 100,000 population",Normal value,,14.3
1986,,,Female,75 to 79,"Rate per 100,000 population",Normal value,,16.3
1986,,,Female,80 to 84,"Rate per 100,000 population",Normal value,,11.1
1986,,,Female,85 to 89,"Rate per 100,000 population",Normal value,,11.6
1986,,,Female,90 and over,"Rate per 100,000 population",Normal value,,6.1
1986,,,Male,,"Rate per 100,000 population",Normal value,,20.4
1986,,,Male,15 to 19,"Rate per 100,000 population",Normal value,,7.7
1986,,,Male,20 to 24,"Rate per 100,000 population",Normal value,,17.8
1986,,,Male,25 to 29,"Rate per 100,000 population",Normal value,,18.4
1986,,,Male,30 to 34,"Rate per 100,000 population",Normal value,,21.2
1986,,,Male,35 to 39,"Rate per 100,000 population",Normal value,,19.2
1986,,,Male,40 to 44,"Rate per 100,000 population",Normal value,,22.6
1986,,,Male,45 to 49,"Rate per 100,000 population",Normal value,,22.4
1986,,,Male,50 to 54,"Rate per 100,000 population",Normal value,,23.2
1986,,,Male,55 to 59,"Rate per 100,000 population",Normal value,,21.9
1986,,,Male,60 to 64,"Rate per 100,000 population",Normal value,,23.1
1986,,,Male,65 to 69,"Rate per 100,000 population",Normal value,,22.8
1986,,,Male,70 to 74,"Rate per 100,000 population",Normal value,,24.7
1986,,,Male,75 to 79,"Rate per 100,000 population",Normal value,,27.4
1986,,,Male,80 to 84,"Rate per 100,000 population",Normal value,,39.9
1986,,,Male,85 to 89,"Rate per 100,000 population",Normal value,,23.5
1986,,,Male,90 and over,"Rate per 100,000 population",Normal value,,46.7
1986,,,,,"Rate per 100,000 population",Normal value,,14.2
1986,,,,10 to 14,"Rate per 100,000 population",Low reliability,,0.1
1986,,,,15 to 19,"Rate per 100,000 population",Normal value,,5.2
1986,,,,20 to 24,"Rate per 100,000 population",Normal value,,11.0
1986,,,,25 to 29,"Rate per 100,000 population",Normal value,,12.0
1986,,,,30 to 34,"Rate per 100,000 population",Normal value,,13.6
1986,,,,35 to 39,"Rate per 100,000 population",Normal value,,13.5
1986,,,,40 to 44,"Rate per 100,000 population",Normal value,,14.8
1986,,,,45 to 49,"Rate per 100,000 population",Normal value,,16.0
1986,,,,50 to 54,"Rate per 100,000 population",Normal value,,18.2
1986,,,,55 to 59,"Rate per 100,000 population",Normal value,,16.4
1986,,,,60 to 64,"Rate per 100,000 population",Normal value,,18.2
1986,,,,65 to 69,"Rate per 100,000 population",Normal value,,17.7
1986,,,,70 to 74,"Rate per 100,000 population",Normal value,,18.7
1986,,,,75 to 79,"Rate per 100,000 population",Normal value,,20.5
1986,,,,80 to 84,"Rate per 100,000 population",Normal value,,20.3
1986,,,,85 to 89,"Rate per 100,000 population",Normal value,,14.6
1986,,,,90 and over,"Rate per 100,000 population",Normal value,,13.9
1987,England,East,Female,,"Rate per 100,000 population",Normal value,E12000006,8.1
1987,England,East,Male,,"Rate per 100,000 population",Normal value,E12000006,17.9
1987,England,East,,,"Rate per 100,000 population",Normal value,E12000006,12.7
1987,England,East Midlands,Female,,"Rate per 100,000 population",Normal value,E12000004,6.9
1987,England,East Midlands,Male,,"Rate per 100,000 population",Normal value,E12000004,19.9
1987,England,East Midlands,,,"Rate per 100,000 population",Normal value,E12000004,12.8
1987,England,London,Female,,"Rate per 100,000 population",Normal value,E12000007,8.7
1987,England,London,Male,,"Rate per 100,000 population",Normal value,E12000007,19.8
1987,England,London,,,"Rate per 100,000 population",Normal value,E12000007,13.9
1987,England,North East,Female,,"Rate per 100,000 population",Normal value,E12000001,8.3
1987,England,North East,Male,,"Rate per 100,000 population",Normal value,E12000001,17.8
1987,England,North East,,,"Rate per 100,000 population",Normal value,E12000001,12.2
1987,England,North West,Female,,"Rate per 100,000 population",Normal value,E12000002,8.6
1987,England,North West,Male,,"Rate per 100,000 population",Normal value,E12000002,21.7
1987,England,North West,,,"Rate per 100,000 population",Normal value,E12000002,14.6
1987,England,South East,Female,,"Rate per 100,000 population",Normal value,E12000008,7.2
1987,England,South East,Male,,"Rate per 100,000 population",Normal value,E12000008,17.1
1987,England,South East,,,"Rate per 100,000 population",Normal value,E12000008,11.9
1987,England,South West,Female,,"Rate per 100,000 population",Normal value,E12000009,9.0
1987,England,South West,Male,,"Rate per 100,000 population",Normal value,E12000009,20.0
1987,England,South West,,,"Rate per 100,000 population",Normal value,E12000009,14.1
1987,England,West Midlands,Female,,"Rate per 100,000 population",Normal value,E12000005,6.9
1987,England,West Midlands,Male,,"Rate per 100,000 population",Normal value,E12000005,15.6
1987,England,West Midlands,,,"Rate per 100,000 population",Normal value,E12000005,11.0
1987,England,Yorkshire and The Humber,Female,,"Rate per 100,000 population",Normal value,E12000003,8.8
1987,England,Yorkshire and The Humber,Male,,"Rate per 100,000 population",Normal value,E12000003,22.0
1987,England,Yorkshire and The Humber,,,"Rate per 100,000 population",Normal value,E12000003,14.9
1987,England,,Female,,"Rate per 100,000 population",Normal value,E92000001,8.1
1987,England,,Female,10 to 14,"Rate per 100,000 population",Missing value,E92000001,
1987,England,,Female,15 to 19,"Rate per 100,000 population",Normal value,E92000001,2.7
1987,England,,Female,20 to 24,"Rate per 100,000 population",Normal value,E92000001,4.3
1987,England,,Female,25 to 29,"Rate per 100,000 population",Normal value,E92000001,5.6
1987,England,,Female,30 to 34,"Rate per 100,000 population",Normal value,E92000001,5.8
1987,England,,Female,35 to 39,"Rate per 100,000 population",Normal value,E92000001,6.6
1987,England,,Female,40 to 44,"Rate per 100,000 population",Normal value,E92000001,7.9
1987,England,,Female,45 to 49,"Rate per 100,000 population",Normal value,E92000001,10.4
1987,England,,Female,50 to 54,"Rate per 100,000 population",Normal value,E92000001,11.0
1987,England,,Female,55 to 59,"Rate per 100,000 population",Normal value,E92000001,9.9
1987,England,,Female,60 to 64,"Rate per 100,000 population",Normal value,E92000001,11.5
1987,England,,Female,65 to 69,"Rate per 100,000 population",Normal value,E92000001,11.5
1987,England,,Female,70 to 74,"Rate per 100,000 population",Normal value,E92000001,12.7
1987,England,,Female,75 to 79,"Rate per 100,000 population",Normal value,E92000001,9.9
1987,England,,Female,80 to 84,"Rate per 100,000 population",Normal value,E92000001,13.0
1987,England,,Female,85 to 89,"Rate per 100,000 population",Normal value,E92000001,10.7
1987,England,,Female,90 and over,"Rate per 100,000 population",Normal value,E92000001,8.9
1987,England,,Male,,"Rate per 100,000 population",Normal value,E92000001,19.2
1987,England,,Male,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.2
1987,England,,Male,15 to 19,"Rate per 100,000 population",Normal value,E92000001,8.0
1987,England,,Male,20 to 24,"Rate per 100,000 population",Normal value,E92000001,18.3
1987,England,,Male,25 to 29,"Rate per 100,000 population",Normal value,E92000001,17.1
1987,England,,Male,30 to 34,"Rate per 100,000 population",Normal value,E92000001,21.5
1987,England,,Male,35 to 39,"Rate per 100,000 population",Normal value,E92000001,19.3
1987,England,,Male,40 to 44,"Rate per 100,000 population",Normal value,E92000001,19.5
1987,England,,Male,45 to 49,"Rate per 100,000 population",Normal value,E92000001,20.9
1987,England,,Male,50 to 54,"Rate per 100,000 population",Normal value,E92000001,18.8
1987,England,,Male,55 to 59,"Rate per 100,000 population",Normal value,E92000001,21.7
1987,England,,Male,60 to 64,"Rate per 100,000 population",Normal value,E92000001,22.6
1987,England,,Male,65 to 69,"Rate per 100,000 population",Normal value,E92000001,20.7
1987,England,,Male,70 to 74,"Rate per 100,000 population",Normal value,E92000001,21.4
1987,England,,Male,75 to 79,"Rate per 100,000 population",Normal value,E92000001,24.1
1987,England,,Male,80 to 84,"Rate per 100,000 population",Normal value,E92000001,32.9
1987,England,,Male,85 to 89,"Rate per 100,000 population",Normal value,E92000001,34.7
1987,England,,Male,90 and over,"Rate per 100,000 population",Normal value,E92000001,40.8
1987,England,,,,"Rate per 100,000 population",Normal value,E92000001,13.2
1987,England,,,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.2
1987,England,,,15 to 19,"Rate per 100,000 population",Normal value,E92000001,5.4
1987,England,,,20 to 24,"Rate per 100,000 population",Normal value,E92000001,11.4
1987,England,,,25 to 29,"Rate per 100,000 population",Normal value,E92000001,11.4
1987,England,,,30 to 34,"Rate per 100,000 population",Normal value,E92000001,13.7
1987,England,,,35 to 39,"Rate per 100,000 population",Normal value,E92000001,12.9
1987,England,,,40 to 44,"Rate per 100,000 population",Normal value,E92000001,13.7
1987,England,,,45 to 49,"Rate per 100,000 population",Normal value,E92000001,15.6
1987,England,,,50 to 54,"Rate per 100,000 population",Normal value,E92000001,14.9
1987,England,,,55 to 59,"Rate per 100,000 population",Normal value,E92000001,15.7
1987,England,,,60 to 64,"Rate per 100,000 population",Normal value,E92000001,16.8
1987,England,,,65 to 69,"Rate per 100,000 population",Normal value,E92000001,15.7
1987,England,,,70 to 74,"Rate per 100,000 population",Normal value,E92000001,16.4
1987,England,,,75 to 79,"Rate per 100,000 population",Normal value,E92000001,15.4
1987,England,,,80 to 84,"Rate per 100,000 population",Normal value,E92000001,19.5
1987,England,,,85 to 89,"Rate per 100,000 population",Normal value,E92000001,16.8
1987,England,,,90 and over,"Rate per 100,000 population",Normal value,E92000001,14.9
1987,England and Wales,,Female,,"Rate per 100,000 population",Normal value,K04000001,8.1
1987,England and Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
1987,England and Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,K04000001,2.8
1987,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.4
1987,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,5.6
1987,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,5.8
1987,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,6.5
1987,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,7.9
1987,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,10.8
1987,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,10.8
1987,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,9.9
1987,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,11.8
1987,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,11.6
1987,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,12.5
1987,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,9.7
1987,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,12.7
1987,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,11.2
1987,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,8.4
1987,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,19.3
1987,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.3
1987,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,8.1
1987,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,18.5
1987,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,17.4
1987,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,21.6
1987,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,19.9
1987,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,19.8
1987,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,22.0
1987,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,19.0
1987,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,21.5
1987,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,22.3
1987,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,21.1
1987,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,21.2
1987,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,24.1
1987,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,32.0
1987,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,34.4
1987,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,41.2
1987,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,13.3
1987,England and Wales,,,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
1987,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,5.5
1987,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,11.5
1987,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,11.5
1987,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,13.7
1987,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,13.2
1987,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,13.9
1987,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,16.4
1987,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,14.9
1987,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,15.6
1987,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,16.8
1987,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,15.9
1987,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,16.2
1987,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,15.3
1987,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,18.9
1987,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,17.1
1987,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,14.6
1987,Northern Ireland,,Female,,"Rate per 100,000 population",Normal value,N92000002,6.6
1987,Northern Ireland,,Male,,"Rate per 100,000 population",Normal value,N92000002,13.2
1987,Northern Ireland,,,,"Rate per 100,000 population",Normal value,N92000002,9.5
1987,Scotland,,Female,,"Rate per 100,000 population",Normal value,S92000003,9.3
1987,Scotland,,Male,,"Rate per 100,000 population",Normal value,S92000003,24.3
1987,Scotland,,,,"Rate per 100,000 population",Normal value,S92000003,16.2
1987,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,7.5
1987,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1987,Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.8
1987,Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,W92000004,4.59999999999999
1987,Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,W92000004,4.0
1987,Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,W92000004,4.5
1987,Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,W92000004,5.09999999999999
1987,Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,W92000004,7.5
1987,Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,W92000004,14.0
1987,Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,W92000004,5.2
1987,Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,W92000004,10.1999999999999
1987,Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,W92000004,16.5
1987,Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,W92000004,12.1
1987,Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,W92000004,8.5
1987,Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,W92000004,6.7
1987,Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,W92000004,7.3
1987,Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,W92000004,19.5
1987,Wales,,Female,90 and over,"Rate per 100,000 population",Missing value,W92000004,
