Year,Series,Age,Sex,Citizenship,Disability status,Ethnicity,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,United Kingdom,,,,,,Undefined,Units,Percentage (%),,24.493952777473503
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,Republic of Ireland,,,,,,Undefined,Units,Percentage (%),,21.687235322439996
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,EU Member State,,,,,,Undefined,Units,Percentage (%),,35.95204163294895
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,Elsewhere in the world,,,,,,Undefined,Units,Percentage (%),,36.32173049630487
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B1,,,Undefined,Units,Percentage (%),,26.69020233760443
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B2,,,Undefined,Units,Percentage (%),,23.31670418459155
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B3,,,Undefined,Units,Percentage (%),,23.900439098009933
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B4,,,Undefined,Units,Percentage (%),,25.354727930037313
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B5,,,Undefined,Units,Percentage (%),,23.61358399198599
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B6,,,Undefined,Units,Percentage (%),,26.247405368138377
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B7,,,Undefined,Units,Percentage (%),,24.7493171401888
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B8,,,Undefined,Units,Percentage (%),,30.88471682538002
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,29.0
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,26.3
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,24.9
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,25.4
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,25.0
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,25.5
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.5
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,25.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.5
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,26.2
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,23.6
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,27.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,27.2
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,26.4
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,26.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,26.0
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.2
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,30.1
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,28.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.2
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,22.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,24.9
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,35.2
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,44.8
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,33.0
2019/20,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,43.8
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,28.578328305876603
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,26.13759553603759
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,23.779985181016556
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,26.978710186717898
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,30.359222406233634
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,21.934014916086404
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,25.058034829607035
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,27.156326261272625
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,28.683661347753837
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.911712872859272
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,24.08349443978858
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,23.03133979921642
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,28.092475036944435
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,26.297700625733754
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,26.895584959313997
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,26.585837170119355
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,26.55747679558969
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,23.62107361861122
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,28.936919236014987
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,27.638488093895713
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.67792979629532
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,25.808853385203957
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,25.24658749990218
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,36.51669902501995
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,38.631462148265854
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,33.04812667557982
2020/21,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,28.337645046500608
