Year,Industry sector,Observation status,Unit multiplier,Unit measure,Value
2006,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2006,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2006,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.02
2006,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.05
2006,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.09
2006,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2006,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2006,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2006,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2007,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.66
2007,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.55
2007,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.63
2007,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),7.48
2007,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.15
2007,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2007,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2007,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.19
2007,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2007,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.02
2007,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2007,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2007,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.02
2007,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2007,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.09
2007,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2007,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2007,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2007,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2008,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.52
2008,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.6
2008,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.59
2008,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),7.46
2008,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.13
2008,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.11
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2008,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.12
2008,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.08
2008,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.02
2008,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2008,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.01
2008,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.02
2008,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.05
2008,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.08
2008,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2008,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2008,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2008,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2009,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.54
2009,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.65
2009,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.54
2009,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),6.45
2009,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.12
2009,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.12
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.07
2009,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.16
2009,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.07
2009,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.02
2009,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2009,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2009,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.02
2009,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2009,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.07
2009,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2009,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2009,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2009,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2010,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.65
2010,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.72
2010,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.55
2010,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),6.63
2010,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.14
2010,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.11
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.07
2010,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.09
2010,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.07
2010,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.02
2010,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2010,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2010,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.02
2010,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2010,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.08
2010,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2010,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2010,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2010,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2011,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.52
2011,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.87
2011,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.54
2011,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),7.06
2011,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.14
2011,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2011,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2011,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.12
2011,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2011,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2011,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2011,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2011,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2011,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2011,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.06
2011,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2011,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2011,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2011,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2011,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2012,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.61
2012,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.91
2012,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.51
2012,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),7.18
2012,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.15
2012,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2012,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.06
2012,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2012,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2012,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2012,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2012,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2012,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2012,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.07
2012,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2012,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2012,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2012,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2013,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.6
2013,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),1.01
2013,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.51
2013,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),6.14
2013,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.16
2013,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.09
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2013,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.0
2013,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2013,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2013,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2013,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2013,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2013,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2013,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.06
2013,Education,Normal value,Thousands,Tonnes per million GBP (£),0.03
2013,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.04
2013,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2013,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2014,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.47
2014,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),1.0
2014,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.49
2014,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),6.05
2014,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.16
2014,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.09
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2014,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.05
2014,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2014,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2014,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2014,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2014,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2014,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2014,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2014,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2014,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2014,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2014,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2015,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.55
2015,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.94
2015,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.47
2015,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),4.5
2015,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.16
2015,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2015,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.15
2015,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2015,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2015,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2015,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2015,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2015,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2015,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2015,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2015,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2015,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2015,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2015,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2016,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.66
2016,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.85
2016,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.44
2016,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),3.78
2016,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.18
2016,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2016,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.16
2016,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2016,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2016,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2016,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2016,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2016,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2016,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2016,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2016,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2016,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2016,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2016,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2017,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.63
2017,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.93
2017,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.44
2017,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),3.6
2017,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.19
2017,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2017,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2017,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.06
2017,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2017,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2017,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2017,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2017,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2017,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2017,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2017,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2017,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2017,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2017,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2017,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2018,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.72
2018,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.87
2018,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.42
2018,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),3.38
2018,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.19
2018,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2018,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2018,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.08
2018,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2018,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2018,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2018,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2018,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2018,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2018,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2018,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2018,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2018,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2018,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2018,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2019,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.63
2019,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.85
2019,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.4
2019,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),2.8
2019,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.19
2019,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2019,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.06
2019,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),1.04
2019,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.06
2019,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2019,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2019,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2019,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2019,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2019,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.05
2019,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2019,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2019,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.02
2019,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2019,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
2020,"Agriculture, forestry and fishing",Normal value,Thousands,Tonnes per million GBP (£),0.65
2020,Mining and quarrying,Normal value,Thousands,Tonnes per million GBP (£),0.97
2020,Manufacturing,Normal value,Thousands,Tonnes per million GBP (£),0.43
2020,"Electricity, gas, steam and air conditioning supply",Normal value,Thousands,Tonnes per million GBP (£),2.58
2020,"Water supply; sewerage, waste management and remediation activities",Normal value,Thousands,Tonnes per million GBP (£),0.19
2020,Construction,Normal value,Thousands,Tonnes per million GBP (£),0.1
2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,Normal value,Thousands,Tonnes per million GBP (£),0.05
2020,Transport and storage,Normal value,Thousands,Tonnes per million GBP (£),0.79
2020,Accommodation and food services,Normal value,Thousands,Tonnes per million GBP (£),0.09
2020,Information and communication,Normal value,Thousands,Tonnes per million GBP (£),0.01
2020,Financial and insurance activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2020,Real estate activities,Normal value,Thousands,Tonnes per million GBP (£),0.0
2020,"Professional, scientific and technical activities",Normal value,Thousands,Tonnes per million GBP (£),0.01
2020,Administrative and support service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2020,Public administration and defence; compulsory social security,Normal value,Thousands,Tonnes per million GBP (£),0.04
2020,Education,Normal value,Thousands,Tonnes per million GBP (£),0.02
2020,Human health and social work activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2020,"Arts, entertainment and recreation",Normal value,Thousands,Tonnes per million GBP (£),0.03
2020,Other service activities,Normal value,Thousands,Tonnes per million GBP (£),0.03
2020,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Normal value,Thousands,Tonnes per million GBP (£),0.01
