Year,Unit measure,Unit multiplier,Country group,Product sector,Value
2018,Average (%),Units,Least Developed,NAMA,2.9612802902685527
2018,Average (%),Units,Least Developed,PAPS,2.472480313390377
2018,Average (%),Units,Small Island Developing,Total,2.701376028867728
2018,Average (%),Units,Small Island Developing,AGRI,0.8412684678132988
2018,Average (%),Units,Small Island Developing,FISH,4.982758620689656
2018,Average (%),Units,Small Island Developing,NAMA,3.0895994539365
2018,Average (%),Units,Small Island Developing,PAPS,2.4068060769486683
2019,Average (%),Units,Developing,Total,3.4882852770383375
2019,Average (%),Units,Developing,AGRI,5.809974532288345
2019,Average (%),Units,Developing,FISH,6.416483551942507
2019,Average (%),Units,Developing,NAMA,2.974238559784913
2019,Average (%),Units,Developing,PAPS,8.872190909785262
2019,Average (%),Units,Least Developed,Total,2.6494634404877386
2019,Average (%),Units,Least Developed,AGRI,1.373216632184943
2019,Average (%),Units,Least Developed,FISH,1.535211267605634
2019,Average (%),Units,Least Developed,NAMA,2.868628221122081
2019,Average (%),Units,Least Developed,PAPS,2.5167472556621795
2019,Average (%),Units,Small Island Developing,Total,2.654737645134256
2019,Average (%),Units,Small Island Developing,AGRI,1.3035004403181312
2019,Average (%),Units,Small Island Developing,FISH,5.282051282051281
2019,Average (%),Units,Small Island Developing,NAMA,2.9157875674651534
2019,Average (%),Units,Small Island Developing,PAPS,2.318252602105154
