Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or Rural,Observation status,Unit multiplier,Units,GeoCode,Value
2018/19,(a) Physical violence,,,,,,,Other ethnic group,Arab,,,,,Normal value,Units,Percentage (%),,3.8517318268974834
2018/19,(a) Physical violence,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,2.2534891620824857
2018/19,(a) Physical violence,,,,,,,White,Any other White background,,,,,Normal value,Units,Percentage (%),,1.1789286036901199
2018/19,(a) Physical violence,,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,Normal value,Units,Percentage (%),,1.830994772947318
2018/19,(a) Physical violence,,,,,,,White,Gypsy or Irish Traveller,,,,,Normal value,Units,Percentage (%),,
2018/19,(a) Physical violence,,,,,,,White,Irish,,,,,Normal value,Units,Percentage (%),,1.1673342956893629
2018/19,(a) Physical violence,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,1.7722676332853573
2018/19,(a) Physical violence,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,2.6651029239220323
2018/19,(a) Physical violence,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.5280203615637413
2018/19,(a) Physical violence,,,,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.9069183907796349
2018/19,(a) Physical violence,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.242907575731725
2018/19,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.672157332349717
2018/19,(a) Physical violence,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,1.8854990558220108
2018/19,(a) Physical violence,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.479826862210938
2018/19,(a) Physical violence,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.3592512923717344
2018/19,(a) Physical violence,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.3757588873813884
2018/19,(a) Physical violence,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.6874042249922303
2018/19,(a) Physical violence,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.9420238097405071
2018/19,(a) Physical violence,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.3737099066924057
2018/19,(a) Physical violence,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.150211959842575
2018/19,(a) Physical violence,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.7014219081955146
2018/19,(a) Physical violence,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.5384212346489412
2018/19,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.3822222997249118
2018/19,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.8132864943750642
2018/19,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.730990470867787
2019/20,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3912415740866667
2019/20,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.8048565044047631
2019/20,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.881697781210774
2019/20,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4351559436149196
2019/20,(a) Physical violence,,16 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.759174315738175
2019/20,(a) Physical violence,,16 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,4.351119012610577
2019/20,(a) Physical violence,,16 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,3.57538642426202
2019/20,(a) Physical violence,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.928275407012127
2019/20,(a) Physical violence,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.85772899731186
2019/20,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.396663517635127
2019/20,(a) Physical violence,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2240711049962
2019/20,(a) Physical violence,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.010328772230555
2019/20,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.613556469320946
2019/20,(a) Physical violence,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.362539702158106
2019/20,(a) Physical violence,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.483191690288245
2019/20,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.421922228514791
2019/20,(a) Physical violence,,55 to 64,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8281475761907446
2019/20,(a) Physical violence,,55 to 64,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.498899856844987
2019/20,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.15742236814414
2019/20,(a) Physical violence,,65 to 74,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.3465389327283617
2019/20,(a) Physical violence,,65 to 74,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.9909985599194621
2019/20,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6570111287316902
2019/20,(a) Physical violence,,75 and over,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.2173029040966134
2019/20,(a) Physical violence,,75 and over,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.09459521030992005
2019/20,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.1630918283171287
2019/20,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.266359376132478
2019/20,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.0001009770013
2019/20,(a) Physical violence,,,,Born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.739496821576009
2019/20,(a) Physical violence,,,,Not born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.127149685613061
2019/20,(a) Physical violence,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.427296933883216
2019/20,(a) Physical violence,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.476841501498013
2019/20,(a) Physical violence,,,,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,3.385409289679309
2019/20,(a) Physical violence,,,,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,3.90142145361583
2019/20,(a) Physical violence,,,,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.684290441951428
2019/20,(a) Physical violence,,,,,,Other,,,,,,,Normal value,Units,Percentage (%),,2.153979389302964
2019/20,(a) Physical violence,,,,,,,Asian,Any other Asian background,,,,,Normal value,Units,Percentage (%),,0.6973723605837127
2019/20,(a) Physical violence,,,,,,,Asian,Bangladeshi,,,,,Normal value,Units,Percentage (%),,0.6209137369586316
2019/20,(a) Physical violence,,,,,,,Asian,Chinese,,,,,Normal value,Units,Percentage (%),,0.8031494451447614
2019/20,(a) Physical violence,,,,,,,Asian,Indian,,,,,Normal value,Units,Percentage (%),,0.4504454580124013
2019/20,(a) Physical violence,,,,,,,Asian,Pakistani,,,,,Normal value,Units,Percentage (%),,1.236177572554363
2019/20,(a) Physical violence,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.7448253183806174
2019/20,(a) Physical violence,,,,,,,Black,African,,,,,Normal value,Units,Percentage (%),,0.5399547616112025
2019/20,(a) Physical violence,,,,,,,Black,Any other Black background,,,,,Normal value,Units,Percentage (%),,3.234773604233428
2019/20,(a) Physical violence,,,,,,,Black,Caribbean,,,,,Normal value,Units,Percentage (%),,1.368627045706207
2019/20,(a) Physical violence,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.9525234925400718
2019/20,(a) Physical violence,,,,,,,Mixed,Any other Mixed ethnic background,,,,,Normal value,Units,Percentage (%),,1.750210862181309
2019/20,(a) Physical violence,,,,,,,Mixed,White and Asian,,,,,Normal value,Units,Percentage (%),,1.858992518636421
2019/20,(a) Physical violence,,,,,,,Mixed,White and Black African,,,,,Normal value,Units,Percentage (%),,4.586497114242301
2019/20,(a) Physical violence,,,,,,,Mixed,White and Black Caribbean,,,,,Normal value,Units,Percentage (%),,3.512161979841717
2019/20,(a) Physical violence,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,2.600510229350374
2019/20,(a) Physical violence,,,,,,,Other ethnic group,Any other ethnic group,,,,,Normal value,Units,Percentage (%),,0.9474939084415018
2019/20,(a) Physical violence,,,,,,,Other ethnic group,Arab,,,,,Normal value,Units,Percentage (%),,0.9624275584256822
2019/20,(a) Physical violence,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9538194506135036
2019/20,(a) Physical violence,,,,,,,White,Any other white background,,,,,Normal value,Units,Percentage (%),,1.502115806923225
2019/20,(a) Physical violence,,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,Normal value,Units,Percentage (%),,1.748125925311064
2019/20,(a) Physical violence,,,,,,,White,Gypsy or Irish Traveller,,,,,Normal value,Units,Percentage (%),,
2019/20,(a) Physical violence,,,,,,,White,Irish,,,,,Normal value,Units,Percentage (%),,2.277029563346539
2019/20,(a) Physical violence,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,1.731451224791139
2019/20,(a) Physical violence,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.777169458696401
2019/20,(a) Physical violence,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.625612471936626
2019/20,(a) Physical violence,,,,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.8872198891886809
2019/20,(a) Physical violence,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.254322090505061
2019/20,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,1.027094845762202
2019/20,(a) Physical violence,,,,,,,,,,"£10,400 to less than £20,800",,,Normal value,Units,Percentage (%),,1.259978571528089
2019/20,(a) Physical violence,,,,,,,,,,"£20,800 to less than £31,200",,,Normal value,Units,Percentage (%),,1.449242039227704
2019/20,(a) Physical violence,,,,,,,,,,"£31,200 to less than £41,600",,,Normal value,Units,Percentage (%),,1.856203273773918
2019/20,(a) Physical violence,,,,,,,,,,"£41,600 to less than £52,000",,,Normal value,Units,Percentage (%),,1.819952562075841
2019/20,(a) Physical violence,,,,,,,,,,"£52,000 or more",,,Normal value,Units,Percentage (%),,1.779927101790295
2019/20,(a) Physical violence,,,,,,,,,,"Less than £10,400",,,Normal value,Units,Percentage (%),,2.178669803297957
2019/20,(a) Physical violence,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,0.2175270038172764
2019/20,(a) Physical violence,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,1.966963309784259
2019/20,(a) Physical violence,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,1.549096595722344
2019/20,(a) Physical violence,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.535308625303486
2019/20,(a) Physical violence,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.318541826496576
2019/20,(a) Physical violence,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.69706866026233
2019/20,(a) Physical violence,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.818897927354462
2019/20,(a) Physical violence,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.526504912784403
2019/20,(a) Physical violence,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.157246662817773
2019/20,(a) Physical violence,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.715274511730875
2019/20,(a) Physical violence,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.471737536492149
2019/20,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.425763292475258
2019/20,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.672757317840859
2019/20,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.626386947925169
2020/21,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.479145514639566
2020/21,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6736803652956399
2020/21,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.216144157046754
2020/21,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.2023034136183328
2020/21,(a) Physical violence,,18 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.164789935576213
2020/21,(a) Physical violence,,18 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,3.891637195563311
2020/21,(a) Physical violence,,18 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,3.538038162718962
2020/21,(a) Physical violence,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.511907705388036
2020/21,(a) Physical violence,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.379868123566235
2020/21,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,1.947932569290719
2020/21,(a) Physical violence,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.630022572380151
2020/21,(a) Physical violence,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.555900749266142
2020/21,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,2.088306574833313
2020/21,(a) Physical violence,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.868587448094374
2020/21,(a) Physical violence,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.547092532336771
2020/21,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,2.202986208536382
2020/21,(a) Physical violence,,55 to 64,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.001986726799371
2020/21,(a) Physical violence,,55 to 64,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.391145099453696
2020/21,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.683615048709918
2020/21,(a) Physical violence,,65 to 74,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.3173034400093338
2020/21,(a) Physical violence,,65 to 74,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.852528515149473
2020/21,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5747083919215319
2020/21,(a) Physical violence,,75 and over,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.1904865549485758
2020/21,(a) Physical violence,,75 and over,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.487138387469698
2020/21,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3219609658806778
2020/21,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.361910308093156
2020/21,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.22630829172958
2020/21,(a) Physical violence,,,,Born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.860522977504321
2020/21,(a) Physical violence,,,,Not born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.351290255824363
2020/21,(a) Physical violence,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,3.075246891302599
2020/21,(a) Physical violence,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.483265815012521
2020/21,(a) Physical violence,,,,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,5.654215979477738
2020/21,(a) Physical violence,,,,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,2.949508247898231
2020/21,(a) Physical violence,,,,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.811946638150462
2020/21,(a) Physical violence,,,,,,Other,,,,,,,Normal value,Units,Percentage (%),,
2020/21,(a) Physical violence,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.293909239380397
2020/21,(a) Physical violence,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,1.499342423797771
2020/21,(a) Physical violence,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.717039512596042
2020/21,(a) Physical violence,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.557144481535898
2020/21,(a) Physical violence,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.020780213046784
2020/21,(a) Physical violence,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.589959751595013
2020/21,(a) Physical violence,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.460142086095395
2020/21,(a) Physical violence,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.542895394314967
2020/21,(a) Physical violence,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.53393887227628
2020/21,(a) Physical violence,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.86661722952111
2020/21,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.506246409659133
2020/21,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.853541320922883
2020/21,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.785310479805799
2004/05,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.431964537862358
2004/05,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.1642507993313407
2004/05,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.3037422586292795
2004/05,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.9979313230739773
2004/05,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1589455802083428
2004/05,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5807690786841865
2004/05,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.6050799941591
2004/05,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.190962312249793
2004/05,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0009367068088357
2005/06,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.8888497784729434
2005/06,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0515830206046854
2005/06,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.518203361812256
2005/06,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.3477414285363811
2005/06,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.09938911569055538
2005/06,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6947167972427217
2005/06,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,5.017764240346177
2005/06,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8842268844997929
2005/06,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.977146032817532
2006/07,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.9678185619389694
2006/07,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.2179705540777275
2006/07,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.615723951008618
2006/07,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.1517852929934107
2006/07,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.06942956135498773
2006/07,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5796652578237933
2006/07,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.7937951786838475
2006/07,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.9828635832148003
2006/07,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.9029316670167846
2007/08,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.542807610868581
2007/08,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7407243398470063
2007/08,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.220040955473805
2007/08,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2331254842177914
2007/08,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.14309239017063713
2007/08,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6768291231869491
2007/08,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.455497883566788
2007/08,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6160269092383392
2007/08,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.564376169051692
2008/09,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.9796500560357337
2008/09,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6913240502662868
2008/09,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8878698909690261
2008/09,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.007747798905497
2008/09,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.06789924403796763
2008/09,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5136816027453395
2008/09,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.7315378054756447
2008/09,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.5386527904298588
2008/09,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.155759741841332
2009/10,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.750517656315929
2009/10,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.02214864516915
2009/10,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8663253703843976
2009/10,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8492419520932815
2009/10,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0637874859471662
2009/10,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.43644305063133604
2009/10,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.3545981739914437
2009/10,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8136607605785038
2009/10,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.0818715682243445
2010/11,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.9241257833519048
2010/11,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8525419993938651
2010/11,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9124697866567124
2010/11,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2196259008454762
2010/11,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.15854628255968214
2010/11,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6823323944697013
2010/11,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.819980968213631
2010/11,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8034045496075883
2010/11,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.3234354469975713
2011/12,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.3450652048261045
2011/12,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8019246449108717
2011/12,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.1201791277459545
2011/12,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2725244952606696
2011/12,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.04944229348763266
2011/12,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6178146206628041
2011/12,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.189778666523314
2011/12,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6014162745795115
2011/12,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.408723543752493
2012/13,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.3453355670110603
2012/13,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7889063825956348
2012/13,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.568753275268881
2012/13,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.99524676159148
