Year,Country,Sex,Age,Exposure category,Ethnicity,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2002,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,36.455301923437595
2003,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,44.457001716429374
2004,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,42.09362892937559
2005,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,41.12373304120966
2006,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,37.06513144529166
2007,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.727123693452032
2008,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,28.112152999668158
2009,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.375605706784775
2010,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.568994696672505
2011,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.271826847735475
2012,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.065476427382713
2013,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.908061107839401
2014,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.80621631625763
2015,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.158436862507964
2016,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.213504330164799
2017,England,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.362652758492012
2000,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.561648967563567
2001,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.869623073672638
2002,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.262458098431306
2003,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.003287077710258
2004,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.312600971140718
2005,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.699312329530798
2006,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.618432559131225
2007,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,24.56824584571898
2008,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,23.735751093546227
2009,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.323272195391237
2010,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.436462825366245
2011,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,20.60033829880866
2012,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,21.201899196768014
2013,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.89968471356513
2014,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.60862469379921
2015,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,18.6782764188488
2016,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.575739684434836
2017,England,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.826516900127832
2000,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,17.691999953390997
2001,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,22.376195244246396
2002,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.030027373772683
2003,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.9004994271538
2004,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.57943317639961
2005,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,32.79688755914348
2006,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.92595746213965
2007,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,34.03678983840671
2008,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.90860048913571
2009,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,31.34971195354803
2010,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.0338026461995
2011,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,29.89109825248609
2012,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,30.010928303802157
2013,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.988301290153395
2014,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.155914448446005
2015,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,27.31975603146371
2016,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,26.09127874237835
2017,England,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,19.91647975391264
2000,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.50437148782971
2001,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.448173843381337
2002,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.57897425689898
2003,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.180341251450557
2004,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.14917648231918
2005,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,16.684957663035235
2006,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.401255634557312
2007,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.223275286804059
2008,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,15.668916321015137
2009,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,13.424562317479928
2010,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.967963719023496
2011,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.454158070192205
2012,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.536132253890191
2013,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.953250156862149
2014,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.192048077655484
2015,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.164027178933637
2016,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.176040435389545
2017,England,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.807048966355795
2000,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.060821705840672
2001,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.8403056604010724
2002,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.1130458556224125
2003,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.627564999292154
2004,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.290585103592942
2005,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.349779749026639
2006,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.4967849338101935
2007,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.205489542111348
2008,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.031511757746166
2009,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.3127800024974645
2010,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.103397347769015
2011,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.081494864977586
2012,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.716303631959846
2013,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.28945268928072
2014,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,8.362362240013038
2015,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.394404846967338
2016,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.287564547000273
2017,England,,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.1914428858681765
2000,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.7372199803084
2001,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,5.579396817766306
2002,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.3920719644656785
2003,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,6.826747334907266
2004,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.780522254359273
2005,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.128256085276986
2006,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,7.859093396480738
2007,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.650787579524925
2008,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.926795350586424
2009,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.753804942855535
2010,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.223656385903247
2011,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.55794517047914
2012,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,11.257864663991814
2013,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.6654574957422
2014,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,12.01964034014343
2015,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.958412621169096
2016,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,10.72010619679923
2017,England,Male,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,9.099346666909316
2000,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.420694393497412
2001,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.140245944176402
2002,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.8893096712851565
2003,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.482697292618602
2004,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.863555815960163
2005,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.6365353840436363
2006,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.19091855836048
2007,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.847638401698228
2008,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.2050510988417535
2009,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.9519276530959866
2010,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.054479667097961
2011,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.6887434182204553
2012,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.263104825422768
2013,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.000741361868689
2014,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,4.803320119178612
2015,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.927898779430127
2016,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.9510985700315757
2017,England,Female,50 to 64,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.346711941087221
2000,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.44967015409425315
2001,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.44668347728027447
2002,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5202481863006218
2003,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.6053681016413043
2004,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7271943088268851
2005,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.971598312856899
2006,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.018066963975328
2007,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0215173397030068
2008,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9818204429804142
2009,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0713919655364157
2010,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1560538394124444
2011,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1455190673367037
2012,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.5016825469596007
2013,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.7839527858625825
2014,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.0340316562427785
2015,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.4415791799720992
2016,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6897974985128263
2017,England,,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.3060152169714982
2000,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.9521267593997178
2001,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7884359492829478
2002,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0494371868366994
2003,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.1560566847199245
2004,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.2311516544333185
2005,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.7960201930605837
2006,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.579676740696063
2007,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.7276004564263763
2008,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.6082051737069547
2009,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.0029996272796637
2010,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.032581489359568
2011,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.267212068575951
2012,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.4672241606380045
2013,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.8906629436839135
2014,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,3.2739851922990297
2015,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.5220388707536876
2016,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,2.6717310813608908
2017,England,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.8820555197624584
2000,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.08834675394147999
2001,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.19833145946832184
2002,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.13199191417533762
2003,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.1975623874580372
2004,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.3505374176784783
2005,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.34965554558065987
2006,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.5904536761755222
2007,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.47885850580039135
2008,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.49531859322628136
2009,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.34000392704535737
2010,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.46070124173643323
2011,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.24751209096564367
2012,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.7195150468584175
2013,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.8790284898993765
2014,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,1.0131847838762156
2015,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.546101204605102
2016,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.871763416021639
2017,England,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,E92000001,0.8240190190914221
2000,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,291.3845957338102
2001,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,330.71582570168323
2002,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,351.8494170838296
2003,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,378.91326274305163
2004,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,425.05588518854125
2005,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,459.6708557978518
2006,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,448.9452434308192
2007,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,472.58713851762985
2008,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,455.9678802959252
2009,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,457.12101948276245
2010,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,451.910796738383
2011,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,466.24494601279565
2012,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,498.7522256147702
2013,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,495.087292641146
2014,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,510.67543953810446
2015,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,481.36372435996935
2016,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,396.1347480344492
2017,England,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,E92000001,310.495468932401
2000,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.200221655307754
2001,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.29767905728253
2002,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,9.5063147655377
2003,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,11.01680137051404
2004,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,11.136399467800981
2005,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,10.959376891647649
2006,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,9.749164490045468
2007,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.921900025923557
2008,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.443446671682025
2009,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.112082901239596
2010,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,6.494711079294559
2011,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.984079142479367
2012,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.527037289840121
2013,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.767322869464942
2014,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.7068782467615975
2015,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.130181514815993
2016,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,3.7893633847104677
2017,England,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,2.9675485963952197
2000,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.12749035078522
2001,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.742831846164782
2002,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.3471946892748035
2003,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.090392327023803
2004,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.557094344948979
2005,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.405175864193705
2006,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.567998722481182
2007,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.4247666790948985
2008,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,6.663237015470952
2009,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.975948657175715
2010,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.497122366383645
2011,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.521569804536429
2012,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.801339535319638
2013,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.410185593005951
2014,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.310465635687101
2015,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,3.9910403953715736
2016,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,3.662584347367855
2017,England,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,2.7059342986222914
2000,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,6.166689947417202
2001,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.703784544471707
2002,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,11.463725391302754
2003,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,13.675629232670405
2004,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,13.481734380851941
2005,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,13.28565691172115
2006,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,11.739665385117537
2007,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,10.28940010076325
2008,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,10.074701486640704
2009,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,8.153345024488196
2010,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,7.4111420299388495
2011,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,6.408473889695005
2012,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,6.19573674643463
2013,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.095820653630706
2014,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,5.0724774089364155
2015,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,4.257612115848013
2016,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,3.905924720532602
2017,England,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,E92000001,3.206063389819947
2000,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,90.68706676723055
2001,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,103.4052415760385
2002,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,93.84517317090446
2003,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,129.23758615839077
2004,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,110.85893854748602
2005,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,119.20804395148751
2006,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,148.9317995069844
2007,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,137.36613161710463
2008,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,129.40850230666453
2009,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,102.55555092341686
2010,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,104.97516138897844
2011,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,88.44846648376398
2012,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,82.98822706229812
2013,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,86.50868725088328
2014,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,89.83500838192712
2015,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,98.67897501193697
2016,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,73.44347221783492
2017,England,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,61.28606449179709
2000,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,87.16333163157304
2001,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,106.12960152036825
2002,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,97.94559122407503
2003,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,123.91272656591673
2004,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,116.92663757564068
2005,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,129.92585882184662
2006,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,148.66379564627456
2007,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,136.62318857503183
2008,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,134.09164470338004
2009,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,106.60614188933596
2010,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,111.23596780967299
2011,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,95.46700211150547
2012,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,95.91791211242472
2013,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,91.92499806182232
2014,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,82.34338288575131
2015,England,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,E92000001,106.63764961915125
