Year,Units,Country,Region,Age,Contraceptive category,Main method of use,GeoCode,Value
2015,Percent,England,Yorkshire and Humber,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000003,0.0
2015,Percent,England,Yorkshire and Humber,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000003,1.0
2015,Thousands,England,East Midlands,,,,E12000004,49.61
2015,Thousands,England,East Midlands,Under 16,,,E12000004,1.59
2015,Thousands,England,East Midlands,16 to 17,,,E12000004,4.43
2015,Thousands,England,East Midlands,18 to 19,,,E12000004,6.305
2015,Thousands,England,East Midlands,20 to 24,,,E12000004,13.635
2015,Thousands,England,East Midlands,25 to 34,,,E12000004,12.86
2015,Thousands,England,East Midlands,35 to 44,,,E12000004,7.25
2015,Thousands,England,East Midlands,45 and over,,,E12000004,3.515
2015,Thousands,England,East Midlands,,Long acting reversible contraceptives,,E12000004,22.3
2015,Thousands,England,East Midlands,Under 16,Long acting reversible contraceptives,,E12000004,0.655
2015,Thousands,England,East Midlands,16 to 17,Long acting reversible contraceptives,,E12000004,1.67
2015,Thousands,England,East Midlands,18 to 19,Long acting reversible contraceptives,,E12000004,2.275
2015,Thousands,England,East Midlands,20 to 24,Long acting reversible contraceptives,,E12000004,5.47
2015,Thousands,England,East Midlands,25 to 34,Long acting reversible contraceptives,,E12000004,6.24
2015,Thousands,England,East Midlands,35 to 44,Long acting reversible contraceptives,,E12000004,4.195
2015,Thousands,England,East Midlands,45 and over,Long acting reversible contraceptives,,E12000004,1.785
2015,Thousands,England,East Midlands,,Long acting reversible contraceptives,IU device,E12000004,3.235
2015,Thousands,England,East Midlands,Under 16,Long acting reversible contraceptives,IU device,E12000004,0.02
2015,Thousands,England,East Midlands,16 to 17,Long acting reversible contraceptives,IU device,E12000004,0.065
2015,Thousands,England,East Midlands,18 to 19,Long acting reversible contraceptives,IU device,E12000004,0.165
2015,Thousands,England,East Midlands,20 to 24,Long acting reversible contraceptives,IU device,E12000004,0.6
2015,Thousands,England,East Midlands,25 to 34,Long acting reversible contraceptives,IU device,E12000004,1.32
2015,Thousands,England,East Midlands,35 to 44,Long acting reversible contraceptives,IU device,E12000004,0.86
2015,Thousands,England,East Midlands,45 and over,Long acting reversible contraceptives,IU device,E12000004,0.21
2015,Thousands,England,East Midlands,,Long acting reversible contraceptives,IU system,E12000004,4.82
2015,Thousands,England,East Midlands,Under 16,Long acting reversible contraceptives,IU system,E12000004,0.005
2015,Thousands,England,East Midlands,16 to 17,Long acting reversible contraceptives,IU system,E12000004,0.045
2015,Thousands,England,East Midlands,18 to 19,Long acting reversible contraceptives,IU system,E12000004,0.1
2015,Thousands,England,East Midlands,20 to 24,Long acting reversible contraceptives,IU system,E12000004,0.555
2015,Thousands,England,East Midlands,25 to 34,Long acting reversible contraceptives,IU system,E12000004,1.23
2015,Thousands,England,East Midlands,35 to 44,Long acting reversible contraceptives,IU system,E12000004,1.695
2015,Thousands,England,East Midlands,45 and over,Long acting reversible contraceptives,IU system,E12000004,1.19
2015,Thousands,England,East Midlands,,Long acting reversible contraceptives,Implant,E12000004,10.23
2015,Thousands,England,East Midlands,Under 16,Long acting reversible contraceptives,Implant,E12000004,0.55
2015,Thousands,England,East Midlands,16 to 17,Long acting reversible contraceptives,Implant,E12000004,1.195
2015,Thousands,England,East Midlands,18 to 19,Long acting reversible contraceptives,Implant,E12000004,1.455
2015,Thousands,England,East Midlands,20 to 24,Long acting reversible contraceptives,Implant,E12000004,2.945
2015,Thousands,England,East Midlands,25 to 34,Long acting reversible contraceptives,Implant,E12000004,2.68
2015,Thousands,England,East Midlands,35 to 44,Long acting reversible contraceptives,Implant,E12000004,1.13
2015,Thousands,England,East Midlands,45 and over,Long acting reversible contraceptives,Implant,E12000004,0.265
2015,Thousands,England,East Midlands,,Long acting reversible contraceptives,Injectable contraceptive,E12000004,4.015
2015,Thousands,England,East Midlands,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000004,0.085
2015,Thousands,England,East Midlands,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000004,0.365
2015,Thousands,England,East Midlands,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000004,0.555
2015,Thousands,England,East Midlands,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000004,1.37
2015,Thousands,England,East Midlands,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000004,1.01
2015,Thousands,England,East Midlands,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000004,0.515
2015,Thousands,England,East Midlands,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000004,0.12
2015,Thousands,England,East Midlands,,User dependent methods,,E12000004,27.31
2015,Thousands,England,East Midlands,Under 16,User dependent methods,,E12000004,0.93
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,,E12000004,2.76
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,,E12000004,4.03
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,,E12000004,8.165
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,,E12000004,6.62
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,,E12000004,3.05
2015,Thousands,England,East Midlands,45 and over,User dependent methods,,E12000004,1.73
2015,Thousands,England,East Midlands,,User dependent methods,Oral contraceptives,E12000004,19.665
2015,Thousands,England,East Midlands,Under 16,User dependent methods,Oral contraceptives,E12000004,0.72
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,Oral contraceptives,E12000004,2.12
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,Oral contraceptives,E12000004,3.165
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,Oral contraceptives,E12000004,6.43
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,Oral contraceptives,E12000004,4.455
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,Oral contraceptives,E12000004,1.77
2015,Thousands,England,East Midlands,45 and over,User dependent methods,Oral contraceptives,E12000004,1.0
2015,Thousands,England,East Midlands,,User dependent methods,Male condom,E12000004,6.415
2015,Thousands,England,East Midlands,Under 16,User dependent methods,Male condom,E12000004,0.175
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,Male condom,E12000004,0.545
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,Male condom,E12000004,0.72
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,Male condom,E12000004,1.35
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,Male condom,E12000004,1.78
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,Male condom,E12000004,1.17
2015,Thousands,England,East Midlands,45 and over,User dependent methods,Male condom,E12000004,0.675
2015,Thousands,England,East Midlands,,User dependent methods,Female condom,E12000004,0.135
2015,Thousands,England,East Midlands,Under 16,User dependent methods,Female condom,E12000004,0.005
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,Female condom,E12000004,0.015
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,Female condom,E12000004,0.01
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,Female condom,E12000004,0.04
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,Female condom,E12000004,0.035
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,Female condom,E12000004,0.02
2015,Thousands,England,East Midlands,45 and over,User dependent methods,Female condom,E12000004,0.01
2015,Thousands,England,East Midlands,,User dependent methods,Contraceptive patch,E12000004,0.765
2015,Thousands,England,East Midlands,Under 16,User dependent methods,Contraceptive patch,E12000004,0.035
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,Contraceptive patch,E12000004,0.075
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,Contraceptive patch,E12000004,0.12
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,Contraceptive patch,E12000004,0.27
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,Contraceptive patch,E12000004,0.225
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,Contraceptive patch,E12000004,0.035
2015,Thousands,England,East Midlands,45 and over,User dependent methods,Contraceptive patch,E12000004,0.0
2015,Thousands,England,East Midlands,,User dependent methods,Natural family planning,E12000004,0.16
2015,Thousands,England,East Midlands,Under 16,User dependent methods,Natural family planning,E12000004,0.0
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,Natural family planning,E12000004,0.0
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,Natural family planning,E12000004,0.005
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,Natural family planning,E12000004,0.035
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,Natural family planning,E12000004,0.06
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,Natural family planning,E12000004,0.03
2015,Thousands,England,East Midlands,45 and over,User dependent methods,Natural family planning,E12000004,0.025
2015,Thousands,England,East Midlands,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.17
2015,Thousands,England,East Midlands,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Thousands,England,East Midlands,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Thousands,England,East Midlands,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.01
2015,Thousands,England,East Midlands,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.04
2015,Thousands,England,East Midlands,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.07
2015,Thousands,England,East Midlands,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.03
2015,Thousands,England,East Midlands,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.02
2015,Percent,England,East Midlands,,,,E12000004,100.0
2015,Percent,England,East Midlands,Under 16,,,E12000004,100.0
2015,Percent,England,East Midlands,16 to 17,,,E12000004,100.0
2015,Percent,England,East Midlands,18 to 19,,,E12000004,100.0
2015,Percent,England,East Midlands,20 to 24,,,E12000004,100.0
2015,Percent,England,East Midlands,25 to 34,,,E12000004,100.0
2015,Percent,England,East Midlands,35 to 44,,,E12000004,100.0
2015,Percent,England,East Midlands,45 and over,,,E12000004,100.0
2015,Percent,England,East Midlands,,Long acting reversible contraceptives,,E12000004,45.0
2015,Percent,England,East Midlands,Under 16,Long acting reversible contraceptives,,E12000004,41.0
2015,Percent,England,East Midlands,16 to 17,Long acting reversible contraceptives,,E12000004,38.0
2015,Percent,England,East Midlands,18 to 19,Long acting reversible contraceptives,,E12000004,36.0
2015,Percent,England,East Midlands,20 to 24,Long acting reversible contraceptives,,E12000004,40.0
2015,Percent,England,East Midlands,25 to 34,Long acting reversible contraceptives,,E12000004,49.0
2015,Percent,England,East Midlands,35 to 44,Long acting reversible contraceptives,,E12000004,58.0
2015,Percent,England,East Midlands,45 and over,Long acting reversible contraceptives,,E12000004,51.0
2015,Percent,England,East Midlands,,Long acting reversible contraceptives,IU device,E12000004,7.0
2015,Percent,England,East Midlands,Under 16,Long acting reversible contraceptives,IU device,E12000004,1.0
2015,Percent,England,East Midlands,16 to 17,Long acting reversible contraceptives,IU device,E12000004,1.0
2015,Percent,England,East Midlands,18 to 19,Long acting reversible contraceptives,IU device,E12000004,3.0
2015,Percent,England,East Midlands,20 to 24,Long acting reversible contraceptives,IU device,E12000004,4.0
2015,Percent,England,East Midlands,25 to 34,Long acting reversible contraceptives,IU device,E12000004,10.0
2015,Percent,England,East Midlands,35 to 44,Long acting reversible contraceptives,IU device,E12000004,12.0
2015,Percent,England,East Midlands,45 and over,Long acting reversible contraceptives,IU device,E12000004,6.0
2015,Percent,England,East Midlands,,Long acting reversible contraceptives,IU system,E12000004,10.0
2015,Percent,England,East Midlands,Under 16,Long acting reversible contraceptives,IU system,E12000004,0.0
2015,Percent,England,East Midlands,16 to 17,Long acting reversible contraceptives,IU system,E12000004,1.0
2015,Percent,England,East Midlands,18 to 19,Long acting reversible contraceptives,IU system,E12000004,2.0
2015,Percent,England,East Midlands,20 to 24,Long acting reversible contraceptives,IU system,E12000004,4.0
2015,Percent,England,East Midlands,25 to 34,Long acting reversible contraceptives,IU system,E12000004,10.0
2015,Percent,England,East Midlands,35 to 44,Long acting reversible contraceptives,IU system,E12000004,23.0
2015,Percent,England,East Midlands,45 and over,Long acting reversible contraceptives,IU system,E12000004,34.0
2015,Percent,England,East Midlands,,Long acting reversible contraceptives,Implant,E12000004,21.0
2015,Percent,England,East Midlands,Under 16,Long acting reversible contraceptives,Implant,E12000004,35.0
2015,Percent,England,East Midlands,16 to 17,Long acting reversible contraceptives,Implant,E12000004,27.0
2015,Percent,England,East Midlands,18 to 19,Long acting reversible contraceptives,Implant,E12000004,23.0
2015,Percent,England,East Midlands,20 to 24,Long acting reversible contraceptives,Implant,E12000004,22.0
2015,Percent,England,East Midlands,25 to 34,Long acting reversible contraceptives,Implant,E12000004,21.0
2015,Percent,England,East Midlands,35 to 44,Long acting reversible contraceptives,Implant,E12000004,16.0
2015,Percent,England,East Midlands,45 and over,Long acting reversible contraceptives,Implant,E12000004,8.0
2015,Percent,England,East Midlands,,Long acting reversible contraceptives,Injectable contraceptive,E12000004,8.0
2015,Percent,England,East Midlands,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000004,5.0
2015,Percent,England,East Midlands,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000004,8.0
2015,Percent,England,East Midlands,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000004,9.0
2015,Percent,England,East Midlands,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000004,10.0
2015,Percent,England,East Midlands,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000004,8.0
2015,Percent,England,East Midlands,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000004,7.0
2015,Percent,England,East Midlands,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000004,3.0
2015,Percent,England,East Midlands,,User dependent methods,,E12000004,55.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,,E12000004,59.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,,E12000004,62.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,,E12000004,64.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,,E12000004,60.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,,E12000004,51.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,,E12000004,42.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,,E12000004,49.0
2015,Percent,England,East Midlands,,User dependent methods,Oral contraceptives,E12000004,40.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,Oral contraceptives,E12000004,45.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,Oral contraceptives,E12000004,48.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,Oral contraceptives,E12000004,50.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,Oral contraceptives,E12000004,47.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,Oral contraceptives,E12000004,35.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,Oral contraceptives,E12000004,24.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,Oral contraceptives,E12000004,28.0
2015,Percent,England,East Midlands,,User dependent methods,Male condom,E12000004,13.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,Male condom,E12000004,11.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,Male condom,E12000004,12.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,Male condom,E12000004,11.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,Male condom,E12000004,10.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,Male condom,E12000004,14.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,Male condom,E12000004,16.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,Male condom,E12000004,19.0
2015,Percent,England,East Midlands,,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,Female condom,E12000004,0.0
2015,Percent,England,East Midlands,,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,Contraceptive patch,E12000004,2.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,Contraceptive patch,E12000004,0.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,Contraceptive patch,E12000004,0.0
2015,Percent,England,East Midlands,,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,Natural family planning,E12000004,0.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,Natural family planning,E12000004,1.0
2015,Percent,England,East Midlands,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,1.0
2015,Percent,England,East Midlands,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,0.0
2015,Percent,England,East Midlands,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000004,1.0
2015,Thousands,England,West Midlands,,,,E12000005,84.905
2015,Thousands,England,West Midlands,Under 16,,,E12000005,2.24
2015,Thousands,England,West Midlands,16 to 17,,,E12000005,7.795
2015,Thousands,England,West Midlands,18 to 19,,,E12000005,10.99
2015,Thousands,England,West Midlands,20 to 24,,,E12000005,24.055
2015,Thousands,England,West Midlands,25 to 34,,,E12000005,23.785
2015,Thousands,England,West Midlands,35 to 44,,,E12000005,11.06
2015,Thousands,England,West Midlands,45 and over,,,E12000005,4.975
2015,Thousands,England,West Midlands,,Long acting reversible contraceptives,,E12000005,30.265
2015,Thousands,England,West Midlands,Under 16,Long acting reversible contraceptives,,E12000005,0.655
2015,Thousands,England,West Midlands,16 to 17,Long acting reversible contraceptives,,E12000005,2.25
2015,Thousands,England,West Midlands,18 to 19,Long acting reversible contraceptives,,E12000005,3.01
2015,Thousands,England,West Midlands,20 to 24,Long acting reversible contraceptives,,E12000005,7.195
2015,Thousands,England,West Midlands,25 to 34,Long acting reversible contraceptives,,E12000005,9.305
2015,Thousands,England,West Midlands,35 to 44,Long acting reversible contraceptives,,E12000005,5.415
2015,Thousands,England,West Midlands,45 and over,Long acting reversible contraceptives,,E12000005,2.44
2015,Thousands,England,West Midlands,,Long acting reversible contraceptives,IU device,E12000005,4.48
2015,Thousands,England,West Midlands,Under 16,Long acting reversible contraceptives,IU device,E12000005,0.01
2015,Thousands,England,West Midlands,16 to 17,Long acting reversible contraceptives,IU device,E12000005,0.055
2015,Thousands,England,West Midlands,18 to 19,Long acting reversible contraceptives,IU device,E12000005,0.165
2015,Thousands,England,West Midlands,20 to 24,Long acting reversible contraceptives,IU device,E12000005,0.745
2015,Thousands,England,West Midlands,25 to 34,Long acting reversible contraceptives,IU device,E12000005,1.995
2015,Thousands,England,West Midlands,35 to 44,Long acting reversible contraceptives,IU device,E12000005,1.16
2015,Thousands,England,West Midlands,45 and over,Long acting reversible contraceptives,IU device,E12000005,0.35
2015,Thousands,England,West Midlands,,Long acting reversible contraceptives,IU system,E12000005,5.765
2015,Thousands,England,West Midlands,Under 16,Long acting reversible contraceptives,IU system,E12000005,0.005
2015,Thousands,England,West Midlands,16 to 17,Long acting reversible contraceptives,IU system,E12000005,0.055
2015,Thousands,England,West Midlands,18 to 19,Long acting reversible contraceptives,IU system,E12000005,0.125
2015,Thousands,England,West Midlands,20 to 24,Long acting reversible contraceptives,IU system,E12000005,0.59
2015,Thousands,England,West Midlands,25 to 34,Long acting reversible contraceptives,IU system,E12000005,1.595
2015,Thousands,England,West Midlands,35 to 44,Long acting reversible contraceptives,IU system,E12000005,1.88
2015,Thousands,England,West Midlands,45 and over,Long acting reversible contraceptives,IU system,E12000005,1.525
2015,Thousands,England,West Midlands,,Long acting reversible contraceptives,Implant,E12000005,12.54
2015,Thousands,England,West Midlands,Under 16,Long acting reversible contraceptives,Implant,E12000005,0.5
2015,Thousands,England,West Midlands,16 to 17,Long acting reversible contraceptives,Implant,E12000005,1.425
2015,Thousands,England,West Midlands,18 to 19,Long acting reversible contraceptives,Implant,E12000005,1.59
2015,Thousands,England,West Midlands,20 to 24,Long acting reversible contraceptives,Implant,E12000005,3.52
2015,Thousands,England,West Midlands,25 to 34,Long acting reversible contraceptives,Implant,E12000005,3.73
2015,Thousands,England,West Midlands,35 to 44,Long acting reversible contraceptives,Implant,E12000005,1.415
2015,Thousands,England,West Midlands,45 and over,Long acting reversible contraceptives,Implant,E12000005,0.365
2015,Thousands,England,West Midlands,,Long acting reversible contraceptives,Injectable contraceptive,E12000005,7.48
2015,Thousands,England,West Midlands,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000005,0.14
2015,Thousands,England,West Midlands,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000005,0.715
2015,Thousands,England,West Midlands,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000005,1.13
2015,Thousands,England,West Midlands,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000005,2.34
2015,Thousands,England,West Midlands,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000005,1.99
2015,Thousands,England,West Midlands,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000005,0.96
2015,Thousands,England,West Midlands,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000005,0.205
2015,Thousands,England,West Midlands,,User dependent methods,,E12000005,54.64
2015,Thousands,England,West Midlands,Under 16,User dependent methods,,E12000005,1.585
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,,E12000005,5.545
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,,E12000005,7.985
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,,E12000005,16.86
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,,E12000005,14.48
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,,E12000005,5.645
2015,Thousands,England,West Midlands,45 and over,User dependent methods,,E12000005,2.535
2015,Thousands,England,West Midlands,,User dependent methods,Oral contraceptives,E12000005,37.305
2015,Thousands,England,West Midlands,Under 16,User dependent methods,Oral contraceptives,E12000005,1.06
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,Oral contraceptives,E12000005,3.945
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,Oral contraceptives,E12000005,5.955
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,Oral contraceptives,E12000005,12.645
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,Oral contraceptives,E12000005,9.275
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,Oral contraceptives,E12000005,3.13
2015,Thousands,England,West Midlands,45 and over,User dependent methods,Oral contraceptives,E12000005,1.295
2015,Thousands,England,West Midlands,,User dependent methods,Male condom,E12000005,13.96
2015,Thousands,England,West Midlands,Under 16,User dependent methods,Male condom,E12000005,0.465
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,Male condom,E12000005,1.405
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,Male condom,E12000005,1.605
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,Male condom,E12000005,3.275
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,Male condom,E12000005,4.08
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,Male condom,E12000005,2.095
2015,Thousands,England,West Midlands,45 and over,User dependent methods,Male condom,E12000005,1.03
2015,Thousands,England,West Midlands,,User dependent methods,Female condom,E12000005,0.1
2015,Thousands,England,West Midlands,Under 16,User dependent methods,Female condom,E12000005,0.0
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,Female condom,E12000005,0.01
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,Female condom,E12000005,0.015
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,Female condom,E12000005,0.02
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,Female condom,E12000005,0.03
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,Female condom,E12000005,0.02
2015,Thousands,England,West Midlands,45 and over,User dependent methods,Female condom,E12000005,0.005
2015,Thousands,England,West Midlands,,User dependent methods,Contraceptive patch,E12000005,1.72
2015,Thousands,England,West Midlands,Under 16,User dependent methods,Contraceptive patch,E12000005,0.04
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,Contraceptive patch,E12000005,0.15
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,Contraceptive patch,E12000005,0.315
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,Contraceptive patch,E12000005,0.61
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,Contraceptive patch,E12000005,0.5
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,Contraceptive patch,E12000005,0.105
2015,Thousands,England,West Midlands,45 and over,User dependent methods,Contraceptive patch,E12000005,0.005
2015,Thousands,England,West Midlands,,User dependent methods,Natural family planning,E12000005,1.31
2015,Thousands,England,West Midlands,Under 16,User dependent methods,Natural family planning,E12000005,0.015
2015,Thousands,England,West Midlands,16 to 17,User dependent methods,Natural family planning,E12000005,0.035
2015,Thousands,England,West Midlands,18 to 19,User dependent methods,Natural family planning,E12000005,0.085
2015,Thousands,England,West Midlands,20 to 24,User dependent methods,Natural family planning,E12000005,0.26
2015,Thousands,England,West Midlands,25 to 34,User dependent methods,Natural family planning,E12000005,0.49
2015,Thousands,England,West Midlands,35 to 44,User dependent methods,Natural family planning,E12000005,0.25
2015,Thousands,England,West Midlands,45 and over,User dependent methods,Natural family planning,E12000005,0.175
