Year,Sex,Age,Country,Household size,Children under 16 in the household,Children under 6 in the household,Working Status,Household income,Food insecurity category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2018,Female,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,3.92
2018,Female,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,6.93
2018,Female,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,3.51
2018,Female,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,5.07
2018,Female,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,3.61
2018,Female,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,5.45
2018,Female,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,2.38
2018,Female,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,2.85
2018,Female,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,6.07
2018,Female,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,2.9
2018,Female,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,8.2
2018,Female,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,3.08
2018,Female,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,3.36
2018,Female,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.52
2018,Female,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,21.0
2018,Female,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,6.94
2018,Female,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,13.06
2018,Female,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,6.75
2018,Female,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,2.94
2018,Female,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.29
