Year,Series,Material category,Observation status,Unit multiplier,Units,Value
1991,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09021784034765008
1992,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09141475243408582
1993,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.0887683630440958
1994,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08588855795536676
1995,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08136969365864932
1996,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09037626829727982
1997,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10467148047603424
1998,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10943798447447446
1999,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10018738018687533
2000,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09700063707512059
2001,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10010283622264624
2002,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09917761108368729
2003,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09396690418467668
2004,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10649388244179234
2005,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.1048800431779091
2006,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09649505148977575
2007,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09325328462868905
2008,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09257590397180496
2009,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09521829684994843
2010,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09225927780800164
2011,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09485310033118477
2012,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09617490464323522
2013,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09562288148899699
2014,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10424338186057698
2015,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.10126095475953649
2016,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09164187528052281
2017,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08683168837027912
2018,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.08895405448677822
2019,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09052644650519368
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.01729138971638807
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.017685793868131298
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.014334582537825649
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.013708482318800962
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.013334777375856503
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.012547541219540626
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.014746450759425444
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.017446737726887204
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022771448054772877
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02298522843959716
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.024386281490461098
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.025107030499050546
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.026821139485825585
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02435796931151504
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.028124231501538255
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.027643528559624354
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.027237032569704982
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.027389911397876616
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02518303650913869
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022238563139114705
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.023064172072031715
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.024384026566289997
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02616306721918046
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.028428384227000374
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.026561867997453265
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.02536813368032524
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022078285068365944
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.021643072881388944
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.023222737606012695
2019,Material footprint per unit of GDP,Metal ores excluding precious metals,Normal value,Units,Kilograms per constant USD,0.022619508743216138
1990,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.11795936117426903
1991,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.12602266868096992
1992,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.12889751783267844
1993,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.12543686691981165
1994,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1268340959650328
1995,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1161675802797085
1996,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.11588973359582354
1997,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14854812128350314
1998,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16028179171263296
1999,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17887009802717685
2000,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.17333321208607527
2001,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19486305287085265
2002,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.22457926792051663
2003,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.24617815233820659
2004,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.22336705740856286
2005,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.21781420758835834
2006,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.21067837210845844
2007,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.2091983786797968
2008,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18277126945226344
2009,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.15680780807096303
2010,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14755210315204717
2011,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.15718133391606204
2012,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14917212246957684
2013,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.14908853401673197
2014,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18396348814242192
2015,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.19175846737520819
2016,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1637775071950855
2017,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.16030032342049713
2018,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.18528493481615407
2019,Material footprint per unit of GDP,Non-metallic minerals,Normal value,Units,Kilograms per constant USD,0.1818780926661458
1990,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11974946639820133
1991,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.12532207020187144
1992,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10697696114389506
1993,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10084482612369969
1994,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09061015302604139
1995,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.08540044951898844
1996,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.08732436641832762
1997,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10528242790593685
1998,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11063002079259339
1999,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11868229436269812
2000,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10660504546238066
2001,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10873508253136008
2002,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11617201826660967
2003,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11196105881843568
2004,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11520036387155805
2005,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.1174094286137403
2006,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.11594738156495722
2007,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10582885687572834
2008,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10683549382601928
2009,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10412968866517516
2010,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09672197458587885
2011,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10257198337507942
2012,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10029727894089084
2013,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.10508380822018527
2014,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09903611957098377
2015,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.09499432945250398
2016,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.07539712684227667
2017,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06644447500634527
2018,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06994624143036277
2019,Material footprint per unit of GDP,Fossil fuels,Normal value,Units,Kilograms per constant USD,0.06835888043528252
1990,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),214.9
1991,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),218.9
1992,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),214.8
1993,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),202.7
1994,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),193.3
1995,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),178.6
1996,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),190.3
1997,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),221.1
1998,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),227.6
1999,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),205.6
2000,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),195.7
2001,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),198.3
2002,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),192.5
2003,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),177.5
2004,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),196.2
2005,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),187.3
2006,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),167.6
2007,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),157.5
2008,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),151.5
2009,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),153.2
2010,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),146.4
2011,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),147.5
2012,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),147.2
2013,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),143.1
2014,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),153.6
2015,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),148.4
2016,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),131.8
2017,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),122.7
2018,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),123.2
2019,Material footprint per unit of GDP,Biomass,Definition differs,Units,Tons per GDP (millions of pounds),122.9
1990,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),44.8
1991,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.9
1992,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),33.7
1993,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),31.3
1994,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.0
1995,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),27.5
1996,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),31.0
1997,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.9
1998,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),47.4
1999,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),47.2
2000,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),49.2
2001,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),49.7
2002,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),52.1
2003,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),46.0
2004,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),51.8
2005,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),49.4
2006,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),47.3
2007,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),46.3
2008,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),41.2
2009,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),35.8
2010,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),36.6
2011,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),37.9
2012,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),40.0
2013,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),42.6
2014,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),39.1
2015,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),37.2
2016,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),31.8
2017,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.6
2018,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),32.2
2019,Material footprint per unit of GDP,Metal ores excluding precious metals,Definition differs,Units,Tons per GDP (millions of pounds),30.7
1990,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),305.7
1991,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),305.8
1992,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),302.8
1993,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),286.5
1994,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),285.5
1995,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),255.0
1996,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),244.0
1997,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),313.8
1998,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),333.3
1999,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),367.0
2000,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),349.8
2001,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),386.1
2002,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),435.9
2003,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),465.1
2004,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),411.5
2005,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),389.0
2006,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),365.9
2007,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),353.4
2008,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),299.1
2009,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),252.3
2010,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),234.2
2011,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),244.4
2012,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),228.3
2013,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),223.1
2014,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),271.0
2015,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),281.1
2016,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),235.6
2017,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),226.5
2018,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),256.6
2019,Material footprint per unit of GDP,Non-metallic minerals,Definition differs,Units,Tons per GDP (millions of pounds),246.9
1990,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),310.3
1991,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),304.1
1992,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),251.3
1993,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),230.3
1994,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),203.9
1995,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),187.5
1996,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),183.8
1997,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),222.4
1998,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),230.1
1999,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),243.5
2000,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),215.1
2001,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),215.4
2002,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),225.5
2003,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),211.5
2004,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),212.2
2005,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),209.7
2006,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),201.4
2007,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),178.8
2008,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),174.8
2009,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),167.5
2010,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),153.5
2011,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),159.5
2012,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),153.5
2013,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),157.3
2014,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),145.9
2015,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),139.2
2016,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),108.5
2017,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),93.9
2018,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),96.9
2019,Material footprint per unit of GDP,Fossil fuels,Definition differs,Units,Tons per GDP (millions of pounds),92.8
