Year,Type of Crime,Sex,Age,Ethnicity,Income,Long Term Disability or Sickness,Limits Activities,Total Household Income,Region,Type of Violence,Type of Sexual Assault,GeoCode,Value
2016,Violent Crime,,55 to 64,,,,,,,Wounding,,,0.104683094667971
2016,Violent Crime,,55 to 64,,,,,,,Assault with minor injury,,,0.213152315736075
2016,Violent Crime,,55 to 64,,,,,,,Violence without injury,,,0.521898728713601
2016,Violent Crime,,65 to 74,,,,,,,,,,0.474006387321135
2016,Violent Crime,,65 to 74,,,,,,,Violence with injury,,,0.157541546283352
2016,Violent Crime,,65 to 74,,,,,,,Wounding,,,0.0404051425233249
2016,Violent Crime,,65 to 74,,,,,,,Assault with minor injury,,,0.117136403760027
2016,Violent Crime,,65 to 74,,,,,,,Violence without injury,,,0.341134076698755
2016,Violent Crime,,75 and over,,,,,,,,,,0.172155480454565
2016,Violent Crime,,75 and over,,,,,,,Violence with injury,,,0.0162109847607988
2016,Violent Crime,,75 and over,,,,,,,Wounding,,,0.0162109847607988
2016,Violent Crime,,75 and over,,,,,,,Assault with minor injury,,,0.0
2016,Violent Crime,,75 and over,,,,,,,Violence without injury,,,0.155944495693765
2016,Violent Crime,,,Asian/Asian British,,,,,,,,,0.783931456455908
2016,Violent Crime,,,Asian/Asian British,,,,,,Violence with injury,,,0.488301878756068
2016,Violent Crime,,,Asian/Asian British,,,,,,Wounding,,,0.149882607181391
2016,Violent Crime,,,Asian/Asian British,,,,,,Assault with minor injury,,,0.338419271574677
2016,Violent Crime,,,Asian/Asian British,,,,,,Violence without injury,,,0.29562957769984
2016,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,,,,1.78544462910124
2016,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence with injury,,,0.495960347927856
2016,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Wounding,,,0.187825133607534
2016,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Assault with minor injury,,,0.308135214320321
2016,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence without injury,,,1.28948428117339
2016,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,,,,1.91862145598877
2016,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence with injury,,,0.977932178048282
2016,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Wounding,,,0.566559703403812
2016,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Assault with minor injury,,,0.411372474644469
2016,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence without injury,,,1.06123828400989
2016,Violent Crime,,,Other ethnic group,,,,,,,,,1.15107729163288
2016,Violent Crime,,,Other ethnic group,,,,,,Violence with injury,,,0.373247887629078
2016,Violent Crime,,,Other ethnic group,,,,,,Wounding,,,0.0
2016,Violent Crime,,,Other ethnic group,,,,,,Assault with minor injury,,,0.373247887629078
2016,Violent Crime,,,Other ethnic group,,,,,,Violence without injury,,,0.777829404003804
2016,Violent Crime,,,White,,,,,,,,,1.74102596500961
2016,Violent Crime,,,White,,,,,,Violence with injury,,,0.839297524979528
2016,Violent Crime,,,White,,,,,,Wounding,,,0.441536442341147
2016,Violent Crime,,,White,,,,,,Assault with minor injury,,,0.410064400728788
2016,Violent Crime,,,White,,,,,,Violence without injury,,,0.966800167735685
2016,Violent Crime,,,,"£10,000 less than £20,000",,,,,,,,1.63965437108596
2016,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence with injury,,,0.699948314909913
2016,Violent Crime,,,,"£10,000 less than £20,000",,,,,Wounding,,,0.383808358759948
2016,Violent Crime,,,,"£10,000 less than £20,000",,,,,Assault with minor injury,,,0.316139956149961
2016,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence without injury,,,1.03365530375268
2016,Violent Crime,,,,"£20,000 less than £30,000",,,,,,,,1.74487421498309
2016,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence with injury,,,0.902390700137889
2016,Violent Crime,,,,"£20,000 less than £30,000",,,,,Wounding,,,0.407642246955221
2016,Violent Crime,,,,"£20,000 less than £30,000",,,,,Assault with minor injury,,,0.54605361179828
2016,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence without injury,,,0.924984866485353
2016,Violent Crime,,,,"£30,000 less than £40,000",,,,,,,,1.76622044208724
2016,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence with injury,,,1.0121198547039
2016,Violent Crime,,,,"£30,000 less than £40,000",,,,,Wounding,,,0.489545674450145
2016,Violent Crime,,,,"£30,000 less than £40,000",,,,,Assault with minor injury,,,0.52257418025376
2016,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence without injury,,,0.877876008942888
2016,Violent Crime,,,,"£40,000 less than £50,000",,,,,,,,1.95007392623404
2016,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence with injury,,,0.964670045255537
2016,Violent Crime,,,,"£40,000 less than £50,000",,,,,Wounding,,,0.445093438795992
2016,Violent Crime,,,,"£40,000 less than £50,000",,,,,Assault with minor injury,,,0.519576606459541
2016,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence without injury,,,0.985403880978519
2016,Violent Crime,,,,"£50,000 or more",,,,,,,,1.38934130481558
2016,Violent Crime,,,,"£50,000 or more",,,,,Violence with injury,,,0.519058243962335
2016,Violent Crime,,,,"£50,000 or more",,,,,Wounding,,,0.214797499825283
2016,Violent Crime,,,,"£50,000 or more",,,,,Assault with minor injury,,,0.304260744137054
2016,Violent Crime,,,,"£50,000 or more",,,,,Violence without injury,,,0.874772494969005
2016,Violent Crime,,,,"Less than £10,000",,,,,,,,2.58105979367399
2016,Violent Crime,,,,"Less than £10,000",,,,,Violence with injury,,,1.45286828902077
2016,Violent Crime,,,,"Less than £10,000",,,,,Wounding,,,0.501489146587361
2016,Violent Crime,,,,"Less than £10,000",,,,,Assault with minor injury,,,0.973844133909288
2016,Violent Crime,,,,"Less than £10,000",,,,,Violence without injury,,,1.18189416976227
2016,Violent Crime,,,,No income stated or not enough information provided,,,,,,,,1.45163009847595
2016,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence with injury,,,0.704218564756976
2016,Violent Crime,,,,No income stated or not enough information provided,,,,,Wounding,,,0.559546798744356
2016,Violent Crime,,,,No income stated or not enough information provided,,,,,Assault with minor injury,,,0.154769615660065
2016,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence without injury,,,0.809296914704982
2016,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,,,,1.77578060605097
2016,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence with injury,,,1.01346592807212
2016,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Wounding,,,0.689267642811869
2016,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Assault with minor injury,,,0.324198285260253
2016,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence without injury,,,0.784210691838219
2016,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,,,,2.30286908170506
2016,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence with injury,,,1.25624874907162
2016,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Wounding,,,0.753347226572006
2016,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Assault with minor injury,,,0.512452123971977
2016,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence without injury,,,1.15345722194273
2016,Violent Crime,,,,,Long-standing illness or disability,,,,,,,2.18193995589032
2016,Violent Crime,,,,,Long-standing illness or disability,,,,Violence with injury,,,1.20032611862288
2016,Violent Crime,,,,,Long-standing illness or disability,,,,Wounding,,,0.738109680025853
2016,Violent Crime,,,,,Long-standing illness or disability,,,,Assault with minor injury,,,0.469612283056617
2016,Violent Crime,,,,,Long-standing illness or disability,,,,Violence without injury,,,1.06926202212739
2016,Violent Crime,,,,,No long-standing illness or disability,,,,,,,1.52271186511664
2016,Violent Crime,,,,,No long-standing illness or disability,,,,Violence with injury,,,0.689982180583894
2016,Violent Crime,,,,,No long-standing illness or disability,,,,Wounding,,,0.321407045536735
2016,Violent Crime,,,,,No long-standing illness or disability,,,,Assault with minor injury,,,0.377586341585454
2016,Violent Crime,,,,,No long-standing illness or disability,,,,Violence without injury,,,0.882966490645639
2016,Violent Crime,,,,,,,,,,,,1.66630717353956
2016,Violent Crime,,,,,,,,,Violence with injury,,,0.798713381951308
2016,Violent Crime,,,,,,,,,Wounding,,,0.409063088696047
2016,Violent Crime,,,,,,,,,Assault with minor injury,,,0.400299834332004
2016,Violent Crime,,,,,,,,,Violence without injury,,,0.925459841304344
2015,Sexual Assault,Female,16 to 19,,,,,,,,,,11.0400132655969
2015,Sexual Assault,Female,20 to 24,,,,,,,,,,7.60235959624021
2015,Sexual Assault,Female,25 to 34,,,,,,,,,,2.83322415295878
2015,Sexual Assault,Female,35 to 44,,,,,,,,,,1.64094420059315
2015,Sexual Assault,Female,45 to 54,,,,,,,,,,1.61208689108701
2015,Sexual Assault,Female,55 to 59,,,,,,,,,,0.827576351921561
2015,Sexual Assault,Female,,Asian/Asian British,,,,,,,,,3.01016818337687
2015,Sexual Assault,Female,,Black/African/Caribbean/Black British,,,,,,,,,2.22790780913895
2015,Sexual Assault,Female,,Long-standing illness or disability,,,,,,,,,5.28559491677639
2015,Sexual Assault,Female,,Mixed/multiple ethnic groups,,,,,,,,,2.81572779077811
2015,Sexual Assault,Female,,Other ethnic group,,,,,,,,,7.11534461795045
2015,Sexual Assault,Female,,White,,,,,,,,,3.26724309005414
2015,Sexual Assault,Female,,,"£10,000 to less than £20,000",,,,,,,,3.53147585198843
2015,Sexual Assault,Female,,,"£20,000 to less than £30,000",,,,,,,,2.52603551797171
2015,Sexual Assault,Female,,,"£30,000 to less than £40,000",,,,,,,,2.88963320230518
2015,Sexual Assault,Female,,,"£40,000 to less than £50,000",,,,,,,,2.79954654948968
2015,Sexual Assault,Female,,,"£50,000 or more",,,,,,,,2.41242439596631
2015,Sexual Assault,Female,,,"Less than £10,000",,,,,,,,4.07804256478048
2015,Sexual Assault,Female,,,No income stated or not enough information provided,,,,,,,,4.92856662161948
2015,Sexual Assault,Female,,,,Long-standing illness or disability,Does not limit activities,,,,,,4.08970518397996
2015,Sexual Assault,Female,,,,Long-standing illness or disability,Limits activities,,,,,,5.4422280040129
2015,Sexual Assault,Female,,,,No long-standing illness or disability,,,,,,,2.8401614112045
2015,Sexual Assault,Female,,,,,,,East Midlands,,,E12000004,3.41678198146609
2015,Sexual Assault,Female,,,,,,,East of England,,,E12000006,2.91128059409865
2015,Sexual Assault,Female,,,,,,,London,,,E12000007,4.14803694814351
2015,Sexual Assault,Female,,,,,,,North East,,,E12000001,1.79511568394139
2015,Sexual Assault,Female,,,,,,,North West,,,E12000002,3.24034847036681
2015,Sexual Assault,Female,,,,,,,South East,,,E12000008,2.30626219087579
2015,Sexual Assault,Female,,,,,,,South West,,,E12000009,4.37817916351117
2015,Sexual Assault,Female,,,,,,,Wales,,,W92000004,2.99975347415047
2015,Sexual Assault,Female,,,,,,,West Midlands,,,E12000005,2.24402675278821
2015,Sexual Assault,Female,,,,,,,Yorkshire and the Humber,,,E12000003,4.06591783910506
2015,Sexual Assault,Female,,,,,,,,,,,3.22986503083923
2015,Sexual Assault,Male,16 to 19,,,,,,,,,,2.47931209811778
2015,Sexual Assault,Male,20 to 24,,,,,,,,,,1.63674598530581
2015,Sexual Assault,Male,25 to 34,,,,,,,,,,0.789255446060169
2015,Sexual Assault,Male,35 to 44,,,,,,,,,,0.237884131682313
2015,Sexual Assault,Male,45 to 54,,,,,,,,,,0.0469687453983437
2015,Sexual Assault,Male,55 to 59,,,,,,,,,,0.330263787275513
2015,Sexual Assault,Male,,Asian/Asian British,,,,,,,,,0.254692455148523
2015,Sexual Assault,Male,,Black/African/Caribbean/Black British,,,,,,,,,0.682319068071633
2015,Sexual Assault,Male,,Long-standing illness or disability,,,,,,,,,1.03974598586772
2015,Sexual Assault,Male,,Mixed/multiple ethnic groups,,,,,,,,,0.0
2015,Sexual Assault,Male,,Other ethnic group,,,,,,,,,0.991236079287985
2015,Sexual Assault,Male,,White,,,,,,,,,0.680760652312193
2015,Sexual Assault,Male,,,"£10,000 to less than £20,000",,,,,,,,0.672009283901038
2015,Sexual Assault,Male,,,"£20,000 to less than £30,000",,,,,,,,0.453090694199104
2015,Sexual Assault,Male,,,"£30,000 to less than £40,000",,,,,,,,0.122992955300659
2015,Sexual Assault,Male,,,"£40,000 to less than £50,000",,,,,,,,0.621340549512202
2015,Sexual Assault,Male,,,"£50,000 or more",,,,,,,,0.901437086244805
2015,Sexual Assault,Male,,,"Less than £10,000",,,,,,,,0.632736049904575
2015,Sexual Assault,Male,,,No income stated or not enough information provided,,,,,,,,0.923093480114175
2015,Sexual Assault,Male,,,,Long-standing illness or disability,Does not limit activities,,,,,,1.03640673974477
2015,Sexual Assault,Male,,,,Long-standing illness or disability,Limits activities,,,,,,1.04120205708912
2015,Sexual Assault,Male,,,,No long-standing illness or disability,,,,,,,0.627572005071966
2015,Sexual Assault,Male,,,,,,,East Midlands,,,E12000004,0.687725657773717
2015,Sexual Assault,Male,,,,,,,East of England,,,E12000006,0.777411471315046
2015,Sexual Assault,Male,,,,,,,London,,,E12000007,0.862954753035105
2015,Sexual Assault,Male,,,,,,,North East,,,E12000001,0.070616564313673
2015,Sexual Assault,Male,,,,,,,North West,,,E12000002,0.109534140594839
2015,Sexual Assault,Male,,,,,,,South East,,,E12000008,0.652528436081557
2015,Sexual Assault,Male,,,,,,,South West,,,E12000009,0.830368764638615
2015,Sexual Assault,Male,,,,,,,Wales,,,W92000004,0.504408385995625
2015,Sexual Assault,Male,,,,,,,West Midlands,,,E12000005,0.951384008405714
2015,Sexual Assault,Male,,,,,,,Yorkshire and the Humber,,,E12000003,0.967057362126028
2015,Sexual Assault,Male,,,,,,,,,,,0.679584486798521
2015,Violent Crime,Female,16 to 24,,,,,,,,,,2.91088751808924
2015,Violent Crime,Female,16 to 24,,,,,,,Violence with injury,,,1.6760986900455
2015,Violent Crime,Female,16 to 24,,,,,,,Wounding,,,0.631397250852898
2015,Violent Crime,Female,16 to 24,,,,,,,Assault with minor injury,,,1.04470143919261
2015,Violent Crime,Female,16 to 24,,,,,,,Violence without injury,,,1.34961434892014
2015,Violent Crime,Female,25 to 34,,,,,,,,,,1.9991109006068
2015,Violent Crime,Female,25 to 34,,,,,,,Violence with injury,,,1.11684070080721
2015,Violent Crime,Female,25 to 34,,,,,,,Wounding,,,0.547182080832914
2015,Violent Crime,Female,25 to 34,,,,,,,Assault with minor injury,,,0.569658619974309
2015,Violent Crime,Female,25 to 34,,,,,,,Violence without injury,,,0.940870336553761
2015,Violent Crime,Female,35 to 44,,,,,,,,,,1.41083627443875
2015,Violent Crime,Female,35 to 44,,,,,,,Violence with injury,,,0.606791343410755
2015,Violent Crime,Female,35 to 44,,,,,,,Wounding,,,0.278132605939039
2015,Violent Crime,Female,35 to 44,,,,,,,Assault with minor injury,,,0.352863695532428
2015,Violent Crime,Female,35 to 44,,,,,,,Violence without injury,,,0.830666165439223
2015,Violent Crime,Female,45 to 54,,,,,,,,,,1.52260728705395
2015,Violent Crime,Female,45 to 54,,,,,,,Violence with injury,,,0.783255979829169
2015,Violent Crime,Female,45 to 54,,,,,,,Wounding,,,0.52302222093543
2015,Violent Crime,Female,45 to 54,,,,,,,Assault with minor injury,,,0.26023375889374
2015,Violent Crime,Female,45 to 54,,,,,,,Violence without injury,,,0.739351307224784
2015,Violent Crime,Female,55 to 64,,,,,,,,,,1.11373243857459
2015,Violent Crime,Female,55 to 64,,,,,,,Violence with injury,,,0.520007104479951
2015,Violent Crime,Female,55 to 64,,,,,,,Wounding,,,0.285170435768922
2015,Violent Crime,Female,55 to 64,,,,,,,Assault with minor injury,,,0.23483666871103
2015,Violent Crime,Female,55 to 64,,,,,,,Violence without injury,,,0.593725334094648
2015,Violent Crime,Female,65 to 74,,,,,,,,,,0.217721733650604
2015,Violent Crime,Female,65 to 74,,,,,,,Violence with injury,,,0.121005124380825
2015,Violent Crime,Female,65 to 74,,,,,,,Wounding,,,0.121005124380825
2015,Violent Crime,Female,65 to 74,,,,,,,Assault with minor injury,,,0.0
2015,Violent Crime,Female,65 to 74,,,,,,,Violence without injury,,,0.0967166092697789
2015,Violent Crime,Female,75 and over,,,,,,,,,,0.101273666301927
2015,Violent Crime,Female,75 and over,,,,,,,Violence with injury,,,0.0313355532928296
2015,Violent Crime,Female,75 and over,,,,,,,Wounding,,,0.0313355532928296
2015,Violent Crime,Female,75 and over,,,,,,,Assault with minor injury,,,0.0
2015,Violent Crime,Female,75 and over,,,,,,,Violence without injury,,,0.069938113009098
2015,Violent Crime,Female,,,,,,,,,,,1.39475154714937
2015,Violent Crime,Female,,,,,,,,Violence with injury,,,0.727787439048043
2015,Violent Crime,Female,,,,,,,,Wounding,,,0.366821619951608
2015,Violent Crime,Female,,,,,,,,Assault with minor injury,,,0.364826795642922
2015,Violent Crime,Female,,,,,,,,Violence without injury,,,0.695823297059377
2015,Violent Crime,Male,16 to 24,,,,,,,,,,4.54435046763028
2015,Violent Crime,Male,16 to 24,,,,,,,Violence with injury,,,2.52957340547617
2015,Violent Crime,Male,16 to 24,,,,,,,Wounding,,,1.56159405329439
2015,Violent Crime,Male,16 to 24,,,,,,,Assault with minor injury,,,1.02877685087643
2015,Violent Crime,Male,16 to 24,,,,,,,Violence without injury,,,2.26011291125361
2015,Violent Crime,Male,25 to 34,,,,,,,,,,2.85259372737352
2015,Violent Crime,Male,25 to 34,,,,,,,Violence with injury,,,1.36594109226054
2015,Violent Crime,Male,25 to 34,,,,,,,Wounding,,,0.589635474665579
2015,Violent Crime,Male,25 to 34,,,,,,,Assault with minor injury,,,0.808445115139095
2015,Violent Crime,Male,25 to 34,,,,,,,Violence without injury,,,1.57274288557806
2015,Violent Crime,Male,35 to 44,,,,,,,,,,2.33807490371691
2015,Violent Crime,Male,35 to 44,,,,,,,Violence with injury,,,1.34933124516089
2015,Violent Crime,Male,35 to 44,,,,,,,Wounding,,,0.737045580465129
2015,Violent Crime,Male,35 to 44,,,,,,,Assault with minor injury,,,0.65192800912768
2015,Violent Crime,Male,35 to 44,,,,,,,Violence without injury,,,1.10674763670914
2015,Violent Crime,Male,45 to 54,,,,,,,,,,2.56261765580655
2015,Violent Crime,Male,45 to 54,,,,,,,Violence with injury,,,0.986292789562474
2015,Violent Crime,Male,45 to 54,,,,,,,Wounding,,,0.497934838671456
2015,Violent Crime,Male,45 to 54,,,,,,,Assault with minor injury,,,0.488357950891013
2015,Violent Crime,Male,45 to 54,,,,,,,Violence without injury,,,1.57632486624408
2015,Violent Crime,Male,55 to 64,,,,,,,,,,1.13771278335675
2015,Violent Crime,Male,55 to 64,,,,,,,Violence with injury,,,0.453751939293035
2015,Violent Crime,Male,55 to 64,,,,,,,Wounding,,,0.360376668538067
2015,Violent Crime,Male,55 to 64,,,,,,,Assault with minor injury,,,0.0933752707549697
2015,Violent Crime,Male,55 to 64,,,,,,,Violence without injury,,,0.704419901799945
2015,Violent Crime,Male,65 to 74,,,,,,,,,,0.710091987390449
2015,Violent Crime,Male,65 to 74,,,,,,,Violence with injury,,,0.380961221455392
2015,Violent Crime,Male,65 to 74,,,,,,,Wounding,,,0.280777306586234
2015,Violent Crime,Male,65 to 74,,,,,,,Assault with minor injury,,,0.129252221933375
2015,Violent Crime,Male,65 to 74,,,,,,,Violence without injury,,,0.329130765935056
2015,Violent Crime,Male,75 and over,,,,,,,,,,0.0188517962451048
2015,Violent Crime,Male,75 and over,,,,,,,Violence with injury,,,0.0188517962451048
2015,Violent Crime,Male,75 and over,,,,,,,Wounding,,,0.0
2015,Violent Crime,Male,75 and over,,,,,,,Assault with minor injury,,,0.0188517962451048
2015,Violent Crime,Male,75 and over,,,,,,,Violence without injury,,,0.0
2015,Violent Crime,Male,,,,,,,,,,,2.21743845891043
2015,Violent Crime,Male,,,,,,,,Violence with injury,,,1.09929434952518
2015,Violent Crime,Male,,,,,,,,Wounding,,,0.615421292064905
2015,Violent Crime,Male,,,,,,,,Assault with minor injury,,,0.507936965533373
2015,Violent Crime,Male,,,,,,,,Violence without injury,,,1.18978647496039
2015,Violent Crime,,16 to 24,,,,,,,,,,3.74408168050093
2015,Violent Crime,,16 to 24,,,,,,,Violence with injury,,,2.11143770453776
2015,Violent Crime,,16 to 24,,,,,,,Wounding,,,1.10587054448104
2015,Violent Crime,,16 to 24,,,,,,,Assault with minor injury,,,1.03657865071578
2015,Violent Crime,,16 to 24,,,,,,,Violence without injury,,,1.81403999581567
2015,Violent Crime,,25 to 34,,,,,,,,,,2.42380779863453
2015,Violent Crime,,25 to 34,,,,,,,Violence with injury,,,1.24079417735049
2015,Violent Crime,,25 to 34,,,,,,,Wounding,,,0.568307080781401
2015,Violent Crime,,25 to 34,,,,,,,Assault with minor injury,,,0.688479855278573
2015,Violent Crime,,25 to 34,,,,,,,Violence without injury,,,1.25529296241503
2015,Violent Crime,,35 to 44,,,,,,,,,,1.87044908206409
2015,Violent Crime,,35 to 44,,,,,,,Violence with injury,,,0.974852852326649
2015,Violent Crime,,35 to 44,,,,,,,Wounding,,,0.505606175328433
2015,Violent Crime,,35 to 44,,,,,,,Assault with minor injury,,,0.501103624814777
2015,Violent Crime,,35 to 44,,,,,,,Violence without injury,,,0.96751398016248
2015,Violent Crime,,45 to 54,,,,,,,,,,2.03521219578
2015,Violent Crime,,45 to 54,,,,,,,Violence with injury,,,0.88332966029276
2015,Violent Crime,,45 to 54,,,,,,,Wounding,,,0.510657041046866
2015,Violent Crime,,45 to 54,,,,,,,Assault with minor injury,,,0.372672619245894
2015,Violent Crime,,45 to 54,,,,,,,Violence without injury,,,1.15188253548724
2015,Violent Crime,,55 to 64,,,,,,,,,,1.12551624908185
2015,Violent Crime,,55 to 64,,,,,,,Violence with injury,,,0.487449678021654
2015,Violent Crime,,55 to 64,,,,,,,Wounding,,,0.322126367969518
2015,Violent Crime,,55 to 64,,,,,,,Assault with minor injury,,,0.165323310052136
2015,Violent Crime,,55 to 64,,,,,,,Violence without injury,,,0.648120040337266
2015,Violent Crime,,65 to 74,,,,,,,,,,0.454877285775874
2015,Violent Crime,,65 to 74,,,,,,,Violence with injury,,,0.24621583981658
2015,Violent Crime,,65 to 74,,,,,,,Wounding,,,0.197961154517454
2015,Violent Crime,,65 to 74,,,,,,,Assault with minor injury,,,0.0622557553450899
2015,Violent Crime,,65 to 74,,,,,,,Violence without injury,,,0.208661445959296
2015,Violent Crime,,75 and over,,,,,,,,,,0.0658112426903471
2015,Violent Crime,,75 and over,,,,,,,Violence with injury,,,0.0259643541149262
2015,Violent Crime,,75 and over,,,,,,,Wounding,,,0.0178532740845626
2015,Violent Crime,,75 and over,,,,,,,Assault with minor injury,,,0.00811108003036348
2015,Violent Crime,,75 and over,,,,,,,Violence without injury,,,0.0398468885754209
2015,Violent Crime,,,Asian/Asian British,,,,,,,,,1.10011875408277
2015,Violent Crime,,,Asian/Asian British,,,,,,Violence with injury,,,0.411043209778034
2015,Violent Crime,,,Asian/Asian British,,,,,,Wounding,,,0.157288828174785
2015,Violent Crime,,,Asian/Asian British,,,,,,Assault with minor injury,,,0.253754381603249
2015,Violent Crime,,,Asian/Asian British,,,,,,Violence without injury,,,0.689075544304741
2015,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,,,,2.23541988284578
2015,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence with injury,,,1.13078888224561
2015,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Wounding,,,0.661756854966268
2015,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Assault with minor injury,,,0.46903202727934
2015,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence without injury,,,1.35460426146975
2015,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,,,,1.39352636682409
2015,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence with injury,,,0.737519619359589
2015,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Wounding,,,0.0
2015,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Assault with minor injury,,,0.737519619359589
2015,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence without injury,,,0.656006747464509
2015,Violent Crime,,,Other ethnic group,,,,,,,,,2.01898845554402
2015,Violent Crime,,,Other ethnic group,,,,,,Violence with injury,,,1.17530863003235
2015,Violent Crime,,,Other ethnic group,,,,,,Wounding,,,0.812459361742829
2015,Violent Crime,,,Other ethnic group,,,,,,Assault with minor injury,,,0.36284926828953
2015,Violent Crime,,,Other ethnic group,,,,,,Violence without injury,,,1.20652909380119
2015,Violent Crime,,,White,,,,,,,,,1.84665288444721
2015,Violent Crime,,,White,,,,,,Violence with injury,,,0.943827456323197
2015,Violent Crime,,,White,,,,,,Wounding,,,0.515531435967329
2015,Violent Crime,,,White,,,,,,Assault with minor injury,,,0.444065682920313
2015,Violent Crime,,,White,,,,,,Violence without injury,,,0.94742571431286
2015,Violent Crime,,,,"£10,000 less than £20,000",,,,,,,,1.85457591847355
2015,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence with injury,,,0.86624129571114
2015,Violent Crime,,,,"£10,000 less than £20,000",,,,,Wounding,,,0.57485748241177
2015,Violent Crime,,,,"£10,000 less than £20,000",,,,,Assault with minor injury,,,0.355403119567436
2015,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence without injury,,,1.00562294693315
2015,Violent Crime,,,,"£20,000 less than £30,000",,,,,,,,1.95601885677837
2015,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence with injury,,,0.905168839319348
2015,Violent Crime,,,,"£20,000 less than £30,000",,,,,Wounding,,,0.551046309011111
2015,Violent Crime,,,,"£20,000 less than £30,000",,,,,Assault with minor injury,,,0.366232616461295
2015,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence without injury,,,1.08527345338302
2015,Violent Crime,,,,"£30,000 less than £40,000",,,,,,,,1.76645786175038
2015,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence with injury,,,0.941157334876157
2015,Violent Crime,,,,"£30,000 less than £40,000",,,,,Wounding,,,0.408341805760566
2015,Violent Crime,,,,"£30,000 less than £40,000",,,,,Assault with minor injury,,,0.53281552911559
2015,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence without injury,,,0.9509492493582
2015,Violent Crime,,,,"£40,000 less than £50,000",,,,,,,,1.79122999063759
2015,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence with injury,,,0.961894468471015
2015,Violent Crime,,,,"£40,000 less than £50,000",,,,,Wounding,,,0.334882636084397
2015,Violent Crime,,,,"£40,000 less than £50,000",,,,,Assault with minor injury,,,0.627011832386614
2015,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence without injury,,,0.895216230617086
2015,Violent Crime,,,,"£50,000 or more",,,,,,,,1.70099121163302
2015,Violent Crime,,,,"£50,000 or more",,,,,Violence with injury,,,0.727110365639577
2015,Violent Crime,,,,"£50,000 or more",,,,,Wounding,,,0.319029643016664
2015,Violent Crime,,,,"£50,000 or more",,,,,Assault with minor injury,,,0.408080722622914
2015,Violent Crime,,,,"£50,000 or more",,,,,Violence without injury,,,1.00902512014556
2015,Violent Crime,,,,"Less than £10,000",,,,,,,,1.96784762235376
2015,Violent Crime,,,,"Less than £10,000",,,,,Violence with injury,,,1.19484204049906
2015,Violent Crime,,,,"Less than £10,000",,,,,Wounding,,,0.696119801048911
2015,Violent Crime,,,,"Less than £10,000",,,,,Assault with minor injury,,,0.526149879610819
2015,Violent Crime,,,,"Less than £10,000",,,,,Violence without injury,,,0.816337665490132
2015,Violent Crime,,,,No income stated or not enough information provided,,,,,,,,1.70939914330391
